Quarter,Time,Down,ToGo,Location,ARI,SFO,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cardinals won the coin toss and deferred, 49ers to receive the opening kickoff.",,
1,15:00,,,ARI 35,0,0,"Phil Dawson kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,SFO 25,0,0,C.J. Beathard pass complete short left to Pierre Garcon for 9 yards (tackle by Patrick Peterson),0.610,1.280
1,14:27,2,1,SFO 34,0,0,Matt Breida up the middle for 17 yards (tackle by Tre Boston),1.280,2.320
1,13:52,1,10,ARI 49,0,0,C.J. Beathard pass complete short left to Kyle Juszczyk for 16 yards (tackle by Haason Reddick and Bene Benwikere),2.320,3.380
1,13:10,1,10,ARI 33,0,0,Alfred Morris right tackle for -4 yards (tackle by Chandler Jones and Budda Baker),3.380,2.300
1,12:30,2,14,ARI 37,0,0,C.J. Beathard pass complete short right to George Kittle for 4 yards (tackle by Haason Reddick and Patrick Peterson),2.300,2.150
1,11:53,3,10,ARI 33,0,0,"C.J. Beathard pass incomplete short middle intended for Trent Taylor. Penalty on Budda Baker: Defensive Pass Interference, 6 yards (no play)",2.150,3.780
1,11:50,1,10,ARI 27,0,0,C.J. Beathard pass complete short left to Kyle Juszczyk for 25 yards (tackle by Josh Bynes),3.780,6.740
1,11:05,1,2,ARI 2,0,0,"Penalty on Joe Staley: False Start, 5 yards (no play)",6.740,5.600
1,10:37,1,7,ARI 7,0,0,Matt Breida left guard for 2 yards (tackle by Budda Baker and Antoine Bethea),5.600,5.150
1,9:52,2,5,ARI 5,0,6,"C.J. Beathard pass complete short middle to Matt Breida for 5 yards, touchdown",5.150,7.000
1,9:49,,,ARI 15,0,6,"Two Point Attempt: Bradley Pinion rushes, conversion fails.",0.000,-1.000
1,9:49,,,SFO 35,0,6,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
1,9:49,1,10,ARI 25,6,6,"Josh Rosen pass complete deep middle to Christian Kirk for 75 yards, touchdown",0.610,7.000
1,9:39,,,SFO 15,7,6,Phil Dawson kicks extra point good,0.000,0.000
1,9:39,,,ARI 35,7,6,"Phil Dawson kicks off 63 yards, returned by D.J. Reed for no gain (tackle by Gerald Hodges and Joe Walker)",0.000,1.000
1,9:33,1,10,SFO 31,7,6,Matt Breida left tackle for 4 yards (tackle by Tre Boston),1.000,1.000
1,8:52,2,6,SFO 35,7,6,"Penalty on Laken Tomlinson: False Start, 5 yards (no play)",1.000,0.320
1,8:31,2,11,SFO 30,7,6,C.J. Beathard pass deep middle intended for Pierre Garcon is intercepted by Tre Boston at ARI-48 and returned for 9 yards,0.320,-2.720
1,8:21,1,10,SFO 43,7,6,Josh Rosen pass incomplete short left intended for Chad Williams,2.720,2.180
1,8:17,2,10,SFO 43,7,6,David Johnson left guard for 3 yards (tackle by Earl Mitchell and Malcolm Smith),2.180,1.880
1,7:35,3,7,SFO 40,7,6,Josh Rosen pass incomplete short right intended for Christian Kirk,1.880,0.590
1,7:31,4,7,SFO 40,7,6,Andy Lee punts 35 yards downed by Dennis Gardeck,0.590,0.380
1,7:21,1,10,SFO 5,7,6,Matt Breida right end for 17 yards (tackle by Josh Bynes),-0.380,0.410
1,6:45,1,10,SFO 22,7,6,Matt Breida right end for 4 yards (tackle by Olsen Pierre),0.410,0.410
1,6:07,2,6,SFO 26,7,6,C.J. Beathard pass incomplete short left intended for Pierre Garcon,0.410,-0.290
1,6:04,3,6,SFO 26,7,6,C.J. Beathard sacked by Josh Bynes for -15 yards. Penalty on Richie James: Illegal Formation (Declined),-0.290,-2.490
1,5:40,4,21,SFO 11,7,6,"Bradley Pinion punts 40 yards, returned by Christian Kirk for no gain (tackle by Mark Nzeocha). Penalty on Brandon Williams: Illegal Block Above the Waist, 10 yards",-2.490,-1.530
1,5:31,1,10,ARI 39,7,6,Josh Rosen pass incomplete deep right intended for Larry Fitzgerald,1.530,0.990
1,5:25,2,10,ARI 39,7,6,David Johnson left tackle for 10 yards (tackle by Malcolm Smith and Adrian Colbert),0.990,2.190
1,4:34,1,10,ARI 49,7,6,Josh Rosen pass complete short left to David Johnson for 5 yards (tackle by Solomon Thomas),2.190,2.320
1,3:51,2,5,SFO 46,7,6,David Johnson up the middle for 1 yard (tackle by Malcolm Smith),2.320,1.750
1,3:12,3,4,SFO 45,7,6,Josh Rosen pass incomplete short right intended for Chad Williams,1.750,0.270
1,3:05,4,4,SFO 45,7,6,Andy Lee punts 35 yards out of bounds,0.270,0.380
1,3:00,1,10,SFO 10,7,6,Matt Breida up the middle for 9 yards (tackle by Antoine Bethea and Corey Peters),-0.380,0.240
1,2:35,2,1,SFO 19,7,6,Matt Breida up the middle for no gain (tackle by Benson Mayowa),0.240,-0.370
1,1:54,3,1,SFO 19,7,6,Alfred Morris up the middle for 12 yards (tackle by Budda Baker and Rodney Gunter),-0.370,1.000
1,1:27,1,10,SFO 31,7,6,C.J. Beathard pass complete short left to Alfred Morris for 15 yards (tackle by Antoine Bethea),1.000,1.990
1,0:55,1,10,SFO 46,7,6,"Penalty on Garrett Celek: False Start, 5 yards (no play)",1.990,1.660
1,0:34,,,,,,Timeout #1 by San Francisco 49ers,,
1,0:30,1,15,SFO 41,7,6,Matt Breida right tackle for 3 yards (tackle by Budda Baker),1.660,1.180
Quarter,Time,Down,ToGo,Location,ARI,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,12,SFO 44,7,6,"C.J. Beathard pass complete short left to Richie James for 12 yards (tackle by Budda Baker). Penalty on Alfred Morris: Offensive Pass Interference, 10 yards (no play)",1.180,-0.170
2,14:42,2,22,SFO 34,7,6,C.J. Beathard pass complete short right to Kendrick Bourne for 9 yards (tackle by Josh Bynes and Antoine Bethea),-0.170,0.370
2,13:58,3,13,SFO 43,7,6,C.J. Beathard pass complete short middle to George Kittle for 17 yards (tackle by Tre Boston),0.370,2.920
