Quarter,Time,Down,ToGo,Location,TAM,ATL,Detail,EPB,EPA
2,10:52,3,6,TAM 24,0,34,"Josh Freeman pass incomplete short middle intended for Kellen Winslow is intercepted by Curtis Lofton at TAM-26 and returned for 26 yards, touchdown. Penalty on Mike Williams: Illegal Shift (Declined)",-0.430,-7.000
2,10:43,,,TAM 2,0,35,Matt Bryant kicks extra point good,0.000,0.000
2,10:43,,,ATL 35,0,35,"Matthew Bosher kicks off 61 yards, returned by Micheal Spurlock for 12 yards (tackle by Chris Owens). Penalty on Eric Weems: Unnecessary Roughness, 15 yards",0.000,1.000
2,10:38,1,10,TAM 31,0,35,LeGarrette Blount left guard for 1 yard (tackle by Curtis Lofton and Sean Weatherspoon). Penalty on Micheal Spurlock: Illegal Formation (Declined),1.000,0.600
2,10:13,2,9,TAM 32,0,35,Josh Freeman pass complete short middle to Kellen Winslow for 5 yards (tackle by Curtis Lofton),0.600,0.560
2,9:36,3,4,TAM 37,0,35,Josh Freeman pass complete short right to Kregg Lumpkin for 12 yards (tackle by Jonathan Babineaux),0.560,2.190
2,8:56,1,10,TAM 49,0,35,"Josh Freeman pass complete short right to Kellen Winslow for -8 yards. Kellen Winslow fumbles (forced by William Moore), ball out of bounds at TAM-41. (forced by William Moore), ball out of bounds at TAM-41",2.190,0.570
,,,,,,,"TAM challenged the loose ball recovery ruling, and the original play was overturned.",,
2,8:34,2,18,TAM 41,0,35,Mossis Madu left guard for 3 yards (tackle by Ray Edwards),0.570,0.300
2,7:51,3,15,TAM 44,0,35,Josh Freeman pass incomplete short middle intended for Kregg Lumpkin,0.300,-0.460
2,7:47,4,15,TAM 44,0,35,"Michael Koenen punts 42 yards, fair catch by Eric Weems",-0.460,0.280
2,7:39,1,10,ATL 14,0,35,Michael Turner right guard for 5 yards (tackle by Sean Jones and Mason Foster),-0.280,-0.040
2,7:03,2,5,ATL 19,0,41,"Michael Turner left end for 81 yards, touchdown",-0.040,7.000
2,7:03,,,TAM 2,0,42,Matt Bryant kicks extra point good,0.000,0.000
2,7:03,,,ATL 35,0,42,"Matthew Bosher kicks off 65 yards, touchback",0.000,0.280
2,6:49,1,10,TAM 20,0,42,Josh Freeman pass complete short middle to Preston Parker for 48 yards (tackle by Thomas DeCoud),0.280,3.450
2,6:03,1,10,ATL 32,0,42,Josh Freeman pass complete short right to Dezmon Briscoe for 9 yards (tackle by Chris Owens),3.450,4.120
2,5:26,2,1,ATL 23,0,42,Josh Freeman pass complete short middle to Kregg Lumpkin for 3 yards (tackle by Curtis Lofton and Sean Weatherspoon),4.120,4.240
2,4:52,1,10,ATL 20,0,42,Josh Freeman pass complete short middle to Kellen Winslow for 13 yards (tackle by Thomas DeCoud),4.240,5.600
2,4:05,1,7,ATL 7,0,42,"Josh Freeman sacked by John Abraham for -2 yards. Josh Freeman fumbles (forced by John Abraham), recovered by Josh Freeman at ATL-8. Penalty on John Abraham: Defensive Offside, 4 yards (no play)",5.600,6.510
2,3:43,1,3,ATL 3,0,42,Josh Freeman pass complete short left to LeGarrette Blount for -7 yards (tackle by Thomas DeCoud),6.510,4.190
2,2:59,2,10,ATL 10,0,42,Josh Freeman pass complete short right to Preston Parker for 8 yards (tackle by Thomas DeCoud and Chris Owens),4.190,4.950
2,2:09,3,2,ATL 2,6,42,"Josh Freeman pass complete short middle to Dezmon Briscoe for 2 yards, touchdown",4.950,7.000
2,2:09,,,ATL 2,7,42,Connor Barth kicks extra point good,0.000,0.000
2,2:09,,,TAM 35,7,42,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
2,2:04,1,10,ATL 20,7,42,Chris Redman pass complete short right to Roddy White for 12 yards (tackle by Albert Haynesworth),0.280,1.070
2,1:55,1,10,ATL 32,7,42,Julio Jones right end for 9 yards (tackle by Larry Asante),1.070,1.740
2,1:18,2,1,ATL 41,7,42,Jason Snelling right guard for 1 yard (tackle by Albert Haynesworth),1.740,1.730
2,1:05,2,1,ATL 41,7,42,Timeout #2 by Atlanta Falcons,1.740,1.730
2,1:05,1,10,ATL 42,7,42,Chris Redman pass incomplete short right intended for Roddy White (defended by Albert Haynesworth),1.730,1.190
2,1:01,2,10,ATL 42,7,42,Chris Redman pass complete short left to Michael Palmer for 7 yards (tackle by Elbert Mack),1.190,1.420
2,0:18,3,3,ATL 49,7,42,Chris Redman pass complete short right to Eric Weems for 8 yards (tackle by Elbert Mack and Ahmad Black),1.420,2.720
Quarter,Time,Down,ToGo,Location,TAM,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,7,42,"Matthew Bosher kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,TAM 20,7,42,Josh Freeman pass incomplete short left intended for Mike Williams,0.280,-0.270
3,14:55,2,10,TAM 20,7,42,Kregg Lumpkin right tackle for 2 yards (tackle by William Moore and Jonathan Babineaux),-0.270,-0.690
3,14:13,3,8,TAM 22,7,42,Josh Freeman pass complete short right to Dezmon Briscoe for 9 yards,-0.690,1.000
,,,,,,,"TAM challenged the incomplete pass ruling, and the original play was overturned.",,
3,13:47,1,10,TAM 31,7,42,Josh Freeman pass complete short right to Dezmon Briscoe for 4 yards,1.000,1.000
3,13:12,2,6,TAM 35,7,42,Josh Freeman pass incomplete deep right intended for Dezmon Briscoe,1.000,0.300
3,13:06,3,6,TAM 35,7,42,Josh Freeman pass incomplete short right intended for Kregg Lumpkin,0.300,-1.040
3,13:02,4,6,TAM 35,7,42,Michael Koenen punts 60 yards,-1.040,0.380
3,12:50,1,10,ATL 5,7,42,Jason Snelling right tackle for 3 yards (tackle by Roy Miller),-0.380,-0.560
3,12:11,2,7,ATL 8,7,42,Chris Redman pass incomplete short left intended for Roddy White,-0.560,-1.070
3,12:06,3,7,ATL 8,7,42,Chris Redman pass complete short right to Roddy White for 16 yards (tackle by Larry Asante),-1.070,0.540
3,11:35,1,10,ATL 24,7,42,Chris Redman pass incomplete deep middle intended for Roddy White,0.540,0.000
3,11:30,2,10,ATL 24,7,42,Jacquizz Rodgers right tackle for 4 yards (tackle by E.J. Biggers),0.000,-0.160
3,10:46,3,6,ATL 28,7,42,Chris Redman pass complete short left to Jacquizz Rodgers for 5 yards (tackle by Elbert Mack and Brian Price),-0.160,-1.180
3,9:56,4,1,ATL 33,7,42,"Matthew Bosher punts 43 yards, returned by Micheal Spurlock for no gain",-1.180,-0.540
3,9:46,1,10,TAM 24,7,42,"Penalty on Demar Dotson: False Start, 5 yards (no play)",0.540,0.130
3,9:46,1,15,TAM 19,7,42,Josh Freeman pass complete short right to LeGarrette Blount for 10 yards (tackle by Thomas DeCoud),0.130,0.670
3,9:10,2,5,TAM 29,7,42,Josh Freeman pass complete short middle to Kregg Lumpkin for 8 yards (tackle by Curtis Lofton),0.670,1.400
3,8:26,1,10,TAM 37,7,42,Mossis Madu left guard for 1 yard (tackle by William Moore and Curtis Lofton),1.400,0.990
3,7:51,2,9,TAM 38,7,42,Josh Freeman pass complete short right to Preston Parker for 11 yards (tackle by Dominique Franks),0.990,2.190
3,7:15,1,10,TAM 49,7,42,Josh Freeman pass incomplete deep right intended for Josh Johnson,2.190,1.650
3,7:08,2,10,TAM 49,7,42,Josh Freeman pass complete short middle to Mike Williams for 31 yards (tackle by Thomas DeCoud),1.650,4.240
3,6:19,1,10,ATL 20,7,42,Kregg Lumpkin right end for -2 yards (tackle by Curtis Lofton),4.240,3.420
3,5:38,2,12,ATL 22,7,42,Josh Freeman pass complete short left to Kellen Winslow for 10 yards (tackle by Curtis Lofton and Dominique Franks),3.420,4.340
3,4:53,3,2,ATL 12,7,42,Josh Freeman for no gain. Jeff Faine fumbles,4.340,1.930
3,4:24,4,13,ATL 23,10,42,Connor Barth 41 yard field goal good,1.930,3.000
3,4:24,,,TAM 35,10,42,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
3,4:19,1,10,ATL 20,10,42,Chris Redman pass complete deep left to Roddy White for 18 yards (tackle by Myron Lewis),0.280,1.470
3,3:40,1,10,ATL 38,16,42,"Chris Redman pass incomplete short right intended for Roddy White is intercepted by Elbert Mack at ATL-40 and returned for 40 yards, touchdown",1.470,-7.000
3,3:32,,,,18,42,"Two Point Attempt: Josh Freeman pass complete to Kellen Winslow, conversion succeeds",1.000,1.000
3,3:32,,,TAM 35,18,42,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
3,3:32,1,10,ATL 20,18,42,Jacquizz Rodgers right tackle for 12 yards (tackle by Larry Asante),0.280,1.070
3,2:51,1,10,ATL 32,18,42,Jacquizz Rodgers right end for -3 yards (tackle by Michael Bennett),1.070,0.120
3,2:08,2,13,ATL 29,18,42,Chris Redman pass incomplete short middle intended for Roddy White,0.120,-0.560
3,2:04,3,13,ATL 29,18,42,Chris Redman pass complete short middle to Julio Jones for 5 yards (tackle by Elbert Mack),-0.560,-1.110
3,1:28,4,8,ATL 34,18,42,"Matthew Bosher punts 58 yards, returned by Micheal Spurlock for 15 yards (tackle by Sean Weatherspoon)",-1.110,-0.480
3,1:16,1,10,TAM 23,18,42,Josh Freeman pass complete short left to Mossis Madu for 7 yards (tackle by Sean Weatherspoon),0.480,0.880
3,0:40,2,3,TAM 30,18,42,Josh Freeman pass complete short right to Kellen Winslow for 9 yards (tackle by Curtis Lofton),0.880,1.530
3,0:11,1,10,TAM 39,18,42,Josh Freeman pass complete short middle to Mossis Madu for 8 yards (tackle by Curtis Lofton),1.530,2.070
Quarter,Time,Down,ToGo,Location,TAM,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,TAM 47,18,42,LeGarrette Blount right guard for 4 yards (tackle by Dominique Franks and James Sanders),2.070,2.320
4,14:18,1,10,ATL 49,18,42,Josh Freeman pass complete deep left to Kellen Winslow for 22 yards (tackle by Thomas DeCoud),2.320,3.780
4,13:36,1,10,ATL 27,18,42,Josh Freeman pass complete short middle to LeGarrette Blount for 11 yards (tackle by Dominique Franks),3.780,4.510
4,12:59,1,10,ATL 16,18,42,Josh Freeman pass incomplete short middle intended for Preston Parker,4.510,3.900
4,12:55,2,10,ATL 16,18,42,Josh Freeman pass complete short right to Kregg Lumpkin for 2 yards (tackle by Sean Weatherspoon),3.900,3.370
4,12:15,3,8,ATL 14,18,42,Josh Freeman pass complete short right to Dezmon Briscoe for 9 yards (tackle by Chris Owens),3.370,6.060
4,11:18,3,8,ATL 14,18,42,Timeout #1 by Tampa Bay Buccaneers,3.370,6.060
4,11:18,1,5,ATL 5,24,42,"Josh Freeman pass complete short middle to Dezmon Briscoe for 5 yards, touchdown",6.060,7.000
4,11:18,,,,24,42,"Two Point Attempt: Josh Freeman pass incomplete intended for Dezmon Briscoe, conversion fails. Penalty on Kroy Biermann: Roughing the Passer, 1 yards (no play)",1.000,1.000
4,11:18,,,,24,42,"Two Point Attempt: Josh Freeman middle, conversion fails",1.000,-1.000
4,11:18,,,TAM 35,24,42,"Michael Koenen kicks onside 12 yards, recovered by Reggie Kelly",0.000,-2.460
4,11:12,1,10,TAM 47,24,42,Jason Snelling right tackle for 3 yards (tackle by Roy Miller),2.460,2.320
4,10:29,2,7,TAM 44,24,42,Jason Snelling right tackle for 18 yards (tackle by Larry Asante),2.320,3.840
4,9:54,1,10,TAM 26,24,42,Jason Snelling right end for 12 yards (tackle by Larry Asante),3.840,4.650
4,9:12,1,10,TAM 14,24,42,Jacquizz Rodgers left end for 9 yards (tackle by Albert Haynesworth),4.650,5.670
4,8:27,2,1,TAM 5,24,42,Jacquizz Rodgers left guard for 4 yards (tackle by Larry Asante and Ahmad Black),5.670,6.970
4,7:39,1,1,TAM 1,24,42,"Jacquizz Rodgers left tackle for -1 yards (tackle by Larry Asante). Jacquizz Rodgers fumbles (forced by Larry Asante), recovered by Ahmad Black at TAM-2",6.970,0.380
4,7:21,1,10,TAM 2,24,42,Josh Freeman pass complete short right to Dezmon Briscoe for 6 yards (tackle by James Sanders and Chris Owens),-0.380,-0.340
4,6:59,2,4,TAM 8,24,42,Josh Freeman pass complete short right to Kregg Lumpkin for 2 yards (tackle by Curtis Lofton),-0.340,-0.480
4,6:17,3,2,TAM 10,24,42,Josh Freeman pass incomplete short left intended for Kellen Winslow,-0.480,-2.490
4,6:13,4,2,TAM 10,24,42,"Josh Freeman pass incomplete short left intended for Preston Parker (defended by Ray Edwards). Penalty on Dunta Robinson: Unnecessary Roughness (Offsetting), Penalty on Donald Penn: Unnecessary Roughness (Offsetting)",-2.490,-4.910
4,6:09,1,10,TAM 10,24,42,Jason Snelling right tackle for 3 yards (tackle by Ahmad Black),4.910,4.760
4,5:28,2,7,TAM 7,24,42,Jason Snelling left guard for 1 yard (tackle by Mason Foster),4.760,4.040
4,4:48,3,6,TAM 6,24,42,Jason Snelling right tackle for 4 yards (tackle by Mason Foster),4.040,3.250
4,4:02,4,2,TAM 2,24,45,Matt Bryant 20 yard field goal good,3.250,3.000
4,4:02,,,ATL 35,24,45,"Matthew Bosher kicks off 65 yards, touchback",0.000,0.280
4,3:59,1,10,TAM 20,24,45,Josh Freeman pass incomplete short right intended for LeGarrette Blount,0.280,-0.270
4,3:54,2,10,TAM 20,24,45,Josh Freeman pass complete short right to Dezmon Briscoe for 9 yards (tackle by Thomas DeCoud and Chris Owens),-0.270,0.230
4,3:20,3,1,TAM 29,24,45,Josh Freeman left guard for 2 yards (tackle by Kroy Biermann and Spencer Adkins),0.230,1.000
4,2:38,1,10,TAM 31,24,45,Josh Freeman pass complete short middle to Mossis Madu for 4 yards (tackle by Spencer Adkins),1.000,1.000
4,2:08,2,6,TAM 35,24,45,Josh Freeman for 12 yards (tackle by Dominique Franks),1.000,2.060
4,1:59,1,10,TAM 47,24,45,Josh Freeman pass incomplete deep right intended for Josh Johnson (defended by Chris Owens),2.060,1.520
4,1:51,2,10,TAM 47,24,45,Josh Freeman pass incomplete short left intended for Dezmon Briscoe is intercepted by Darrin Walls at ATL-45 and returned for 23 yards,1.520,-3.450
4,1:39,1,10,TAM 32,24,45,Chris Redman kneels for -2 yards,3.450,2.630
4,0:59,2,12,TAM 34,24,45,Chris Redman kneels for -1 yards,2.630,1.820
4,0:24,3,13,TAM 35,24,45,Chris Redman kneels for -1 yards,1.820,0.880
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
