Quarter,Time,Down,ToGo,Location,SEA,MIA,Detail,EPB,EPA
1,8:31,4,7,SEA 33,0,0,"Jon Ryan punts 67 yards, touchback. Penalty on Jeremy Lane: Player Out of Bounds on Punt, 5 yards (no play)",-1.180,-1.500
1,8:21,4,12,SEA 28,0,0,"Jon Ryan punts 55 yards, out of bounds",-1.500,-0.040
1,8:12,1,10,MIA 18,0,0,"Ryan Tannehill pass incomplete deep right intended for Davone Bess is intercepted by Bobby Wagner at MIA-35 and returned for 10 yards (tackle by Charles Clay). Penalty on Chris Clemons: Illegal Block Above the Waist, 10 yards",0.040,-3.250
1,7:59,1,10,MIA 35,0,0,"Penalty on Evan Moore: False Start, 5 yards (no play)",3.250,2.920
1,7:59,1,15,MIA 40,0,0,Marshawn Lynch left end for -5 yards (tackle by Jared Odrick),2.920,1.350
1,7:24,2,20,MIA 45,0,0,Russell Wilson pass complete short left to Golden Tate for 10 yards (tackle by Karlos Dansby),1.350,2.010
1,6:33,3,10,MIA 35,0,0,Russell Wilson pass incomplete short left intended for Doug Baldwin,2.010,0.970
1,6:27,4,10,MIA 35,0,0,"Penalty on Jon Ryan: Delay of Game, 5 yards (no play)",0.970,0.590
1,6:25,4,15,MIA 40,0,0,"Jon Ryan punts 31 yards, fair catch by Davone Bess",0.590,0.380
1,6:20,1,10,MIA 9,0,0,Reggie Bush left end for 11 yards (tackle by Earl Thomas),-0.380,0.280
1,5:56,1,10,MIA 20,0,0,Ryan Tannehill sacked by Chris Clemons for -7 yards,0.280,-1.280
1,5:26,2,17,MIA 13,0,0,Ryan Tannehill pass incomplete short middle intended for Reggie Bush (defended by Bobby Wagner),-1.280,-2.190
1,5:16,3,17,MIA 13,0,0,Ryan Tannehill pass complete short middle to Davone Bess for 12 yards (tackle by Marcus Trufant),-2.190,-1.700
1,4:41,4,5,MIA 25,0,0,"Brandon Fields punts 45 yards, returned by Leon Washington for 15 yards (tackle by Jason Trusnik)",-1.700,-1.930
1,4:27,1,10,SEA 45,0,0,Marshawn Lynch right guard for no gain (tackle by Kevin Burnett),1.930,1.380
1,3:51,2,10,SEA 45,0,0,Marshawn Lynch left guard for 2 yards (tackle by Derrick Shelby),1.380,0.960
1,3:11,3,8,SEA 47,0,0,Russell Wilson up the middle for 5 yards (tackle by Reshad Jones),0.960,0.070
1,2:32,4,3,MIA 48,0,0,"Jon Ryan punts 38 yards, fair catch by Davone Bess",0.070,0.370
1,2:24,1,10,MIA 11,0,0,Daniel Thomas right guard for 20 yards (tackle by Bobby Wagner),-0.370,1.000
1,1:56,1,10,MIA 31,0,0,"Ryan Tannehill pass incomplete short right intended for Jorvorskie Lane. Penalty on Mike Pouncey: Offensive Holding, 10 yards (no play)",1.000,0.340
1,1:42,1,20,MIA 21,0,0,Daniel Thomas right tackle for 9 yards (tackle by Bruce Irvin and K.J. Wright),0.340,0.320
1,1:05,2,11,MIA 30,0,0,Daniel Thomas left guard for 8 yards (tackle by Bobby Wagner),0.320,0.700
1,0:18,3,3,MIA 38,0,0,Ryan Tannehill pass complete short middle to Davone Bess for 2 yards (tackle by Bobby Wagner and Brandon Mebane),0.700,-0.720
Quarter,Time,Down,ToGo,Location,SEA,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,1,MIA 40,0,0,"Brandon Fields punts 42 yards, fair catch by Leon Washington",-0.720,-0.150
2,14:51,1,10,SEA 19,0,0,Russell Wilson up the middle for 8 yards (tackle by Karlos Dansby),0.150,0.750
2,14:11,2,2,SEA 27,0,0,Marshawn Lynch right tackle for 2 yards (tackle by Jared Odrick),0.750,0.870
2,13:29,1,10,SEA 29,0,0,Russell Wilson pass incomplete deep right intended for Golden Tate,0.870,0.330
2,13:22,2,10,SEA 29,0,0,Russell Wilson right tackle for -2 yards (tackle by Cameron Wake),0.330,-0.630
2,12:56,3,12,SEA 27,0,0,Russell Wilson pass complete deep left to Sidney Rice for 26 yards,-0.630,0.000
2,12:16,,,,0,0,Timeout #1 by Miami Dolphins,0.000,2.460
2,12:16,1,10,MIA 47,0,0,Russell Wilson sacked by Tony McDaniel and Paul Soliai for -6 yards,2.460,1.100
2,11:38,2,16,SEA 47,0,0,Russell Wilson pass complete short right to Sidney Rice for 11 yards (tackle by Sean Smith),1.100,1.880
2,11:02,3,5,MIA 42,0,0,Russell Wilson pass complete short right to Zach Miller for 4 yards (tackle by Kevin Burnett),1.880,0.720
2,10:10,4,1,MIA 38,0,0,Jon Ryan punts 32 yards,0.720,0.380
2,10:05,1,10,MIA 6,0,0,Daniel Thomas right guard for 6 yards (tackle by Bobby Wagner),-0.380,-0.340
2,9:31,2,4,MIA 12,0,0,Ryan Tannehill pass complete short right to Charles Clay for 8 yards (tackle by LeRoy Hill),-0.340,0.280
2,8:45,1,10,MIA 20,0,0,Reggie Bush left guard for 4 yards (tackle by Chris Clemons),0.280,0.270
2,8:09,2,6,MIA 24,0,0,Ryan Tannehill pass complete deep middle to Davone Bess for 23 yards (tackle by K.J. Wright and LeRoy Hill),0.270,2.060
2,7:32,1,10,MIA 47,0,0,Ryan Tannehill pass complete deep right to Charles Clay for 18 yards (tackle by Earl Thomas),2.060,0.000
2,6:58,,,,0,0,Timeout #2 by Miami Dolphins,0.000,3.250
2,6:58,1,10,SEA 35,0,0,Reggie Bush right tackle for 4 yards (tackle by Richard Sherman),3.250,3.240
2,6:21,2,6,SEA 31,0,0,Reggie Bush up the middle for 5 yards (tackle by Bobby Wagner),3.240,3.200
2,5:55,3,1,SEA 26,0,0,"Ryan Tannehill left guard for 1 yard (tackle by Red Bryant). Penalty on Brandon Mebane: Defensive 12 On-field, 5 yards (no play)",3.200,4.170
2,5:23,1,10,SEA 21,0,6,"Reggie Bush left end for 21 yards, touchdown",4.170,7.000
2,5:23,,,SEA 2,0,7,Dan Carpenter kicks extra point good,0.000,0.000
2,5:13,,,MIA 35,0,7,"Dan Carpenter kicks off 74 yards, touchback",0.000,0.280
2,5:13,1,10,SEA 20,0,7,Marshawn Lynch right end for no gain (tackle by Randy Starks),0.280,-0.270
2,4:46,2,10,SEA 20,0,7,Russell Wilson right guard for 7 yards (tackle by Koa Misi),-0.270,-0.030
2,3:56,3,3,SEA 27,0,7,Russell Wilson pass complete short right to Robert Turbin for 20 yards (tackle by Chris Clemons),-0.030,2.060
2,3:29,1,10,SEA 47,0,7,Marshawn Lynch right guard for 3 yards (tackle by Reshad Jones),2.060,1.920
2,2:43,2,7,MIA 50,0,7,Marshawn Lynch up the middle for 6 yards (tackle by Karlos Dansby),1.920,2.020
2,2:18,3,1,MIA 44,0,7,Russell Wilson pass complete short right to Marshawn Lynch for 7 yards (tackle by R.J. Stanford),2.020,3.120
2,1:21,1,10,MIA 37,0,7,Russell Wilson pass complete deep right to Golden Tate for 32 yards (tackle by R.J. Stanford),3.120,6.060
2,1:12,1,5,MIA 5,0,7,Marshawn Lynch up the middle for 2 yards (tackle by R.J. Stanford),6.060,0.000
2,0:38,,,,0,7,Timeout #1 by Seattle Seahawks,0.000,5.530
2,0:36,2,3,MIA 3,6,7,"Russell Wilson pass complete short left to Anthony McCoy for 3 yards, touchdown",5.530,7.000
2,0:36,,,MIA 2,7,7,Steven Hauschka kicks extra point good,0.000,0.000
2,0:29,,,SEA 35,7,7,"Steven Hauschka kicks off 74 yards, touchback",0.000,0.280
2,0:29,1,10,MIA 20,7,7,Ryan Tannehill kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,SEA,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,7,7,"Steven Hauschka kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,MIA 20,7,7,Reggie Bush right tackle for 4 yards (tackle by Brandon Mebane),0.280,0.270
3,14:40,2,6,MIA 24,7,7,Ryan Tannehill pass complete short right to Brian Hartline for 10 yards,0.270,1.200
3,14:07,1,10,MIA 34,7,7,Ryan Tannehill pass complete short right to Brian Hartline for 7 yards (tackle by Richard Sherman),1.200,1.600
3,13:45,2,3,MIA 41,7,7,Reggie Bush right end for -1 yards (tackle by Kam Chancellor),1.600,0.760
3,12:37,3,4,MIA 40,7,7,Ryan Tannehill pass complete short right to Charles Clay for 3 yards (tackle by Kam Chancellor). Penalty on MIA: Illegal Shift (Declined),0.760,-0.520
3,12:29,4,1,MIA 43,7,7,"Brandon Fields punts 57 yards, touchback",-0.520,-0.280
3,12:10,1,10,SEA 20,7,7,Russell Wilson pass complete short right to Sidney Rice for 12 yards (tackle by Sean Smith),0.280,1.070
3,11:42,1,10,SEA 32,7,7,Marshawn Lynch up the middle for 3 yards (tackle by Jared Odrick),1.070,0.930
3,11:20,2,7,SEA 35,7,7,Russell Wilson pass complete short left to Zach Miller for 4 yards (tackle by Chris Clemons),0.930,0.760
3,10:40,3,3,SEA 39,7,7,Russell Wilson pass complete short middle to Jermaine Kearse for 8 yards (tackle by Nolan Carroll),0.760,2.060
3,9:43,1,10,SEA 47,7,7,Russell Wilson pass complete short right to Doug Baldwin for 14 yards (tackle by Jimmy Wilson),2.060,2.980
3,9:08,1,10,MIA 39,7,7,Marshawn Lynch right tackle for 1 yard (tackle by Koa Misi),2.980,2.580
3,8:45,2,9,MIA 38,7,7,"Marshawn Lynch up the middle for 4 yards (tackle by Karlos Dansby). Penalty on Breno Giacomini: Offensive Holding, 10 yards (no play)",2.580,1.230
3,7:58,2,19,MIA 48,7,7,Russell Wilson pass complete short middle to Robert Turbin for 18 yards (tackle by Jimmy Wilson),1.230,2.940
3,7:13,3,1,MIA 30,7,7,Russell Wilson pass complete short right to Evan Moore for 6 yards (tackle by Nolan Carroll),2.940,3.970
3,6:36,1,10,MIA 24,7,7,Marshawn Lynch right guard for 5 yards (tackle by Reshad Jones),3.970,4.120
3,6:12,2,5,MIA 19,7,7,"Penalty on John Moffitt: False Start, 5 yards (no play)",4.120,3.430
3,5:39,2,10,MIA 24,7,7,Russell Wilson up the middle for 20 yards (tackle by Sean Smith),3.430,6.280
3,4:47,1,4,MIA 4,7,7,Marshawn Lynch right guard for no gain (tackle by Randy Starks),6.280,5.340
3,4:11,2,4,MIA 4,13,7,"Russell Wilson pass complete short right to Michael Robinson for 4 yards, touchdown",5.340,7.000
3,4:11,,,MIA 2,14,7,Steven Hauschka kicks extra point good,0.000,0.000
3,4:00,,,SEA 35,14,7,"Steven Hauschka kicks off 72 yards, touchback",0.000,0.280
3,3:59,1,10,MIA 20,14,7,Daniel Thomas right tackle for 2 yards (tackle by Alan Branch),0.280,0.000
3,3:25,2,8,MIA 22,14,7,Ryan Tannehill pass complete short left to Davone Bess for 9 yards (tackle by Bobby Wagner),0.000,1.000
3,2:45,1,10,MIA 31,14,7,Reggie Bush left guard for 2 yards (tackle by Bobby Wagner and Brandon Mebane),1.000,0.730
3,2:14,2,8,MIA 33,14,7,Ryan Tannehill left tackle for 19 yards (tackle by Alan Branch),0.730,2.390
3,1:35,1,10,SEA 48,14,7,Reggie Bush left guard for 3 yards (tackle by Chris Clemons),2.390,2.250
3,1:02,2,7,SEA 45,14,7,Ryan Tannehill pass incomplete short right intended for Brian Hartline (defended by Richard Sherman),2.250,1.550
3,0:47,3,7,SEA 45,14,7,Ryan Tannehill pass incomplete short right intended for Reggie Bush (defended by Jason Jones),1.550,0.000
3,0:43,,,,14,7,Timeout #1 by Seattle Seahawks,0.000,0.270
3,0:43,4,7,SEA 45,14,7,Brandon Fields punts 41 yards,0.270,0.380
3,0:34,1,10,SEA 4,14,7,Marshawn Lynch left tackle for no gain (tackle by Kevin Burnett),-0.380,-0.780
Quarter,Time,Down,ToGo,Location,SEA,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,SEA 4,14,7,Russell Wilson pass complete short right to Golden Tate for 14 yards (tackle by Reshad Jones and Karlos Dansby),-0.780,0.040
4,14:35,1,10,SEA 18,14,7,Marshawn Lynch left end for 16 yards (tackle by Karlos Dansby),0.040,1.200
4,13:43,1,10,SEA 34,14,7,Marshawn Lynch up the middle for -2 yards (tackle by Karlos Dansby),1.200,0.390
4,13:18,2,12,SEA 32,14,7,Russell Wilson pass complete short left to Zach Miller for 8 yards (tackle by Kevin Burnett),0.390,0.760
4,12:19,3,4,SEA 40,14,7,Russell Wilson pass incomplete deep right intended for Doug Baldwin,0.760,-0.720
4,12:11,4,4,SEA 40,14,7,"Jon Ryan punts 42 yards, fair catch by Davone Bess",-0.720,-0.040
4,12:03,1,10,MIA 18,14,7,Ryan Tannehill pass complete deep left to Charles Clay for 19 yards (tackle by K.J. Wright),0.040,1.400
4,11:31,1,10,MIA 37,14,7,Daniel Thomas right tackle for 6 yards (tackle by LeRoy Hill),1.400,1.670
4,10:56,2,4,MIA 43,14,7,Ryan Tannehill pass complete deep right to Davone Bess for 39 yards (tackle by Bobby Wagner),1.670,4.370
4,10:12,1,10,SEA 18,14,7,Matt Moore left end for 9 yards (tackle by Earl Thomas),4.370,5.420
4,9:48,2,1,SEA 9,14,7,Ryan Tannehill up the middle for no gain (tackle by Brandon Mebane),5.420,4.740
4,9:20,3,1,SEA 9,14,7,Daniel Thomas left tackle for 2 yards (tackle by Chris Clemons),4.740,5.600
4,8:37,1,7,SEA 7,14,7,"Ryan Tannehill pass incomplete short left intended for Anthony Fasano is intercepted by Bobby Wagner at SEA--3. Penalty on Earl Thomas: Roughing the Passer, 4 yards (no play)",5.600,6.510
4,8:13,1,3,SEA 3,14,13,"Daniel Thomas right guard for 3 yards, touchdown",6.510,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
4,8:13,,,SEA 2,14,14,Dan Carpenter kicks extra point good,0.000,0.000
4,8:08,,,MIA 35,20,14,"Dan Carpenter kicks off 63 yards, returned by Leon Washington for 98 yards, touchdown",0.000,7.000
4,8:08,,,MIA 2,21,14,Steven Hauschka kicks extra point good,0.000,0.000
4,7:54,,,SEA 35,21,14,"Steven Hauschka kicks off 65 yards, touchback",0.000,0.280
4,7:54,1,10,MIA 20,21,14,Reggie Bush right end for 22 yards (tackle by Richard Sherman),0.280,1.730
4,7:28,1,10,MIA 42,21,14,Ryan Tannehill pass incomplete short right intended for Brian Hartline,1.730,1.190
4,7:21,2,10,MIA 42,21,14,Reggie Bush right tackle for 3 yards (tackle by Chris Clemons),1.190,0.890
4,6:41,3,7,MIA 45,21,14,Ryan Tannehill pass complete short left to Daniel Thomas for 18 yards (tackle by Brandon Browner),0.890,3.120
4,6:01,1,10,SEA 37,21,14,Reggie Bush left tackle for 8 yards (tackle by LeRoy Hill),3.120,3.650
4,5:36,2,2,SEA 29,21,20,"Ryan Tannehill pass complete deep right to Charles Clay for 29 yards, touchdown",3.650,7.000
4,5:36,,,SEA 2,21,21,Dan Carpenter kicks extra point good,0.000,0.000
4,5:13,,,MIA 35,21,21,"Dan Carpenter kicks off 74 yards, touchback",0.000,0.280
4,5:13,1,10,SEA 20,21,21,Marshawn Lynch right tackle for 5 yards (tackle by Koa Misi),0.280,0.410
4,4:35,2,5,SEA 25,21,21,Russell Wilson pass incomplete short left intended for Marshawn Lynch,0.410,-0.300
4,4:29,3,5,SEA 25,21,21,Russell Wilson pass complete short right to Robert Turbin for 9 yards (tackle by Chris Clemons and Olivier Vernon),-0.300,1.200
4,3:40,1,10,SEA 34,21,21,Marshawn Lynch left end for 1 yard (tackle by Reshad Jones and Kevin Burnett),1.200,0.790
4,3:03,2,9,SEA 35,21,21,Marshawn Lynch right guard for 5 yards (tackle by Karlos Dansby),0.790,0.760
4,2:17,3,4,SEA 40,21,21,Russell Wilson pass complete deep right to Anthony McCoy for 20 yards,0.760,2.920
4,2:11,1,10,MIA 40,21,21,Robert Turbin right tackle for -1 yards (tackle by Koa Misi),2.920,2.240
4,2:00,2,11,MIA 41,21,21,Russell Wilson pass complete short right to Marshawn Lynch for -6 yards (tackle by Koa Misi and Paul Soliai),2.240,0.000
4,1:47,,,,21,21,Timeout #1 by Miami Dolphins,0.000,0.760
4,1:47,3,17,MIA 47,21,21,Russell Wilson sacked by Jared Odrick for -2 yards,0.760,0.000
4,1:43,,,,21,21,Timeout #2 by Miami Dolphins,0.000,0.000
4,1:38,4,19,MIA 49,21,21,"Jon Ryan punts 39 yards, fair catch by Davone Bess",0.000,0.380
4,1:32,1,10,MIA 10,21,21,Ryan Tannehill pass complete short middle to Davone Bess for 19 yards (tackle by Marcus Trufant),-0.380,0.870
4,1:05,1,10,MIA 29,21,21,Ryan Tannehill up the middle for 15 yards (tackle by K.J. Wright),0.870,1.860
4,0:46,1,10,MIA 44,21,21,"Ryan Tannehill spiked the ball. Penalty on Rishard Matthews: Illegal Motion, 5 yards (no play)",1.860,1.530
4,0:46,1,15,MIA 39,21,21,Ryan Tannehill pass complete deep middle to Davone Bess for 25 yards (tackle by Marcus Trufant),1.530,3.180
4,0:46,1,10,SEA 36,21,21,Ryan Tannehill spiked the ball,3.180,0.000
4,0:29,,,,21,21,Timeout #2 by Seattle Seahawks,0.000,2.640
4,0:29,2,10,SEA 36,21,21,Ryan Tannehill pass complete short left to Charles Clay for 7 yards (tackle by Kam Chancellor),2.640,2.870
4,0:24,3,3,SEA 29,21,21,Daniel Thomas up the middle for 4 yards (tackle by Bobby Wagner),2.870,0.000
4,0:04,,,,21,21,Timeout #3 by Miami Dolphins,0.000,3.910
4,0:04,1,10,SEA 25,21,24,Dan Carpenter 43 yard field goal good,3.910,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
