Quarter,Time,Down,ToGo,Location,SFO,NYG,Detail,EPB,EPA
1,4:27,2,10,SFO 31,3,3,Carlos Hyde left guard for 2 yards (tackle by Jay Bromley and Markus Kuhn),0.460,0.040
1,3:44,3,8,SFO 33,3,3,Colin Kaepernick sacked by Damontre Moore for -3 yards,0.040,-1.370
1,3:16,4,11,SFO 30,3,3,"Bradley Pinion punts 50 yards, returned by Dwayne Harris for 9 yards (tackle by Vance McDonald). Penalty on Geremy Davis: Illegal Block Above the Waist, 10 yards",-1.370,-0.150
1,3:02,1,10,NYG 19,3,3,Eli Manning pass complete short right to Larry Donnell for 4 yards (tackle by NaVorro Bowman),0.150,0.210
1,2:35,2,6,NYG 23,3,3,Andre Williams middle for 2 yards (tackle by Ian Williams and NaVorro Bowman),0.210,-0.290
1,2:02,3,4,NYG 25,3,3,Eli Manning pass complete short middle to Larry Donnell for 5 yards (tackle by NaVorro Bowman and Kenneth Acker),-0.290,0.940
1,1:31,1,10,NYG 30,3,3,Shane Vereen left tackle for 2 yards (tackle by Glenn Dorsey and Quinton Dial),0.940,0.660
1,0:58,2,8,NYG 32,3,3,Eli Manning pass complete short middle to Will Tye for 12 yards (tackle by Tramaine Brock and Michael Wilhoite),0.660,1.860
1,0:25,1,10,NYG 44,3,3,Eli Manning pass incomplete short left intended for Dwayne Harris,1.860,1.320
1,0:19,2,10,NYG 44,3,3,Eli Manning pass complete short right to Odell Beckham for -2 yards (tackle by Aaron Lynch),1.320,0.370
1,0:05,3,12,NYG 42,3,3,"Penalty on SFO: Defensive 12 On-field, 5 yards (no play)",0.370,1.030
Quarter,Time,Down,ToGo,Location,SFO,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,7,NYG 47,3,3,Eli Manning pass complete short middle to Odell Beckham for 31 yards (tackle by NaVorro Bowman),1.030,4.110
2,14:26,1,10,SFO 22,3,3,Shane Vereen right tackle for 10 yards (tackle by Tramaine Brock),4.110,4.780
2,13:53,1,10,SFO 12,3,3,Eli Manning pass complete short left to Odell Beckham for 1 yard (tackle by Jimmie Ward),4.780,4.270
2,13:29,2,9,SFO 11,3,3,Eli Manning pass complete short right to Odell Beckham for 10 yards (tackle by Tramaine Brock),4.270,6.970
2,13:01,1,1,SFO 1,3,3,Andre Williams right tackle for -1 yards (tackle by Antoine Bethea and NaVorro Bowman),6.970,5.720
2,12:29,2,2,SFO 2,3,3,Eli Manning pass incomplete short right intended for Larry Donnell,5.720,4.950
2,12:20,3,2,SFO 2,3,9,"Eli Manning pass complete short right to Shane Vereen for 2 yards, touchdown",4.950,7.000
2,12:20,,,SFO 2,3,10,Josh Brown kicks extra point good,0.000,0.000
2,12:20,,,NYG 35,3,10,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
2,12:15,1,10,SFO 20,3,10,Colin Kaepernick pass complete short middle to Anquan Boldin for 8 yards (tackle by Uani Unga),0.280,0.810
2,11:41,2,2,SFO 28,3,10,Carlos Hyde right tackle for 1 yard (tackle by Markus Kuhn),0.810,0.230
2,10:52,3,1,SFO 29,3,10,Colin Kaepernick pass complete short left to Quinton Patton for 2 yards (tackle by Uani Unga),0.230,1.000
2,10:14,1,10,SFO 31,3,10,Carlos Hyde right end for -7 yards (tackle by Mark Herzlich and Kerry Wynn),1.000,-0.490
2,9:33,2,17,SFO 24,3,10,Colin Kaepernick pass complete short right to Vance McDonald for 3 yards (tackle by Landon Collins),-0.490,-0.760
2,8:50,3,14,SFO 27,3,10,Colin Kaepernick pass complete short left to Garrett Celek for 6 yards (tackle by Uani Unga),-0.760,-1.180
2,8:17,4,8,SFO 33,3,10,"Bradley Pinion punts 41 yards, returned by Dwayne Harris for 8 yards (tackle by Shayne Skov)",-1.180,-1.200
2,8:02,1,10,NYG 34,3,10,Eli Manning pass complete short middle to Rueben Randle for 16 yards (tackle by Eric Reid),1.200,2.260
2,7:29,1,10,,3,10,Eli Manning pass complete short right to Larry Donnell for 4 yards (tackle by Michael Wilhoite and Antoine Bethea),2.260,2.250
2,6:54,2,6,SFO 46,3,10,Rashad Jennings right tackle for 6 yards (tackle by NaVorro Bowman and Michael Wilhoite),2.250,2.920
2,6:13,1,10,SFO 40,3,10,Eli Manning pass incomplete short right intended for Odell Beckham,2.920,2.370
2,6:07,2,10,SFO 40,3,10,Eli Manning pass complete short left to Rueben Randle for 7 yards (tackle by Kenneth Acker and Michael Wilhoite),2.370,2.610
2,5:24,3,3,SFO 33,3,10,Eli Manning pass complete short left to Rueben Randle for 4 yards (tackle by Kenneth Acker),2.610,3.640
2,4:50,1,10,SFO 29,3,10,Eli Manning pass incomplete short left intended for Rueben Randle,3.640,3.100
2,4:44,2,10,SFO 29,3,10,Eli Manning pass complete short right to Dwayne Harris for 6 yards (tackle by Jimmie Ward),3.100,3.200
2,4:10,3,4,SFO 23,3,10,Eli Manning pass incomplete short middle intended for Dwayne Harris,3.200,2.000
2,4:02,4,4,SFO 23,3,13,Josh Brown 41 yard field goal good,2.000,3.000
2,4:02,,,NYG 35,3,13,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
2,3:57,1,10,SFO 20,3,13,Colin Kaepernick pass complete short right to Anquan Boldin for 5 yards (tackle by Dominique Rodgers-Cromartie),0.280,0.410
2,3:25,2,5,SFO 25,3,13,Colin Kaepernick pass complete short right to Bruce Miller for 19 yards (tackle by Uani Unga),0.410,1.860
2,2:59,1,10,SFO 44,3,13,"Colin Kaepernick pass incomplete deep left intended for Torrey Smith. Penalty on Prince Amukamara: Defensive Holding, 5 yards (no play)",1.860,2.190
2,2:52,1,10,SFO 49,3,13,Colin Kaepernick pass incomplete short right intended for Carlos Hyde,2.190,1.650
2,2:43,2,10,SFO 49,3,13,Colin Kaepernick pass complete short right to Torrey Smith for 17 yards (tackle by Landon Collins),1.650,3.310
2,2:13,1,10,NYG 34,3,13,Colin Kaepernick pass complete short left to Vance McDonald for 6 yards (tackle by Trumaine McBride),3.310,3.580
2,2:00,2,4,NYG 28,3,13,Colin Kaepernick pass incomplete short right intended for Quinton Patton (defended by Dominique Rodgers-Cromartie),3.580,2.870
2,1:56,3,4,NYG 28,3,13,"Colin Kaepernick middle for 15 yards (tackle by Dominique Rodgers-Cromartie). Colin Kaepernick fumbles (forced by Dominique Rodgers-Cromartie), recovered by Colin Kaepernick at NYG-13",2.870,4.710
2,1:22,1,10,NYG 13,3,13,Colin Kaepernick pass incomplete short right intended for Anquan Boldin,4.710,4.050
2,1:16,2,10,NYG 13,3,13,Colin Kaepernick pass complete short right to Anquan Boldin for 9 yards (tackle by Prince Amukamara),4.050,5.010
2,1:11,3,1,NYG 4,3,13,Colin Kaepernick pass incomplete short right intended for Anquan Boldin (defended by Prince Amukamara),5.010,3.040
2,1:05,4,1,NYG 4,6,13,Phil Dawson 22 yard field goal good,3.040,3.000
2,1:05,,,SFO 35,6,13,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.280
2,1:01,1,10,NYG 20,6,13,Eli Manning pass complete short right to Shane Vereen for 4 yards (tackle by Jimmie Ward),0.280,0.270
2,0:43,2,6,NYG 24,6,13,Eli Manning pass complete short middle to Shane Vereen for 12 yards (tackle by Antoine Bethea),0.270,1.330
2,0:33,1,10,NYG 36,6,13,Eli Manning pass incomplete short left intended for Odell Beckham,1.330,0.790
2,0:31,2,10,NYG 36,6,13,Eli Manning pass complete short right to Will Tye for 14 yards (tackle by Tramaine Brock and Jaquiski Tartt),0.790,0.790
2,0:24,2,10,NYG 36,6,13,Timeout #1 by New York Giants,0.790,2.260
2,0:24,1,10,,6,13,Eli Manning pass complete short middle to Will Tye for 18 yards (tackle by Antoine Bethea),2.260,2.260
2,0:18,1,10,,6,13,Timeout #2 by New York Giants,2.260,3.450
2,0:18,1,10,SFO 32,6,13,Eli Manning pass complete short left to Dwayne Harris for 18 yards (tackle by NaVorro Bowman),3.450,3.450
2,0:11,1,10,SFO 32,6,13,Timeout #3 by New York Giants,3.450,3.450
2,0:11,1,10,SFO 32,6,13,Timeout #1 by San Francisco 49ers,3.450,4.650
2,0:11,1,10,SFO 14,6,13,Eli Manning pass incomplete deep right intended for Odell Beckham is intercepted by Tramaine Brock at SFO--6,4.650,-0.280
2,0:05,1,10,SFO 20,6,13,Colin Kaepernick kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,SFO,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,6,13,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,NYG 20,6,13,Rashad Jennings right guard for 2 yards (tackle by Ian Williams and Quinton Dial),0.280,0.000
3,14:30,2,8,NYG 22,6,13,Eli Manning pass complete deep middle to Dwayne Harris for 24 yards (tackle by Eric Reid and Antoine Bethea),0.000,1.990
3,13:47,1,10,NYG 46,6,13,Rashad Jennings right guard for 2 yards (tackle by Quinton Dial and Ian Williams),1.990,1.720
3,13:15,2,8,NYG 48,6,13,Eli Manning pass incomplete short left intended for Myles White (defended by Antoine Bethea),1.720,1.030
3,13:11,3,8,NYG 48,6,13,"Eli Manning pass incomplete. Eli Manning fumbles, recovered by Eli Manning at NYG-40. Penalty on Jaquiski Tartt: Defensive Offside, 5 yards (no play)",1.030,1.690
3,13:08,3,3,SFO 47,6,13,Eli Manning pass incomplete short right intended for Odell Beckham,1.690,0.130
3,13:03,4,3,SFO 47,6,13,"Brad Wing punts 35 yards, fair catch by Jarryd Hayne",0.130,0.350
3,12:56,1,10,SFO 12,6,13,Carlos Hyde right guard for 4 yards (tackle by Landon Collins and Prince Amukamara),-0.350,-0.370
3,12:30,2,6,SFO 16,6,13,Colin Kaepernick pass complete short left to Bruce Miller for 4 yards (tackle by Prince Amukamara),-0.370,-0.480
3,11:52,3,2,SFO 20,6,13,Colin Kaepernick pass complete deep right to Anquan Boldin for 37 yards (tackle by Craig Dahl),-0.480,2.720
3,11:10,1,10,NYG 43,6,13,Colin Kaepernick pass incomplete deep left intended for Vance McDonald,2.720,2.180
3,11:01,2,10,NYG 43,6,13,Carlos Hyde left end for 22 yards (tackle by Prince Amukamara),2.180,4.170
3,10:27,1,10,NYG 21,6,13,Carlos Hyde left tackle for 9 yards (tackle by Prince Amukamara),4.170,5.160
3,9:52,2,1,NYG 12,6,13,Carlos Hyde right end for no gain (tackle by Mark Herzlich),5.160,4.490
3,9:16,3,1,NYG 12,6,13,Jarryd Hayne right tackle for 8 yards (tackle by Brandon Meriweather and Dominique Rodgers-Cromartie),4.490,6.280
3,8:44,1,4,NYG 4,6,13,Jarryd Hayne right tackle for 1 yard (tackle by Jasper Brinkley and Kerry Wynn),6.280,5.530
3,8:06,2,3,NYG 3,12,13,"Colin Kaepernick pass complete short right to Anquan Boldin for 3 yards, touchdown",5.530,7.000
3,8:06,,,NYG 3,13,13,Phil Dawson kicks extra point good,0.000,0.000
3,8:06,,,SFO 35,13,13,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.280
3,8:00,1,10,NYG 20,13,13,"Odell Beckham right end for 3 yards (tackle by Michael Wilhoite). Penalty on Marshall Newhouse: Offensive Holding, 10 yards",0.280,-0.510
3,7:45,1,17,NYG 13,13,13,Shane Vereen middle for 3 yards (tackle by Glenn Dorsey),-0.510,-0.940
3,7:19,2,14,NYG 16,13,13,Eli Manning pass complete short right to Larry Donnell for 5 yards (tackle by Michael Wilhoite and Antoine Bethea),-0.940,-0.820
3,6:43,3,9,NYG 21,13,13,Eli Manning pass complete short left to Shane Vereen for 6 yards (tackle by Jaquiski Tartt),-0.820,-1.570
3,6:04,4,3,NYG 27,13,13,"Brad Wing punts 55 yards, returned by Jarryd Hayne for 16 yards (tackle by Jasper Brinkley)",-1.570,-1.200
3,5:51,1,10,SFO 34,13,13,Colin Kaepernick pass incomplete short middle intended for Carlos Hyde,1.200,0.660
3,5:46,2,10,SFO 34,13,13,Colin Kaepernick pass incomplete short left intended for Carlos Hyde,0.660,-0.030
3,5:40,3,10,SFO 34,13,13,"Colin Kaepernick pass complete short right to Torrey Smith for 8 yards (tackle by Uani Unga and Trevin Wade). Penalty on Alex Boone: Offensive Holding, 10 yards (no play)",-0.030,-1.350
3,5:13,3,20,SFO 24,13,13,Colin Kaepernick pass complete short middle to Quinton Patton for 4 yards (tackle by Trevin Wade),-1.350,-1.500
3,4:42,4,16,SFO 28,13,13,"Bradley Pinion punts 47 yards, returned by Dwayne Harris for 14 yards (tackle by Dontae Johnson)",-1.500,-1.530
3,4:30,1,10,NYG 39,13,13,Eli Manning pass complete short left to Rashad Jennings for 5 yards (tackle by NaVorro Bowman and Quinton Dial),1.530,1.660
3,4:03,2,5,NYG 44,13,13,Rashad Jennings left tackle for 7 yards (tackle by Michael Wilhoite),1.660,2.320
3,3:36,1,10,SFO 49,13,13,Eli Manning pass complete short right to Odell Beckham for 15 yards (tackle by Michael Wilhoite),2.320,3.310
3,3:10,1,10,SFO 34,13,13,Eli Manning pass complete short middle to Rashad Jennings for 4 yards (tackle by NaVorro Bowman),3.310,3.310
3,2:42,2,6,SFO 30,13,13,Eli Manning pass complete short middle to Will Tye for 4 yards (tackle by NaVorro Bowman and Jimmie Ward),3.310,3.140
3,2:01,3,2,SFO 26,13,13,Eli Manning pass complete short left to Dwayne Harris for 9 yards (tackle by Jimmie Ward),3.140,4.440
3,1:27,1,10,SFO 17,13,19,"Eli Manning pass complete short left to Odell Beckham for 17 yards, touchdown",4.440,7.000
3,1:27,,,SFO 17,13,20,Josh Brown kicks extra point good,0.000,0.000
3,1:27,,,NYG 35,13,20,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
3,1:14,1,10,SFO 20,13,20,Carlos Hyde right guard for no gain (tackle by Owamagbe Odighizuwa),0.280,-0.270
3,0:47,2,10,SFO 20,13,20,Colin Kaepernick pass complete short right to Blake Bell for 6 yards (tackle by Mark Herzlich),-0.270,-0.270
3,0:02,2,10,SFO 20,13,20,Timeout #1 by San Francisco 49ers,-0.270,-0.160
3,0:02,3,4,SFO 26,13,20,Colin Kaepernick pass complete short middle to Anquan Boldin for 7 yards (tackle by Craig Dahl),-0.160,1.140
Quarter,Time,Down,ToGo,Location,SFO,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SFO 33,13,20,Carlos Hyde right guard for 4 yards (tackle by Uani Unga and Kerry Wynn),1.140,1.130
4,14:37,2,6,SFO 37,13,20,Colin Kaepernick pass incomplete short right intended for Carlos Hyde,1.130,0.430
4,14:26,3,6,SFO 37,13,20,Colin Kaepernick pass complete short middle to Garrett Celek for 15 yards (tackle by Cullen Jenkins),0.430,2.390
4,13:55,1,10,NYG 48,13,20,Carlos Hyde left guard for 5 yards (tackle by Mark Herzlich),2.390,2.520
4,13:19,2,5,NYG 43,13,20,"Colin Kaepernick pass incomplete deep middle intended for Torrey Smith (defended by Landon Collins). Penalty on Landon Collins: Defensive Pass Interference, 28 yards (no play)",2.520,4.580
4,13:11,1,10,NYG 15,13,20,Carlos Hyde left end for 13 yards (tackle by Prince Amukamara),4.580,6.740
4,12:47,1,2,NYG 2,13,20,Carlos Hyde right end for -3 yards (tackle by Kerry Wynn and Brandon Meriweather),6.740,5.150
4,12:00,2,5,NYG 5,13,20,Colin Kaepernick pass incomplete short right intended for Anquan Boldin,5.150,4.260
4,11:53,3,5,NYG 5,19,20,"Colin Kaepernick pass complete short middle to Garrett Celek for 5 yards, touchdown",4.260,7.000
4,11:53,,,NYG 5,20,20,Phil Dawson kicks extra point good,0.000,0.000
4,11:53,,,SFO 35,20,20,"Bradley Pinion kicks off 64 yards, returned by Shane Vereen for 20 yards (tackle by L.J. McCray)",0.000,-0.340
4,11:44,1,10,NYG 21,20,20,Eli Manning pass complete short middle to Larry Donnell for 5 yards (tackle by NaVorro Bowman),0.340,0.480
4,11:16,2,5,NYG 26,20,20,Rashad Jennings left guard for 4 yards (tackle by Glenn Dorsey and Tank Carradine),0.480,0.300
4,10:42,3,1,NYG 30,20,20,Eli Manning pass complete short right to Geremy Davis for 16 yards (tackle by Antoine Bethea and Michael Wilhoite),0.300,1.990
4,10:12,1,10,NYG 46,20,20,Eli Manning pass complete short left to Rueben Randle for 8 yards (tackle by Michael Wilhoite),1.990,2.530
4,9:44,2,2,SFO 46,20,20,Rashad Jennings right tackle for 4 yards (tackle by Glenn Dorsey and Michael Wilhoite),2.530,2.790
4,9:11,1,10,SFO 42,20,20,Rashad Jennings middle for 5 yards (tackle by NaVorro Bowman),2.790,2.920
4,8:40,2,5,SFO 37,20,20,Eli Manning pass complete short middle to Rashad Jennings for 6 yards (tackle by Michael Wilhoite),2.920,3.510
4,7:58,1,10,SFO 31,20,20,Eli Manning pass complete short left to Rueben Randle for 7 yards (tackle by Antoine Bethea and Eric Reid),3.510,3.910
4,7:32,2,3,SFO 24,20,20,"Eli Manning pass complete short middle to Rashad Jennings for 20 yards (tackle by Jimmie Ward and Tramaine Brock). Penalty on Marshall Newhouse: Offensive Holding, 10 yards (no play)",3.910,2.560
4,7:16,2,13,SFO 34,20,20,Eli Manning pass complete short middle to Shane Vereen for 11 yards (tackle by Michael Wilhoite),2.560,3.340
4,6:38,3,2,SFO 23,20,20,Eli Manning pass complete short middle to Dwayne Harris for 9 yards (tackle by Jimmie Ward),3.340,4.650
4,6:00,1,10,SFO 14,20,20,Eli Manning pass incomplete short middle intended for Myles White (defended by Kenneth Acker),4.650,4.000
4,5:54,2,10,SFO 14,20,20,Shane Vereen middle for 3 yards (tackle by NaVorro Bowman and Tramaine Brock),4.000,3.620
4,5:14,3,7,SFO 11,20,20,Shane Vereen left guard for 6 yards (tackle by Jimmie Ward),3.620,3.030
4,4:37,4,1,SFO 5,20,23,Josh Brown 24 yard field goal good,3.030,3.000
4,4:37,,,NYG 35,20,23,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
4,4:29,1,10,SFO 20,20,23,Colin Kaepernick pass complete short left to Torrey Smith for 25 yards (tackle by Landon Collins and Trevin Wade),0.280,1.930
4,3:50,1,10,SFO 45,20,23,Colin Kaepernick pass complete deep right to Anquan Boldin for 26 yards (tackle by Trevin Wade),1.930,3.640
4,3:14,1,10,NYG 29,20,23,Carlos Hyde left end for 8 yards (tackle by Brandon Meriweather),3.640,4.180
4,3:05,2,2,NYG 21,20,23,Carlos Hyde left guard for 19 yards (tackle by Landon Collins and Brandon Meriweather),4.180,6.740
4,2:28,1,2,NYG 2,20,23,Carlos Hyde left end for -2 yards (tackle by Johnathan Hankins and Jay Bromley),6.740,5.340
4,2:00,2,4,NYG 4,20,23,"Colin Kaepernick pass incomplete short right intended for Torrey Smith. Penalty on Dominique Rodgers-Cromartie: Defensive Holding, 2 yards (no play)",5.340,6.740
4,1:54,1,2,NYG 2,20,23,Colin Kaepernick pass incomplete short right intended for Garrett Celek (defended by Landon Collins),6.740,5.720
4,1:49,2,2,NYG 2,26,23,"Carlos Hyde left guard for 2 yards, touchdown",5.720,7.000
4,1:49,,,NYG 2,27,23,Phil Dawson kicks extra point good,0.000,0.000
4,1:49,,,SFO 35,27,23,"Bradley Pinion kicks off 71 yards, returned by Shane Vereen for 24 yards (tackle by Bruce Miller)",0.000,-0.040
4,1:41,1,10,NYG 18,27,23,Eli Manning right tackle for 11 yards (tackle by Tramaine Brock),0.040,0.870
4,1:19,1,10,NYG 29,27,23,Eli Manning pass complete short left to Shane Vereen for 11 yards (tackle by Jaquiski Tartt),0.870,0.870
4,1:11,1,10,NYG 29,27,23,Timeout #1 by New York Giants,0.870,1.600
4,1:11,1,10,NYG 40,27,23,Eli Manning pass incomplete deep right intended for Myles White,1.600,1.050
4,1:06,2,10,NYG 40,27,23,Eli Manning pass complete short middle to Shane Vereen for 16 yards (tackle by Jaquiski Tartt),1.050,1.050
4,0:50,2,10,NYG 40,27,23,Timeout #2 by New York Giants,1.050,2.650
4,0:50,1,10,SFO 44,27,23,Eli Manning pass incomplete deep middle intended for Myles White,2.650,2.110
4,0:45,2,10,SFO 44,27,23,Eli Manning pass incomplete,2.110,1.420
4,0:40,3,10,SFO 44,27,23,Eli Manning pass complete short middle to Shane Vereen for 24 yards (tackle by Antoine Bethea and Tramaine Brock),1.420,1.420
4,0:30,3,10,SFO 44,27,23,Timeout #3 by New York Giants,1.420,4.240
4,0:30,1,10,SFO 20,27,23,"Eli Manning pass incomplete short left intended for Odell Beckham. Penalty on Kenneth Acker: Defensive Pass Interference, 8 yards (no play)",4.240,4.780
4,0:26,1,10,SFO 12,27,29,"Eli Manning pass complete short middle to Larry Donnell for 12 yards, touchdown",4.780,7.000
4,0:26,,,SFO 12,27,30,Josh Brown kicks extra point good,0.000,0.000
4,0:26,,,NYG 35,27,30,"Josh Brown kicks off 46 yards, returned by Bruce Miller for 3 yards",0.000,-0.410
4,0:17,1,10,SFO 22,27,30,Colin Kaepernick pass incomplete short right intended for Anquan Boldin (defended by Trevin Wade),0.410,-0.130
4,0:11,2,10,SFO 22,27,30,"Colin Kaepernick sacked by Damontre Moore for -3 yards. Colin Kaepernick fumbles (forced by Damontre Moore), ball out of bounds at SFO-19",-0.130,-1.290
4,0:04,3,13,SFO 19,27,30,Colin Kaepernick pass complete short middle to Anquan Boldin for 12 yards (tackle by Dominique Rodgers-Cromartie),-1.290,-1.310
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
