Quarter,Time,Down,ToGo,Location,PHI,STL,Detail,EPB,EPA
2,15:00,1,10,PHI 33,14,7,LeSean McCoy left end for 3 yards (tackle by Chris Long),1.140,1.000
2,14:21,2,7,PHI 36,14,7,Michael Vick pass incomplete short left intended for Owen Schmitt,1.000,0.300
2,14:16,3,7,PHI 36,14,7,Michael Vick pass incomplete short middle intended for Jeremy Maclin,0.300,-0.980
2,14:12,4,7,PHI 36,14,7,Chas Henry punts 37 yards,-0.980,-0.740
2,14:03,1,10,STL 27,14,7,Sam Bradford sacked by Jason Babin for -8 yards,0.740,-0.940
2,13:36,2,18,STL 19,14,7,Brit Miller up the middle for 12 yards (tackle by Casey Matthews),-0.940,0.040
2,12:59,3,6,STL 31,14,7,"Sam Bradford pass incomplete deep right intended for Brandon Gibson. Penalty on Asante Samuel: Illegal Contact, 5 yards (no play)",0.040,1.330
2,12:50,1,10,STL 36,14,7,Cadillac Williams up the middle for -1 yards (tackle by Moise Fokou),1.330,0.660
2,12:18,2,11,STL 35,14,7,Sam Bradford pass complete short right to Cadillac Williams for 16 yards (tackle by Jarrad Page),0.660,2.320
2,11:51,1,10,PHI 49,14,7,Sam Bradford pass incomplete short right intended for Cadillac Williams,2.320,1.780
2,11:43,2,10,PHI 49,14,7,Sam Bradford pass incomplete short middle intended for Cadillac Williams,1.780,1.090
2,11:39,3,10,PHI 49,14,7,Sam Bradford pass complete short middle to Danny Amendola for 18 yards (tackle by Dominique Rodgers-Cromartie),1.090,3.510
2,11:01,1,10,PHI 31,14,7,Jerious Norwood left tackle for no gain (tackle by Mike Patterson),3.510,2.970
2,10:23,2,10,PHI 31,14,7,Sam Bradford pass incomplete deep left intended for Lance Kendricks,2.970,2.280
2,10:14,3,10,PHI 31,14,7,Sam Bradford pass incomplete short middle intended for Brandon Gibson,2.280,1.320
2,10:11,4,10,PHI 31,14,10,Josh Brown 49 yard field goal good,1.320,3.000
2,,,,STL 35,14,10,"Josh Brown kicks off 70 yards, returned by Dion Lewis for 18 yards (tackle by Eugene Sims)",0.000,-0.320
2,10:01,1,10,PHI 13,14,10,Michael Vick pass incomplete deep left intended for DeSean Jackson,-0.320,-0.770
2,9:55,2,10,PHI 13,14,10,Michael Vick pass incomplete deep left intended for Jason Avant. Penalty on Kyle DeVan: Ineligible Downfield Pass (Declined),-0.770,-1.420
2,9:45,3,10,PHI 13,14,10,Michael Vick pass complete deep right to Jeremy Maclin for 20 yards (tackle by Craig Dahl),-1.420,1.140
2,9:16,1,10,PHI 33,14,10,LeSean McCoy left tackle for 1 yard (tackle by James Laurinaitis),1.140,0.730
2,9:16,2,9,PHI 34,14,10,Michael Vick up the middle for 3 yards (tackle by Darell Scott),0.730,0.430
2,7:55,,,,14,10,Timeout #2 by Philadelphia Eagles,0.000,0.430
2,7:55,3,6,PHI 37,14,10,Michael Vick pass complete short left to DeSean Jackson for 11 yards (tackle by Bradley Fletcher),0.430,2.130
2,7:20,1,10,PHI 48,14,10,Michael Vick pass complete short left to Jason Avant for 18 yards (tackle by Justin King),2.130,3.310
2,6:41,1,10,STL 34,14,10,Michael Vick left tackle for 19 yards (tackle by Craig Dahl),3.310,4.580
2,5:58,1,10,STL 15,14,10,LeSean McCoy right end for 3 yards (tackle by Justin King),4.580,4.450
2,5:16,2,7,STL 12,14,10,"Michael Vick sacked by Quintin Mikell for -7 yards. Michael Vick fumbles (forced by Quintin Mikell), recovered by James Laurinaitis at STL-21 (tackle by Evan Mathis)",4.450,-0.340
2,5:10,1,10,STL 21,14,10,Cadillac Williams right tackle for 3 yards (tackle by Jarrad Page),0.340,0.210
2,4:32,2,7,STL 24,14,10,Sam Bradford pass incomplete short right intended for Lance Kendricks,0.210,-0.490
2,4:30,3,7,STL 24,14,10,Sam Bradford pass complete short middle to Brandon Gibson for 6 yards (tackle by Jarrad Page),-0.490,-1.370
2,3:51,4,1,STL 30,14,10,"Donnie Jones punts 40 yards. Penalty on Eugene Sims: Ineligible Downfield Kick, 5 yards",-1.370,-1.270
2,3:40,1,10,PHI 35,14,10,Michael Vick pass incomplete short right intended for LeSean McCoy,1.270,0.720
2,3:34,,,,14,10,Timeout #3 by Philadelphia Eagles,0.000,0.720
2,3:34,2,10,PHI 35,14,10,Michael Vick pass complete short left to DeSean Jackson for 11 yards (tackle by Bradley Fletcher),0.720,1.990
2,3:02,1,10,PHI 46,14,10,Michael Vick left end for 1 yard (tackle by James Hall),1.990,1.590
2,2:24,2,9,PHI 47,14,10,Michael Vick pass complete short left to LeSean McCoy for 8 yards (tackle by Quintin Mikell),1.590,1.950
2,2:00,3,1,STL 45,14,10,Michael Vick pass complete short left to Jason Avant for 2 yards (tackle by Craig Dahl),1.950,2.720
2,1:31,1,10,STL 43,14,10,Michael Vick pass incomplete deep left intended for Jason Avant,2.720,2.180
2,1:24,2,10,STL 43,14,10,Michael Vick pass incomplete deep left intended for DeSean Jackson,2.180,1.490
2,1:17,3,10,STL 43,14,10,Michael Vick up the middle for 19 yards (tackle by Darian Stewart),1.490,3.970
2,0:44,1,10,STL 24,14,10,Michael Vick pass incomplete short right intended for Jason Avant,3.970,3.430
2,0:36,2,10,STL 24,14,10,Michael Vick pass incomplete deep middle intended for Brent Celek,3.430,2.740
2,0:31,3,10,STL 24,14,10,Michael Vick pass complete short right to Brent Celek for 13 yards (tackle by James Laurinaitis and Craig Dahl),2.740,4.840
2,0:15,1,10,STL 11,14,10,Michael Vick spiked the ball,4.840,4.140
2,0:15,2,10,STL 11,14,10,"Penalty on Michael Vick: Delay of Game, 5 yards (no play)",4.140,3.440
2,0:15,2,15,STL 16,14,10,Michael Vick pass incomplete deep left intended for DeSean Jackson,3.440,2.890
2,0:09,3,15,STL 16,17,10,Alex Henery 34 yard field goal good,2.890,3.000
2,,,,PHI 35,17,10,"Alex Henery kicks off 36 yards, returned by Eugene Sims for 10 yards (tackle by Riley Cooper)",0.000,1.270
Quarter,Time,Down,ToGo,Location,PHI,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,17,10,"Alex Henery kicks off 68 yards, returned by Jerious Norwood for 49 yards (tackle by Keenan Clayton). Penalty on Dominique Curry: Offensive Holding, 10 yards",0.000,-0.280
3,14:52,1,10,STL 14,17,10,Sam Bradford pass complete short left to Billy Bajema for 2 yards (tackle by Jamar Chaney),-0.280,-0.510
3,14:14,2,8,STL 16,17,10,Sam Bradford pass complete short right to Mike Sims-Walker for 5 yards (tackle by Asante Samuel),-0.510,-0.560
3,13:39,3,3,STL 21,17,10,Sam Bradford pass complete short left to Danny Amendola for 16 yards (tackle by Kurt Coleman),-0.560,1.400
3,12:59,1,10,STL 37,17,10,Cadillac Williams left end for 2 yards (tackle by Casey Matthews),1.400,1.130
3,12:32,2,8,STL 39,17,10,Sam Bradford pass incomplete short middle intended for Mike Sims-Walker (defended by Moise Fokou),1.130,0.430
3,12:27,3,8,STL 39,17,10,"Sam Bradford pass incomplete short middle intended for Danny Amendola. Penalty on Trent Cole: Roughing the Passer, 15 yards (no play)",0.430,2.520
3,12:20,1,10,PHI 46,17,10,Cadillac Williams up the middle for 9 yards (tackle by Jamar Chaney),2.520,3.190
3,11:50,2,1,PHI 37,17,10,Cadillac Williams left tackle for 2 yards (tackle by Darryl Tapp),3.190,3.250
3,11:10,1,10,PHI 35,17,10,Jerious Norwood right tackle for 3 yards (tackle by Jarrad Page),3.250,3.110
3,10:31,2,7,PHI 32,17,10,Sam Bradford sacked by Darryl Tapp for -4 yards,3.110,1.880
3,9:59,3,11,PHI 36,17,10,Jerious Norwood up the middle for 7 yards (tackle by Brian Rolle),1.880,1.560
3,9:19,4,4,PHI 29,17,10,Josh Brown 47 yard field goal no good,1.560,-1.400
3,9:14,1,10,PHI 37,17,10,LeSean McCoy left end for 6 yards (tackle by Bradley Fletcher),1.400,1.670
3,8:45,2,4,PHI 43,17,10,LeSean McCoy up the middle for 5 yards (tackle by Justin King),1.670,2.130
3,8:12,1,10,PHI 48,17,10,"Michael Vick for 11 yards. Penalty on Kyle DeVan: Offensive Holding, 10 yards (no play)",2.130,1.470
3,7:58,1,20,PHI 38,17,10,LeSean McCoy right end for 4 yards (tackle by Ben Leber),1.470,0.770
3,7:16,2,16,PHI 42,17,10,"Michael Vick for 18 yards (tackle by Justin King). Penalty on Bradley Fletcher: Defensive Holding, 5 yards",0.770,3.250
3,6:45,1,10,STL 35,17,10,Michael Vick pass complete short middle to DeSean Jackson for 26 yards (tackle by Craig Dahl). Penalty on Quintin Mikell: Illegal Contact (Declined),3.250,5.140
3,6:22,1,9,STL 9,17,10,"Michael Vick pass incomplete short right intended for Jeremy Maclin. Penalty on Ronald Bartell: Illegal Use of Hands, 5 yards (no play)",5.140,6.280
3,6:14,1,4,STL 4,17,10,Ronnie Brown up the middle for -2 yards (tackle by Justin King),6.280,4.950
3,5:48,2,6,STL 6,23,10,"Michael Vick pass complete short left to DeSean Jackson for 6 yards, touchdown",4.950,7.000
3,,,,STL 2,24,10,Alex Henery kicks extra point good,0.000,0.000
3,,,,PHI 35,24,10,"Alex Henery kicks off 71 yards, returned by Jerious Norwood for 26 yards (tackle by Keenan Clayton)",0.000,0.280
3,5:36,1,10,STL 20,24,10,Sam Bradford pass complete short right to Cadillac Williams for 12 yards (tackle by Jamar Chaney),0.280,1.070
3,5:07,1,10,STL 32,24,10,Cadillac Williams right tackle for 2 yards (tackle by Jason Babin),1.070,0.800
3,4:31,2,8,STL 34,24,10,Sam Bradford sacked by Trent Cole for -7 yards. Penalty on Harvey Dahl: Offensive Holding (Declined),0.800,-0.820
3,4:07,3,15,STL 27,24,10,Cadillac Williams up the middle for 14 yards (tackle by Asante Samuel),-0.820,-0.650
3,3:29,,,,24,10,Timeout #1 by Philadelphia Eagles,0.000,-0.650
3,3:29,4,1,STL 41,24,10,Cadillac Williams left tackle for 1 yard (tackle by Trent Cole),-0.650,1.730
3,2:57,1,10,STL 42,24,10,Sam Bradford pass complete short middle to Cadillac Williams for 16 yards (tackle by Moise Fokou),1.730,2.790
3,2:24,1,10,PHI 42,24,10,"Sam Bradford pass incomplete deep middle intended for Brandon Gibson. Penalty on Nnamdi Asomugha: Defensive Pass Interference, 41 yards (no play)",2.790,6.970
3,2:15,1,1,PHI 1,24,10,Cadillac Williams right tackle for no gain (tackle by Juqua Parker),6.970,5.910
3,1:38,2,1,PHI 1,24,10,"Penalty on Billy Bajema: False Start, 5 yards (no play)",5.910,4.950
3,1:23,2,6,PHI 6,24,10,Sam Bradford pass incomplete short right intended for Lance Kendricks (defended by Jarrad Page),4.950,4.040
3,1:16,3,6,PHI 6,24,10,Sam Bradford pass incomplete short left intended for Danny Amendola,4.040,2.990
3,1:12,4,6,PHI 6,24,13,Josh Brown 23 yard field goal good,2.990,3.000
3,,,,STL 35,24,13,"Josh Brown kicks off 70 yards, touchback",0.000,0.280
3,1:09,1,10,PHI 20,24,13,"Michael Vick up the middle for 17 yards (tackle by Eugene Sims). Penalty on Ronald Bartell: Illegal Contact, 5 yards",0.280,1.730
3,0:44,1,10,PHI 42,24,13,LeSean McCoy right guard for 2 yards (tackle by Justin Bannan),1.730,1.460
Quarter,Time,Down,ToGo,Location,PHI,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,PHI 44,24,13,Michael Vick pass incomplete short left intended for Jeremy Maclin,1.460,0.760
4,14:56,3,8,PHI 44,24,13,Michael Vick sacked by Justin King for -6 yards,0.760,-0.850
4,14:25,4,14,PHI 38,24,13,Chas Henry punts 33 yards,-0.850,-0.870
4,14:16,1,10,STL 29,24,13,Sam Bradford pass complete short right to Lance Kendricks for 18 yards (tackle by Kurt Coleman),0.870,2.060
4,13:34,1,10,STL 47,24,13,Sam Bradford pass complete short middle to Danny Amendola for 6 yards (tackle by Jason Babin),2.060,2.330
4,13:06,2,4,PHI 47,24,13,Sam Bradford pass complete short left to Cadillac Williams for 1 yard (tackle by Moise Fokou),2.330,1.750
4,12:33,3,3,PHI 46,24,13,Sam Bradford pass incomplete short right intended for Brandon Gibson,1.750,0.200
4,12:26,4,3,PHI 46,24,13,Sam Bradford pass complete short left to Cadillac Williams for 4 yards (tackle by Jamar Chaney),0.200,2.790
4,12:02,1,10,PHI 42,24,13,Cadillac Williams right end for 5 yards (tackle by Asante Samuel),2.790,2.920
4,11:34,2,5,PHI 37,24,13,Sam Bradford sacked by Jason Babin for -3 yards,2.920,1.820
4,10:58,3,8,PHI 40,24,13,Sam Bradford pass incomplete short left intended for Greg Salas,1.820,0.590
4,10:52,4,8,PHI 40,24,13,"Donnie Jones punts 25 yards, fair catch by DeSean Jackson",0.590,0.220
4,10:46,1,10,PHI 15,24,13,Michael Vick pass incomplete short left intended for DeSean Jackson,-0.220,-0.710
4,10:43,2,10,PHI 15,24,13,LeSean McCoy left end for 11 yards (tackle by Craig Dahl),-0.710,0.670
4,10:07,1,10,PHI 26,24,13,LeSean McCoy right guard for 17 yards (tackle by Craig Dahl),0.670,1.800
4,9:30,1,10,PHI 43,24,13,Ronnie Brown left end for 8 yards (tackle by James Laurinaitis),1.800,2.330
4,8:56,2,2,STL 49,30,13,"LeSean McCoy up the middle for 49 yards, touchdown",2.330,7.000
4,,,,STL 2,31,13,Alex Henery kicks extra point good,0.000,0.000
4,,,,PHI 35,31,13,"Alex Henery kicks off 71 yards, touchback",0.000,0.280
4,8:46,1,10,STL 20,31,13,Sam Bradford pass complete short left to Brandon Gibson for 13 yards (tackle by Kurt Coleman),0.280,1.140
4,8:23,1,10,STL 33,31,13,Sam Bradford pass incomplete deep right intended for Greg Salas,1.140,0.590
4,8:17,2,10,STL 33,31,13,Sam Bradford pass complete deep left to Brandon Gibson for 31 yards (tackle by Nnamdi Asomugha),0.590,3.180
,,,,,,,"PHI challenged the pass completion ruling, and the play was upheld.",,
4,7:58,1,10,PHI 36,31,13,"A.J. Feeley pass complete short left to Cadillac Williams for 3 yards. Penalty on Harvey Dahl: Illegal Block Above the Waist, 10 yards (no play)",3.180,2.520
4,7:40,1,20,PHI 46,31,13,A.J. Feeley pass incomplete short left intended for Cadillac Williams,2.520,1.290
4,7:40,2,20,PHI 46,31,13,A.J. Feeley sacked by Cullen Jenkins for -6 yards,1.290,-0.160
4,7:11,3,26,STL 48,31,13,A.J. Feeley pass complete short right to Greg Salas for 21 yards (tackle by Jarrad Page),-0.160,1.350
4,6:30,4,5,PHI 31,31,13,"Penalty on Brandon Gibson: False Start, 5 yards (no play)",1.350,0.880
4,6:10,4,10,PHI 36,31,13,A.J. Feeley pass incomplete short right intended for Lance Kendricks,0.880,-1.330
4,6:04,1,10,PHI 36,31,13,Michael Vick right end for 14 yards (tackle by Ben Leber),1.330,2.260
4,5:23,1,10,,31,13,LeSean McCoy left tackle for 18 yards (tackle by Bradley Fletcher),2.260,3.450
4,4:36,1,10,STL 32,31,13,Ronnie Brown right tackle for -2 yards,3.450,2.630
4,3:55,2,12,STL 34,31,13,Dion Lewis left end for 4 yards (tackle by Fred Robbins),2.630,2.480
4,3:08,3,8,STL 30,31,13,Michael Vick pass complete short right to Dion Lewis for -3 yards (tackle by Justin King),2.480,1.150
4,2:21,4,11,STL 33,31,13,Michael Vick pass incomplete short middle intended for Brent Celek,1.150,-1.140
4,2:15,1,10,STL 33,31,13,A.J. Feeley pass incomplete short right intended for Mike Sims-Walker (defended by Juqua Parker),1.140,0.590
4,2:12,2,10,STL 33,31,13,Cadillac Williams right guard for 6 yards (tackle by Trent Cole),0.590,0.700
4,2:00,3,4,STL 39,31,13,A.J. Feeley pass incomplete short right intended for Cadillac Williams,0.700,-0.780
4,1:55,4,4,STL 39,31,13,"Donnie Jones punts 61 yards, touchback",-0.780,-0.280
4,1:45,1,10,PHI 20,31,13,Michael Vick kneels for -1 yards,0.280,-0.460
4,1:05,2,11,PHI 19,31,13,"Penalty on Jason Kelce: False Start, 5 yards (no play)",-0.460,-1.180
4,1:05,2,16,PHI 14,31,13,Michael Vick kneels for -1 yards,-1.180,-2.190
4,0:34,3,17,PHI 13,31,13,Michael Vick kneels for -1 yards,-2.190,-2.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
