Quarter,Time,Down,ToGo,Location,CLE,CIN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss and deferred, Bengals to receive the opening kickoff.",,
1,15:00,,,CLE 35,0,0,"Cade York kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,CIN 25,0,0,Joe Mixon left guard for 3 yards (tackle by Deion Jones),0.610,0.470
1,14:23,2,7,CIN 28,0,0,Joe Burrow pass incomplete short left intended for Tyler Boyd (defended by Deion Jones),0.470,-0.230
1,14:20,3,7,CIN 28,0,0,Joe Burrow pass incomplete intended for Samaje Perine,-0.230,-1.500
1,14:16,4,7,CIN 28,0,0,"Drue Chrisman punts 51 yards, returned by Donovan Peoples-Jones for 3 yards (tackle by Daxton Hill)",-1.500,-0.540
1,14:05,1,10,CLE 24,0,0,Deshaun Watson pass complete deep left to Amari Cooper for 18 yards,0.540,1.730
1,13:33,1,10,CLE 42,0,0,Deshaun Watson pass complete short left to David Bell for 13 yards (tackle by Cam Taylor-Britt),1.730,2.590
1,13:08,1,10,CIN 45,0,0,Nick Chubb left end for -2 yards (tackle by Germaine Pratt),2.590,1.770
1,12:30,2,12,CIN 47,0,0,Nick Chubb left tackle for 13 yards (tackle by Vonn Bell),1.770,3.310
1,11:51,1,10,CIN 34,0,0,Deshaun Watson pass complete short right to David Njoku for 3 yards (tackle by Sam Hubbard),3.310,3.180
1,11:16,2,7,CIN 31,0,0,Deshaun Watson right end for 6 yards (tackle by Trey Hendrickson),3.180,3.270
1,10:38,3,1,CIN 25,0,0,Kareem Hunt left guard for no gain (tackle by D.J. Reader and Jalen Davis),3.270,1.950
1,9:58,4,1,CIN 25,0,0,Jacoby Brissett pass incomplete deep right intended for Donovan Peoples-Jones,1.950,-0.670
1,9:50,1,10,CIN 26,0,0,Joe Burrow pass complete short left to Ja'Marr Chase for 9 yards (tackle by Grant Delpit),0.670,1.350
1,9:16,2,1,CIN 35,0,0,"Joe Burrow pass incomplete short right intended for Ja'Marr Chase (defended by Denzel Ward) CIN challenged the pass completion ruling, and the play was upheld.",1.350,0.630
1,9:11,3,1,CIN 35,0,0,Joe Burrow up the middle for 2 yards (tackle by Perrion Winfrey),0.630,1.400
1,8:31,1,10,CIN 37,0,0,Joe Mixon left guard for 1 yard (tackle by Jadeveon Clowney),1.400,0.990
1,7:53,2,9,CIN 38,0,0,Joe Burrow pass incomplete short middle intended for Trent Taylor,0.990,0.300
1,7:48,,,,,,Timeout #2 by Cincinnati Bengals,,
1,7:48,3,9,CIN 38,0,0,Joe Burrow pass complete short right to Ja'Marr Chase for 7 yards (tackle by Ronnie Harrison and Greg Newsome),0.300,-0.390
1,7:13,4,2,CIN 45,0,0,"Drue Chrisman punts 44 yards, returned by Donovan Peoples-Jones for 8 yards (tackle by Akeem Davis-Gaither)",-0.390,-0.150
1,7:02,1,10,CLE 19,0,0,David Njoku right end for -2 yards (tackle by Germaine Pratt and Logan Wilson),0.150,-0.720
1,6:16,,,,,,Timeout #1 by Cleveland Browns,,
1,6:16,2,12,CLE 17,0,0,Nick Chubb left tackle for 3 yards (tackle by Josh Tupou and Sam Hubbard),-0.720,-0.940
1,5:34,3,9,CLE 20,0,0,Deshaun Watson sacked by Sam Hubbard for no gain,-0.940,-2.030
1,4:54,4,9,CLE 20,0,0,"Corey Bojorquez punts 60 yards, returned by Trent Taylor for no gain (tackle by John Johnson and Charley Hughlett). Penalty on Stanley Morgan: Offensive Illegal Block Above the Waist, 10 yards (accepted)",-2.030,0.380
1,4:43,1,10,CIN 10,0,0,Joe Burrow pass incomplete deep left intended for Mitchell Wilcox,-0.380,-0.780
1,4:38,2,10,CIN 10,0,0,Joe Mixon right guard for 7 yards (tackle by Deion Jones and Alex Wright),-0.780,-0.600
1,4:17,,,,,,Timeout #2 by Cleveland Browns,,
1,4:17,3,3,CIN 17,0,0,Joe Burrow scrambles right end for 3 yards (tackle by Deion Jones and Jeremiah Owusu-Koramoah),-0.600,0.280
1,3:31,1,10,CIN 20,0,0,Samaje Perine left tackle for 2 yards (tackle by Jeremiah Owusu-Koramoah and Jordan Elliott),0.280,0.000
1,2:52,2,8,CIN 22,0,0,Joe Burrow pass incomplete short middle,0.000,-0.690
1,2:39,3,8,CIN 22,0,0,Joe Burrow pass complete short middle to Trayveon Williams for 6 yards (tackle by Deion Jones),-0.690,-1.500
1,2:12,4,2,CIN 28,0,0,"Drue Chrisman punts 42 yards, fair catch by Donovan Peoples-Jones at CLE-30",-1.500,-0.940
1,2:07,1,10,CLE 30,0,0,"Deshaun Watson left tackle for 5 yards (tackle by Logan Wilson). Penalty on Jack Conklin: Offensive Holding, 10 yards (accepted)",0.940,0.610
1,1:35,1,15,CLE 25,0,0,Nick Chubb right guard for 2 yards (tackle by D.J. Reader),0.610,-0.010
1,1:04,2,13,CLE 27,0,0,"Deshaun Watson scrambles for no gain. Penalty on Joel Bitonio: Offensive Holding, 10 yards (accepted) (no play)",-0.010,-1.500
1,0:44,2,23,CLE 17,0,0,Deshaun Watson pass complete short middle to Donovan Peoples-Jones for 10 yards (tackle by Logan Wilson),-1.500,-0.690
Quarter,Time,Down,ToGo,Location,CLE,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,13,CLE 27,0,0,Deshaun Watson pass incomplete short right intended for Amari Cooper,-0.690,-1.570
2,14:55,4,13,CLE 27,0,0,"Corey Bojorquez punts 55 yards, returned by Trent Taylor for 7 yards (tackle by D'Anthony Bell). Penalty on Tre Flowers: Offensive Holding, 10 yards (accepted)",-1.570,0.220
2,14:46,1,10,CIN 15,0,0,Joe Mixon up the middle for 2 yards (tackle by Greg Newsome and Jordan Elliott),-0.220,-0.440
2,14:06,2,8,CIN 17,0,0,"Joe Burrow pass incomplete short left intended for Trent Taylor (defended by Greg Newsome). Penalty on Martin Emerson: Defensive Holding, 5 yards (accepted) (no play)",-0.440,0.410
2,13:58,1,10,CIN 22,0,0,Joe Burrow pass incomplete short right intended for Ja'Marr Chase (defended by Alex Wright),0.410,-0.130
2,13:54,2,10,CIN 22,0,0,Joe Burrow pass complete short left to Ja'Marr Chase for 5 yards (tackle by Denzel Ward),-0.130,-0.160
2,13:27,3,5,CIN 27,0,0,"Joe Burrow pass complete short middle to Mitchell Wilcox for no gain. Penalty on La'el Collins: Offensive Holding, 10 yards (accepted) (no play)",-0.160,-1.680
2,12:59,3,15,CIN 17,0,0,Joe Burrow pass incomplete short left intended for Samaje Perine,-1.680,-2.320
2,12:54,4,15,CIN 17,0,0,"Drue Chrisman punts, fair catch by Donovan Peoples-Jones at CLE-36. Penalty on Tony Fields: Roughing the Kicker, 15 yards (accepted) (no play)",-2.320,1.070
2,12:48,1,10,CIN 32,0,0,Samaje Perine right guard for no gain (tackle by Jeremiah Owusu-Koramoah and Jordan Elliott),1.070,0.530
2,12:08,2,10,CIN 32,0,0,"Joe Burrow sacked by Jadeveon Clowney for no gain. Penalty on Isaiah Thomas: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",0.530,1.400
2,11:53,1,10,CIN 37,0,0,"Joe Burrow pass incomplete intended for Ja'Marr Chase. Penalty on Denzel Ward: Defensive Pass Interference, 33 yards (accepted) (no play)",1.400,3.580
2,11:46,1,10,CLE 30,0,0,Joe Mixon right guard for 3 yards (tackle by Perrion Winfrey),3.580,3.570
2,11:06,2,6,CLE 26,0,0,Joe Burrow pass complete short middle to Joe Mixon for 4 yards (tackle by Deion Jones),3.570,3.270
2,10:29,3,3,CLE 23,0,0,Joe Burrow scrambles up the middle for 8 yards (tackle by John Johnson and Perrion Winfrey),3.270,4.580
2,9:46,1,10,CLE 15,0,6,"Joe Burrow pass complete short middle to Ja'Marr Chase for 15 yards, touchdown",4.580,7.000
2,9:43,,,CLE 15,0,7,Evan McPherson kicks extra point good,0.000,0.000
2,9:43,,,CIN 35,0,7,"Evan McPherson kicks off 55 yards, returned by Jerome Ford for 19 yards (tackle by Markus Bailey and Trayveon Williams)",0.000,0.870
