Quarter,Time,Down,ToGo,Location,NYJ,ARI,Detail,EPB,EPA
1,0:31,3,4,ARI 38,0,7,Carson Palmer pass incomplete short left intended for Jaron Brown (defended by Buster Skrine),0.630,-0.850
1,0:26,4,4,ARI 38,0,7,"Ryan Quigley punts 41 yards, fair catch by Jalin Marshall",-0.850,-0.340
1,0:17,1,10,NYJ 21,0,7,Matt Forte middle for 2 yards (tackle by Josh Mauro),0.340,0.070
Quarter,Time,Down,ToGo,Location,NYJ,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,NYJ 23,0,7,Matt Forte middle for 3 yards (tackle by Deone Bucannon),0.070,-0.230
2,14:15,3,5,NYJ 26,0,7,"Ryan Fitzpatrick pass incomplete short left intended for Brandon Marshall. Penalty on Patrick Peterson: Defensive Pass Interference, 9 yards (no play)",-0.230,1.270
2,14:09,1,10,NYJ 35,0,7,"Penalty on Corey Peters: Encroachment, 5 yards (no play)",1.270,2.000
2,14:09,1,5,NYJ 40,0,7,Ryan Fitzpatrick pass complete deep middle to Brandon Marshall for 36 yards (tackle by Marcus Cooper),2.000,3.970
2,13:43,1,10,ARI 24,0,7,Ryan Fitzpatrick pass complete short left to Robby Anderson for 6 yards (tackle by D.J. Swearinger),3.970,4.290
2,13:06,2,4,ARI 18,0,7,"Bilal Powell left end for 10 yards (tackle by D.J. Swearinger). Penalty on Ryan Clady: Offensive Holding, 10 yards (no play)",4.290,2.890
2,12:43,2,14,ARI 28,0,7,Ryan Fitzpatrick pass incomplete short left intended for Matt Forte,2.890,2.210
2,12:36,3,14,ARI 28,0,7,Ryan Fitzpatrick pass complete short right to Charone Peake for 7 yards (tackle by Tharold Simon),2.210,2.060
2,12:12,4,7,ARI 21,3,7,Nick Folk 39 yard field goal good,2.060,3.000
2,12:12,,,NYJ 35,3,7,"Nick Folk kicks off 65 yards, touchback",0.000,-0.610
2,12:06,1,10,ARI 25,3,7,David Johnson left end for 1 yard (tackle by Leonard Williams),0.610,0.200
2,11:30,2,9,ARI 26,3,7,Carson Palmer pass incomplete deep left intended for Larry Fitzgerald,0.200,0.200
2,11:24,2,9,ARI 26,3,7,Timeout #1 by Arizona Cardinals,0.200,-0.490
2,11:24,3,9,ARI 26,3,7,Carson Palmer pass complete short left to JJ Nelson for 11 yards (tackle by Buster Skrine),-0.490,1.400
2,10:46,1,10,ARI 37,3,7,JJ Nelson left end for 14 yards (tackle by Sheldon Richardson),1.400,2.320
2,10:15,1,10,NYJ 49,3,7,Carson Palmer pass complete short left to JJ Nelson for 5 yards (tackle by Buster Skrine),2.320,2.460
2,9:38,2,5,NYJ 44,3,7,"Carson Palmer pass incomplete deep left intended for John Brown. Penalty on Buster Skrine: Defensive Pass Interference, 19 yards (no play)",2.460,3.910
2,9:33,1,10,NYJ 25,3,7,Carson Palmer pass complete short left to Larry Fitzgerald for 12 yards (tackle by Darrelle Revis),3.910,4.710
2,8:53,1,10,NYJ 13,3,7,David Johnson middle for 4 yards (tackle by Jarvis Jenkins),4.710,4.770
2,8:12,2,6,NYJ 9,3,7,"Carson Palmer pass complete short left to Larry Fitzgerald for 5 yards (tackle by Marcus Williams). Larry Fitzgerald fumbles (forced by Marcus Williams), ball out of bounds at NYJ-4",4.770,5.010
2,7:38,3,1,NYJ 4,3,7,David Johnson middle for 2 yards (tackle by Sheldon Richardson),5.010,6.740
2,6:49,1,2,NYJ 2,3,7,Carson Palmer pass incomplete short right intended for Larry Fitzgerald (defended by Muhammad Wilkerson),6.740,5.720
2,6:46,2,2,NYJ 2,3,13,"David Johnson middle for 2 yards, touchdown",5.720,7.000
2,6:46,,,NYJ 2,3,14,Chandler Catanzaro kicks extra point good,0.000,0.000
2,6:46,,,ARI 35,3,14,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
2,6:43,1,10,NYJ 25,3,14,Ryan Fitzpatrick pass incomplete deep left intended for Robby Anderson (defended by Marcus Cooper),0.610,0.060
2,6:36,2,10,NYJ 25,3,14,Matt Forte right tackle for 1 yard (tackle by Markus Golden),0.060,-0.490
2,5:52,3,9,NYJ 26,3,14,Ryan Fitzpatrick pass incomplete short right intended for Quincy Enunwa,-0.490,-1.630
2,5:46,4,9,NYJ 26,3,14,"Lac Edwards punts 37 yards, out of bounds",-1.630,-1.400
2,5:39,1,10,ARI 37,3,14,Carson Palmer pass incomplete short right intended for Ifeanyi Momah,1.400,0.860
2,5:34,2,10,ARI 37,3,14,David Johnson middle for -5 yards (tackle by Bruce Carter),0.860,-0.490
2,4:51,3,15,ARI 32,3,14,Carson Palmer pass complete short left to David Johnson for 10 yards (tackle by Sheldon Richardson),-0.490,-0.590
2,4:15,4,5,ARI 42,3,14,"Ryan Quigley punts 36 yards, fair catch by Jalin Marshall",-0.590,-0.410
2,4:06,1,10,NYJ 22,3,14,Matt Forte right tackle for 1 yard (tackle by Chandler Jones and Deone Bucannon),0.410,0.000
2,3:40,2,9,NYJ 23,3,14,Matt Forte left tackle for 8 yards (tackle by Corey Peters),0.000,0.370
2,2:55,3,1,NYJ 31,3,14,Ryan Fitzpatrick pass incomplete short left intended for Matt Forte. Penalty on Brandon Marshall: Offensive Pass Interference (Declined),0.370,-1.310
2,2:49,4,1,NYJ 31,3,14,"Lac Edwards punts 49 yards, fair catch by John Brown. Penalty on Justin Bethel: Offensive Holding, 10 yards",-1.310,0.380
2,2:41,1,10,ARI 10,3,14,"David Johnson right end for 2 yards (tackle by Marcus Williams and Muhammad Wilkerson). Penalty on Larry Fitzgerald: Offensive Holding, 5 yards (no play)",-0.380,-0.570
2,2:18,1,15,ARI 5,3,14,Carson Palmer pass complete short right to Jaron Brown for 10 yards (tackle by Marcus Williams),-0.570,-0.350
2,2:00,2,5,ARI 15,3,14,Carson Palmer pass complete short right to Jermaine Gresham for 14 yards (tackle by Bruce Carter),-0.350,0.870
2,1:55,1,10,ARI 29,3,14,Carson Palmer pass incomplete short left intended for John Brown,0.870,0.330
2,1:50,2,10,ARI 29,3,14,Carson Palmer pass incomplete deep right intended for John Brown,0.330,-0.360
2,1:45,3,10,ARI 29,3,14,Carson Palmer pass complete short right to David Johnson for 9 yards (tackle by Darron Lee and Erin Henderson),-0.360,-0.360
2,1:30,3,10,ARI 29,3,14,Timeout #1 by New York Jets,-0.360,-0.850
2,1:30,4,1,ARI 38,3,14,"Ryan Quigley punts 42 yards, fair catch by Jalin Marshall",-0.850,-0.280
2,1:23,1,10,NYJ 20,3,14,Ryan Fitzpatrick pass complete short right to Charone Peake for 7 yards (tackle by Tharold Simon),0.280,0.680
2,0:58,2,3,NYJ 27,3,14,Ryan Fitzpatrick pass complete deep right to Brandon Marshall for 23 yards (tackle by Patrick Peterson),0.680,0.680
2,0:49,2,3,NYJ 27,3,14,Timeout #2 by New York Jets,0.680,2.260
2,0:49,1,10,,3,14,Ryan Fitzpatrick pass complete short middle to Charone Peake for 11 yards (tackle by Tyrann Mathieu),2.260,2.980
2,0:28,1,10,ARI 39,3,14,Ryan Fitzpatrick pass incomplete short right intended for Bilal Powell (defended by Robert Nkemdiche),2.980,2.440
2,0:24,2,10,ARI 39,3,14,"Penalty on Ryan Fitzpatrick: False Start, 5 yards (no play)",2.440,1.770
2,0:24,2,15,ARI 44,3,14,Ryan Fitzpatrick pass incomplete deep left intended for Robby Anderson,1.770,1.770
2,0:19,2,15,ARI 44,3,14,Timeout #3 by New York Jets,1.770,1.090
2,0:19,3,15,ARI 44,3,14,Ryan Fitzpatrick pass incomplete short right intended for Charone Peake,1.090,0.330
2,0:14,4,15,ARI 44,3,14,Lac Edwards punts 37 yards,0.330,0.380
2,0:04,1,10,ARI 7,3,14,Carson Palmer kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,NYJ,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,3,14,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,NYJ 25,3,14,Matt Forte right tackle for 3 yards (tackle by D.J. Swearinger),0.610,0.470
3,14:24,2,7,NYJ 28,3,14,Matt Forte left tackle for -2 yards (tackle by Corey Peters),0.470,-0.490
3,13:38,3,9,NYJ 26,3,14,Ryan Fitzpatrick pass complete short right to Bilal Powell for 5 yards (tackle by Deone Bucannon),-0.490,-1.310
3,13:10,4,4,NYJ 31,3,14,"Lac Edwards punts 38 yards, returned by Patrick Peterson for 1 yard (tackle by Juston Burris)",-1.310,-1.070
3,13:01,1,10,ARI 32,3,14,David Johnson middle for -1 yards (tackle by Leonard Williams),1.070,0.390
3,12:38,2,11,ARI 31,3,14,Carson Palmer pass incomplete short middle intended for David Johnson,0.390,-0.290
3,12:33,3,11,ARI 31,3,14,"Carson Palmer pass incomplete short left intended for Michael Floyd. Penalty on Darryl Roberts: Defensive Pass Interference, 14 yards (no play)",-0.290,1.930
3,12:29,1,10,ARI 45,3,14,"David Johnson middle for 14 yards (tackle by Sheldon Richardson). Penalty on Michael Floyd: Illegal Block Above the Waist, 10 yards",1.930,2.510
3,12:11,1,6,ARI 49,3,14,David Johnson middle for no gain (tackle by Calvin Pryor),2.510,1.920
3,11:34,2,6,ARI 49,3,14,Carson Palmer pass complete short right to Jaron Brown for 7 yards (tackle by Darrelle Revis),1.920,2.650
3,10:51,1,10,NYJ 44,3,14,David Johnson middle for 6 yards (tackle by Erin Henderson),2.650,2.920
3,10:13,2,4,NYJ 38,3,14,"David Johnson middle for 8 yards (tackle by Jordan Jenkins). Penalty on ARI: Illegal Shift, 5 yards (no play)",2.920,2.250
3,9:49,2,9,NYJ 43,3,14,Carson Palmer pass complete short left to Michael Floyd for 13 yards. Penalty on Buster Skrine: Defensive Holding (Declined),2.250,3.580
3,9:29,1,10,NYJ 30,3,14,"Penalty on D.J. Humphries: False Start, 5 yards (no play)",3.580,3.250
3,9:12,1,15,NYJ 35,3,14,Andre Ellington right tackle for 5 yards (tackle by Erin Henderson),3.250,3.030
3,8:37,2,10,NYJ 30,3,14,Andre Ellington for 7 yards (tackle by Erin Henderson),3.030,3.270
3,8:00,3,3,NYJ 23,3,14,Carson Palmer pass complete short left to David Johnson for 8 yards (tackle by Bruce Carter),3.270,4.580
3,7:26,1,10,NYJ 15,3,14,Carson Palmer pass complete short right to John Brown for 7 yards (tackle by Marcus Williams),4.580,5.220
3,6:48,2,3,NYJ 8,3,14,David Johnson middle for 5 yards (tackle by Rontez Miles and Marcus Gilchrist),5.220,6.510
3,6:06,1,3,NYJ 3,3,14,David Johnson middle for 1 yard (tackle by Erin Henderson and Steve McLendon),6.510,5.720
3,5:28,2,2,NYJ 2,3,20,"David Johnson middle for 2 yards, touchdown",5.720,7.000
3,5:28,,,NYJ 2,3,21,Chandler Catanzaro kicks extra point good,0.000,0.000
3,5:28,,,ARI 35,3,21,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
3,5:24,1,10,NYJ 25,3,21,Ryan Fitzpatrick pass complete short middle to Quincy Enunwa for 12 yards (tackle by Kevin Minter),0.610,1.400
3,4:44,1,10,NYJ 37,3,21,Ryan Fitzpatrick pass complete short left to Robby Anderson for 4 yards (tackle by Tharold Simon),1.400,1.400
3,4:07,2,6,NYJ 41,3,21,Ryan Fitzpatrick pass incomplete short middle intended for Quincy Enunwa (defended by Frostee Rucker),1.400,0.700
3,4:02,3,6,NYJ 41,3,21,Ryan Fitzpatrick pass complete short middle to Charone Peake for 14 yards (tackle by Tyrann Mathieu),0.700,2.590
3,3:31,1,10,ARI 45,3,21,Ryan Fitzpatrick pass complete short left to Robby Anderson for 7 yards (tackle by Tharold Simon),2.590,2.990
3,3:06,2,3,ARI 38,3,21,Bilal Powell middle for 5 yards (tackle by Corey Peters),2.990,3.380
3,2:32,1,10,ARI 33,3,21,Ryan Fitzpatrick pass incomplete short middle intended for Charone Peake (defended by D.J. Swearinger),3.380,2.840
3,2:25,2,10,ARI 33,3,21,"Penalty on Tyrann Mathieu: Delay of Game, 5 yards (no play)",2.840,3.510
3,2:25,2,5,ARI 28,3,21,Ryan Fitzpatrick pass incomplete short right intended for Jalin Marshall (defended by Deone Bucannon),3.510,2.810
3,2:21,3,5,ARI 28,3,21,Ryan Fitzpatrick pass complete short middle to Jalin Marshall for 11 yards (tackle by Tyrann Mathieu),2.810,4.440
3,1:51,1,10,ARI 17,3,21,"Ryan Fitzpatrick pass incomplete short left intended for Bilal Powell (defended by Chandler Jones). Penalty on Brian Winters: Offensive Holding, 10 yards (no play)",4.440,3.780
3,1:46,1,20,ARI 27,3,21,Ryan Fitzpatrick pass incomplete short right intended for Jalin Marshall,3.780,2.540
3,1:40,2,20,ARI 27,3,21,Ryan Fitzpatrick pass complete short middle to Quincy Enunwa for 13 yards (tackle by Tony Jefferson),2.540,3.500
3,0:56,3,7,ARI 14,3,21,Ryan Fitzpatrick pass incomplete short middle intended for Brandon Marshall is intercepted by D.J. Swearinger at ARI--1 and returned for 12 yards,3.500,0.370
3,0:46,1,10,ARI 11,3,21,David Johnson middle for 4 yards (tackle by Jordan Jenkins),-0.370,-0.430
Quarter,Time,Down,ToGo,Location,NYJ,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,ARI 15,3,21,Carson Palmer pass complete short middle to Larry Fitzgerald for 11 yards (tackle by Calvin Pryor),-0.430,0.670
4,14:20,1,10,ARI 26,3,21,"Carson Palmer for 4 yards. Carson Palmer fumbles, recovered by Carson Palmer at ARI-20",0.670,-0.140
4,13:42,2,12,ARI 24,3,21,David Johnson middle for 7 yards (tackle by Calvin Pryor),-0.140,0.100
4,12:58,3,5,ARI 31,3,21,Carson Palmer pass complete short right to John Brown for 9 yards (tackle by Buster Skrine),0.100,1.600
4,12:29,1,10,ARI 40,3,21,Carson Palmer pass complete short right to John Brown for 12 yards,1.600,2.390
4,11:55,1,10,NYJ 48,3,21,David Johnson middle for 2 yards (tackle by Muhammad Wilkerson),2.390,2.120
4,11:09,2,8,NYJ 46,3,21,Carson Palmer pass complete short right to John Brown for 13 yards,2.120,2.120
4,10:36,2,8,NYJ 46,3,21,Timeout #1 by New York Jets,2.120,3.380
4,10:36,1,10,NYJ 33,3,21,Carson Palmer pass incomplete short right intended for David Johnson,3.380,2.840
4,10:30,2,10,NYJ 33,3,21,Carson Palmer pass incomplete short middle intended for Jermaine Gresham,2.840,2.150
4,10:26,3,10,NYJ 33,3,21,Carson Palmer pass complete short right to John Brown for 13 yards (tackle by Darryl Roberts),2.150,4.240
4,9:43,1,10,NYJ 20,3,21,David Johnson middle for 2 yards (tackle by Steve McLendon),4.240,3.960
4,9:05,2,8,NYJ 18,3,21,JJ Nelson for 9 yards (tackle by Darryl Roberts),3.960,5.140
4,8:27,1,9,NYJ 9,3,27,"Carson Palmer pass complete short right to Michael Floyd for 9 yards, touchdown",5.140,7.000
4,8:27,,,NYJ 9,3,28,Chandler Catanzaro kicks extra point good,0.000,0.000
4,8:27,,,ARI 35,3,28,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
4,8:20,1,10,NYJ 25,3,28,Geno Smith pass complete short middle to Quincy Enunwa for 17 yards (tackle by Tony Jefferson),0.610,1.730
4,7:43,1,10,NYJ 42,3,28,Geno Smith pass complete short right to Charone Peake for 4 yards (tackle by Tyrann Mathieu),1.730,1.730
4,7:15,2,6,NYJ 46,3,28,Geno Smith middle for 2 yards (tackle by Tyrann Mathieu),1.730,1.290
4,6:45,3,4,NYJ 48,3,28,Geno Smith pass complete short left to Bilal Powell for 3 yards (tackle by Deone Bucannon),1.290,0.000
4,6:18,4,1,ARI 49,3,28,Bilal Powell middle for 3 yards (tackle by Kevin Minter),0.000,2.520
4,5:51,1,10,ARI 46,3,28,Geno Smith pass complete short right to Robby Anderson for 7 yards (tackle by D.J. Swearinger),2.520,2.920
4,5:20,2,3,ARI 39,3,28,Geno Smith pass incomplete short middle intended for Charone Peake (defended by Tyrann Mathieu),2.920,2.210
4,5:16,3,3,ARI 39,3,28,"Geno Smith sacked by Alex Okafor for -10 yards. Geno Smith fumbles (forced by Alex Okafor), recovered by Ben Ijalana at ARI-47",2.210,2.210
4,4:27,3,3,ARI 39,3,28,Timeout #2 by New York Jets,2.210,0.130
4,4:27,4,11,ARI 47,3,28,Geno Smith pass incomplete short right intended for Charone Peake is intercepted by Tyrann Mathieu at ARI-34 and returned for 4 yards. Penalty on Brandon Marshall: Illegal Shift (Declined),0.130,-1.470
4,4:20,1,10,ARI 38,3,28,Andre Ellington middle for no gain (tackle by Erin Henderson),1.470,0.920
4,3:39,2,10,ARI 38,3,28,Drew Stanton pass complete short middle to Jaron Brown for 12 yards (tackle by Marcus Gilchrist),0.920,2.260
4,3:00,1,10,,3,28,Andre Ellington middle for 13 yards (tackle by Marcus Gilchrist),2.260,3.120
4,2:11,1,10,NYJ 37,3,28,Andre Ellington middle for no gain (tackle by Leonard Williams),3.120,2.570
4,2:00,2,10,NYJ 37,3,28,Stepfan Taylor middle for 2 yards (tackle by Sheldon Richardson),2.570,2.150
4,1:15,3,8,NYJ 35,3,28,Stepfan Taylor middle for 12 yards (tackle by Jordan Jenkins),2.150,4.040
4,0:34,1,10,NYJ 23,3,28,Drew Stanton kneels for -1 yards,4.040,3.360
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
