Quarter,Time,Down,ToGo,Location,HOU,OAK,Detail,EPB,EPA
1,2:09,1,10,OAK 37,7,7,Steve Slaton right tackle for 1 yard (tackle by Richard Seymour),3.120,2.710
1,2:09,2,9,OAK 36,7,7,Steve Slaton middle for 23 yards (tackle by Tyvon Branch),2.710,4.710
1,2:09,1,10,OAK 13,7,7,Derrick Ward middle for 2 yards (tackle by Rolando McClain),4.710,4.390
1,2:09,2,8,OAK 11,7,7,Matt Schaub pass incomplete short right intended for Derrick Ward,4.390,3.450
1,0:27,3,8,OAK 11,13,7,"Matt Schaub pass complete short middle to Joel Dreessen for 11 yards, touchdown",3.450,7.000
1,,,,OAK 2,14,7,Neil Rackers kicks extra point good,0.000,0.000
1,,,,HOU 30,14,7,"Neil Rackers kicks off 77 yards, touchback",0.000,0.280
1,0:23,1,10,OAK 20,14,7,Darren McFadden middle for 8 yards (tackle by DeMeco Ryans and Troy Nolan),0.280,0.810
Quarter,Time,Down,ToGo,Location,HOU,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,2,OAK 28,14,7,Darren McFadden right guard for 2 yards,0.810,0.940
2,14:27,1,10,OAK 30,14,7,Bruce Gradkowski pass complete short left to Darren McFadden for 5 yards (tackle by Kareem Jackson),0.940,1.070
2,13:48,2,5,OAK 35,14,7,Bruce Gradkowski sacked by Antonio Smith for -1 yards,1.070,0.230
2,13:16,3,6,OAK 34,14,7,Bruce Gradkowski pass incomplete short right intended for Zach Miller,0.230,-1.110
2,13:12,4,6,OAK 34,14,7,"Shane Lechler punts 51 yards, returned by Jacoby Jones for 4 yards (tackle by Stevie Brown)",-1.110,-0.150
2,13:01,1,10,HOU 19,14,7,Derrick Ward left tackle for 3 yards (tackle by Lamarr Houston),0.150,0.070
2,12:28,2,7,HOU 22,14,7,Matt Schaub pass incomplete short right intended for Joel Dreessen,0.070,-0.680
2,12:22,3,7,HOU 22,14,7,"Matt Schaub pass complete short right to Joel Dreessen for 3 yards (tackle by Thomas Howard). Penalty on Rashad Butler: False Start, 5 yards (no play)",-0.680,-1.420
2,12:19,3,12,HOU 17,14,7,Matt Schaub pass complete short middle to Steve Slaton for -4 yards (tackle by Rolando McClain),-1.420,-2.490
2,11:46,4,16,HOU 13,14,7,"Matt Turk punts 51 yards, returned by Johnnie Lee Higgins for no gain",-2.490,-1.330
2,11:37,1,10,OAK 36,14,7,Bruce Gradkowski pass complete short middle to Darren McFadden for 3 yards (tackle by DeMeco Ryans),1.330,1.200
2,11:00,2,7,OAK 39,14,7,Bruce Gradkowski pass complete short middle to Zach Miller for 17 yards (tackle by Troy Nolan),1.200,2.650
2,10:20,1,10,HOU 44,14,7,Darren McFadden left end for 7 yards (tackle by Bernard Pollard),2.650,3.060
2,9:46,2,3,HOU 37,14,7,Darren McFadden left tackle for no gain (tackle by DeMeco Ryans),3.060,2.350
2,9:11,3,3,HOU 37,14,7,Bruce Gradkowski left end for 5 yards (tackle by Bernard Pollard),2.350,3.450
2,8:35,1,10,HOU 32,14,7,Bruce Gradkowski pass complete short middle to Darren McFadden for 11 yards (tackle by DeMeco Ryans),3.450,4.170
2,7:56,1,10,HOU 21,14,7,Darren McFadden middle for no gain (tackle by DeMeco Ryans and Shaun Cody),4.170,3.630
2,7:23,2,10,HOU 21,14,7,Bruce Gradkowski pass complete short left to Zach Miller for 8 yards (tackle by Zach Diles),3.630,4.240
2,6:56,3,2,HOU 13,14,13,"Bruce Gradkowski pass complete short right to Marcel Reece for 13 yards, touchdown",4.240,7.000
2,,,,HOU 2,14,14,Sebastian Janikowski kicks extra point good,0.000,0.000
2,,,,OAK 30,14,14,"Sebastian Janikowski kicks off 70 yards, touchback",0.000,0.280
2,6:50,1,10,HOU 20,14,14,Arian Foster left end for 6 yards (tackle by Tommy Kelly),0.280,0.540
2,6:14,2,4,HOU 26,14,14,Arian Foster middle for 3 yards,0.540,0.230
2,5:29,3,1,HOU 29,14,14,Matt Schaub middle for 2 yards (tackle by Quentin Groves),0.230,1.000
2,4:54,1,10,HOU 31,14,14,Arian Foster left end for -4 yards (tackle by Matt Shaughnessy and Richard Seymour),1.000,-0.080
2,4:16,2,14,HOU 27,14,14,Matt Schaub pass incomplete deep middle intended for Jacoby Jones (defended by Michael Huff),-0.080,-0.760
2,4:09,3,14,HOU 27,14,14,Matt Schaub pass complete short middle to Joel Dreessen for 7 yards (tackle by Michael Mitchell),-0.760,-1.110
2,3:36,4,7,HOU 34,14,14,"Matt Turk punts 37 yards, fair catch by Johnnie Lee Higgins",-1.110,-0.870
2,3:28,1,10,OAK 29,14,14,Bruce Gradkowski pass complete short right to Zach Miller for 7 yards (tackle by Zach Diles),0.870,1.270
2,2:50,2,3,OAK 36,14,14,Darren McFadden left end for 4 yards (tackle by Amobi Okoye),1.270,1.600
2,2:14,1,10,OAK 40,14,14,Bruce Gradkowski sacked by DeMeco Ryans for -10 yards,1.600,-0.300
2,2:00,2,20,OAK 30,14,14,Bruce Gradkowski pass incomplete short right intended for Darren McFadden,-0.300,-0.960
2,1:55,3,20,OAK 30,14,14,Bruce Gradkowski pass complete short left to Darren McFadden for 12 yards (tackle by Bernard Pollard and Zach Diles),-0.960,-0.590
2,1:44,,,,14,14,Timeout #2 by Houston Texans,0.000,-0.590
2,1:44,4,8,OAK 42,14,14,"Shane Lechler punts 42 yards, fair catch by Jacoby Jones",-0.590,0.140
2,1:37,1,10,HOU 16,14,14,Matt Schaub pass incomplete short middle intended for David Anderson,-0.140,-0.660
2,1:33,2,10,HOU 16,14,14,Matt Schaub pass complete short middle to Kevin Walter for 8 yards (tackle by Michael Mitchell),-0.660,-0.320
2,1:23,,,,14,14,Timeout #1 by Oakland Raiders,0.000,-0.320
2,1:23,3,2,HOU 24,14,14,Matt Schaub pass incomplete short left intended for Arian Foster,-0.320,-1.770
2,1:18,4,2,HOU 24,14,14,"Matt Turk punts 33 yards, fair catch by Johnnie Lee Higgins",-1.770,-1.800
2,1:10,1,10,OAK 43,14,14,Bruce Gradkowski pass complete short left to Zach Miller for 23 yards (tackle by DeMeco Ryans and Bernard Pollard),1.800,3.310
2,0:44,1,10,HOU 34,14,14,Darren McFadden middle for 5 yards (tackle by Glover Quin),3.310,3.450
2,0:39,2,5,HOU 29,14,14,"Bruce Gradkowski sacked by Mario Williams for -11 yards. Bruce Gradkowski fumbles (forced by Mario Williams), recovered by Amobi Okoye at HOU-40 (tackle by Bruce Gradkowski)",3.450,-1.600
2,0:32,1,10,HOU 40,14,14,Matt Schaub pass complete short middle to Joel Dreessen for 17 yards (tackle by Tyvon Branch),1.600,2.720
2,0:16,1,10,OAK 43,14,14,Matt Schaub spiked the ball,2.720,2.180
2,0:15,2,10,OAK 43,14,14,Matt Schaub pass incomplete deep middle intended for Owen Daniels (defended by Stanford Routt),2.180,1.490
2,0:11,3,10,OAK 43,14,14,Matt Schaub pass complete short middle to Arian Foster for 15 yards (tackle by Stanford Routt),1.490,3.710
2,0:03,,,,14,14,Timeout #3 by Houston Texans,0.000,3.710
2,0:03,1,10,OAK 28,14,14,Neil Rackers 46 yard field goal no good,3.710,1.270
Quarter,Time,Down,ToGo,Location,HOU,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 30,14,14,"Sebastian Janikowski kicks off 75 yards, touchback",0.000,0.280
3,15:00,1,10,HOU 20,14,14,Matt Schaub pass complete short right to Kevin Walter for 6 yards (tackle by Kamerion Wimbley),0.280,0.540
3,14:27,2,4,HOU 26,20,14,"Arian Foster right end for 74 yards, touchdown",0.540,7.000
3,,,,OAK 2,21,14,Neil Rackers kicks extra point good,0.000,0.000
3,,,,HOU 30,21,14,"Neil Rackers kicks off 69 yards, returned by Jacoby Ford for 19 yards (tackle by Troy Nolan)",0.000,0.280
3,14:07,1,10,OAK 20,21,14,Darren McFadden left end for -3 yards (tackle by Mario Williams),0.280,-0.790
3,13:30,2,13,OAK 17,21,14,Bruce Gradkowski pass complete short right to Zach Miller for 13 yards (tackle by Dominique Barber),-0.790,0.940
3,12:46,1,10,OAK 30,21,14,Bruce Gradkowski pass complete short middle to Darren McFadden for 8 yards (tackle by DeMeco Ryans and Zach Diles),0.940,1.470
3,12:00,2,2,OAK 38,21,14,Marcel Reece right guard for 6 yards (tackle by Bernard Pollard),1.470,1.860
3,11:59,1,10,OAK 44,21,14,Bruce Gradkowski pass incomplete short right intended for Louis Murphy,1.860,1.320
3,11:37,2,10,OAK 44,21,14,Darren McFadden right tackle for -4 yards (tackle by Earl Mitchell),1.320,0.100
3,11:01,3,14,OAK 40,21,14,Bruce Gradkowski middle for 8 yards (tackle by Bernard Pollard),0.100,-0.190
3,10:25,4,6,OAK 48,21,14,"Shane Lechler punts 42 yards, fair catch by David Anderson",-0.190,0.380
3,10:15,1,10,HOU 10,21,14,Arian Foster middle for 3 yards (tackle by Tommy Kelly and Rolando McClain),-0.380,-0.560
3,9:40,2,7,HOU 13,21,14,Matt Schaub pass incomplete short right intended for Owen Daniels,-0.560,-1.070
3,9:32,3,7,HOU 13,21,14,Matt Schaub pass complete short middle to Owen Daniels for 8 yards (tackle by Michael Mitchell),-1.070,0.340
3,8:56,1,10,HOU 21,21,14,Derrick Ward right end for 7 yards (tackle by Michael Huff),0.340,0.750
3,8:31,2,3,HOU 28,21,14,Derrick Ward right tackle for 5 yards (tackle by Richard Seymour),0.750,1.140
3,7:53,1,10,HOU 33,21,14,Matt Schaub pass complete short left to Arian Foster for 31 yards (tackle by Michael Huff),1.140,3.180
3,7:38,1,10,OAK 36,21,14,Derrick Ward right tackle for 7 yards (tackle by Matt Shaughnessy),3.180,3.580
3,6:26,2,3,OAK 29,21,14,Arian Foster left tackle for 2 yards (tackle by Quentin Groves),3.580,3.140
3,5:47,3,1,OAK 27,21,14,Arian Foster right guard for 4 yards (tackle by Desmond Bryant and Rolando McClain),3.140,4.040
3,5:08,1,10,OAK 23,21,14,Derrick Ward left guard for 8 yards (tackle by Nnamdi Asomugha and Tyvon Branch),4.040,4.750
3,4:27,2,2,OAK 15,21,14,Derrick Ward left end for -5 yards (tackle by Richard Seymour),4.750,3.200
3,3:43,3,7,OAK 20,21,14,"Matt Schaub pass complete short left to Joel Dreessen for 12 yards (tackle by Michael Mitchell). Penalty on Rashad Butler: Illegal Formation, 5 yards (no play)",3.200,2.540
3,3:22,3,12,OAK 25,21,14,Matt Schaub pass complete short left to Kevin Walter for 8 yards (tackle by Michael Huff),2.540,2.390
3,2:41,4,4,OAK 17,24,14,Neil Rackers 35 yard field goal good,2.390,3.000
3,,,,HOU 30,24,14,"Neil Rackers kicks off 49 yards, returned by Rock Cartwright for 14 yards (tackle by Brice McCain)",0.000,1.270
3,2:29,1,10,OAK 35,24,14,Bruce Gradkowski pass incomplete deep middle intended for Louis Murphy is intercepted by Troy Nolan at HOU-45 and returned for 20 yards,1.270,-3.250
3,2:14,1,10,OAK 35,24,14,Arian Foster right tackle for 11 yards (tackle by Michael Huff and Stanford Routt),3.250,3.970
3,1:37,1,10,OAK 24,24,14,Arian Foster right guard for 3 yards (tackle by Matt Shaughnessy),3.970,3.840
3,0:55,2,7,OAK 21,24,14,Matt Schaub pass complete short right to Joel Dreessen for 9 yards (tackle by Tommy Kelly),3.840,4.780
3,0:13,1,10,OAK 12,24,14,Steve Slaton right tackle for 2 yards,4.780,4.450
Quarter,Time,Down,ToGo,Location,HOU,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,OAK 10,30,14,"Matt Schaub pass complete short right to Arian Foster for 10 yards, touchdown",4.450,7.000
4,,,,OAK 2,31,14,Neil Rackers kicks extra point good,0.000,0.000
4,,,,HOU 30,31,14,"Neil Rackers kicks off 59 yards, returned by Jacoby Ford for 2 yards",0.000,-0.320
4,14:50,1,10,OAK 13,31,14,Darren McFadden left end for 23 yards (tackle by Kareem Jackson),-0.320,1.330
4,14:28,1,10,OAK 36,31,14,Bruce Gradkowski pass complete short left to Johnnie Lee Higgins for 12 yards (tackle by Kareem Jackson),1.330,2.130
4,14:23,1,10,OAK 48,31,14,Michael Bush middle for 2 yards (tackle by Earl Mitchell),2.130,1.850
4,13:41,2,8,,31,14,Bruce Gradkowski pass incomplete short right intended for Zach Miller,1.850,1.160
4,13:34,3,8,,31,14,Bruce Gradkowski pass complete short middle to Michael Bush for 9 yards (tackle by Zach Diles and DeMeco Ryans),1.160,2.850
4,12:58,1,10,HOU 41,31,14,Bruce Gradkowski pass complete short right to Zach Miller for 9 yards (tackle by Zach Diles and DeMeco Ryans),2.850,3.520
4,12:15,2,1,HOU 32,31,14,"Penalty on Amobi Okoye: Encroachment, 6 yards (no play)",3.520,3.840
4,12:15,1,10,HOU 26,31,14,Michael Bush middle for 6 yards (tackle by Jesse Nading and Bernard Pollard),3.840,4.110
4,11:31,2,4,HOU 20,31,14,Bruce Gradkowski pass complete short right to Zach Miller for 6 yards (tackle by Bernard Pollard and Zach Diles),4.110,4.650
4,11:03,1,10,HOU 14,31,20,"Bruce Gradkowski pass complete short middle to Zach Miller for 14 yards, touchdown",4.650,7.000
4,,,,HOU 2,31,21,Sebastian Janikowski kicks extra point good,0.000,0.000
4,,,,OAK 30,31,21,"Sebastian Janikowski kicks off 75 yards, touchback",0.000,0.280
4,10:56,1,10,HOU 20,31,21,Arian Foster right guard for 5 yards (tackle by Tommy Kelly and Tyvon Branch),0.280,0.410
4,10:18,2,5,HOU 25,31,21,Matt Schaub pass incomplete short right intended for Kevin Walter,0.410,-0.300
4,10:13,3,5,HOU 25,31,21,Matt Schaub pass incomplete short left intended for Joel Dreessen,-0.300,-1.700
4,10:04,4,5,HOU 25,31,21,"Matt Turk punts 47 yards, returned by Johnnie Lee Higgins for no gain. Penalty on Brandon Myers: Offensive Holding, 10 yards",-1.700,-0.040
4,9:56,1,10,OAK 18,31,21,Bruce Gradkowski pass complete short left to Zach Miller for 10 yards (tackle by Brice McCain and Zach Diles),0.040,0.810
4,9:50,1,10,OAK 28,31,21,Michael Bush middle for 11 yards (tackle by Brice McCain),0.810,1.530
4,9:50,1,10,OAK 39,31,21,Bruce Gradkowski pass complete deep middle to Johnnie Lee Higgins for 26 yards (tackle by Troy Nolan),1.530,3.250
4,8:04,1,10,HOU 35,31,21,Bruce Gradkowski pass complete short right to Zach Miller for 5 yards (tackle by Zach Diles),3.250,3.380
4,8:02,2,5,HOU 30,31,21,Bruce Gradkowski pass incomplete short left intended for Louis Murphy (defended by Glover Quin),3.380,2.680
4,7:38,3,5,HOU 30,31,21,Bruce Gradkowski pass complete short middle to Louis Murphy for 5 yards (tackle by Glover Quin),2.680,3.910
4,7:07,1,10,HOU 25,31,21,Michael Bush middle for 4 yards (tackle by Jesse Nading),3.910,3.900
4,6:27,2,6,HOU 21,31,21,Bruce Gradkowski pass incomplete short left intended for Louis Murphy,3.900,3.200
4,6:23,3,6,HOU 21,31,21,Bruce Gradkowski pass incomplete deep right intended for Johnnie Lee Higgins,3.200,2.080
4,6:18,4,6,HOU 21,31,24,Sebastian Janikowski 39 yard field goal good,2.080,3.000
4,,,,OAK 30,31,24,"Sebastian Janikowski kicks off 70 yards, touchback",0.000,0.280
4,6:13,1,10,HOU 20,31,24,Arian Foster right tackle for 2 yards (tackle by Quentin Groves),0.280,0.000
4,5:27,2,8,HOU 22,31,24,Arian Foster left end for 8 yards (tackle by Tyvon Branch),0.000,0.940
4,4:48,1,10,HOU 30,31,24,Arian Foster right tackle for no gain (tackle by Trevor Scott and Quentin Groves),0.940,0.390
4,4:00,2,10,HOU 30,31,24,Arian Foster left tackle for 4 yards (tackle by Michael Huff),0.390,0.230
4,3:21,3,6,HOU 34,31,24,Derrick Ward right tackle for 4 yards,0.230,-0.850
4,3:13,,,,31,24,Timeout #1 by Oakland Raiders,0.000,-0.850
4,3:13,4,2,HOU 38,31,24,"Matt Turk punts 41 yards, returned by Johnnie Lee Higgins for 4 yards (tackle by Karl Paymah)",-0.850,-0.610
4,3:04,1,10,OAK 25,31,24,Bruce Gradkowski pass incomplete short left intended for Louis Murphy,0.610,0.060
4,2:59,2,10,OAK 25,31,24,Bruce Gradkowski pass complete short right to Michael Bush for 7 yards (tackle by Adewale Ogunleye),0.060,0.300
4,2:22,3,3,OAK 32,31,24,"Bruce Gradkowski pass incomplete short left intended for Darrius Heyward-Bey. Penalty on Brice McCain: Defensive Holding, 5 yards (no play)",0.300,1.400
4,2:17,1,10,OAK 37,31,24,Michael Bush left tackle for 7 yards (tackle by Troy Nolan),1.400,1.800
4,2:00,2,3,OAK 44,31,24,"Bruce Gradkowski pass incomplete intended for Darrius Heyward-Bey. Penalty on Bruce Gradkowski: Intentional Grounding, 13 yards",1.800,-0.620
4,1:57,3,16,OAK 31,31,24,Bruce Gradkowski pass incomplete deep right intended for Darrius Heyward-Bey,-0.620,-1.310
4,1:57,4,16,OAK 31,31,24,Bruce Gradkowski pass incomplete deep middle intended for Louis Murphy is intercepted by Troy Nolan at HOU-45 and returned for 14 yards,-1.310,-2.850
4,1:40,1,10,OAK 41,31,24,Arian Foster middle for 2 yards (tackle by Kamerion Wimbley),2.850,2.580
4,1:36,,,,31,24,Timeout #2 by Oakland Raiders,0.000,2.580
4,1:36,2,8,OAK 39,31,24,Arian Foster right tackle for 2 yards (tackle by Michael Huff and Richard Seymour),2.580,2.150
4,1:31,,,,31,24,Timeout #3 by Oakland Raiders,0.000,2.150
4,1:31,3,6,OAK 37,31,24,Arian Foster left tackle for 8 yards (tackle by Sam Williams),2.150,3.640
4,0:40,1,10,OAK 29,31,24,Matt Schaub kneels for -1 yards,3.640,3.100
4,0:26,2,9,OAK 30,31,24,Matt Schaub kneels for no gain,3.100,2.410
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
