Quarter,Time,Down,ToGo,Location,MIN,WAS,Detail,EPB,EPA
1,,,,MIN 30,7,7,"Ryan Longwell kicks off 65 yards, returned by Brandon Banks for 32 yards (tackle by Jasper Brinkley)",0.000,1.400
1,3:14,1,10,WAS 37,7,7,Donovan McNabb middle for 4 yards (tackle by Chad Greenway),1.400,1.400
1,2:35,2,6,WAS 41,7,7,"Penalty on Trent Williams: False Start, 5 yards (no play)",1.400,0.720
1,2:15,2,11,WAS 36,7,7,Keiland Williams right end for 1 yard (tackle by Jared Allen),0.720,0.170
1,1:26,,,,7,7,Timeout #1 by Washington Redskins,0.000,0.170
1,1:26,3,10,WAS 37,7,7,Donovan McNabb pass incomplete short right intended for Chris Cooley,0.170,-0.910
1,1:21,4,10,WAS 37,7,7,"Hunter Smith punts 45 yards, returned by Greg Camarillo for no gain",-0.910,-0.040
1,1:11,1,10,MIN 18,7,7,Percy Harvin right end for 8 yards (tackle by Reed Doughty),0.040,0.680
1,0:40,2,2,MIN 26,7,7,Adrian Peterson middle for 3 yards (tackle by Brian Orakpo and Phillip Daniels),0.680,0.870
Quarter,Time,Down,ToGo,Location,MIN,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIN 29,7,7,Brett Favre sacked by Brian Orakpo for -4 yards,0.870,-0.210
2,14:26,2,14,MIN 25,7,7,Adrian Peterson left end for 14 yards (tackle by Kareem Moore and London Fletcher),-0.210,1.530
2,13:35,1,10,MIN 39,7,7,Brett Favre pass complete short right to Percy Harvin for 5 yards (tackle by Lorenzo Alexander),1.530,1.660
2,12:54,2,5,MIN 44,7,7,Brett Favre pass incomplete deep middle intended for Sidney Rice,1.660,0.960
2,12:47,3,5,MIN 44,7,7,Brett Favre pass incomplete deep middle intended for Visanthe Shiancoe (defended by London Fletcher),0.960,-0.460
2,12:39,4,5,MIN 44,7,7,Chris Kluwe punts 45 yards (tackle by Erin Henderson),-0.460,-0.040
2,12:29,1,10,WAS 18,7,7,Donovan McNabb pass complete short right to James Davis for 4 yards (tackle by Chad Greenway),0.040,0.140
2,11:55,2,6,WAS 22,7,7,James Davis middle for 2 yards (tackle by Ben Leber and E.J. Henderson),0.140,-0.400
2,11:13,3,4,WAS 24,7,7,Donovan McNabb pass complete short middle to Chris Cooley for 19 yards (tackle by Chad Greenway and Madieu Williams),-0.400,1.800
2,10:35,1,10,WAS 43,7,7,Donovan McNabb pass incomplete short right intended for Chris Cooley,1.800,1.250
2,10:29,2,10,WAS 43,7,7,Donovan McNabb pass incomplete short right intended for Anthony Armstrong,1.250,0.560
2,10:25,3,10,WAS 43,7,7,Donovan McNabb pass incomplete short middle intended for Santana Moss,0.560,-0.520
2,10:21,4,10,WAS 43,7,7,Hunter Smith punts 34 yards,-0.520,-0.480
2,10:13,1,10,MIN 23,7,7,Adrian Peterson right end for 1 yard (tackle by Phillip Daniels and Lorenzo Alexander),0.480,0.070
2,9:32,2,9,MIN 24,7,7,Toby Gerhart left end for 2 yards (tackle by Andre Carter and Kedric Golston),0.070,-0.360
2,8:51,3,7,MIN 26,7,7,Brett Favre pass complete short right to Percy Harvin for 9 yards (tackle by Carlos Rogers),-0.360,1.270
2,8:16,1,10,MIN 35,7,7,Toby Gerhart right guard for 2 yards (tackle by Chris Wilson and Kedric Golston),1.270,0.990
2,7:38,2,8,MIN 37,7,7,Brett Favre pass complete short right to Naufahu Tahi for 7 yards (tackle by Kareem Moore),0.990,1.220
2,7:19,3,1,MIN 44,7,7,Toby Gerhart left guard for no gain (tackle by London Fletcher and Kareem Moore),1.220,-0.460
2,6:43,4,1,MIN 44,7,7,"Chris Kluwe punts 39 yards, fair catch by Brandon Banks",-0.460,0.060
2,6:35,1,10,WAS 17,7,7,James Davis left tackle for no gain (tackle by Chad Greenway and Kevin Williams),-0.060,-0.580
2,5:53,2,10,WAS 17,7,7,Donovan McNabb pass complete short right to Fred Davis for 9 yards (tackle by Antoine Winfield),-0.580,-0.120
2,5:14,3,1,WAS 26,7,7,Donovan McNabb pass complete short right to Santana Moss for 11 yards (tackle by Antoine Winfield),-0.120,1.400
2,4:51,1,10,WAS 37,7,7,James Davis right end for 1 yard (tackle by E.J. Henderson),1.400,0.990
2,4:09,2,9,WAS 38,7,7,"Penalty on Kory Lichtensteiger: False Start, 5 yards (no play)",0.990,0.320
2,3:45,2,14,WAS 33,7,7,Donovan McNabb pass complete short middle to Santana Moss for 15 yards (tackle by Chad Greenway),0.320,2.130
2,3:08,1,10,WAS 48,7,7,Keiland Williams left end for 4 yards (tackle by Letroy Guion and Asher Allen),2.130,2.120
2,2:30,2,6,MIN 48,7,7,James Davis middle for 1 yard (tackle by Everson Griffen),2.120,1.550
2,2:00,3,5,MIN 47,7,7,Donovan McNabb pass incomplete short middle intended for Anthony Armstrong,1.550,0.130
2,1:55,4,5,MIN 47,7,7,"Hunter Smith punts 34 yards, fair catch by Greg Camarillo",0.130,0.320
2,1:47,1,10,MIN 13,7,7,Toby Gerhart left tackle for 4 yards (tackle by Andre Carter and Rocky McIntosh),-0.320,-0.300
2,1:23,2,6,MIN 17,7,7,Brett Favre pass complete short right to Toby Gerhart for 8 yards (tackle by Reed Doughty),-0.300,0.610
2,1:18,1,10,MIN 25,7,7,Brett Favre pass incomplete deep left intended for Sidney Rice,0.610,0.060
2,1:13,2,10,MIN 25,7,7,Brett Favre pass incomplete short right intended for Greg Camarillo (defended by Phillip Buchanon),0.060,-0.620
2,1:08,3,10,MIN 25,7,7,Toby Gerhart right tackle for 5 yards (tackle by Kareem Moore and London Fletcher),-0.620,-1.370
2,1:02,,,,7,7,Timeout #2 by Washington Redskins,0.000,-1.370
2,1:02,4,5,MIN 30,7,7,"Chris Kluwe punts 49 yards, returned by Brandon Banks for 14 yards (tackle by Chris Kluwe)",-1.370,-1.270
2,0:48,1,10,WAS 35,7,7,Donovan McNabb pass incomplete short middle intended for Keiland Williams,1.270,0.720
2,0:43,,,,7,7,Timeout #1 by Minnesota Vikings,0.000,0.720
2,0:43,2,10,WAS 35,7,7,Donovan McNabb sacked by E.J. Henderson for -9 yards,0.720,-1.150
Quarter,Time,Down,ToGo,Location,MIN,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 30,7,7,"Graham Gano kicks off 70 yards, returned by Percy Harvin for 26 yards (tackle by Roydell Williams)",0.000,0.670
3,14:55,1,10,MIN 26,7,7,Toby Gerhart middle for 5 yards (tackle by Brian Orakpo),0.670,0.810
3,14:23,2,5,MIN 31,7,7,"Toby Gerhart left end for no gain (tackle by Kedric Golston and Carlos Rogers). Penalty on Ma'ake Kemoeatu: Defensive Holding, 5 yards",0.810,1.330
3,14:01,1,10,MIN 36,7,7,Brett Favre pass complete short right to Greg Camarillo for 12 yards (tackle by DeAngelo Hall),1.330,2.130
3,13:30,1,10,MIN 48,7,7,"Brett Favre pass complete short right to Toby Gerhart for 6 yards (tackle by Ma'ake Kemoeatu and Rocky McIntosh). Penalty on Percy Harvin: Illegal Shift (Offsetting), Penalty on Kedric Golston: Defensive 12 On-field (Offsetting) (no play)",2.130,2.130
3,13:07,1,10,MIN 48,7,7,Brett Favre pass complete short left to Toby Gerhart for -3 yards (tackle by Rocky McIntosh and Phillip Daniels),2.130,1.180
3,12:24,2,13,MIN 45,7,7,Brett Favre pass complete short right to Visanthe Shiancoe for 12 yards (tackle by Rocky McIntosh and Reed Doughty),1.180,2.080
3,11:42,3,1,WAS 43,7,7,Brett Favre pass complete deep right to Visanthe Shiancoe for 29 yards (tackle by Carlos Rogers),2.080,4.650
3,11:04,1,10,WAS 14,7,7,Brett Favre pass complete short right to Percy Harvin for 5 yards (tackle by DeAngelo Hall and Lorenzo Alexander),4.650,4.900
3,10:33,2,5,WAS 9,7,7,Toby Gerhart middle for 4 yards (tackle by Chris Wilson),4.900,4.960
3,9:56,3,1,WAS 5,13,7,"Toby Gerhart left tackle for 5 yards, touchdown",4.960,7.000
3,,,,WAS 2,14,7,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,MIN 30,14,7,"Ryan Longwell kicks off 64 yards, returned by Brandon Banks for 20 yards (tackle by Frank Walker)",0.000,0.670
3,9:41,1,10,WAS 26,14,7,Donovan McNabb pass incomplete short middle intended for Chris Cooley (defended by Kevin Williams),0.670,0.130
3,9:35,2,10,WAS 26,14,7,Donovan McNabb sacked by Brian Robison for -2 yards,0.130,-0.820
3,8:59,3,12,WAS 24,14,7,Donovan McNabb pass incomplete deep middle intended for Anthony Armstrong (defended by Kevin Williams),-0.820,-1.770
3,8:52,4,12,WAS 24,14,7,"Hunter Smith punts 42 yards, fair catch by Greg Camarillo",-1.770,-1.200
3,8:45,1,10,MIN 34,14,7,Toby Gerhart left end for 4 yards (tackle by Ma'ake Kemoeatu and London Fletcher),1.200,1.200
3,8:15,2,6,MIN 38,14,7,Percy Harvin left end for 4 yards (tackle by DeAngelo Hall),1.200,1.030
3,7:31,3,2,MIN 42,14,7,Brett Favre pass incomplete short middle intended for Visanthe Shiancoe,1.030,-0.590
3,7:23,4,2,MIN 42,14,7,Chris Kluwe punts 36 yards,-0.590,-0.410
3,7:14,1,10,WAS 22,14,7,James Davis left tackle for 3 yards (tackle by Ben Leber),0.410,0.270
3,6:39,2,7,WAS 25,14,7,James Davis left guard for 4 yards (tackle by E.J. Henderson),0.270,0.100
3,6:09,3,3,WAS 29,14,7,Donovan McNabb pass complete short left to Keiland Williams for 4 yards (tackle by Asher Allen),0.100,1.140
3,5:44,1,10,WAS 33,14,7,Donovan McNabb pass complete short middle to Santana Moss for 4 yards (tackle by Pat Williams),1.140,1.130
3,5:03,2,6,WAS 37,14,7,Donovan McNabb pass complete short left to Chris Cooley for -2 yards (tackle by Jared Allen),1.130,0.170
3,4:21,3,8,WAS 35,14,7,Donovan McNabb pass incomplete short left intended for Brandon Banks,0.170,-1.040
3,4:16,4,8,WAS 35,14,7,"Hunter Smith punts 55 yards, returned by Greg Camarillo for 14 yards (tackle by Reed Doughty)",-1.040,-0.540
3,4:05,1,10,MIN 24,14,7,Brett Favre pass complete short middle to Sidney Rice for 20 yards (tackle by Reed Doughty),0.540,1.860
3,4:05,1,10,MIN 44,14,7,"Penalty on Ryan Cook: False Start, 5 yards (no play)",1.860,1.530
3,3:13,1,15,MIN 39,14,7,Brett Favre pass incomplete short left intended for Sidney Rice (defended by Phillip Buchanon),1.530,0.640
3,3:06,2,15,MIN 39,14,7,Toby Gerhart right guard for 6 yards (tackle by Rocky McIntosh and Reed Doughty),0.640,0.760
3,2:23,3,9,MIN 45,14,7,Brett Favre pass incomplete short middle intended for Greg Lewis,0.760,-0.390
3,2:17,4,9,MIN 45,14,7,"Chris Kluwe punts 41 yards, returned by Brandon Banks for -5 yards (tackle by Everson Griffen). Penalty on Perry Riley: Illegal Block Above the , 4 yards",-0.390,0.380
3,2:05,1,10,WAS 5,14,7,Donovan McNabb pass incomplete short middle intended for Santana Moss is intercepted by E.J. Henderson at WAS-9,-0.380,-5.140
3,1:59,1,9,WAS 9,14,7,Toby Gerhart left end for 2 yards (tackle by Kedric Golston and Ma'ake Kemoeatu),5.140,4.760
3,1:21,2,7,WAS 7,14,7,Brett Favre pass incomplete short middle intended for Visanthe Shiancoe (defended by London Fletcher),4.760,3.810
3,1:17,3,7,WAS 7,14,7,Brett Favre sacked by Andre Carter and Albert Haynesworth for -6 yards,3.810,2.570
3,0:56,4,13,WAS 13,17,7,Ryan Longwell 31 yard field goal good,2.570,3.000
3,,,,MIN 30,17,7,"Ryan Longwell kicks off 63 yards, muffed catch by Brandon Banks, recovered by Brandon Banks at WAS-7, and returned for 65 yards",0.000,3.710
3,0:39,1,10,MIN 28,17,7,Donovan McNabb sacked by Jared Allen for -8 yards,3.710,2.090
Quarter,Time,Down,ToGo,Location,MIN,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,18,MIN 36,17,7,Donovan McNabb pass complete short right to Keiland Williams for 10 yards (tackle by Madieu Williams and Antoine Winfield),2.090,2.740
4,14:16,,,,17,7,Timeout #1 by Minnesota Vikings,0.000,2.740
4,14:16,3,8,MIN 26,17,7,Donovan McNabb pass complete short middle to Keiland Williams for 5 yards (tackle by Antoine Winfield and Jared Allen),2.740,2.160
4,13:39,4,3,MIN 21,17,10,Graham Gano 40 yard field goal good,2.160,3.000
4,,,,WAS 30,17,10,"Graham Gano kicks off 69 yards, returned by Percy Harvin for 14 yards (tackle by Kevin Barnes)",0.000,-0.220
4,13:30,1,10,MIN 15,17,10,Toby Gerhart middle for 5 yards (tackle by Rocky McIntosh),-0.220,0.080
4,12:56,2,5,MIN 20,17,10,Toby Gerhart left guard for 4 yards (tackle by Phillip Daniels and Ma'ake Kemoeatu),0.080,-0.270
4,12:20,3,1,MIN 24,17,10,Jeff Dugan right guard for no gain (tackle by Phillip Daniels and Kareem Moore),-0.270,-1.770
4,11:57,4,1,MIN 24,17,10,"Chris Kluwe punts 49 yards, returned by Brandon Banks for 4 yards (tackle by Tyrell Johnson)",-1.770,-1.000
4,11:45,1,10,WAS 31,17,10,Donovan McNabb pass complete deep left to Anthony Armstrong for 45 yards (tackle by Madieu Williams),1.000,3.970
4,10:58,1,10,MIN 24,17,10,Donovan McNabb pass incomplete short right intended for Anthony Armstrong,3.970,3.430
4,10:54,2,10,MIN 24,17,10,Donovan McNabb pass complete short left to Santana Moss for 1 yard (tackle by Letroy Guion),3.430,2.870
4,10:11,3,9,MIN 23,17,10,Donovan McNabb pass incomplete short left intended for Keiland Williams (defended by Kevin Williams),2.870,1.930
4,10:08,4,9,MIN 23,17,13,Graham Gano 42 yard field goal good,1.930,3.000
4,,,,WAS 30,17,13,"Graham Gano kicks off 69 yards, returned by Percy Harvin for 25 yards (tackle by Reed Doughty)",0.000,0.670
4,9:57,1,10,MIN 26,17,13,Brett Favre right end for 2 yards (tackle by Rocky McIntosh),0.670,0.400
4,9:15,2,8,MIN 28,17,13,Toby Gerhart left end for 3 yards (tackle by Phillip Buchanon and London Fletcher),0.400,0.100
4,8:29,3,5,MIN 31,17,13,"Penalty on Brett Favre: Delay of Game, 5 yards (no play)",0.100,-0.560
4,8:02,3,10,MIN 26,17,13,Brett Favre pass complete short middle to Percy Harvin for 9 yards (tackle by Kevin Barnes),-0.560,-1.040
4,7:25,4,1,MIN 35,17,13,"Penalty on Everson Griffen: False Start, 5 yards (no play)",-1.040,-1.370
4,7:15,4,6,MIN 30,17,13,"Chris Kluwe punts 47 yards, returned by Brandon Banks for 77 yards. Penalty on Perry Riley: Illegal Block Above the , 11 yards",-1.370,0.370
4,6:54,1,10,WAS 11,17,13,Donovan McNabb pass incomplete short middle intended for James Davis,-0.370,-0.780
4,6:50,2,10,WAS 11,17,13,Donovan McNabb pass complete short left to Keiland Williams for 2 yards (tackle by Antoine Winfield and Kevin Williams),-0.780,-1.190
4,6:47,3,8,WAS 13,17,13,Donovan McNabb pass incomplete deep right intended for Anthony Armstrong (defended by Madieu Williams),-1.190,-2.490
4,6:24,4,8,WAS 13,17,13,"Hunter Smith punts 53 yards, returned by Greg Camarillo for 7 yards (tackle by Darrel Young)",-2.490,-1.660
4,6:13,1,10,MIN 41,17,13,Toby Gerhart right end for 6 yards (tackle by Lorenzo Alexander),1.660,1.930
4,5:45,2,4,MIN 47,17,13,Toby Gerhart middle for 4 yards (tackle by Reed Doughty),1.930,2.320
4,5:22,1,10,WAS 49,17,13,Percy Harvin left end for 2 yards (tackle by Adam Carriker and Lorenzo Alexander),2.320,2.050
4,4:41,2,8,WAS 47,17,13,Toby Gerhart left guard for 3 yards (tackle by Kedric Golston and Ma'ake Kemoeatu),2.050,1.750
4,4:01,3,5,WAS 44,17,13,Brett Favre pass complete short left to Greg Lewis for 8 yards (tackle by Phillip Buchanon),1.750,3.180
4,3:18,1,10,WAS 36,17,13,Toby Gerhart right guard for 4 yards (tackle by Reed Doughty and Rocky McIntosh),3.180,3.180
4,3:12,,,,17,13,Timeout #1 by Washington Redskins,0.000,3.180
4,3:12,2,6,WAS 32,17,13,Toby Gerhart left end for 6 yards (tackle by London Fletcher and Phillip Buchanon),3.180,3.840
4,2:35,1,10,WAS 26,17,13,Toby Gerhart left guard for 2 yards (tackle by Reed Doughty and Phillip Daniels),3.840,3.570
4,2:31,,,,17,13,Timeout #2 by Washington Redskins,0.000,3.570
4,2:31,2,8,WAS 24,17,13,Toby Gerhart right tackle for no gain (tackle by Phillip Daniels and Rocky McIntosh),3.570,2.870
4,2:25,,,,17,13,Timeout #3 by Washington Redskins,0.000,2.870
4,2:25,3,8,WAS 24,17,13,Brett Favre middle for 10 yards (tackle by Reed Doughty),2.870,4.650
4,2:00,1,10,WAS 14,17,13,Brett Favre kneels for -1 yards,4.650,3.850
4,1:20,2,11,WAS 15,17,13,Brett Favre kneels for -1 yards,3.850,3.000
4,1:20,3,12,WAS 16,17,13,Brett Favre kneels for -1 yards,3.000,2.310
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
