Quarter,Time,Down,ToGo,Location,SEA,KAN,Detail,EPB,EPA
1,2:34,1,10,SEA 20,0,7,Geno Smith pass complete short left to Laquon Treadwell for 2 yards (tackle by Justin Reid),0.280,0.000
1,1:54,2,8,SEA 22,0,7,Geno Smith pass incomplete short left intended for Marquise Goodwin,0.000,-0.690
1,1:50,3,8,SEA 22,0,7,Geno Smith pass incomplete short right,-0.690,-1.900
1,1:41,4,8,SEA 22,0,7,Michael Dickson punts 48 yards downed by Penny Hart,-1.900,-0.940
1,1:28,1,10,KAN 30,0,7,Isiah Pacheco right guard for 3 yards (tackle by Myles Adams and Teez Tabor),0.940,0.800
1,0:48,2,7,KAN 33,0,7,Isiah Pacheco right guard for 4 yards (tackle by Boye Mafe),0.800,0.630
1,0:11,3,3,KAN 37,0,7,Patrick Mahomes pass incomplete short middle intended for Justin Watson,0.630,-0.910
1,0:06,4,3,KAN 37,0,7,"Tommy Townsend punts 53 yards, returned by DeeJay Dallas for 6 yards (tackle by Noah Gray)",-0.910,0.140
Quarter,Time,Down,ToGo,Location,SEA,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SEA 16,0,7,Kenneth Walker up the middle for 3 yards (tackle by Trent McDuffie and Juan Thornhill),-0.140,-0.180
2,14:20,2,7,SEA 19,0,7,Kenneth Walker up the middle for 1 yard (tackle by Justin Reid and Leo Chenal),-0.180,-0.820
2,13:27,3,6,SEA 20,0,7,"Penalty on Austin Blythe: False Start, 5 yards (accepted) (no play)",-0.820,-1.470
2,13:01,,,,,,Timeout #2 by Seattle Seahawks,,
2,13:01,3,11,SEA 15,0,7,Geno Smith sacked by George Karlaftis for -9 yards,-1.470,-2.490
2,12:30,4,20,SEA 6,0,7,"Michael Dickson punts 56 yards, returned by Kadarius Toney for 9 yards (tackle by Cody Barton)",-2.490,-2.060
2,12:17,1,10,KAN 47,0,7,Patrick Mahomes pass complete short left to Jerick McKinnon for 6 yards (tackle by Cody Barton and Poona Ford),2.060,2.330
2,11:35,2,4,SEA 47,0,7,Patrick Mahomes pass complete short left to Travis Kelce for 6 yards (tackle by Tariq Woolen),2.330,2.850
2,11:00,1,10,SEA 41,0,7,Patrick Mahomes pass incomplete short middle,2.850,2.310
2,10:55,2,10,SEA 41,0,7,Jerick McKinnon left end for 5 yards (tackle by Cody Barton),2.310,2.280
2,10:14,3,5,SEA 36,0,7,"Patrick Mahomes pass complete short right to Travis Kelce for 27 yards (tackle by Teez Tabor). Penalty on Teez Tabor: Illegal Contact, 5 yards (declined)",2.280,5.140
2,9:58,1,9,SEA 9,0,7,Jerick McKinnon right end for no gain (tackle by Shelby Harris),5.140,4.380
2,9:02,2,9,SEA 9,0,13,"Patrick Mahomes pass complete short right to Jerick McKinnon for 9 yards, touchdown",4.380,7.000
2,8:56,,,SEA 15,0,14,Harrison Butker kicks extra point good,0.000,0.000
2,8:56,,,KAN 35,0,14,"Harrison Butker kicks off 57 yards, returned by Godwin Igwebuike for 20 yards (tackle by Justin Watson)",0.000,0.810
2,8:51,1,10,SEA 28,0,14,Geno Smith pass complete short left to Kenneth Walker for no gain (tackle by Willie Gay),0.810,0.260
2,8:09,2,10,SEA 28,0,14,Geno Smith pass complete short left to D.K. Metcalf for 9 yards (tackle by Justin Reid),0.260,0.760
2,7:48,3,1,SEA 37,0,14,Kenneth Walker up the middle for 2 yards (tackle by Carlos Dunlap),0.760,1.530
2,7:09,1,10,SEA 39,0,14,Geno Smith pass incomplete short middle intended for Noah Fant,1.530,0.990
2,7:02,2,10,SEA 39,0,14,Kenneth Walker right end for -1 yards (tackle by Frank Clark and Nick Bolton),0.990,0.170
2,6:21,3,11,SEA 38,0,14,Geno Smith pass complete short left to DeeJay Dallas for 4 yards (tackle by Nick Bolton and Michael Danna),0.170,-0.590
2,5:39,4,7,SEA 42,0,14,"Michael Dickson punts 40 yards, recovered by Chris Lammons at KC-18. Penalty on Dareke Young: Illegal Contact, 10 yards (accepted)",-0.590,-0.810
2,5:28,1,10,KAN 28,0,14,Isiah Pacheco up the middle for 6 yards (tackle by Poona Ford),0.810,1.070
2,5:06,2,4,KAN 34,0,14,Patrick Mahomes pass complete short right to Isiah Pacheco for 32 yards (tackle by Coby Bryant),1.070,3.310
2,4:16,1,10,SEA 34,0,14,Jerick McKinnon left guard for 1 yard (tackle by Jordyn Brooks),3.310,2.840
2,3:32,2,10,SEA 33,0,14,Patrick Mahomes pass complete short middle to Travis Kelce for 4 yards (tackle by Jordyn Brooks),2.840,2.740
2,2:49,3,5,SEA 29,0,14,Patrick Mahomes pass incomplete short right intended for Kadarius Toney,2.740,1.540
2,2:44,4,5,SEA 29,0,17,Harrison Butker 47 yard field goal good,1.540,3.000
2,2:40,,,KAN 35,0,17,"Harrison Butker kicks off 58 yards, recovered by Godwin Igwebuike at SEA-7 (tackle by Nazeeh Johnson and Deon Bush)",0.000,-0.380
2,2:40,1,10,SEA 7,0,17,Geno Smith pass complete short left to D.K. Metcalf for 11 yards (tackle by L'Jarius Sneed),-0.380,0.040
2,2:13,1,10,SEA 18,0,17,Geno Smith pass incomplete short right intended for Laquon Treadwell (defended by Joshua Williams),0.040,-0.490
2,2:02,2,10,SEA 18,0,17,DeeJay Dallas up the middle for 2 yards (tackle by Willie Gay and Chris Jones),-0.490,-0.910
2,1:57,3,8,SEA 20,0,17,"Geno Smith sacked by Michael Danna for no gain. Penalty on Joshua Williams: Defensive Holding, 5 yards (accepted) (no play)",-0.910,0.610
2,1:45,1,10,SEA 25,0,17,DeeJay Dallas up the middle for 8 yards (tackle by Justin Reid),0.610,1.140
2,1:24,2,2,SEA 33,0,17,Geno Smith pass complete deep left to D.K. Metcalf for 35 yards (tackle by Bryan Cook),1.140,3.450
2,1:01,1,10,KAN 32,0,17,"Geno Smith pass incomplete deep right intended for Laquon Treadwell. Penalty on Joshua Williams: Defensive Pass Interference, 14 yards (accepted) (no play)",3.450,4.370
2,0:56,1,10,KAN 18,0,17,Geno Smith pass incomplete deep middle intended for D.K. Metcalf,4.370,3.800
2,0:50,2,10,KAN 18,0,17,Kenneth Walker up the middle for 6 yards (tackle by Trent McDuffie and Nick Bolton),3.800,4.030
2,0:21,3,4,KAN 12,0,17,"Geno Smith pass incomplete short left. Penalty on L'Jarius Sneed: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",4.030,5.600
2,0:12,1,7,KAN 7,0,17,Geno Smith pass complete short right to DeeJay Dallas for 4 yards (tackle by Nick Bolton),5.600,0.000
2,0:09,,,,,,Timeout #3 by Seattle Seahawks,,
2,0:09,2,4,KAN 3,0,17,Geno Smith pass incomplete short middle intended for Colby Parkinson (defended by Willie Gay),0.000,0.000
2,0:05,3,4,KAN 3,0,17,Geno Smith pass incomplete short right,0.000,0.000
2,0:01,4,4,KAN 3,3,17,Jason Myers 22 yard field goal good,0.000,3.000
Quarter,Time,Down,ToGo,Location,SEA,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,3,17,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,SEA 25,3,17,Kenneth Walker right guard for 4 yards (tackle by Derrick Nnadi),0.610,0.600
3,14:22,2,6,SEA 29,3,17,Geno Smith pass incomplete short right intended for D.K. Metcalf,0.600,-0.100
3,14:15,3,6,SEA 29,3,17,Geno Smith pass incomplete deep middle intended for Marquise Goodwin,-0.100,-1.440
3,14:10,4,6,SEA 29,3,17,Michael Dickson punts 38 yards out of bounds,-1.440,-1.140
3,14:05,1,10,KAN 33,3,17,Patrick Mahomes pass incomplete short right intended for Justin Watson,1.140,0.590
3,13:59,2,10,KAN 33,3,17,Patrick Mahomes pass complete short right to JuJu Smith-Schuster for 7 yards (tackle by Michael Jackson),0.590,0.830
3,13:20,3,3,KAN 40,3,17,Patrick Mahomes pass incomplete short middle intended for Travis Kelce (defended by Johnathan Abram),0.830,-0.720
3,13:09,4,3,KAN 40,3,17,"Tommy Townsend punts 42 yards, fair catch by DeeJay Dallas at SEA-18",-0.720,-0.040
3,13:00,1,10,SEA 18,3,17,Kenneth Walker right end for 20 yards (tackle by Justin Reid),0.040,1.470
3,12:23,1,10,SEA 38,3,17,Kenneth Walker left end for 11 yards (tackle by Juan Thornhill),1.470,2.190
3,11:37,,,,,,Timeout #1 by Seattle Seahawks,,
3,11:37,1,10,SEA 49,3,17,Kenneth Walker up the middle for 2 yards (tackle by Chris Jones and Nick Bolton),2.190,1.920
3,11:03,2,8,KAN 49,3,17,Kenneth Walker up the middle for 5 yards (tackle by Willie Gay and Nick Bolton),1.920,1.880
3,10:37,3,3,KAN 44,3,17,Geno Smith pass complete short left to Penny Hart for 2 yards (tackle by L'Jarius Sneed and Trent McDuffie),1.880,0.460
3,10:19,4,1,KAN 42,3,17,Geno Smith up the middle for 2 yards (tackle by Michael Danna),0.460,2.920
3,9:47,1,10,KAN 40,3,17,Geno Smith pass complete short left to Kenneth Walker for -2 yards (tackle by Willie Gay),2.920,2.100
3,8:57,2,12,KAN 42,3,17,Kenneth Walker up the middle for 2 yards (tackle by Carlos Dunlap),2.100,1.680
3,8:11,3,10,KAN 40,3,17,Geno Smith pass complete short right to Colby Parkinson for 6 yards (tackle by Jaylen Watson),1.680,1.080
3,7:36,4,4,KAN 34,3,17,"Geno Smith pass complete deep left to Colby Parkinson for no gain (tackle by Bryan Cook). Penalty on Penny Hart: Offensive Pass Interference, 10 yards (declined)",1.080,-1.200
3,7:24,1,10,KAN 34,3,17,Isiah Pacheco up the middle for 4 yards (tackle by Shelby Harris and Darrell Taylor),1.200,1.200
3,6:52,2,6,KAN 38,3,17,"Penalty on Marquez Valdes-Scantling: False Start, 5 yards (accepted) (no play)",1.200,0.520
3,6:46,2,11,KAN 33,3,17,Patrick Mahomes pass complete short right to JuJu Smith-Schuster for 13 yards (tackle by Darrell Taylor),0.520,1.990
3,6:17,1,10,KAN 46,3,17,Jerick McKinnon up the middle for -1 yards (tackle by Boye Mafe),1.990,1.320
3,5:36,2,11,KAN 45,3,17,Patrick Mahomes sacked by Darrell Taylor for -4 yards,1.320,0.100
3,4:46,3,15,KAN 41,3,17,Patrick Mahomes pass incomplete short right intended for Travis Kelce (defended by Quinton Jefferson),0.100,-0.650
3,4:39,4,15,KAN 41,3,17,Tommy Townsend punts 33 yards downed by Nazeeh Johnson,-0.650,-0.670
3,4:31,1,10,SEA 26,3,17,Kenneth Walker left guard for 4 yards (tackle by Nick Bolton and Michael Danna),0.670,0.670
3,3:56,2,6,SEA 30,3,17,Kenneth Walker right end for 20 yards (tackle by L'Jarius Sneed),0.670,2.260
3,3:17,1,10,KAN 50,3,17,Geno Smith pass complete short left to Will Dissly for 19 yards (tackle by Nick Bolton),2.260,3.510
3,2:32,1,10,KAN 31,3,17,"Penalty on Stone Forsythe: False Start, 5 yards (accepted) (no play)",3.510,3.180
3,2:13,1,15,KAN 36,3,17,Kenneth Walker right guard for -1 yards (tackle by Frank Clark),3.180,2.160
3,1:30,2,16,KAN 37,3,17,Kenneth Walker up the middle for 9 yards (tackle by Juan Thornhill and Nick Bolton),2.160,2.680
3,0:40,3,7,KAN 28,3,17,Kenneth Walker up the middle for -1 yards (tackle by Jaylen Watson),2.680,1.500
Quarter,Time,Down,ToGo,Location,SEA,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,8,KAN 29,3,17,Geno Smith pass complete short right to Laquon Treadwell for 7 yards (tackle by Trent McDuffie),1.500,-0.410
4,14:53,1,10,KAN 22,3,17,Isiah Pacheco right end for 2 yards (tackle by Michael Jackson),0.410,0.140
4,14:19,2,8,KAN 24,3,17,"Patrick Mahomes aborted snap, recovered by Patrick Mahomes at KC-24 Patrick Mahomes pass incomplete deep left. Penalty on Orlando Brown: Offensive Holding, 10 yards (accepted) (no play)",0.140,-1.330
4,14:10,2,18,KAN 14,3,17,Patrick Mahomes pass incomplete deep right intended for Marquez Valdes-Scantling (defended by Michael Jackson),-1.330,-2.240
4,14:05,3,18,KAN 14,3,17,Patrick Mahomes pass complete short left to JuJu Smith-Schuster for 7 yards (tackle by Myles Adams),-2.240,-1.960
4,13:29,4,11,KAN 21,3,17,"Tommy Townsend punts 40 yards, returned by DeeJay Dallas for 6 yards (tackle by Leo Chenal)",-1.960,-1.930
4,13:23,1,10,SEA 45,3,17,Kenneth Walker up the middle for 9 yards (tackle by Juan Thornhill),1.930,2.600
4,12:46,2,1,KAN 46,3,17,Kenneth Walker up the middle for 4 yards (tackle by Justin Reid and Nick Bolton),2.600,2.790
4,12:04,1,10,KAN 42,3,17,Kenneth Walker left end for -5 yards (tackle by Brandon Williams and Trent McDuffie),2.790,1.570
4,11:21,2,15,KAN 47,3,17,Kenneth Walker up the middle for 5 yards (tackle by Derrick Nnadi and Willie Gay),1.570,1.490
4,10:37,3,11,KAN 42,3,17,Geno Smith pass complete short left to D.K. Metcalf for 10 yards (tackle by L'Jarius Sneed and Bryan Cook),1.490,3.450
4,10:10,1,10,KAN 32,3,17,Geno Smith pass complete short right to DeeJay Dallas for 7 yards (tackle by Nick Bolton and Willie Gay),3.450,3.850
4,9:34,2,3,KAN 25,3,17,Kenneth Walker left end for 5 yards (tackle by Derrick Nnadi),3.850,4.240
4,8:32,,,,,,Timeout #2 by Seattle Seahawks,,
4,8:32,1,10,KAN 20,3,17,Kenneth Walker up the middle for -2 yards (tackle by Chris Jones),4.240,3.420
4,7:49,2,12,KAN 22,3,17,Geno Smith pass deep left intended for Marquise Goodwin is intercepted by Juan Thornhill in end zone and returned for no gain,3.420,-0.280
4,7:42,1,10,KAN 20,3,17,Patrick Mahomes pass complete short left to Travis Kelce for 20 yards (tackle by Jordyn Brooks and Michael Jackson),0.280,1.600
4,7:02,1,10,KAN 40,3,17,Patrick Mahomes pass complete deep left to Travis Kelce for 52 yards (tackle by Jordyn Brooks),1.600,5.370
4,6:10,1,8,SEA 8,3,17,Isiah Pacheco up the middle for 5 yards (tackle by Jordyn Brooks),5.370,5.530
4,5:34,2,3,SEA 3,3,17,Isiah Pacheco up the middle for no gain (tackle by Cody Barton and Jordyn Brooks),5.530,4.720
4,4:50,3,3,SEA 3,3,23,"Patrick Mahomes scrambles right end for 3 yards, touchdown",4.720,7.000
4,4:42,,,SEA 15,3,24,Harrison Butker kicks extra point good,0.000,0.000
4,4:42,,,KAN 35,3,24,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,4:42,1,10,SEA 25,3,24,Geno Smith pass incomplete short left intended for Marquise Goodwin,0.610,0.060
4,4:37,2,10,SEA 25,3,24,Geno Smith pass incomplete short middle intended for Laquon Treadwell,0.060,-0.620
4,4:32,3,10,SEA 25,3,24,Geno Smith pass complete short right to Noah Fant for 6 yards (tackle by Justin Reid),-0.620,-1.310
4,3:54,4,4,SEA 31,3,24,Geno Smith scrambles right end for 5 yards (tackle by Juan Thornhill),-1.310,1.330
4,3:45,1,10,SEA 36,3,24,Geno Smith pass complete deep right to Colby Parkinson for 39 yards (tackle by Bryan Cook),1.330,3.910
4,3:12,1,10,KAN 25,3,24,Geno Smith pass complete short right to DeeJay Dallas for 2 yards (tackle by Nick Bolton),3.910,3.630
4,3:05,2,8,KAN 23,3,24,Geno Smith pass incomplete deep left intended for Penny Hart,3.630,2.940
4,3:00,3,8,KAN 23,3,24,Geno Smith pass incomplete short right intended for Laquon Treadwell (defended by Willie Gay),2.940,1.930
4,2:54,4,8,KAN 23,3,24,Geno Smith pass complete deep left to Laquon Treadwell for 17 yards (tackle by Joshua Williams),1.930,5.830
4,2:31,1,6,KAN 6,9,24,"Geno Smith pass complete short right to Noah Fant for 6 yards, touchdown",5.830,7.000
4,2:25,,,KAN 15,10,24,Jason Myers kicks extra point good,0.000,0.000
4,2:25,,,SEA 35,10,24,"Jason Myers kicks onside 9 yards, returned by Deon Bush for no gain",0.000,2.650
4,2:24,1,10,SEA 44,10,24,Jerick McKinnon left end for 2 yards (tackle by Boye Mafe and Shelby Harris),2.650,2.380
4,2:18,,,,,,Timeout #3 by Seattle Seahawks,,
4,2:18,2,8,SEA 42,10,24,Isiah Pacheco left end for 5 yards (tackle by Jordyn Brooks and Poona Ford),2.380,2.350
4,2:00,3,3,SEA 37,10,24,Isiah Pacheco left end for 1 yard (tackle by Uchenna Nwosu and Cody Barton),2.350,0.890
4,1:12,,,,,,Timeout #1 by Kansas City Chiefs,,
4,1:12,4,3,SEA 36,10,24,Patrick Mahomes pass incomplete short right intended for Justin Watson (defended by Jordyn Brooks),0.890,-1.330
4,1:06,1,10,SEA 36,10,24,Geno Smith pass complete short middle to DeeJay Dallas for 7 yards (tackle by Nick Bolton),1.330,1.740
4,0:44,2,3,SEA 43,10,24,Geno Smith pass complete short middle to DeeJay Dallas for 8 yards (tackle by Nick Bolton),1.740,2.320
4,0:26,1,10,KAN 49,10,24,Geno Smith scrambles left end for 9 yards (tackle by L'Jarius Sneed),2.320,3.000
4,0:16,2,1,KAN 40,10,24,Geno Smith sacked by Chris Jones for -6 yards,3.000,1.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
