Quarter,Time,Tm,Detail,NOR,TAM
1.0,7:13,Saints,Lance Moore 41 yard pass from Drew Brees (Garrett Hartley kick),7,0
2.0,14:09,Saints,Robert Meachem 42 yard pass from Drew Brees (Garrett Hartley kick),14,0
,4:33,Saints,Garrett Hartley 27 yard field goal,17,0
3.0,1:23,Saints,Heath Evans 4 yard pass from Drew Brees (Garrett Hartley kick),24,0
4.0,5:35,Buccaneers,Micheal Spurlock 2 yard pass from Josh Freeman (pass failed),24,6
,1:54,Saints,Ladell Betts 1 yard rush (Garrett Hartley kick),31,6
