Quarter,Time,Down,ToGo,Location,NWE,GNB,Detail,EPB,EPA
2,8:59,4,8,GNB 22,3,7,"Pat O'Donnell punts 38 yards out of bounds. Penalty on Cody Davis: Illegal Blindside Block, 15 yards (accepted)",-1.900,-0.610
2,8:52,1,10,NWE 25,3,7,Damien Harris right tackle for 5 yards (tackle by Rudy Ford),0.610,0.740
2,8:12,2,5,NWE 30,3,7,Kendrick Bourne left end for 15 yards (tackle by Quay Walker),0.740,1.930
2,7:29,1,10,NWE 45,3,7,Bailey Zappe pass incomplete short right intended for Kendrick Bourne,1.930,1.380
2,7:22,2,10,NWE 45,3,7,Damien Harris left end for 2 yards (tackle by Rashan Gary),1.380,0.960
2,6:40,3,8,NWE 47,3,7,Bailey Zappe pass complete short right to Hunter Henry for 7 yards (tackle by Eric Stokes),0.960,0.200
2,5:48,4,1,GNB 46,3,7,"Jake Bailey punts 37 yards, fair catch by Amari Rodgers at GB-9",0.200,0.380
2,5:46,1,10,GNB 9,3,7,Aaron Jones left end for 2 yards (tackle by Christian Barmore and Deatrich Wise),-0.380,-0.630
2,5:09,2,8,GNB 11,3,7,Aaron Rodgers pass complete short right to Allen Lazard for 13 yards (tackle by Jack Jones),-0.630,0.540
2,4:29,1,10,GNB 24,3,7,AJ Dillon left guard for 7 yards (tackle by Devin McCourty and Adrian Phillips),0.540,0.940
2,3:46,,,,,,Timeout #1 by Green Bay Packers,,
2,3:46,2,3,GNB 31,3,7,Aaron Rodgers pass incomplete deep left,0.940,0.230
2,3:41,3,3,GNB 31,3,7,Aaron Rodgers pass incomplete deep right,0.230,-1.310
2,3:35,4,3,GNB 31,3,7,"Pat O'Donnell punts 48 yards, returned by Marcus Jones for 29 yards (tackle by Patrick Taylor)",-1.310,-2.260
2,3:22,1,10,GNB 50,3,7,Bailey Zappe pass incomplete short right,2.260,1.710
2,3:15,2,10,GNB 50,3,7,Bailey Zappe pass complete short right to Rhamondre Stevenson for 7 yards (tackle by Quay Walker),1.710,1.950
2,2:35,3,3,GNB 43,3,7,Rhamondre Stevenson right end for 8 yards (tackle by Rudy Ford),1.950,3.250
2,2:00,1,10,GNB 35,3,7,Rhamondre Stevenson right tackle for 5 yards (tackle by Tedarrell Slaton and Quay Walker),3.250,3.380
2,1:15,2,5,GNB 30,3,7,Bailey Zappe pass complete short left to Rhamondre Stevenson for 8 yards (tackle by De'Vondre Campbell),3.380,4.110
2,1:04,,,,,,Timeout #2 by New England Patriots,,
2,1:04,1,10,GNB 22,3,7,"Bailey Zappe sacked by Rashan Gary for -9 yards. Bailey Zappe fumbles (forced by Rashan Gary), recovered by Rashan Gary at GB-31",4.110,-1.000
2,0:54,1,10,GNB 31,3,7,Aaron Rodgers pass incomplete deep left intended for Randall Cobb,1.000,0.460
2,0:49,2,10,GNB 31,3,7,Aaron Rodgers scrambles left tackle for 1 yard (tackle by Ja'Whaun Bentley),0.460,-0.100
2,0:22,3,9,GNB 32,9,7,"Aaron Rodgers pass intended for Allen Lazard is intercepted by Jack Jones at GB-40 and returned for 40 yards, touchdown",-0.100,-7.000
2,0:13,,,GNB 15,10,7,Nick Folk kicks extra point good,0.000,0.000
2,0:13,,,NWE 35,10,7,"Nick Folk kicks off 64 yards, returned by Amari Rodgers for 34 yards (tackle by Myles Bryant)",0.000,1.270
2,0:07,1,10,GNB 35,10,7,Aaron Rodgers pass complete short left to Allen Lazard for 6 yards (tackle by Myles Bryant),1.270,1.530
Quarter,Time,Down,ToGo,Location,NWE,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,10,7,"Jake Bailey kicks off 62 yards, returned by Amari Rodgers for 16 yards (tackle by Cody Davis)",0.000,0.150
3,14:55,1,10,GNB 19,10,7,Aaron Rodgers pass incomplete short left intended for Christian Watson,0.150,-0.390
3,14:51,2,10,GNB 19,10,7,Aaron Rodgers pass incomplete short middle intended for Romeo Doubs (defended by Jonathan Jones),-0.390,-1.070
3,14:48,3,10,GNB 19,10,7,Aaron Rodgers pass complete deep right to Allen Lazard for 32 yards (tackle by Jonathan Jones),-1.070,2.320
3,14:05,1,10,NWE 49,10,7,Aaron Jones right end for 12 yards (tackle by Jonathan Jones),2.320,3.120
3,13:26,1,10,NWE 37,10,7,Aaron Jones left end for no gain (tackle by Devin McCourty),3.120,2.570
3,12:45,2,10,NWE 37,10,7,Aaron Rodgers pass complete short middle to Christian Watson for 8 yards (tackle by Ja'Whaun Bentley and Myles Bryant),2.570,2.940
3,12:05,3,2,NWE 29,10,7,AJ Dillon right tackle for 1 yard (tackle by Christian Barmore and Matt Judon),2.940,1.720
3,11:20,4,1,NWE 28,10,7,Aaron Jones left end for 17 yards (tackle by Devin McCourty),1.720,4.840
3,10:44,1,10,NWE 11,10,7,AJ Dillon left guard for 1 yard (tackle by Matt Judon and Deatrich Wise),4.840,4.320
3,9:52,,,,,,Timeout #1 by Green Bay Packers,,
3,9:52,2,9,NWE 10,10,7,"Aaron Jones for no gain (tackle by Deatrich Wise). Penalty on David Bakhtiari: Offensive Holding, 10 yards (accepted) (no play)",4.320,3.070
3,9:24,2,19,NWE 20,10,13,"Aaron Rodgers pass complete deep middle to Robert Tonyan for 20 yards, touchdown",3.070,7.000
3,9:20,,,NWE 15,10,14,Mason Crosby kicks extra point good,0.000,0.000
3,9:20,,,GNB 35,10,14,"Mason Crosby kicks off 58 yards, returned by Marcus Jones for 28 yards (tackle by Rasul Douglas). Penalty on Raekwon McMillan: Offensive Holding, 10 yards (accepted)",0.000,0.610
3,9:14,1,10,NWE 25,10,14,Bailey Zappe pass complete short right to Kendrick Bourne for 16 yards (tackle by Rudy Ford),0.610,1.660
3,8:19,1,10,NWE 41,10,14,"Bailey Zappe sacked by and Dean Lowry for -6 yards and Preston Smith for -6 yards. Penalty on Kenny Clark: Unnecessary Roughness / Defense, 15 yards (accepted)",1.660,2.260
3,8:19,1,10,NWE 50,10,14,Damien Harris up the middle for 5 yards (tackle by Jarran Reed and Dean Lowry),2.260,2.390
3,7:41,2,5,GNB 45,10,14,Damien Harris right guard for 14 yards (tackle by Rudy Ford),2.390,3.510
3,7:01,1,10,GNB 31,10,14,Damien Harris left end for 7 yards (tackle by Quay Walker),3.510,3.910
3,6:22,2,3,GNB 24,10,14,Damien Harris left end for 4 yards (tackle by Preston Smith),3.910,4.240
3,5:26,1,10,GNB 20,10,14,"Penalty on NWE: Delay of Game, 5 yards (accepted) (no play)",4.240,3.910
3,4:59,1,15,GNB 25,16,14,"Bailey Zappe pass complete deep right to DeVante Parker for 25 yards, touchdown",3.910,7.000
3,4:52,,,GNB 15,17,14,Nick Folk kicks extra point good,0.000,0.000
3,4:52,,,NWE 35,17,14,"Jake Bailey kicks off 60 yards, returned by Amari Rodgers for 16 yards (tackle by Cody Davis and Matthew Slater)",0.000,0.340
3,4:48,1,10,GNB 21,17,14,Aaron Rodgers pass complete short right to Romeo Doubs for 16 yards (tackle by Ja'Whaun Bentley and Jack Jones),0.340,1.400
3,4:19,1,10,GNB 37,17,14,AJ Dillon left tackle for 9 yards (tackle by Matt Judon),1.400,2.070
3,3:37,2,1,GNB 46,17,14,Aaron Jones left tackle for 8 yards (tackle by Adrian Phillips),2.070,2.520
3,2:58,1,10,NWE 46,17,14,Aaron Rodgers pass complete short middle to Allen Lazard for 19 yards (tackle by Adrian Phillips),2.520,3.780
3,2:12,1,10,NWE 27,17,14,AJ Dillon up the middle for 5 yards (tackle by Jabrill Peppers and Ja'Whaun Bentley),3.780,3.910
3,1:32,2,5,NWE 22,17,14,AJ Dillon right tackle for 1 yard (tackle by Daniel Ekuale and Ja'Whaun Bentley),3.910,3.270
3,0:49,3,5,NWE 21,17,14,Aaron Rodgers pass complete short left to Aaron Jones for 1 yard (tackle by Adrian Phillips),3.270,2.220
3,0:09,,,,,,Timeout #1 by New England Patriots,,
3,0:09,4,3,NWE 20,17,17,Mason Crosby 38 yard field goal good,2.220,3.000
3,0:05,,,GNB 35,17,17,"Mason Crosby kicks off 68 yards, returned by Marcus Jones for 37 yards (tackle by Quay Walker)",0.000,1.200
Quarter,Time,Down,ToGo,Location,NWE,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NWE 34,17,17,Rhamondre Stevenson right tackle for 12 yards (tackle by Darnell Savage and Kenny Clark),1.200,1.990
4,14:26,1,10,NWE 46,17,17,Rhamondre Stevenson left tackle for 5 yards (tackle by Jarran Reed),1.990,2.130
4,13:51,2,5,GNB 49,17,17,Rhamondre Stevenson right tackle for 17 yards (tackle by Rudy Ford),2.130,3.450
4,13:15,1,10,GNB 32,17,17,Rhamondre Stevenson left tackle for 2 yards (tackle by Kenny Clark),3.450,3.170
4,12:37,2,8,GNB 30,17,17,Bailey Zappe pass complete deep left to Nelson Agholor for 21 yards (tackle by Rudy Ford),3.170,5.140
4,12:00,1,9,GNB 9,17,17,Damien Harris left end for 4 yards (tackle by De'Vondre Campbell and Quay Walker),5.140,5.150
4,11:19,2,5,GNB 5,23,17,"Damien Harris left tackle for 5 yards, touchdown",5.150,7.000
4,11:14,,,GNB 15,24,17,Nick Folk kicks extra point good,0.000,0.000
4,11:14,,,NWE 35,24,17,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
4,11:14,1,10,GNB 25,24,17,Aaron Rodgers pass incomplete deep right intended for Romeo Doubs,0.610,0.060
4,11:08,2,10,GNB 25,24,17,Aaron Jones right guard for 4 yards (tackle by Josh Uche and Ja'Whaun Bentley),0.060,-0.160
4,10:35,3,7,GNB 29,24,17,Aaron Rodgers pass complete deep left to Randall Cobb for 24 yards (tackle by Devin McCourty),-0.160,2.460
4,9:49,1,10,NWE 47,24,17,Aaron Jones left end for 3 yards (tackle by Jahlani Tavai and Kyle Dugger),2.460,2.320
4,9:10,2,7,NWE 44,24,17,Aaron Rodgers pass complete short middle to AJ Dillon for 11 yards (tackle by Kyle Dugger),2.320,3.380
4,8:30,1,10,NWE 33,24,17,AJ Dillon right tackle for 13 yards (tackle by Kyle Dugger),3.380,4.240
4,7:47,1,10,NWE 20,24,17,Aaron Rodgers pass complete short left to Robert Tonyan for 2 yards (tackle by Jabrill Peppers),4.240,3.960
4,7:10,2,8,NWE 18,24,17,Aaron Jones right guard for 5 yards (tackle by Deatrich Wise and Ja'Whaun Bentley),3.960,4.100
4,6:17,3,3,NWE 13,24,23,"Aaron Rodgers pass complete short right to Romeo Doubs for 13 yards, touchdown",4.100,7.000
4,6:14,,,NWE 15,24,24,Mason Crosby kicks extra point good,0.000,0.000
4,6:14,,,GNB 35,24,24,"Mason Crosby kicks off 61 yards, returned by Marcus Jones for 21 yards (tackle by Shemar Jean-Charles and Tyler Davis)",0.000,0.610
4,6:09,1,10,NWE 25,24,24,Damien Harris left guard for 4 yards (tackle by Rasul Douglas and Kenny Clark),0.610,0.600
4,5:25,2,6,NWE 29,24,24,Bailey Zappe sacked by Jarran Reed for -9 yards,0.600,-1.290
4,4:40,3,15,NWE 20,24,24,Bailey Zappe pass complete short right to Hunter Henry for 6 yards (tackle by Eric Stokes),-1.290,-1.630
4,4:03,4,9,NWE 26,24,24,Jake Bailey punts 31 yards out of bounds,-1.630,-1.800
4,3:50,1,10,GNB 43,24,24,Aaron Rodgers pass incomplete short right,1.800,1.250
4,3:44,2,10,GNB 43,24,24,Aaron Rodgers pass complete short left to Aaron Jones for 4 yards (tackle by Jack Jones),1.250,1.090
4,3:01,3,6,GNB 47,24,24,"Aaron Rodgers pass incomplete intended for Randall Cobb. Penalty on Myles Bryant: Defensive Pass Interference, 11 yards (accepted) (no play)",1.090,2.790
4,2:56,1,10,NWE 42,24,24,AJ Dillon right tackle for 2 yards (tackle by Davon Godchaux),2.790,2.510
4,2:14,2,8,NWE 40,24,24,Aaron Rodgers pass incomplete short left intended for Josiah Deguara,2.510,1.820
4,2:08,3,8,NWE 40,24,24,"Aaron Rodgers pass incomplete deep right intended for Romeo Doubs GNB challenged the pass completion ruling, and the play was upheld.",1.820,0.590
4,2:02,4,8,NWE 40,24,24,"Penalty on GNB: Delay of Game, 5 yards (accepted) (no play)",0.590,0.270
4,2:02,4,13,NWE 45,24,24,Pat O'Donnell punts 43 yards downed by Keisean Nixon,0.270,0.380
4,1:52,1,10,NWE 2,24,24,Rhamondre Stevenson left guard for 2 yards (tackle by De'Vondre Campbell),-0.380,-0.630
4,1:47,,,,,,Timeout #3 by Green Bay Packers,,
4,1:47,2,8,NWE 4,24,24,Rhamondre Stevenson left end for 5 yards (tackle by Jarran Reed and Darnell Savage),-0.630,-0.600
4,1:01,,,,,,Timeout #2 by New England Patriots,,
4,1:01,3,3,NWE 9,24,24,Rhamondre Stevenson right tackle for 2 yards (tackle by Jarran Reed and Kenny Clark),-0.600,-2.490
4,0:13,,,,,,Timeout #3 by New England Patriots,,
4,0:13,4,1,NWE 11,24,24,"Jake Bailey punts 44 yards, returned by Amari Rodgers for 7 yards (tackle by Mack Wilson and Matthew Slater). Penalty on Tariq Carpenter: Offensive Illegal Block Above the Waist, 10 yards (accepted)",-2.490,-1.730
4,0:04,1,10,GNB 42,24,24,"Aaron Rodgers pass complete short middle to Randall Cobb for 7 yards. Randall Cobb fumbles, recovered by Elgton Jenkins at NE-49 (tackle by Ja'Whaun Bentley)",1.730,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,NWE,GNB,Detail,EPB,EPA
,,,,,,,"Packers won the coin toss, Packers to receive the overtime kickoff.",,
OT,10:00,,,NWE 35,24,24,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
OT,10:00,1,10,GNB 25,24,24,Aaron Jones left end for 3 yards (tackle by Davon Godchaux and Deatrich Wise),0.610,0.470
OT,9:23,2,7,GNB 28,24,24,Aaron Rodgers pass complete short right to Aaron Jones for no gain (tackle by Jahlani Tavai),0.470,-0.230
OT,8:33,,,,,,Timeout #1 by Green Bay Packers,,
OT,8:33,3,7,GNB 28,24,24,Aaron Rodgers pass incomplete short right intended for AJ Dillon,-0.230,-1.500
OT,8:26,4,7,GNB 28,24,24,"Pat O'Donnell punts 43 yards, returned by Marcus Jones for 20 yards (tackle by Isaiah McDuffie)",-1.500,-2.190
OT,8:16,1,10,NWE 49,24,24,Damien Harris up the middle for 5 yards (tackle by Jarran Reed),2.190,2.320
OT,7:45,2,5,GNB 46,24,24,Damien Harris left tackle for no gain (tackle by Dean Lowry),2.320,1.620
OT,7:00,,,,,,Timeout #1 by New England Patriots,,
OT,7:00,3,5,GNB 46,24,24,Bailey Zappe pass incomplete short right intended for Hunter Henry,1.620,0.200
OT,6:54,4,5,GNB 46,24,24,"Jake Bailey punts 36 yards, fair catch by Amari Rodgers at GB-10",0.200,0.380
OT,6:47,1,10,GNB 10,24,24,Aaron Jones right tackle for 3 yards (tackle by Jahlani Tavai),-0.380,-0.560
OT,6:07,2,7,GNB 13,24,24,Aaron Rodgers pass complete deep left to Allen Lazard for 22 yards (tackle by Adrian Phillips),-0.560,1.270
OT,5:30,1,10,GNB 35,24,24,AJ Dillon left guard for 7 yards (tackle by Jonathan Jones),1.270,1.670
OT,4:54,2,3,GNB 42,24,24,AJ Dillon up the middle for 2 yards (tackle by Davon Godchaux and Ja'Whaun Bentley),1.670,1.220
OT,4:08,3,1,GNB 44,24,24,Aaron Rodgers pass complete short middle to Randall Cobb for 11 yards (tackle by Myles Bryant),1.220,2.590
OT,3:24,1,10,NWE 45,24,24,Aaron Rodgers pass complete short left to Romeo Doubs for 8 yards (tackle by Jack Jones),2.590,3.120
OT,3:12,2,2,NWE 37,24,24,Aaron Rodgers pass complete short left to Romeo Doubs for 9 yards (tackle by Jonathan Jones),3.120,3.710
OT,2:34,1,10,NWE 28,24,24,AJ Dillon right tackle for 4 yards (tackle by Jack Jones and Jahlani Tavai),3.710,3.710
OT,2:00,2,6,NWE 24,24,24,AJ Dillon right tackle for 3 yards (tackle by Davon Godchaux and Deatrich Wise),3.710,3.400
OT,1:17,3,3,NWE 21,24,24,AJ Dillon right guard for 7 yards (tackle by Jonathan Jones and Jahlani Tavai),3.400,4.650
OT,0:33,1,10,NWE 14,24,24,AJ Dillon right tackle for 1 yard (tackle by Matt Judon),4.650,4.160
OT,0:04,,,,,,Timeout #2 by Green Bay Packers,,
OT,0:04,,,,,,Timeout #2 by New England Patriots,,
OT,0:04,2,9,NWE 13,24,27,Mason Crosby 31 yard field goal good,4.160,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
