Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Amon-Ra St. Brown,DET,11,8,111,1,6,56,7.0,55,6.9,8.5,0,,0,0.0,1,97.2
KhaDarel Hodge,DET,10,5,76,0,3,61,12.2,15,3.0,9.0,0,,0,0.0,1,35.8
Jamaal Williams,DET,3,3,22,0,0,0,0.0,22,7.3,0.0,0,,0,0.0,0,97.2
Trinity Benson,DET,4,2,31,0,1,20,10.0,11,5.5,7.5,0,,1,25.0,0,76.0
D'Andre Swift,DET,3,2,7,0,0,2,1.0,5,2.5,4.7,0,,0,0.0,0,70.1
Taylor Decker,DET,1,1,6,1,1,5,5.0,1,1.0,5.0,0,,0,0.0,0,131.2
Craig Reynolds,DET,1,1,9,0,1,-2,-2.0,11,11.0,-2.0,0,,0,0.0,0,104.2
Tom Kennedy,DET,3,0,0,0,,0,,0,,5.7,0,,1,33.3,1,0.0
Matt Nelson,DET,1,0,0,0,,0,,0,,6.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
D.K. Metcalf,SEA,9,6,63,3,5,45,7.5,18,3.0,9.4,0,,1,11.1,0,126.4
Tyler Lockett,SEA,3,3,24,1,2,13,4.3,11,3.7,4.3,0,,0,0.0,0,139.6
Gerald Everett,SEA,5,3,36,0,2,23,7.7,13,4.3,9.2,1,3.0,1,20.0,0,82.1
Rashaad Penny,SEA,3,2,15,0,2,-4,-2.0,19,9.5,-2.0,0,,1,33.3,0,78.5
Freddie Swain,SEA,2,2,65,0,1,17,8.5,48,24.0,8.5,0,,0,0.0,0,118.7
Colby Parkinson,SEA,1,1,12,0,1,5,5.0,7,7.0,5.0,0,,0,0.0,0,116.7
Penny Hart,SEA,1,1,6,0,,3,3.0,3,3.0,3.0,0,,0,0.0,0,91.7
D'Wayne Eskridge,SEA,3,1,7,0,0,5,5.0,2,2.0,10.7,0,,0,0.0,0,42.4
Will Dissly,SEA,1,1,8,0,,8,8.0,0,0.0,8.0,0,,0,0.0,0,100.0
