Quarter,Time,Down,ToGo,Location,DET,SEA,Detail,EPB,EPA
1,7:09,1,10,DET 48,0,0,"Russell Wilson pass incomplete deep right. Penalty on Will Harris: Defensive Holding, 5 yards (accepted) (no play)",,
1,7:02,1,10,DET 43,0,0,Rashaad Penny up the middle for 20 yards (tackle by Dean Marlowe),,
1,6:31,1,10,DET 23,0,0,Russell Wilson pass complete short left to D.K. Metcalf for 8 yards (tackle by AJ Parker),,
1,5:51,2,2,DET 15,0,6,"Rashaad Penny up the middle for 15 yards, touchdown",,
1,5:46,,,DET 15,0,7,Jason Myers kicks extra point good,,
1,5:46,,,SEA 35,0,7,"Jason Myers kicks off 65 yards, touchback.",,
1,5:46,1,10,DET 25,0,7,Tim Boyle pass complete short middle to KhaDarel Hodge for 13 yards (tackle by D.J. Reed),,
1,5:05,1,10,DET 38,0,7,Tim Boyle pass incomplete short left intended for KhaDarel Hodge (defended by Bryan Mone),,
1,5:01,2,10,DET 38,0,7,D'Andre Swift left guard for 1 yard (tackle by Bryan Mone),,
1,4:22,3,9,DET 39,0,7,Tim Boyle pass incomplete deep left intended for KhaDarel Hodge,,
1,4:18,4,9,DET 39,0,7,"Jack Fox punts 38 yards, returned by Freddie Swain for 3 yards (tackle by Bobby Price)",,
1,4:09,1,10,SEA 26,0,7,Rashaad Penny up the middle for 13 yards (tackle by Will Harris),,
1,3:37,1,10,SEA 39,0,7,Russell Wilson pass complete short right to Gerald Everett for 9 yards (tackle by Julian Okwara),,
1,3:13,2,1,SEA 48,0,7,Rashaad Penny right guard for 23 yards (tackle by Tracy Walker),,
1,2:31,1,10,DET 29,0,7,DeeJay Dallas left guard for 1 yard (tackle by Jalen Reeves-Maybin),,
1,1:56,2,9,DET 28,0,7,Russell Wilson pass complete short left to Tyler Lockett for -5 yards (tackle by Jalen Reeves-Maybin),,
1,1:07,3,14,DET 33,0,7,Russell Wilson pass incomplete short right intended for D'Wayne Eskridge,,
1,1:05,4,14,DET 33,0,10,Jason Myers 51 yard field goal good,,
1,1:00,,,SEA 35,0,10,"Jason Myers kicks off 65 yards, touchback.",,
1,1:00,1,10,DET 25,0,10,Jamaal Williams right end for 2 yards (tackle by Jordyn Brooks and Rasheem Green),,
1,0:16,2,8,DET 27,0,10,Craig Reynolds left end for no gain (tackle by Cody Barton),,
Quarter,Time,Down,ToGo,Location,DET,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,8,DET 27,0,10,"Tim Boyle sacked by Ryan Neal for no gain. Tim Boyle fumbles (forced by Ryan Neal), recovered by John Reid at DET-27 Replay Assistant challenged the fumble ruling, and the original play was overturned. Tim Boyle pass incomplete short right intended for KhaDarel Hodge (defended by Ryan Neal)",,
2,14:56,4,8,DET 27,0,10,Jack Fox punts 37 yards out of bounds,,
2,14:49,1,10,SEA 36,0,10,Russell Wilson pass complete deep left to Freddie Swain for 58 yards (tackle by Tracy Walker),,
2,14:11,1,6,DET 6,0,16,"Rashaad Penny up the middle for 6 yards, touchdown",,
2,14:07,,,DET 15,0,17,Jason Myers kicks extra point good,,
2,14:07,,,SEA 35,0,17,"Jason Myers kicks off 57 yards, returned by Godwin Igwebuike for 47 yards (tackle by Jason Myers)",,
2,14:00,1,10,SEA 45,0,17,Jamaal Williams up the middle for 3 yards (tackle by Rasheem Green and Ryan Neal),,
2,13:21,2,7,SEA 42,0,17,Tim Boyle pass complete short middle to Amon-Ra St. Brown for 16 yards (tackle by Ugo Amadi),,
2,12:44,1,10,SEA 26,0,17,Amon-Ra St. Brown right end for -3 yards (tackle by Carlos Dunlap and John Reid),,
2,12:04,2,13,SEA 29,0,17,Craig Reynolds right guard for 3 yards (tackle by Cody Barton and Jordyn Brooks),,
2,11:16,3,10,SEA 26,6,17,"Amon-Ra St. Brown up the middle for 26 yards, touchdown",,
2,11:08,,,SEA 15,7,17,Riley Patterson kicks extra point good,,
2,11:08,,,DET 35,7,17,"Jack Fox kicks off 61 yards, returned by DeeJay Dallas for 27 yards (tackle by Bobby Price and Godwin Igwebuike)",,
2,11:00,1,10,SEA 31,7,17,Russell Wilson pass complete short left to D.K. Metcalf for 11 yards (tackle by Dean Marlowe and Derrick Barnes),,
2,10:21,1,10,SEA 42,7,17,Rashaad Penny right tackle for 4 yards (tackle by Alim McNeill),,
2,10:00,2,6,SEA 46,7,17,Russell Wilson pass incomplete short right intended for Gerald Everett,,
2,9:56,3,6,SEA 46,7,17,Russell Wilson pass complete deep left to Tyler Lockett for 28 yards,,
2,9:24,1,10,DET 26,7,17,Russell Wilson sacked by Austin Bryant for -4 yards,,
2,8:43,2,14,DET 30,7,17,Russell Wilson pass complete short middle to Penny Hart for 6 yards (tackle by Austin Bryant and Tracy Walker),,
2,8:06,3,8,DET 24,7,17,Russell Wilson pass complete short left to D'Wayne Eskridge for 7 yards (tackle by Dean Marlowe),,
2,7:39,4,1,DET 17,7,17,Russell Wilson up the middle for 2 yards (tackle by C.J. Moore),,
2,6:53,1,10,DET 15,7,17,Russell Wilson pass incomplete short middle intended for D.K. Metcalf (defended by Ifeatu Melifonwu),,
2,6:49,2,10,DET 15,7,17,Rashaad Penny up the middle for 2 yards (tackle by Charles Harris),,
2,6:03,3,8,DET 13,7,23,"Russell Wilson pass complete short middle to D.K. Metcalf for 13 yards, touchdown",,
2,5:59,,,DET 15,7,24,Jason Myers kicks extra point good,,
2,5:59,,,SEA 35,7,24,"Jason Myers kicks off 65 yards, touchback.",,
2,5:59,1,10,DET 25,7,24,Tim Boyle pass incomplete short left intended for Trinity Benson,,
2,5:55,2,10,DET 25,7,24,Tim Boyle pass incomplete short middle intended for Trinity Benson,,
2,5:51,3,10,DET 25,7,24,Tim Boyle pass incomplete short middle intended for Amon-Ra St. Brown,,
2,5:46,4,10,DET 25,7,24,"Jack Fox punts 57 yards, returned by Freddie Swain for 2 yards (tackle by Jessie Lemonier). Penalty on Edmond Robinson: Offensive Holding, 10 yards (accepted)",,
2,5:34,1,10,SEA 10,7,24,Rashaad Penny right guard for 5 yards (tackle by Derrick Barnes),,
2,4:54,2,5,SEA 15,7,24,Rashaad Penny up the middle for 5 yards (tackle by John Penisini),,
2,4:29,1,10,SEA 20,7,24,Rashaad Penny left tackle for 2 yards (tackle by Bruce Hector and Levi Onwuzurike),,
2,3:48,2,8,SEA 22,7,24,Rashaad Penny up the middle for 37 yards (tackle by Tracy Walker),,
2,3:09,1,10,DET 41,7,24,Tyler Lockett right end for 7 yards (tackle by Tracy Walker),,
2,2:46,2,3,DET 34,7,24,Travis Homer up the middle for 3 yards (tackle by Bruce Hector and Levi Onwuzurike),,
2,2:00,1,10,DET 31,7,24,Russell Wilson pass complete short left to Will Dissly for 8 yards (tackle by Will Harris),,
2,1:29,2,3,DET 23,7,24,Rashaad Penny left guard for 3 yards (tackle by Austin Bryant and Jalen Reeves-Maybin),,
2,1:07,1,10,DET 20,7,24,Rashaad Penny up the middle for 6 yards (tackle by Tracy Walker),,
2,1:00,,,,,,Timeout #1 by Seattle Seahawks,,
2,1:00,2,4,DET 14,7,24,Travis Homer up the middle for 13 yards (tackle by Will Harris and Jalen Reeves-Maybin),,
2,0:25,1,1,DET 1,7,30,"Russell Wilson pass complete short middle to Tyler Lockett for 1 yard, touchdown",,
2,0:21,,,DET 15,7,31,Jason Myers kicks extra point good,,
2,0:21,,,SEA 35,7,31,"Jason Myers kicks off 65 yards, touchback.",,
2,0:21,1,10,DET 25,7,31,D'Andre Swift left guard for 31 yards (tackle by Quandre Diggs),,
2,0:13,1,10,SEA 44,7,31,Tim Boyle pass complete short middle to D'Andre Swift for 1 yard (tackle by Cody Barton),,
2,0:06,,,,,,Timeout #2 by Detroit Lions,,
2,0:06,2,9,SEA 43,7,31,"Tim Boyle pass complete short left to Amon-Ra St. Brown for 6 yards (tackle by D.J. Reed). Penalty on Alton Robinson: Defensive Offside, 5 yards (declined)",,
2,0:03,3,3,SEA 37,7,31,"Riley Patterson 55 yard field goal no good, returned by D.K. Metcalf for no gain (tackle by Riley Patterson)",,
Quarter,Time,Down,ToGo,Location,DET,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,7,31,"Jason Myers kicks off 65 yards, touchback.",,
3,15:00,1,10,DET 25,7,31,"Tim Boyle aborted snap, recovered by Tim Boyle at DET-19 Tim Boyle pass intended for KhaDarel Hodge is intercepted by D.J. Reed at DET-28 and returned for 7 yards (tackle by KhaDarel Hodge)",,
3,14:52,1,10,DET 21,7,31,Rashaad Penny up the middle for 8 yards (tackle by Dean Marlowe and Jalen Reeves-Maybin),,
3,14:18,2,2,DET 13,7,37,"Russell Wilson pass complete short left to D.K. Metcalf for 13 yards, touchdown",,
3,14:12,,,DET 15,7,38,Jason Myers kicks extra point good,,
3,14:12,,,SEA 35,7,38,"Jason Myers kicks off 65 yards, returned by Godwin Igwebuike for 27 yards (tackle by Michael Jackson and Tanner Muse)",,
3,14:06,1,10,DET 27,7,38,Tim Boyle pass incomplete short left intended for D'Andre Swift,,
3,14:00,2,10,DET 27,7,38,"Tim Boyle pass incomplete short left intended for D'Andre Swift. Penalty on Al Woods: Defensive Holding, 5 yards (accepted) (no play)",,
3,13:55,1,10,DET 32,7,38,Jamaal Williams up the middle for 5 yards (tackle by Rasheem Green and Ugo Amadi),,
3,13:14,2,5,DET 37,7,38,Tim Boyle pass complete short left to Amon-Ra St. Brown for 20 yards (tackle by D.J. Reed),,
3,12:30,1,10,SEA 43,7,38,Tim Boyle pass incomplete short middle intended for Tom Kennedy (defended by Cody Barton),,
3,12:27,2,10,SEA 43,7,38,"Tim Boyle pass complete deep right to KhaDarel Hodge for 42 yards (tackle by John Reid) Penalty on SEA: Defensive Pass Interference, 15 yards (declined)",,
3,11:59,1,1,SEA 1,7,38,D'Andre Swift left end for no gain (tackle by Quandre Diggs),,
3,11:20,2,1,SEA 1,7,38,Jamaal Williams up the middle for -1 yards (tackle by Darrell Taylor),,
3,10:34,3,2,SEA 2,7,38,"Penalty on Parker Ehinger: False Start, 5 yards (accepted) (no play)",,
3,10:18,3,7,SEA 7,13,38,"Tim Boyle pass complete to Amon-Ra St. Brown for 7 yards, touchdown",,
3,10:14,,,SEA 2,15,38,Two Point Attempt: Tim Boyle pass complete to to Amon-Ra St. Brown for no gain,,
3,10:14,,,DET 35,15,38,"Riley Patterson kicks onside 9 yards, recovered by Godwin Igwebuike Replay Assistant challenged the loose ball recovery ruling, and the play was upheld.",,
3,10:13,1,10,DET 44,15,38,"Tim Boyle pass complete short right to KhaDarel Hodge for 6 yards (tackle by Cody Barton). Penalty on Penei Sewell: Offensive Holding, 10 yards (accepted)",,
3,9:50,1,14,DET 40,15,38,Tim Boyle pass complete short left to Jamaal Williams for 11 yards (tackle by D.J. Reed),,
3,9:27,2,3,SEA 49,15,38,Jamaal Williams up the middle for 3 yards (tackle by Kerry Hyder and Bryan Mone),,
3,8:41,1,10,SEA 46,15,38,Jamaal Williams right tackle for 2 yards (tackle by Ryan Neal and Darrell Taylor),,
3,7:59,2,8,SEA 44,15,38,Tim Boyle pass complete short right to Jamaal Williams for 5 yards (tackle by Jordyn Brooks),,
3,7:34,3,3,SEA 39,15,38,D'Andre Swift left end for no gain (tackle by Jordyn Brooks),,
3,6:48,4,3,SEA 39,15,38,Tim Boyle pass complete short middle to Amon-Ra St. Brown for 31 yards (tackle by D.J. Reed),,
3,5:56,1,8,SEA 8,15,38,Tim Boyle pass incomplete short left intended for Matt Nelson (defended by D.J. Reed),,
3,5:50,2,8,SEA 8,15,38,Jamaal Williams right end for no gain (tackle by Quandre Diggs) (no play),,
3,5:21,2,18,SEA 18,15,38,"Tim Boyle pass complete short middle to D'Andre Swift for 6 yards (tackle by Jordyn Brooks). Penalty on Jordyn Brooks: Face Mask (15 Yards), 6 yards (accepted)",,
3,4:55,1,6,SEA 6,21,38,"Tim Boyle pass complete short left to Taylor Decker for 6 yards, touchdown",,
3,4:50,,,SEA 15,22,38,Riley Patterson kicks extra point good,,
3,4:50,,,DET 35,22,38,"Jack Fox kicks off 65 yards, touchback.",,
3,4:50,1,10,SEA 25,22,38,Rashaad Penny up the middle for no gain (tackle by John Penisini),,
3,4:13,2,10,SEA 25,22,38,Russell Wilson pass complete short right to Rashaad Penny for 11 yards (tackle by AJ Parker),,
3,3:35,1,10,SEA 36,22,38,Rashaad Penny left guard for 3 yards (tackle by AJ Parker and Charles Harris),,
3,2:58,2,7,SEA 39,22,38,Russell Wilson pass incomplete deep left intended for Gerald Everett,,
3,2:52,3,7,SEA 39,22,38,Russell Wilson pass complete short right to Colby Parkinson for 12 yards (tackle by Will Harris and Julian Okwara),,
3,2:07,1,10,DET 49,22,38,Travis Homer right end for 1 yard (tackle by Will Harris and Jalen Reeves-Maybin),,
3,1:33,2,9,DET 48,22,38,Russell Wilson scrambles right end for 2 yards (tackle by Jalen Reeves-Maybin),,
3,1:06,3,7,DET 46,22,38,Russell Wilson pass complete short middle to D.K. Metcalf for 17 yards (tackle by Tracy Walker),,
3,0:36,1,10,DET 29,22,38,Rashaad Penny right end for 9 yards (tackle by Tracy Walker and Dean Marlowe),,
Quarter,Time,Down,ToGo,Location,DET,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,DET 20,22,38,Rashaad Penny right tackle for 1 yard (tackle by Derrick Barnes and John Penisini),,
4,14:14,1,10,DET 19,22,38,"Penalty on Duane Brown: False Start, 5 yards (accepted) (no play)",,
4,14:00,1,15,DET 24,22,38,D.K. Metcalf left end for 6 yards (tackle by AJ Parker),,
4,13:22,2,9,DET 18,22,38,Russell Wilson scrambles up the middle for 17 yards (tackle by Dean Marlowe),,
4,12:42,1,1,DET 1,22,44,"Russell Wilson pass complete to D.K. Metcalf for 1 yard, touchdown",,
4,12:36,,,DET 15,22,45,Jason Myers kicks extra point good,,
4,12:36,,,SEA 35,22,45,"Jason Myers kicks off 65 yards, touchback.",,
4,12:36,1,10,DET 25,22,45,"Tim Boyle sacked by and Bryan Mone for no gain and Poona Ford for no gain. Penalty on Ugo Amadi: Defensive Holding, 5 yards (accepted) (no play)",,
4,12:12,1,10,DET 30,22,45,Tim Boyle pass complete short left to Trinity Benson for 8 yards (tackle by Jordyn Brooks),,
4,11:24,2,2,DET 38,22,45,Tim Boyle pass complete short left to Craig Reynolds for 9 yards (tackle by Jordyn Brooks and Poona Ford),,
4,10:44,1,10,DET 47,22,45,Tim Boyle pass incomplete short middle intended for Tom Kennedy,,
4,10:39,2,10,DET 47,22,45,Tim Boyle pass incomplete short right intended for Amon-Ra St. Brown (defended by Michael Jackson),,
4,10:32,3,10,DET 47,22,45,Tim Boyle pass complete short left to KhaDarel Hodge for 11 yards (tackle by Kerry Hyder and D.J. Reed),,
4,9:51,1,10,SEA 42,22,45,Tim Boyle pass complete deep left to Trinity Benson for 23 yards (tackle by Ryan Neal),,
4,9:10,1,10,SEA 19,22,45,Tim Boyle pass complete short middle to KhaDarel Hodge for 4 yards (tackle by D.J. Reed),,
4,8:36,2,6,SEA 15,22,45,Tim Boyle scrambles left end for 14 yards (tackle by Ryan Neal),,
4,8:00,1,1,SEA 1,22,45,Jamaal Williams up the middle for no gain (tackle by Ryan Neal and Poona Ford),,
4,7:13,2,1,SEA 1,22,45,Tim Boyle pass incomplete short right intended for KhaDarel Hodge (defended by Michael Jackson),,
4,7:08,3,1,SEA 1,28,45,"Jamaal Williams right guard for 1 yard, touchdown",,
4,7:04,,,SEA 15,29,45,Riley Patterson kicks extra point good,,
4,7:04,,,DET 35,29,45,"Riley Patterson kicks onside 5 yards, returned by Travis Homer for no gain",,
4,7:02,1,10,DET 40,29,45,Russell Wilson pass complete short left to Gerald Everett for 15 yards,,
4,6:33,1,10,DET 25,29,45,Rashaad Penny up the middle for 7 yards (tackle by Tracy Walker),,
4,5:45,2,3,DET 18,29,45,Rashaad Penny left tackle for no gain (tackle by Alim McNeill),,
4,5:36,,,,,,Timeout #1 by Detroit Lions,,
4,5:36,3,3,DET 18,29,45,Russell Wilson pass incomplete short right intended for Rashaad Penny,,
4,5:33,4,3,DET 18,29,48,Jason Myers 36 yard field goal good,,
4,5:29,,,SEA 35,29,48,"Jason Myers kicks off 65 yards, touchback.",,
4,5:29,1,10,DET 25,29,48,Tim Boyle pass complete short left to Amon-Ra St. Brown for 4 yards (tackle by D.J. Reed),,
4,5:08,2,6,DET 29,29,48,Tim Boyle pass short right intended for Tom Kennedy is intercepted by Ugo Amadi at DET-34 and returned for 12 yards. Ugo Amadi fumbles,,
4,4:57,1,10,DET 22,29,48,Rashaad Penny left guard for -2 yards (tackle by Jalen Reeves-Maybin),,
4,4:49,,,,,,Timeout #2 by Detroit Lions,,
4,4:49,2,12,DET 24,29,48,Rashaad Penny right guard for no gain (tackle by Derrick Barnes),,
4,4:43,,,,,,Timeout #3 by Detroit Lions,,
4,4:43,3,12,DET 24,29,48,Russell Wilson pass incomplete deep left intended for D'Wayne Eskridge,,
4,4:38,4,12,DET 24,29,51,Jason Myers 42 yard field goal good,,
4,4:33,,,SEA 35,29,51,"Jason Myers kicks off 65 yards, touchback.",,
4,4:33,1,10,DET 25,29,51,Tim Boyle pass deep left intended for Amon-Ra St. Brown is intercepted by D.J. Reed at DET-47 and returned for 2 yards (tackle by KhaDarel Hodge),,
4,4:23,1,10,DET 45,29,51,Travis Homer left end for 6 yards (tackle by Dean Marlowe and Alim McNeill),,
4,3:39,2,4,DET 39,29,51,Travis Homer right tackle for 3 yards (tackle by Austin Bryant and Derrick Barnes),,
4,2:51,3,1,DET 36,29,51,Russell Wilson right end for 4 yards (tackle by Tracy Walker),,
4,2:15,1,10,DET 32,29,51,Travis Homer left end for 1 yard (tackle by Bruce Hector and Jessie Lemonier),,
4,2:00,2,9,DET 31,29,51,D'Wayne Eskridge right end for 30 yards (tackle by Tracy Walker and Ifeatu Melifonwu),,
4,1:19,1,1,DET 1,29,51,Russell Wilson kneels for no gain,,
4,0:32,2,1,DET 1,29,51,Russell Wilson kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
