Quarter,Time,Down,ToGo,Location,TEN,OAK,Detail,EPB,EPA
1,2:35,1,10,TEN 32,7,14,Eddie George right end for 10 yards (tackle by Rod Woodson),1.070,1.730
1,1:52,1,10,TEN 42,7,14,Steve McNair pass incomplete intended for Derrick Mason,1.730,1.190
1,1:48,2,10,TEN 42,7,14,Robert Holcombe right tackle for 5 yards (tackle by Anthony Dorsett and John Parrella),1.190,1.160
1,1:06,3,5,TEN 47,7,14,Steve McNair left end for 16 yards (tackle by Terrance Shaw),1.160,3.120
1,0:17,1,10,OAK 37,7,14,Steve McNair pass incomplete intended for Justin McCareins (defended by Rod Woodson),3.120,2.570
1,0:10,2,10,OAK 37,7,14,Eddie George middle for 2 yards (tackle by Eric Barton and Napoleon Harris),2.570,2.150
Quarter,Time,Down,ToGo,Location,TEN,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,8,OAK 35,7,14,"Penalty on Tom Ackerman: False Start, superseded. PENALTY on OAK-50-E. Barton, Unnecessa, 15 yards (no play)",2.150,4.240
2,15:00,1,10,OAK 20,7,14,Eddie George right tackle for 3 yards (tackle by Rod Woodson and John Parrella),4.240,4.120
2,14:10,2,7,OAK 17,7,14,Eddie George right guard for 1 yard (tackle by Anthony Dorsett),4.120,3.520
2,13:28,3,6,OAK 16,7,14,Steve McNair pass complete to Derrick Mason for 5 yards (tackle by Terrance Shaw and Derrick Gibson),3.520,2.850
2,12:42,4,1,OAK 11,10,14,Joe Nedney 29 yard field goal good,2.850,3.000
2,12:42,,,TEN 30,10,14,"Joe Nedney kicks off 63 yards, returned by Marcus Knight for 21 yards (tackle by Aric Morris)",0.000,0.810
2,12:32,1,10,OAK 28,10,14,"Rich Gannon pass complete to Charlie Garner for 8 yards (tackle by Peter Sirmon). Penalty on Tim Brown: Illegal Shift, 5 yards (no play)",0.810,0.480
2,12:09,1,15,OAK 23,10,14,Rich Gannon pass complete to Doug Jolley for 5 yards (tackle by Tank Williams),0.480,0.260
2,11:54,2,10,OAK 28,10,14,"Rich Gannon pass complete to Tim Brown for 10 yards (tackle by Kevin Carter). Tim Brown fumbles (forced by Kevin Carter), recovered by Samari Rolle at OAK-40 (tackle by Jerry Rice)",0.260,-2.920
2,11:44,1,10,OAK 40,10,14,Eddie George right guard for 2 yards (tackle by John Parrella and Chris Cooper),2.920,2.640
2,11:02,2,8,OAK 38,10,14,Eddie George right end for -6 yards (tackle by Roderick Coleman),2.640,1.160
2,10:19,3,14,OAK 44,10,14,Steve McNair right end for 3 yards (tackle by Bill Romanowski),1.160,0.530
2,9:56,4,11,OAK 41,10,14,"Craig Hentrich punts 41 yards, touchback",0.530,-0.280
2,9:47,1,10,OAK 20,10,14,Rich Gannon pass incomplete intended for Tim Brown (defended by Andre Dyson),0.280,-0.270
2,9:42,2,10,OAK 20,10,14,Rich Gannon pass complete to Tim Brown for 5 yards (tackle by Donald Mitchell),-0.270,-0.300
2,9:08,3,5,OAK 25,10,14,Rich Gannon pass incomplete intended for Jerry Rice,-0.300,-1.700
2,9:03,4,5,OAK 25,10,14,"Penalty on Shane Lechler: Delay of Game, 5 yards (no play)",-1.700,-2.030
2,9:03,4,10,OAK 20,10,14,"Shane Lechler punts 46 yards, returned by Derrick Mason for 11 yards (tackle by Zack Crockett)",-2.030,-1.930
2,8:54,1,10,TEN 45,10,14,Steve McNair pass complete to Frank Wycheck for 10 yards (tackle by Napoleon Harris and Charles Woodson),1.930,2.590
2,8:13,1,10,OAK 45,10,14,Robert Holcombe left end for 7 yards (tackle by Eric Barton and Rod Woodson),2.590,2.990
2,7:30,2,3,OAK 38,10,14,Steve McNair pass incomplete intended for Robert Holcombe,2.990,2.280
2,7:23,3,3,OAK 38,10,14,Robert Holcombe left end for 4 yards (tackle by Bill Romanowski),2.280,3.310
2,6:43,1,10,OAK 34,10,14,"Steve McNair pass incomplete intended for Erron Kinney. Penalty on Regan Upshaw: Defensive Pass Interference, 5 yards (no play)",3.310,3.640
2,6:37,1,10,OAK 29,10,14,Steve McNair pass incomplete intended for Derrick Mason,3.640,3.100
,,,,,,,"OAK challenged the ruling, and the original play was overturned.",,
2,6:34,2,10,OAK 29,10,14,Robert Holcombe middle for 1 yard (tackle by Bill Romanowski),3.100,2.540
2,5:52,3,9,OAK 28,10,14,Steve McNair right end for 12 yards (tackle by Eric Barton),2.540,4.510
2,5:17,1,10,OAK 16,10,14,Steve McNair pass complete to Robert Holcombe for 9 yards (tackle by Terrance Shaw),4.510,5.540
2,4:31,2,1,OAK 7,10,14,"Robert Holcombe right guard for 2 yards (tackle by John Parrella). Penalty on Bill Romanowski: Unnecessary Roughness, 3 yards",5.540,6.740
2,4:06,1,2,OAK 2,10,14,Robert Holcombe right guard for -2 yards (tackle by Sam Adams and Bill Romanowski),6.740,5.340
2,3:19,2,4,OAK 4,10,14,"Penalty on Steve McNair: Delay of Game, 5 yards (no play)",5.340,4.380
2,2:54,2,9,OAK 9,16,14,"Steve McNair for 9 yards, touchdown",4.380,7.000
2,2:54,,,OAK 9,17,14,Joe Nedney kicks extra point good,0.000,0.000
2,2:54,,,TEN 30,17,14,"Joe Nedney kicks off 66 yards, returned by Marcus Knight for 44 yards (tackle by Eddie Berlin)",0.000,2.130
2,2:39,1,10,OAK 48,17,14,Rich Gannon for 6 yards (tackle by Lance Schulters),2.130,2.390
2,2:03,2,4,TEN 46,17,14,Rich Gannon pass incomplete intended for Doug Jolley,2.390,1.680
2,1:59,3,4,TEN 46,17,14,Rich Gannon pass incomplete intended for Jerry Porter (defended by Lance Schulters),1.680,0.200
2,1:54,4,4,TEN 46,17,14,"Shane Lechler punts 35 yards, fair catch by Derrick Mason",0.200,0.370
2,1:47,1,10,TEN 11,17,14,Robert Holcombe right end for 5 yards (tackle by Charles Woodson),-0.370,-0.300
2,1:38,1,10,TEN 11,,,Timeout #1 by Oakland Raiders,-0.370,-0.300
2,1:38,2,5,TEN 16,17,14,"Robert Holcombe middle for no gain (tackle by Eric Barton). Robert Holcombe fumbles (forced by Eric Barton), recovered by Anthony Dorsett at TEN-16 (tackle by Robert Holcombe)",-0.300,-4.510
2,1:28,1,10,TEN 16,17,14,"Rich Gannon pass complete to Jerry Rice for 15 yards (tackle by Tank Williams). Jerry Rice fumbles (forced by Tank Williams), recovered by Jerry Rice at TEN-1",4.510,6.970
2,1:04,1,10,TEN 16,,,Timeout #2 by Oakland Raiders,4.510,6.970
2,1:04,1,1,TEN 1,17,20,"Rich Gannon pass complete to Doug Jolley for 1 yard, touchdown",6.970,7.000
2,1:04,,,TEN 1,17,21,Sebastian Janikowski kicks extra point good,0.000,0.000
2,1:04,,,OAK 30,17,21,"Sebastian Janikowski kicks off 63 yards, returned by John Simon for 30 yards (tackle by Tim Johnson). John Simon fumbles, recovered by Alvis Whitted at TEN-39",0.000,-2.980
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,0:49,1,10,TEN 39,17,21,Rich Gannon for 14 yards (tackle by Peter Sirmon),2.980,3.910
2,0:41,1,10,TEN 25,17,21,Rich Gannon pass incomplete intended for Charlie Garner,3.910,3.360
2,0:37,2,10,TEN 25,17,21,Rich Gannon pass incomplete intended for Jerry Porter,3.360,2.680
2,0:31,2,10,TEN 25,,,Timeout #2 by Tennessee Titans,3.360,2.680
2,0:31,3,10,TEN 25,17,21,"Rich Gannon for no gain. Rich Gannon fumbles, recovered by Rich Gannon at TEN-25",2.680,1.800
2,0:04,3,10,TEN 25,,,Timeout #3 by Oakland Raiders,2.680,1.800
2,0:04,4,10,TEN 25,17,24,Sebastian Janikowski 43 yard field goal good,1.800,3.000
Quarter,Time,Down,ToGo,Location,TEN,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 30,17,24,"Sebastian Janikowski kicks off 45 yards, returned by Mike Green for 12 yards (tackle by Brad Christenson)",0.000,1.400
3,14:55,1,10,TEN 37,17,24,"Steve McNair pass complete to Derrick Mason for no gain. Penalty on Charles Woodson: Defensive Pass Interference, 7 yards (no play)",1.400,1.860
3,14:34,1,10,TEN 44,17,24,"Eddie George middle for no gain (tackle by Charles Woodson). Penalty on Erron Kinney: Offensive Holding, 10 yards (no play)",1.860,1.200
3,14:09,1,20,TEN 34,17,24,Eddie George right tackle for 17 yards (tackle by Rod Woodson),1.200,2.260
3,13:28,2,3,OAK 49,17,24,Eddie George right end for 4 yards (tackle by Rod Woodson and Charles Woodson),2.260,2.590
3,12:46,1,10,OAK 45,17,24,Steve McNair pass complete to Eddie George for 9 yards (tackle by Eric Barton),2.590,3.260
3,12:07,2,1,OAK 36,17,24,Eddie George left guard for 12 yards (tackle by Tory James),3.260,3.970
3,11:23,1,10,OAK 24,17,24,Steve McNair pass incomplete intended for Frank Wycheck (defended by Anthony Dorsett),3.970,3.430
3,11:18,2,10,OAK 24,17,24,Robert Holcombe middle for 2 yards (tackle by Napoleon Harris and John Parrella),3.430,3.010
3,10:37,3,8,OAK 22,17,24,Steve McNair sacked by John Parrella for -11 yards,3.010,1.150
3,10:05,4,19,OAK 33,17,24,Craig Hentrich punts 23 yards,1.150,0.380
3,9:56,1,10,OAK 10,17,24,Rich Gannon pass complete to Tim Brown for 12 yards (tackle by Dainon Sidney),-0.380,0.410
3,9:37,1,10,OAK 22,17,24,"Rich Gannon pass complete to Charlie Garner for 6 yards (tackle by Peter Sirmon and Donald Mitchell). Penalty on Frank Middleton: Offensive Holding, 10 yards (no play)",0.410,-0.660
3,9:12,1,20,OAK 12,17,24,Rich Gannon pass complete to Charlie Garner for 8 yards (tackle by Kevin Carter),-0.660,-0.400
3,8:39,2,12,OAK 20,17,24,Rich Gannon pass incomplete intended for Charlie Garner,-0.400,-1.090
3,8:35,3,12,OAK 20,17,24,Rich Gannon pass complete to Jerry Rice for 17 yards (tackle by Keith Bulluck),-1.090,1.400
3,8:35,1,10,OAK 37,17,24,"Penalty on Doug Jolley: False Start, 5 yards (no play)",1.400,1.070
3,7:39,1,15,OAK 32,17,24,Rich Gannon pass complete to Charlie Garner for 4 yards (tackle by Donald Mitchell),1.070,0.720
3,7:04,2,11,OAK 36,17,24,Rich Gannon pass incomplete intended for Jerry Porter,0.720,0.040
3,7:01,3,11,OAK 36,17,24,Rich Gannon pass incomplete intended for Charlie Garner,0.040,-0.980
3,6:56,4,11,OAK 36,17,24,"Shane Lechler punts 39 yards, fair catch by Derrick Mason",-0.980,-0.610
3,6:51,1,10,TEN 25,17,24,Steve McNair pass incomplete intended for Drew Bennett,0.610,0.060
3,6:45,2,10,TEN 25,17,24,Steve McNair pass complete to Frank Wycheck for 5 yards (tackle by Derrick Gibson),0.060,0.040
3,6:03,3,5,TEN 30,17,24,"Penalty on Benji Olson: False Start, 5 yards (no play)",0.040,-0.620
3,5:41,3,10,TEN 25,17,24,Steve McNair pass incomplete intended for Eddie Berlin,-0.620,-1.700
3,5:34,4,10,TEN 25,17,24,Craig Hentrich middle for -6 yards (tackle by Tim Johnson),-1.700,-4.310
3,5:29,4,10,TEN 25,,,Timeout #1 by Oakland Raiders,-1.700,-4.310
3,5:29,1,10,TEN 19,17,24,Rich Gannon pass complete to Charlie Garner for 5 yards (tackle by Tank Williams),4.310,4.530
3,4:45,2,5,TEN 14,17,24,Rich Gannon pass incomplete intended for Tim Brown,4.530,3.760
3,4:38,3,5,TEN 14,17,24,Rich Gannon pass incomplete intended for Tim Brown,3.760,2.560
3,4:32,4,5,TEN 14,17,27,Sebastian Janikowski 32 yard field goal good,2.560,3.000
3,4:32,,,OAK 30,17,27,"Sebastian Janikowski kicks off 41 yards, returned by Mike Green for 4 yards (tackle by Eric Johnson)",0.000,1.140
3,4:25,1,10,TEN 33,17,27,Eddie George middle for -3 yards (tackle by John Parrella),1.140,0.190
3,3:41,2,13,TEN 30,17,27,Steve McNair pass incomplete intended for Eddie George,0.190,-0.490
3,3:36,3,13,TEN 30,17,27,Steve McNair pass complete to Derrick Mason for 14 yards (tackle by Rod Woodson),-0.490,1.860
3,2:55,1,10,TEN 44,17,27,Steve McNair pass complete to Derrick Mason for 10 yards (tackle by Charles Woodson),1.860,2.520
3,2:30,1,10,OAK 46,17,27,Steve McNair pass complete to Drew Bennett for 16 yards (tackle by Charles Woodson),2.520,3.580
3,2:05,1,10,OAK 30,17,27,Eddie George right guard for 3 yards (tackle by DeLawrence Grant),3.580,3.440
3,1:25,2,7,OAK 27,17,27,Steve McNair pass complete to Erron Kinney for 1 yard (tackle by Anthony Dorsett),3.440,2.870
3,0:42,3,6,OAK 26,17,27,"Steve McNair pass incomplete intended for Frank Wycheck. Penalty on Terrance Shaw: Roughing the Passer, 13 yards (no play)",2.870,4.710
3,0:39,1,10,OAK 13,23,27,"Steve McNair for 13 yards, touchdown",4.710,7.000
3,0:39,,,OAK 13,24,27,Craig Hentrich kicks extra point good,0.000,0.000
3,0:39,,,TEN 30,24,27,"Craig Hentrich kicks off 66 yards, returned by Marcus Knight for 30 yards (tackle by Frank Chamberlin)",0.000,1.200
3,0:24,1,10,OAK 34,24,27,Rich Gannon pass complete to Tim Brown for 6 yards (tackle by Donald Mitchell),1.200,1.470
3,0:07,2,4,OAK 40,24,27,Rich Gannon pass incomplete intended for Jerry Rice,1.470,0.760
3,0:02,3,4,OAK 40,24,27,"Rich Gannon pass incomplete intended for Jerry Rice. Penalty on Samari Rolle: Personal Foul (Declined), Penalty on Samari Rolle: Defensive Pass Interference, 14 yards (no play)",0.760,2.520
Quarter,Time,Down,ToGo,Location,TEN,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TEN 46,24,27,Charlie Garner left tackle for 18 yards (tackle by Samari Rolle),2.520,3.710
4,14:41,1,10,TEN 28,24,27,Charlie Garner middle for 3 yards (tackle by Lance Schulters),3.710,3.570
4,13:58,2,7,TEN 25,24,27,Rich Gannon pass complete to Jerry Rice for 14 yards (tackle by Dainon Sidney),3.570,4.840
4,13:26,1,10,TEN 11,24,27,"Charlie Garner left end for no gain (tackle by Lance Schulters and Carlos Hall). Penalty on Albert Haynesworth: Unnecessary Roughness, 6 yards",4.840,6.060
4,12:58,1,5,TEN 5,24,27,Charlie Garner middle for -1 yards (tackle by Carlos Hall and Keith Bulluck),6.060,4.950
4,12:18,2,6,TEN 6,24,27,Rich Gannon pass complete to Tim Brown for 4 yards (tackle by Dainon Sidney),4.950,4.950
4,11:36,3,2,TEN 2,24,33,"Rich Gannon right end for 2 yards, touchdown",4.950,7.000
4,11:36,,,TEN 2,24,34,Sebastian Janikowski kicks extra point good,0.000,0.000
4,11:36,,,OAK 30,24,34,"Sebastian Janikowski kicks off 66 yards, returned by John Simon for 25 yards (tackle by Tim Johnson)",0.000,0.870
4,11:21,1,10,TEN 29,24,34,Steve McNair pass incomplete intended for Eddie George,0.870,0.330
4,11:12,2,10,TEN 29,24,34,Steve McNair pass complete to Frank Wycheck for 18 yards (tackle by Anthony Dorsett),0.330,2.060
4,10:37,1,10,TEN 47,24,34,Steve McNair pass incomplete intended for Frank Wycheck,2.060,1.520
4,10:34,2,10,TEN 47,24,34,Steve McNair sacked by Napoleon Harris and Chris Cooper for -9 yards,1.520,-0.360
4,10:11,2,10,TEN 47,,,Timeout #1 by Tennessee Titans,1.520,-0.360
4,10:11,3,19,TEN 38,24,34,Steve McNair pass incomplete intended for Eddie Berlin (defended by Tory James),-0.360,-0.850
4,10:05,4,19,TEN 38,24,34,Craig Hentrich punts 32 yards,-0.850,-1.000
4,9:54,1,10,OAK 31,24,34,Rich Gannon pass complete to Jerry Porter for 4 yards (tackle by Donald Mitchell),1.000,1.000
4,9:18,2,6,OAK 35,24,34,Charlie Garner left end for 10 yards (tackle by Donald Mitchell),1.000,1.930
4,8:36,1,10,OAK 45,24,34,Rich Gannon pass complete to Doug Jolley for 7 yards (tackle by Tank Williams),1.930,2.330
4,7:58,2,3,TEN 48,24,34,Charlie Garner left end for 4 yards (tackle by Lance Schulters),2.330,2.650
4,7:14,1,10,TEN 44,24,34,Rich Gannon pass complete to Jerry Porter for 14 yards (tackle by Tank Williams),2.650,3.580
4,6:28,1,10,TEN 30,24,34,Tyrone Wheatley middle for 5 yards (tackle by Jevon Kearse),3.580,3.710
4,5:46,2,5,TEN 25,24,34,Rich Gannon pass complete to Charlie Garner for 3 yards (tackle by Randall Godfrey),3.710,3.400
4,5:01,3,2,TEN 22,24,34,Rich Gannon pass complete to Tim Brown for 6 yards (tackle by Dainon Sidney),3.400,4.510
4,4:16,1,10,TEN 16,24,34,"Rich Gannon pass incomplete intended for Jerry Rice. Penalty on Dainon Sidney: Defensive Holding, 5 yards (no play)",4.510,4.840
4,4:12,1,10,TEN 11,24,34,Rich Gannon pass complete to Jerry Rice for 4 yards (tackle by Samari Rolle),4.840,4.890
4,3:29,2,6,TEN 7,24,40,"Zack Crockett middle for 7 yards, touchdown",4.890,7.000
4,3:29,,,TEN 7,24,41,Sebastian Janikowski kicks extra point good,0.000,0.000
4,3:29,,,OAK 30,24,41,"Sebastian Janikowski kicks off 59 yards, returned by John Simon for 19 yards (tackle by Travian Smith)",0.000,0.940
4,3:19,1,10,TEN 30,24,41,Steve McNair pass incomplete intended for Frank Wycheck,0.940,0.390
4,3:15,2,10,TEN 30,24,41,Steve McNair pass complete to Robert Holcombe for 5 yards (tackle by Napoleon Harris),0.390,0.370
4,2:43,3,5,TEN 35,24,41,Steve McNair pass complete to Eddie Berlin for 5 yards (tackle by Tory James),0.370,1.600
4,2:11,1,10,TEN 40,24,41,Steve McNair pass complete to Robert Holcombe for 2 yards (tackle by Napoleon Harris),1.600,1.320
4,2:00,2,8,TEN 42,24,41,"Steve McNair pass incomplete intended for Drew Bennett. Penalty on Charles Woodson: Defensive Pass Interference, 34 yards (no play)",1.320,3.970
4,1:53,1,10,OAK 24,24,41,Steve McNair pass complete to Drew Bennett for 9 yards (tackle by Bill Romanowski),3.970,4.850
4,1:28,2,1,OAK 15,24,41,Steve McNair pass complete to Robert Holcombe for 4 yards (tackle by Napoleon Harris),4.850,4.840
4,1:17,2,1,OAK 15,,,Timeout #2 by Tennessee Titans,4.850,4.840
4,1:17,1,10,OAK 11,24,41,Steve McNair pass incomplete intended for Drew Bennett,4.840,4.140
4,1:13,2,10,OAK 11,24,41,Steve McNair pass incomplete intended for Robert Holcombe,4.140,3.130
4,1:08,3,10,OAK 11,24,41,Steve McNair pass complete to Robert Holcombe for 5 yards (tackle by Chris Cooper),3.130,2.990
4,0:39,4,5,OAK 6,24,41,Steve McNair pass incomplete intended for Drew Bennett,2.990,0.380
4,0:29,1,10,OAK 6,24,41,Rich Gannon kneels for -1 yards,-0.380,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
