Quarter,Time,Tm,Detail,TEN,IND
1.0,8:17,Colts,Adam Vinatieri 48 yard field goal,0,3
,2:27,Titans,Rob Bironas 26 yard field goal,3,3
2.0,13:13,Colts,Adam Vinatieri 44 yard field goal,3,6
,6:48,Titans,Rob Bironas 42 yard field goal,6,6
,1:55,Colts,Reggie Wayne 7 yard pass from Peyton Manning (Adam Vinatieri kick),6,13
3.0,11:29,Titans,Kenny Britt 21 yard pass from Kerry Collins (Rob Bironas kick),13,13
,9:16,Colts,Pierre Garcon 30 yard pass from Peyton Manning (Adam Vinatieri kick),13,20
,4:18,Titans,Chris Johnson 15 yard pass from Kerry Collins (Rob Bironas kick),20,20
4.0,0:00,Colts,Adam Vinatieri 43 yard field goal,20,23
