Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP
Colts,3.0,6.7,9.74,-2.87,-5.25,-1.57,-14.68,12.45,4.45,-4.39,-3.89,2.74,1.14,-3.13,-1.25
Titans,-3.0,1.57,14.68,-12.45,-4.45,-6.7,-9.74,2.87,5.25,4.39,-2.74,3.89,3.13,-1.14,1.25
