Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Titans won the coin toss, Titans to receive the opening kickoff.",,
1,15:00,,,IND 30,0,0,"Pat McAfee kicks off 70 yards, returned by Marc Mariani for 21 yards (tackle by Nate Triplett)",0.000,0.340
1,14:55,1,10,TEN 21,0,0,Kerry Collins pass complete short right to Chris Johnson for 4 yards (tackle by Jacob Lacey and Pat Angerer),0.340,0.340
1,14:22,2,6,TEN 25,0,0,Damian Williams right end for 5 yards (tackle by Robert Mathis),0.340,0.300
1,13:43,3,1,TEN 30,0,0,Chris Johnson right end for no gain (tackle by Robert Mathis and Jacob Lacey),0.300,-1.370
1,13:07,4,1,TEN 30,0,0,"Brett Kern punts 42 yards, fair catch by Blair White",-1.370,-0.810
1,12:58,1,10,IND 28,0,0,Peyton Manning sacked by Stephen Tulloch for -7 yards,0.810,-0.680
1,12:38,2,17,IND 21,0,0,Peyton Manning pass complete short left to Reggie Wayne for 7 yards (tackle by Alterraun Verner),-0.680,-0.430
1,11:54,3,10,IND 28,0,0,Peyton Manning pass complete short right to Pierre Garcon for 15 yards (tackle by Jason McCourty and Cortland Finnegan),-0.430,1.800
1,11:18,1,10,IND 43,0,0,Peyton Manning pass complete short right to Blair White for 3 yards (tackle by Alterraun Verner),1.800,1.660
1,10:56,2,7,IND 46,0,0,Peyton Manning pass complete short left to Reggie Wayne for 10 yards (tackle by Alterraun Verner),1.660,2.650
1,10:21,1,10,TEN 44,0,0,Joseph Addai middle for 1 yard (tackle by William Hayes and Marques Douglas),2.650,2.250
1,9:52,2,9,TEN 43,0,0,Peyton Manning pass complete short left to Reggie Wayne for 10 yards (tackle by Cortland Finnegan),2.250,3.380
1,9:21,1,10,TEN 33,0,0,Joseph Addai middle for 8 yards (tackle by Chris Hope and Cortland Finnegan),3.380,3.920
1,8:57,2,2,TEN 25,0,0,"Penalty on Jacob Tamme: False Start, 5 yards (no play)",3.920,3.240
1,8:34,2,7,TEN 30,0,0,Peyton Manning pass incomplete short left intended for Blair White,3.240,2.540
1,8:28,3,7,TEN 30,0,0,Peyton Manning pass incomplete deep right intended for Pierre Garcon (defended by Jason McCourty),2.540,1.410
1,8:22,4,7,TEN 30,0,3,Adam Vinatieri 48 yard field goal good,1.410,3.000
1,,,,IND 30,0,3,"Pat McAfee kicks off 71 yards, returned by Marc Mariani for 47 yards (tackle by Justin Tryon)",0.000,1.990
1,8:08,1,10,TEN 46,0,3,Chris Johnson left end for no gain (tackle by Kavell Conner and Justin Tryon),1.990,1.450
1,7:51,2,10,TEN 46,0,3,Kerry Collins pass complete short left to Ahmard Hall for 9 yards (tackle by Gary Brackett),1.450,1.950
1,7:13,3,1,IND 45,0,3,Kerry Collins middle for 2 yards (tackle by Eric Foster and Pat Angerer),1.950,2.720
1,6:39,1,10,IND 43,0,3,Chris Johnson right tackle for 2 yards (tackle by Pat Angerer and Robert Mathis),2.720,2.450
1,5:56,2,8,IND 41,0,3,Kerry Collins pass complete short right to Chris Johnson for 3 yards (tackle by Pat Angerer and Jacob Lacey),2.450,2.150
1,5:13,3,5,IND 38,0,3,Kerry Collins pass complete short right to Damian Williams for 6 yards (tackle by Jacob Lacey),2.150,3.450
1,4:29,1,10,IND 32,0,3,Chris Johnson right end for 6 yards (tackle by Keyunta Dawson),3.450,3.710
1,4:01,2,4,IND 26,0,3,Kerry Collins pass complete deep left to Kenny Britt for 17 yards (tackle by Antoine Bethea and Justin Tryon),3.710,5.140
1,3:20,1,9,IND 9,0,3,Chris Johnson right tackle for 1 yard (tackle by Antonio Johnson),5.140,4.570
1,2:43,2,8,IND 8,0,3,Kerry Collins pass incomplete short left intended for Kenny Britt,4.570,3.580
1,2:37,3,8,IND 8,0,3,Kerry Collins pass incomplete short left intended for Jared Cook,3.580,2.950
1,2:32,4,8,IND 8,3,3,Rob Bironas 26 yard field goal good,2.950,3.000
1,,,,TEN 30,3,3,"Rob Bironas kicks off 70 yards, returned by Dominic Rhodes for 15 yards (tackle by Damian Williams)",0.000,-0.220
1,2:20,1,10,IND 15,3,3,Peyton Manning pass complete short right to Pierre Garcon for 5 yards (tackle by Will Witherspoon),-0.220,0.080
1,2:02,2,5,IND 20,3,3,"Joseph Addai right tackle for 5 yards (tackle by Jason McCourty). Penalty on Jason Babin: Illegal Use of Hands, 5 yards",0.080,0.940
1,1:49,1,10,IND 30,3,3,"Penalty on IND: False Start, 5 yards (no play)",0.940,0.610
1,1:36,1,15,IND 25,3,3,Peyton Manning pass complete short middle to Jacob Tamme for 7 yards (tackle by Alterraun Verner and Will Witherspoon),0.610,0.660
1,1:07,2,8,IND 32,3,3,Peyton Manning pass complete short left to Reggie Wayne for 7 yards (tackle by Cortland Finnegan),0.660,0.890
1,0:24,3,1,IND 39,3,3,"Peyton Manning pass incomplete short right intended for Pierre Garcon. Penalty on Jason McCourty: Defensive Pass Interfere, 6 yards (no play)",0.890,1.930
1,0:21,1,10,IND 45,3,3,Joseph Addai right tackle for 2 yards (tackle by Marques Douglas and Stephen Tulloch),1.930,1.650
Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,IND 47,3,3,Peyton Manning pass complete short left to Jacob Tamme for 18 yards (tackle by Cortland Finnegan),1.650,3.250
2,14:31,1,10,TEN 35,3,3,Dominic Rhodes middle for 1 yard (tackle by Michael Griffin),3.250,2.840
2,14:03,2,9,TEN 34,3,3,Peyton Manning pass incomplete deep right intended for Pierre Garcon (defended by Jason McCourty),2.840,2.150
2,13:56,3,9,TEN 34,3,3,Peyton Manning pass complete short right to Pierre Garcon for 8 yards (tackle by Jason McCourty),2.150,1.890
2,13:19,4,1,TEN 26,3,6,Adam Vinatieri 44 yard field goal good,1.890,3.000
2,,,,IND 30,3,6,"Pat McAfee kicks off 75 yards, touchback",0.000,0.280
2,13:13,1,10,TEN 20,3,6,Kerry Collins pass incomplete short left intended for Kenny Britt,0.280,-0.270
2,13:10,2,10,TEN 20,3,6,Chris Johnson middle for -2 yards (tackle by Antonio Johnson and Robert Mathis),-0.270,-1.330
2,12:29,3,12,TEN 18,3,6,Kerry Collins pass complete deep left to Kenny Britt for 22 yards (tackle by Antoine Bethea),-1.330,1.600
2,11:44,1,10,TEN 40,3,6,Kerry Collins pass complete deep left to Kenny Britt for 17 yards (tackle by Aaron Francisco),1.600,2.720
2,11:03,1,10,IND 43,3,6,Chris Johnson left tackle for 3 yards (tackle by Jerry Hughes),2.720,2.580
2,10:23,2,7,IND 40,3,6,Chris Johnson left tackle for -6 yards (tackle by Jerry Hughes and Justin Tryon),2.580,1.090
2,9:36,,,,3,6,Timeout #1 by Tennessee Titans,0.000,1.090
2,9:36,3,13,IND 46,3,6,Kerry Collins pass complete short right to Damian Williams for 12 yards (tackle by Cornelius Brown),1.090,1.100
2,8:56,4,1,IND 34,3,6,Kerry Collins pass complete short left to Kenny Britt for 8 yards (tackle by Kavell Conner),1.100,3.840
2,8:18,1,10,IND 26,3,6,Chris Johnson right end for 1 yard (tackle by Gary Brackett),3.840,3.430
2,7:41,2,9,IND 25,3,6,Kerry Collins pass complete short left to Ahmard Hall for 1 yard (tackle by Gary Brackett and Kavell Conner),3.430,2.870
2,6:59,3,8,IND 24,3,6,Kerry Collins pass incomplete deep left intended for Kenny Britt (defended by Justin Tryon),2.870,1.870
2,6:53,4,8,IND 24,6,6,Rob Bironas 42 yard field goal good,1.870,3.000
2,,,,TEN 30,6,6,"Rob Bironas kicks off 69 yards, returned by Dominic Rhodes for 21 yards (tackle by Rennie Curran)",0.000,0.410
2,6:41,1,10,IND 22,6,6,Dominic Rhodes middle for 8 yards (tackle by Jason Babin),0.410,0.950
2,6:10,2,2,IND 30,6,6,Dominic Rhodes left tackle for 12 yards (tackle by Michael Griffin),0.950,1.730
2,5:42,1,10,IND 42,6,6,Dominic Rhodes middle for 2 yards (tackle by Sen'Derrick Marks),1.730,1.460
2,5:16,2,8,IND 44,6,6,Peyton Manning pass complete short right to Pierre Garcon for 9 yards (tackle by Jason McCourty),1.460,2.460
2,4:43,1,10,TEN 47,6,6,Dominic Rhodes middle for -2 yards (tackle by Jason Jones),2.460,1.640
2,4:17,2,12,TEN 49,6,6,Peyton Manning pass complete short left to Reggie Wayne for 8 yards (tackle by Alterraun Verner),1.640,2.010
2,3:38,3,4,TEN 41,6,6,"Penalty on Jacob Ford: Neutral Zone Infraction, 5 yards (no play)",2.010,3.180
2,3:13,1,10,TEN 36,6,6,Peyton Manning pass complete short right to Pierre Garcon for 4 yards (tackle by Alterraun Verner),3.180,3.180
2,2:44,2,6,TEN 32,6,6,Joseph Addai right guard for 7 yards (tackle by Will Witherspoon and Malcolm Sheppard),3.180,3.910
2,2:14,1,10,TEN 25,6,6,Peyton Manning pass complete short left to Blair White for 18 yards (tackle by Michael Griffin),3.910,5.600
2,2:00,1,7,TEN 7,6,12,"Peyton Manning pass complete short right to Reggie Wayne for 7 yards, touchdown",5.600,7.000
2,,,,TEN 2,6,13,Adam Vinatieri kicks extra point good,0.000,0.000
