Quarter,Time,Down,ToGo,Location,DAL,SDG,Detail,EPB,EPA
1,7:12,,,SDG 35,0,7,"Nick Novak kicks off 74 yards, touchback",0.000,-0.280
1,7:05,1,10,DAL 20,0,7,Tony Romo pass incomplete short left intended for Terrance Williams,0.280,-0.270
1,7:00,2,10,DAL 20,0,7,Tony Romo pass complete short middle to Jason Witten for 7 yards (tackle by Eric Weddle),-0.270,-0.030
1,6:19,3,3,DAL 27,0,7,Tony Romo sacked by Corey Liuget for -8 yards,-0.030,-2.140
1,5:53,4,11,DAL 19,0,7,"Chris Jones punts 46 yards, fair catch by Eddie Royal",-2.140,-1.270
1,5:45,1,10,SDG 35,0,7,Ryan Mathews right tackle for 2 yards (tackle by Nick Hayden),1.270,0.990
1,5:05,2,8,SDG 37,0,7,Ryan Mathews left end for 7 yards (tackle by Bruce Carter),0.990,1.220
1,4:22,3,1,SDG 44,0,7,Le'Ron McClain up the middle for 6 yards (tackle by Nick Hayden and Sean Lee),1.220,2.260
1,3:44,1,10,,0,7,Ryan Mathews up the middle for 1 yard (tackle by Sean Lee and Bruce Carter),2.260,1.850
1,3:03,2,9,DAL 49,0,7,Philip Rivers pass complete short left to Antonio Gates for no gain,1.850,1.160
1,2:21,3,9,DAL 49,0,7,Philip Rivers pass incomplete (defended by Jason Hatcher),1.160,0.000
1,2:14,4,9,DAL 49,0,7,"Mike Scifres punts 34 yards, fair catch by Dwayne Harris",0.000,0.220
1,2:08,1,10,DAL 15,0,7,DeMarco Murray left tackle for 6 yards (tackle by Johnny Patrick),-0.220,0.210
1,1:31,2,4,DAL 21,0,7,Tony Romo pass complete short middle to Cole Beasley for 5 yards (tackle by Manti Te'o),0.210,0.670
1,0:57,1,10,DAL 26,0,7,Tony Romo pass complete short left to Terrance Williams for 10 yards (tackle by Derek Cox and Marcus Gilchrist),0.670,1.330
1,0:16,1,10,DAL 36,0,7,Tony Romo pass complete short right to Terrance Williams for 10 yards (tackle by Richard Marshall),1.330,1.990
Quarter,Time,Down,ToGo,Location,DAL,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DAL 46,0,7,Tony Romo pass complete short right to Dwayne Harris for 13 yards (tackle by Richard Marshall),1.990,2.850
2,14:33,1,10,SDG 41,0,7,"DeMarco Murray right tackle for 2 yards (tackle by Sean Lissemore). Penalty on Donald Butler: Face Mask (15 Yards), 15 yards",2.850,3.970
2,14:05,1,10,SDG 24,0,7,Tony Romo pass complete short left to Terrance Williams for 13 yards,3.970,4.840
2,13:58,1,10,SDG 11,0,7,DeMarco Murray left tackle for 6 yards (tackle by Donald Butler and Marcus Gilchrist),4.840,5.280
2,13:15,2,4,SDG 5,6,7,"Tony Romo pass complete short right to Dez Bryant for 5 yards, touchdown",5.280,7.000
2,13:15,,,SDG 2,7,7,Dan Bailey kicks extra point good,0.000,0.000
2,13:15,,,DAL 35,7,7,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.280
2,13:10,1,10,SDG 20,7,7,Philip Rivers pass complete short left to Ryan Mathews for 11 yards (tackle by Sean Lee and Orlando Scandrick),0.280,1.000
2,12:34,1,10,SDG 31,7,7,Philip Rivers pass complete to Antonio Gates for 5 yards (tackle by Orlando Scandrick),1.000,1.140
2,12:06,2,5,SDG 36,7,7,Ryan Mathews up the middle for 6 yards (tackle by Bruce Carter),1.140,1.730
2,11:26,1,10,SDG 42,7,7,Ryan Mathews right end for -4 yards (tackle by Jason Hatcher and Will Allen),1.730,0.650
2,10:45,2,14,SDG 38,7,7,"Penalty on Mike Harris: False Start, 5 yards (no play)",0.650,-0.030
2,10:23,2,19,SDG 33,7,7,Philip Rivers pass complete short right to Danny Woodhead for -2 yards (tackle by Sean Lee),-0.030,-0.960
2,9:45,3,21,SDG 31,7,7,Ronnie Brown up the middle for 7 yards (tackle by George Selvie and Sean Lee),-0.960,-0.850
2,9:18,4,14,SDG 38,7,7,"Mike Scifres punts 42 yards, returned by Dwayne Harris for 38 yards (tackle by Mike Scifres)",-0.850,-2.790
2,9:02,1,10,SDG 42,7,7,DeMarco Murray left end for no gain (tackle by Marcus Gilchrist). Penalty on Doug Free: Illegal Shift (Declined),2.790,2.240
2,8:32,2,10,SDG 42,7,7,Tony Romo pass complete short left to DeMarco Murray for 4 yards (tackle by Derek Cox),2.240,2.080
2,7:48,3,6,SDG 38,7,7,Tony Romo pass incomplete short left intended for Jason Witten (defended by Eric Weddle),2.080,0.720
2,7:43,4,6,SDG 38,7,7,Dan Bailey 56 yard field goal no good,0.720,-1.990
2,7:38,1,10,SDG 46,7,7,Philip Rivers pass complete short left to Ryan Mathews for 14 yards (tackle by Morris Claiborne),1.990,2.920
2,7:26,1,10,DAL 40,7,7,Philip Rivers pass complete short left to Keenan Allen for 15 yards (tackle by Morris Claiborne),2.920,3.910
2,6:59,1,10,DAL 25,7,7,Ryan Mathews left end for 5 yards (tackle by Bruce Carter),3.910,4.040
2,6:33,2,5,DAL 20,7,7,Ryan Mathews left end for 1 yard (tackle by Bruce Carter),4.040,3.490
2,5:51,3,4,DAL 19,7,7,Philip Rivers pass complete short middle to Vincent Brown for 1 yard (tackle by Ernie Sims),3.490,2.350
2,5:16,4,3,DAL 18,7,10,Nick Novak 36 yard field goal good,2.350,3.000
2,5:16,,,SDG 35,7,10,"Nick Novak kicks off 70 yards, returned by Dwayne Harris for 33 yards (tackle by Eric Weddle)",0.000,-0.810
2,5:05,1,10,DAL 28,7,10,Tony Romo pass complete short right to Dez Bryant for 14 yards (tackle by Manti Te'o),0.810,1.730
2,4:31,1,10,DAL 42,7,10,DeMarco Murray right end for 3 yards (tackle by Cam Thomas and Richard Marshall),1.730,1.590
2,3:52,2,7,DAL 45,7,10,DeMarco Murray up the middle for 14 yards (tackle by Johnny Patrick),1.590,2.850
2,3:25,1,10,SDG 41,7,10,Lance Dunbar right end for 7 yards (tackle by Donald Butler),2.850,3.250
2,2:44,2,3,SDG 34,13,10,"Tony Romo pass complete short middle to Dez Bryant for 34 yards, touchdown",3.250,7.000
2,2:44,,,SDG 2,14,10,Dan Bailey kicks extra point good,0.000,0.000
2,2:44,,,DAL 35,14,10,"Dan Bailey kicks off 73 yards, touchback",0.000,-0.280
2,2:36,1,10,SDG 20,14,10,Philip Rivers pass complete short right to Danny Woodhead for 10 yards (tackle by Barry Church),0.280,0.940
2,2:19,1,10,SDG 30,14,10,Philip Rivers sacked by George Selvie for -7 yards,0.940,-0.550
2,2:00,2,17,SDG 23,14,10,Philip Rivers pass complete short right to Vincent Brown for 19 yards (tackle by Brandon Carr),-0.550,1.730
2,1:54,1,10,SDG 42,14,10,Philip Rivers pass complete short middle to Danny Woodhead for 7 yards (tackle by Barry Church),1.730,2.130
2,1:32,2,3,SDG 49,20,10,"Philip Rivers pass incomplete is intercepted by Sean Lee at DAL-48 and returned for 52 yards, touchdown",2.130,-7.000
2,1:19,,,SDG 2,21,10,Dan Bailey kicks extra point good,0.000,0.000
2,1:19,,,DAL 35,21,10,"Dan Bailey kicks off 63 yards, returned by Danny Woodhead for 18 yards (tackle by Joseph Randle). Penalty on Reggie Walker: Offensive Holding, 10 yards",0.000,0.380
2,1:13,1,10,SDG 10,21,10,Philip Rivers pass complete short middle to Antonio Gates for 9 yards (tackle by Sean Lee),-0.380,0.240
2,0:54,2,1,SDG 19,21,10,Philip Rivers pass complete to Antonio Gates for 8 yards (tackle by Sean Lee),0.240,0.240
2,0:49,2,1,SDG 19,21,10,Timeout #1 by San Diego Chargers,0.240,0.740
2,0:49,1,10,SDG 27,21,10,Philip Rivers pass complete deep left to Eddie Royal for 28 yards (tackle by Morris Claiborne),0.740,2.590
2,0:41,1,10,DAL 45,21,10,Philip Rivers pass complete short left to Antonio Gates for 14 yards (tackle by Morris Claiborne),2.590,3.510
2,0:35,1,10,DAL 31,21,10,Philip Rivers pass incomplete short left intended for Danny Woodhead,3.510,2.970
2,0:32,2,10,DAL 31,21,10,Philip Rivers pass incomplete deep left intended for Vincent Brown,2.970,2.280
2,0:26,3,10,DAL 31,21,10,Philip Rivers pass complete short middle to John Phillips for 7 yards (tackle by Brandon Carr and Bruce Carter),2.280,2.280
2,0:02,3,10,DAL 31,21,10,Timeout #2 by San Diego Chargers,2.280,1.970
2,0:02,4,3,DAL 24,21,13,Nick Novak 42 yard field goal good,1.970,3.000
Quarter,Time,Down,ToGo,Location,DAL,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,21,13,"Dan Bailey kicks off no gain, touchback",0.000,0.280
3,15:00,1,10,SDG 20,21,13,Ryan Mathews up the middle for 1 yard (tackle by DeMarcus Ware),0.280,-0.130
3,14:30,2,9,SDG 21,21,13,Philip Rivers pass complete short right to Vincent Brown for 2 yards (tackle by Sean Lee),-0.130,-0.560
3,13:47,3,7,SDG 23,21,13,Philip Rivers pass complete short left to Vincent Brown for 12 yards (tackle by Orlando Scandrick and Morris Claiborne). Penalty on Nick Hayden: Defensive Offside (Declined),-0.560,1.270
3,13:14,1,10,SDG 35,21,13,Philip Rivers pass complete short left to Eddie Royal for 2 yards (tackle by George Selvie and Nick Hayden),1.270,0.990
3,12:37,2,8,SDG 37,21,13,Philip Rivers pass complete short middle to Antonio Gates for 7 yards (tackle by Bruce Carter),0.990,1.220
3,11:54,3,1,SDG 44,21,13,Philip Rivers pass complete short left to Antonio Gates for 5 yards (tackle by Barry Church),1.220,2.190
3,11:22,1,10,SDG 49,21,13,Philip Rivers pass complete deep left to Antonio Gates for 26 yards (tackle by Morris Claiborne),2.190,3.910
3,10:43,1,10,DAL 25,21,13,Danny Woodhead up the middle for 9 yards (tackle by Barry Church),3.910,4.750
3,10:19,2,1,DAL 16,21,13,Danny Woodhead up the middle for 3 yards (tackle by Sean Lee and Jason Hatcher),4.750,4.710
3,9:39,1,10,DAL 13,21,19,"Philip Rivers pass complete short left to Danny Woodhead for 13 yards, touchdown",4.710,7.000
3,9:39,,,DAL 2,21,20,Nick Novak kicks extra point good,0.000,0.000
3,9:39,,,SDG 35,21,20,"Nick Novak kicks off 65 yards, touchback",0.000,-0.280
3,9:32,1,10,DAL 20,21,20,DeMarco Murray right tackle for 3 yards (tackle by Kendall Reyes and Eric Weddle),0.280,0.140
3,8:50,2,7,DAL 23,21,20,"Penalty on Cole Beasley: False Start, 5 yards (no play)",0.140,-0.630
3,8:24,2,12,DAL 18,21,20,Tony Romo pass complete short right to DeMarco Murray for 9 yards (tackle by Donald Butler and Corey Liuget),-0.630,-0.030
3,8:00,3,3,DAL 27,21,20,Tony Romo pass complete short middle to Cole Beasley for 5 yards (tackle by Reggie Walker). Penalty on SDG: Defensive 12 On-field (Declined),-0.030,1.070
3,7:38,1,10,DAL 32,21,20,"DeMarco Murray up the middle for 4 yards (tackle by Marcus Gilchrist and Corey Liuget). Penalty on Donald Butler: Unnecessary Roughness, 15 yards",1.070,2.320
3,7:13,1,10,SDG 49,21,20,DeMarco Murray left end for -1 yards (tackle by Corey Liuget and Jarret Johnson),2.320,1.650
3,6:28,2,11,,21,20,Tony Romo pass incomplete short right intended for Jason Witten (defended by Kendall Reyes),1.650,0.960
3,6:24,3,11,,21,20,Tony Romo pass incomplete short left intended for Dez Bryant,0.960,-0.060
3,6:18,4,11,,21,20,"Chris Jones punts 29 yards, fair catch by Eddie Royal. Penalty on Jarret Johnson: Offensive Holding, 10 yards",-0.060,0.370
3,6:09,1,10,SDG 11,21,20,Philip Rivers pass complete deep left to Keenan Allen for 19 yards,-0.370,0.940
3,5:41,1,10,SDG 30,21,20,Ryan Mathews left end for 7 yards (tackle by Ernie Sims),0.940,1.340
3,5:06,2,3,SDG 37,21,20,Philip Rivers pass complete short left to Ryan Mathews for 7 yards (tackle by Orlando Scandrick and Sean Lee),1.340,1.860
3,4:32,1,10,SDG 44,21,20,Ryan Mathews left guard for 5 yards (tackle by Drake Nevis and Kyle Wilber),1.860,1.990
3,3:48,2,5,SDG 49,21,20,Philip Rivers pass complete short left to Keenan Allen for 10 yards (tackle by Morris Claiborne),1.990,2.850
3,3:13,1,10,DAL 41,21,20,Danny Woodhead up the middle for 4 yards (tackle by Jason Hatcher and J.J. Wilcox),2.850,2.850
3,2:32,2,6,DAL 37,21,20,Philip Rivers pass complete short left to Eddie Royal for 12 yards (tackle by Ernie Sims and Nick Hayden),2.850,3.910
3,1:51,1,10,DAL 25,21,20,Danny Woodhead up the middle for 14 yards (tackle by Sean Lee),3.910,4.840
3,1:13,1,10,DAL 11,21,20,Philip Rivers pass complete short right to Vincent Brown for 1 yard (tackle by George Selvie),4.840,4.320
3,0:31,2,9,DAL 10,21,20,"Philip Rivers pass incomplete short middle intended for Vincent Brown (defended by Orlando Scandrick). Penalty on Orlando Scandrick: Defensive Pass Interference, 3 yards (no play)",4.320,5.600
3,0:26,1,7,DAL 7,21,20,Danny Woodhead right guard for 2 yards (tackle by Sean Lee),5.600,5.150
Quarter,Time,Down,ToGo,Location,DAL,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,DAL 5,21,20,Philip Rivers pass incomplete short right intended for Keenan Allen,5.150,4.260
4,14:54,3,5,DAL 5,21,20,Philip Rivers pass incomplete short right intended for Danny Woodhead (defended by George Selvie),4.260,3.010
4,14:50,4,5,DAL 5,21,23,Nick Novak 23 yard field goal good,3.010,3.000
4,14:50,,,SDG 35,21,23,"Nick Novak kicks off 70 yards, returned by Dwayne Harris for 28 yards (tackle by Seyi Ajirotutu)",0.000,-0.480
4,14:41,1,10,DAL 23,21,23,DeMarco Murray up the middle for 9 yards (tackle by Reggie Walker and Jarret Johnson),0.480,1.150
4,14:03,2,1,DAL 32,21,23,Tony Romo pass complete short right to DeMarco Murray for 6 yards (tackle by Eric Weddle),1.150,1.470
4,13:25,1,10,DAL 38,21,23,DeMarco Murray left guard for 6 yards (tackle by Donald Butler and Reggie Walker),1.470,1.730
4,12:44,2,4,DAL 44,21,23,Tony Romo pass complete short right to Dez Bryant for 10 yards (tackle by Johnny Patrick),1.730,2.520
4,12:11,1,10,SDG 46,21,23,Tony Romo pass complete short right to Dez Bryant for 6 yards (tackle by Johnny Patrick),2.520,2.790
4,11:30,2,4,SDG 40,21,23,"Tony Romo pass complete short middle to Cole Beasley for 6 yards (tackle by Marcus Gilchrist). Penalty on Ronald Leary: Offensive Holding, 10 yards (no play)",2.790,1.440
4,10:58,2,14,,21,23,Tony Romo pass complete short left to Cole Beasley for 6 yards (tackle by Richard Marshall),1.440,1.550
4,10:18,3,8,SDG 44,21,23,Tony Romo pass incomplete deep middle intended for Jason Witten (defended by Eric Weddle),1.550,0.330
4,10:10,4,8,SDG 44,21,23,"Chris Jones punts 44 yards, touchback",0.330,-0.280
4,10:02,1,10,SDG 20,21,23,Philip Rivers pass complete short left to Ryan Mathews for 9 yards (tackle by Ernie Sims and DeMarcus Ware),0.280,0.950
4,9:37,2,1,SDG 29,21,23,Ryan Mathews up the middle for 4 yards (tackle by Barry Church),0.950,1.140
4,9:02,1,10,SDG 33,21,23,Ryan Mathews left guard for 4 yards (tackle by Jason Hatcher),1.140,1.130
4,8:30,2,6,SDG 37,21,23,Ryan Mathews right tackle for 5 yards (tackle by Sean Lee),1.130,1.090
4,7:44,3,1,SDG 42,21,23,Philip Rivers pass complete short right to Vincent Brown for 2 yards (tackle by Ernie Sims),1.090,1.860
4,7:02,1,10,SDG 44,21,29,"Philip Rivers pass complete deep middle to Antonio Gates for 56 yards, touchdown",1.860,7.000
4,7:02,,,DAL 2,21,30,Nick Novak kicks extra point good,0.000,0.000
4,7:02,,,SDG 35,21,30,"Nick Novak kicks off 68 yards, returned by Dwayne Harris for 24 yards (tackle by Ladarius Green)",0.000,-0.340
4,6:49,1,10,DAL 21,21,30,Tony Romo pass complete short left to Terrance Williams for 9 yards (tackle by Richard Marshall),0.340,1.020
4,6:18,2,1,DAL 30,21,30,Tony Romo pass complete short right to Terrance Williams for 9 yards (tackle by Johnny Patrick),1.020,1.530
4,5:59,1,10,DAL 39,21,30,"Tony Romo pass complete short middle to DeMarco Murray for 1 yard (tackle by Donald Butler and Marcus Gilchrist). Penalty on Jermey Parnell: Offensive Holding, 10 yards (no play)",1.530,0.870
4,5:40,1,20,DAL 29,21,30,Tony Romo pass complete short middle to Jason Witten for 11 yards (tackle by Donald Butler),0.870,1.120
4,5:14,2,9,DAL 40,21,30,"Tony Romo pass incomplete deep middle intended for Jason Witten. Penalty on Donald Butler: Defensive Pass Interference, 25 yards (no play)",1.120,3.250
4,5:09,1,10,SDG 35,21,30,Tony Romo sacked by Jarret Johnson for -7 yards,3.250,1.760
4,4:40,2,17,SDG 42,21,30,Tony Romo pass complete short middle to Jason Witten for 8 yards (tackle by Eric Weddle),1.760,2.150
4,4:14,3,9,SDG 34,21,30,Tony Romo pass complete short middle to Jason Witten for 10 yards (tackle by Donald Butler),2.150,3.970
4,3:49,1,10,SDG 24,21,30,Tony Romo pass complete short middle to DeMarco Murray for 2 yards (tackle by Donald Butler),3.970,3.700
4,3:25,2,8,SDG 22,21,30,Tony Romo pass incomplete deep middle intended for Jason Witten,3.700,3.010
4,3:20,3,8,SDG 22,21,30,Tony Romo up the middle for 15 yards (tackle by Eric Weddle),3.010,5.600
4,2:57,1,7,SDG 7,21,30,Tony Romo pass incomplete short right intended for Jason Witten (defended by Marcus Gilchrist),5.600,5.600
4,2:50,1,7,SDG 7,21,30,Timeout #1 by San Diego Chargers,5.600,4.760
4,2:50,2,7,SDG 7,21,30,"Tony Romo pass complete short middle to Terrance Williams for 6 yards (tackle by Crezdon Butler and Eric Weddle). Terrance Williams fumbles (forced by Crezdon Butler), recovered by Richard Marshall at SDG-0",4.760,-0.280
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
4,2:42,1,10,SDG 20,21,30,Ryan Mathews up the middle for 5 yards (tackle by Sean Lee and Bruce Carter),0.280,0.280
4,2:37,1,10,SDG 20,21,30,Timeout #1 by Dallas Cowboys,0.280,0.410
4,2:37,2,5,SDG 25,21,30,Ryan Mathews up the middle for 3 yards (tackle by Ernie Sims and Barry Church),0.410,0.410
4,2:32,2,5,SDG 25,21,30,Timeout #2 by Dallas Cowboys,0.410,0.100
4,2:32,3,2,SDG 28,21,30,"Ryan Mathews up the middle for no gain (tackle by Ernie Sims). Penalty on DeMarcus Ware: Defensive Offside, 5 yards (no play)",0.100,1.140
4,2:30,1,10,SDG 33,21,30,Ryan Mathews right end for no gain (tackle by Sean Lee),1.140,1.140
4,2:25,1,10,SDG 33,21,30,Timeout #3 by Dallas Cowboys,1.140,0.590
4,2:25,2,10,SDG 33,21,30,Ryan Mathews up the middle for 2 yards (tackle by Barry Church),0.590,0.170
4,2:00,3,8,SDG 35,21,30,Ryan Mathews right end for 6 yards (tackle by J.J. Wilcox),0.170,0.170
4,1:13,3,8,SDG 35,21,30,Timeout #2 by San Diego Chargers,0.170,-0.650
4,1:11,4,2,SDG 41,21,30,Mike Scifres punts 51 yards,-0.650,0.380
4,1:02,1,10,DAL 8,21,30,Tony Romo pass complete short left to Jason Witten for 7 yards (tackle by Richard Marshall),-0.380,-0.210
4,0:56,2,3,DAL 15,21,30,Tony Romo pass complete short left to Terrance Williams for 14 yards (tackle by Reggie Walker),-0.210,0.870
4,0:34,1,10,DAL 29,21,30,Tony Romo pass complete short middle to Dez Bryant for 12 yards (tackle by Richard Marshall),0.870,1.660
4,0:09,1,10,DAL 41,21,30,"Tony Romo pass complete short middle to DeMarco Murray for -1 yards (tackle by Jarius Wynn). DeMarco Murray fumbles (forced by Jarius Wynn), recovered by Tony Romo at DAL-40",1.660,0.990
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
