Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Mike Harris,T,72,100%,0,0%,6,21%
D.J. Fluker,T,72,100%,0,0%,6,21%
Johnnie Troutman,G,72,100%,0,0%,5,17%
Nick Hardwick,C,72,100%,0,0%,0,0%
Philip Rivers,QB,72,100%,0,0%,0,0%
Vincent Brown,WR,71,99%,0,0%,0,0%
Keenan Allen,WR,68,94%,0,0%,0,0%
Antonio Gates,TE,66,92%,0,0%,0,0%
Eddie Royal,WR,61,85%,0,0%,5,17%
Stephen Schilling,T,47,65%,0,0%,6,21%
Ryan Mathews,RB,35,49%,0,0%,0,0%
Danny Woodhead,RB,32,44%,0,0%,6,21%
Rich Ohrnberger,G,25,35%,0,0%,1,3%
John Phillips,TE,12,17%,0,0%,16,55%
Le'Ron McClain,FB,6,8%,0,0%,8,28%
Ronnie Brown,RB,5,7%,0,0%,4,14%
Ladarius Green,TE,3,4%,0,0%,20,69%
Seyi Ajirotutu,WR,1,1%,0,0%,13,45%
Eric Weddle,FS,0,0%,59,100%,16,55%
Marcus Gilchrist,SS,0,0%,59,100%,8,28%
Johnny Patrick,CB,0,0%,56,95%,9,31%
Richard Marshall,CB,0,0%,51,86%,11,38%
Jarret Johnson,LB,0,0%,49,83%,6,21%
Donald Butler,LB,0,0%,47,80%,5,17%
Kendall Reyes,DE,0,0%,45,76%,12,41%
Reggie Walker,LB,0,0%,43,73%,10,34%
Corey Liuget,DE,0,0%,37,63%,2,7%
Larry English,LB,0,0%,36,61%,20,69%
Derek Cox,CB,0,0%,33,56%,5,17%
Jahleel Addae,FS,0,0%,29,49%,15,52%
Cam Thomas,DT,0,0%,28,47%,10,34%
Dwight Freeney,LB,0,0%,21,36%,0,0%
Manti Te'o,LB,0,0%,14,24%,4,14%
Jarius Wynn,DE,0,0%,14,24%,0,0%
Tourek Williams,LB,0,0%,11,19%,0,0%
Sean Lissemore,DE,0,0%,9,15%,0,0%
Crezdon Butler,CB,0,0%,8,14%,3,10%
Darrell Stuckey,SS,0,0%,0,0%,17,59%
Andrew Gachkar,LB,0,0%,0,0%,17,59%
Bront Bird,LB,0,0%,0,0%,17,59%
Nick Novak,K,0,0%,0,0%,12,41%
Mike Scifres,P,0,0%,0,0%,10,34%
Mike Windt,LS,0,0%,0,0%,10,34%
Kwame Geathers,DT,0,0%,0,0%,4,14%
