Quarter,Time,Tm,Detail,MIA,NWE
2.0,13:12,Patriots,Cam Newton 4 yard rush (Nick Folk kick),0,7
,3:53,Dolphins,Jason Sanders 46 yard field goal,3,7
3.0,10:14,Patriots,Cam Newton 11 yard rush (Nick Folk kick),3,14
4.0,10:31,Dolphins,Jordan Howard 1 yard rush (Ryan Fitzpatrick run),11,14
,5:23,Patriots,Sony Michel 1 yard rush (Nick Folk kick),11,21
