0,1
Game Info,Game Info
Won Toss,Buccaneers (deferred)
Roof,outdoors
Surface,grass
Duration,2:59
Attendance,65473
Weather,"80 degrees, relative humidity 99%, wind 4 mph"
Vegas Line,Tampa Bay Buccaneers -9.0
Over/Under,41.5 (over)
