Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Chuba Hubbard,CAR,9,48,0,3,21,2.3,27,3.0,1,9.0
Sam Darnold,CAR,8,19,0,0,19,2.4,0,0.0,0,
Ameer Abdullah,CAR,7,26,0,2,11,1.6,15,2.1,1,7.0
D.J. Moore,CAR,1,13,0,1,4,4.0,9,9.0,0,
Tommy Tremble,CAR,1,4,0,,2,2.0,2,2.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Ke'Shawn Vaughn,TAM,10,29,1,3,16,1.6,13,1.3,0,
Kenjon Barner,TAM,4,0,0,,0,0.0,0,0.0,0,
Le'Veon Bell,TAM,3,14,0,1,10,3.3,4,1.3,0,
Scott Miller,TAM,2,43,1,2,43,21.5,0,0.0,0,
Blaine Gabbert,TAM,1,-1,0,,-1,-1.0,0,0.0,0,
