Quarter,Time,Down,ToGo,Location,STL,SFO,Detail,EPB,EPA
1,,,,SFO 30,3,14,"Todd Peterson kicks off 61 yards, returned by Mike Furrey for 17 yards (tackle by Terry Jackson)",0.000,0.670
1,6:14,1,10,STL 26,3,14,Arlen Harris up the middle for 3 yards (tackle by Anthony Adams),0.670,0.540
1,5:37,2,7,STL 29,3,14,"Penalty on Bryant Young: Encroachment, 5 yards (no play)",0.540,1.210
1,5:09,2,2,STL 34,3,14,Marc Bulger pass complete to Torry Holt for 7 yards (tackle by Mike Rumph),1.210,1.660
1,4:34,1,10,STL 41,3,14,Marc Bulger pass incomplete intended for Torry Holt,1.660,1.120
1,4:26,2,10,STL 41,3,14,Marc Bulger pass complete to Isaac Bruce for 12 yards (tackle by Ahmed Plummer),1.120,2.460
1,4:01,1,10,SFO 47,3,14,Arlen Harris right end for 1 yard (tackle by Bryant Young),2.460,2.050
1,3:14,2,9,SFO 46,3,14,Marc Bulger pass incomplete intended for Torry Holt,2.050,1.350
1,3:09,3,9,SFO 46,3,14,Marc Bulger sacked by Mike Rumph for -12 yards,1.350,-0.590
1,2:47,4,21,STL 42,3,14,"Sean Landeta punts 43 yards, returned by Jimmy Williams for 12 yards (tackle by Bryce Fisher)",-0.590,-0.740
1,2:34,1,10,SFO 27,3,14,Kevan Barlow right guard for no gain (tackle by Brian Young and Grant Wistrom),0.740,0.200
1,1:56,2,10,SFO 27,3,14,"Penalty on Derrick Deese: False Start, 5 yards (no play)",0.200,-0.480
1,1:41,2,15,SFO 22,3,14,Kevan Barlow up the middle for 1 yard (tackle by Tyoka Jackson),-0.480,-1.020
1,1:06,3,14,SFO 23,3,14,Tim Rattay pass complete to Kevan Barlow for 9 yards (tackle by Pisa Tinoisamoa),-1.020,-1.240
1,0:41,4,5,SFO 32,3,14,Bill LaFleur punts 41 yards,-1.240,-0.740
1,0:33,1,10,STL 27,3,14,Marc Bulger pass complete to Torry Holt for 19 yards (tackle by Tony Parrish),0.740,1.990
,,,,,,,"STL challenged the ruling, and the original play was overturned.",,
1,0:28,1,10,STL 46,3,14,Marc Bulger pass incomplete intended for Isaac Bruce (defended by Jeff Ulbrich),1.990,1.450
1,0:23,2,10,STL 46,3,14,Marc Bulger pass incomplete intended for Torry Holt (defended by Julian Peterson),1.450,0.760
1,0:17,3,10,STL 46,3,14,Marc Bulger pass complete to Kevin Curtis for 8 yards (tackle by Ahmed Plummer),0.760,0.200
Quarter,Time,Down,ToGo,Location,STL,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,2,SFO 46,3,14,"Sean Landeta punts 38 yards, fair catch by Jimmy Williams",0.200,0.380
2,14:53,1,10,SFO 8,3,14,Tim Rattay pass incomplete intended for Tai Streets,-0.380,-0.780
2,14:47,2,10,SFO 8,3,14,Garrison Hearst left end for 7 yards (tackle by Robert W. Thomas),-0.780,-0.600
2,14:11,3,3,SFO 15,3,14,Tim Rattay pass complete to Brandon Lloyd for 8 yards (tackle by Jerametrius Butler),-0.600,0.480
2,13:35,1,10,SFO 23,3,14,Garrison Hearst up the middle for 1 yard (tackle by Robert W. Thomas),0.480,0.070
2,12:55,2,9,SFO 24,3,14,Garrison Hearst right guard for 3 yards (tackle by Jamie Duncan and Bryce Fisher),0.070,-0.230
2,12:11,3,6,SFO 27,3,14,Tim Rattay pass complete to Cedrick Wilson for 20 yards (tackle by Jason Sehorn),-0.230,2.060
2,11:43,1,10,SFO 47,3,14,Garrison Hearst right end for 9 yards (tackle by Pisa Tinoisamoa),2.060,2.730
2,11:03,2,1,STL 44,3,14,Kevan Barlow right guard for -1 yards (tackle by Rich Coady),2.730,1.880
2,10:23,3,2,STL 45,3,14,"Tim Rattay pass incomplete intended for Kevan Barlow (defended by Tyoka Jackson). Penalty on Tyoka Jackson: Roughing the Passer, 15 yards (no play)",1.880,3.580
2,10:18,1,10,STL 30,3,14,Kevan Barlow right tackle for 4 yards (tackle by Robert W. Thomas),3.580,3.570
2,9:39,2,6,STL 26,3,14,Tim Rattay pass incomplete intended for Terrell Owens,3.570,2.870
2,9:32,3,6,STL 26,3,14,Tim Rattay pass incomplete intended for Fred Beasley (defended by Jason Sehorn),2.870,1.760
2,9:28,4,6,STL 26,3,17,Todd Peterson 44 yard field goal good,1.760,3.000
2,,,,SFO 30,3,17,"Todd Peterson kicks off 66 yards, returned by Mike Furrey for 20 yards (tackle by Terry Jackson)",0.000,0.540
2,9:19,1,10,STL 24,3,17,Marc Bulger pass incomplete intended for Isaac Bruce,0.540,0.000
2,9:12,2,10,STL 24,3,17,Arlen Harris right end for 2 yards (tackle by John Keith),0.000,-0.430
2,8:41,3,8,STL 26,3,17,Marc Bulger pass complete to Dane Looker for 18 yards (tackle by Jamie Winborn),-0.430,1.860
2,8:05,1,10,STL 44,3,17,Marc Bulger pass incomplete intended for Torry Holt (defended by Ahmed Plummer),1.860,1.320
2,7:59,2,10,STL 44,3,17,Marc Bulger pass incomplete intended for Torry Holt (defended by Anthony Adams),1.320,0.630
2,7:54,3,10,STL 44,3,17,Marc Bulger pass complete to Arlen Harris for 3 yards (tackle by Mike Rumph),0.630,-0.260
2,7:38,4,7,STL 47,3,17,Sean Landeta punts 43 yards,-0.260,0.380
2,7:27,1,10,SFO 10,3,17,Kevan Barlow right guard for 3 yards (tackle by Grant Wistrom),-0.380,-0.560
2,6:52,2,7,SFO 13,3,17,Tim Rattay pass complete to Fred Beasley for 23 yards (tackle by DeJuan Groce),-0.560,1.330
2,6:18,1,10,SFO 36,3,17,Tim Rattay pass complete to Tai Streets for 18 yards (tackle by DeJuan Groce),1.330,2.520
2,5:41,1,10,STL 46,3,17,Kevan Barlow right guard for 7 yards (tackle by Ryan Pickett and Pisa Tinoisamoa),2.520,2.920
2,4:58,2,3,STL 39,3,17,Tim Rattay pass complete to Terrell Owens for 12 yards (tackle by DeJuan Groce),2.920,3.780
2,4:21,1,10,STL 27,3,23,"Tim Rattay pass complete to Brandon Lloyd for 27 yards, touchdown. Penalty on Rich Coady: Defensive Holding (Declined)",3.780,7.000
2,,,,STL 2,3,24,Todd Peterson kicks extra point good,0.000,0.000
2,,,,SFO 30,3,24,"Todd Peterson kicks off 63 yards, returned by Mike Furrey for 18 yards (tackle by Jimmy Williams). Penalty on Scott Shanle: Offensive Holding, 10 yards",0.000,-0.220
2,4:08,1,10,STL 15,3,24,Arlen Harris right end for 1 yard (tackle by Jamie Winborn and John Keith),-0.220,-0.580
2,3:31,2,9,STL 16,3,24,Marc Bulger pass complete to Torry Holt for 11 yards (tackle by Ahmed Plummer),-0.580,0.740
2,3:01,1,10,STL 27,3,24,Marc Bulger pass complete to Torry Holt for 9 yards (tackle by Derek Smith),0.740,1.410
2,2:24,2,1,STL 36,3,24,Marc Bulger pass complete to Kevin Curtis for 2 yards (tackle by John Keith),1.410,1.470
2,2:00,1,10,STL 38,3,24,Marc Bulger pass incomplete intended for Isaac Bruce is intercepted by Tony Parrish at SFO-39 and returned for 14 yards,1.470,-2.460
2,1:46,1,10,STL 47,3,24,Tim Rattay pass incomplete intended for Garrison Hearst (defended by Bryce Fisher),2.460,1.910
2,1:40,2,10,STL 47,3,24,Garrison Hearst up the middle for 12 yards (tackle by Jason Sehorn),1.910,3.250
2,1:24,,,,3,24,Timeout #1 by San Francisco 49ers,0.000,3.250
2,1:24,1,10,STL 35,3,24,Tim Rattay pass incomplete intended for Terrell Owens,3.250,2.700
2,1:21,2,10,STL 35,3,24,Tim Rattay sacked by Tyoka Jackson for -12 yards,2.700,0.430
2,0:39,3,22,STL 47,3,24,Tim Rattay pass complete to Garrison Hearst for 12 yards (tackle by Robert W. Thomas),0.430,0.970
2,0:02,,,,3,24,Timeout #2 by San Francisco 49ers,0.000,0.970
2,0:02,4,10,STL 35,3,24,Todd Peterson 53 yard field goal no good,0.970,1.730
Quarter,Time,Down,ToGo,Location,STL,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 30,3,24,"Todd Peterson kicks off 47 yards, returned by John St. Clair for 3 yards (tackle by Jamal Robertson)",0.000,0.670
3,14:58,1,10,STL 26,3,24,Arlen Harris up the middle for no gain (tackle by Jeff Ulbrich),0.670,0.130
3,14:21,2,10,STL 26,3,24,"Marc Bulger sacked by Bryant Young for -9 yards. Marc Bulger fumbles (forced by Bryant Young), recovered by Derek Smith at STL-19 and returned for 7 yards (tackle by John St. Clair)",0.130,-4.780
3,14:11,1,10,STL 12,3,24,Garrison Hearst right guard for 4 yards (tackle by Rich Coady),4.780,4.830
3,13:32,2,6,STL 8,3,24,Tim Rattay pass complete to Jed Weaver for 3 yards (tackle by Rich Coady),4.830,4.610
3,12:58,3,3,STL 5,3,30,"Tim Rattay pass complete to Tai Streets for 5 yards, touchdown",4.610,7.000
3,,,,STL 2,3,30,Todd Peterson kicks extra point no good,0.000,-1.000
3,,,,SFO 30,3,30,"Todd Peterson kicks off 71 yards, returned by Mike Furrey for 21 yards (tackle by Terry Jackson)",0.000,0.280
3,12:49,1,10,STL 20,3,30,Marc Bulger pass complete to Arlen Harris for 24 yards (tackle by Jeff Ulbrich),0.280,1.860
3,12:08,1,10,STL 44,3,30,Marc Bulger pass incomplete intended for Torry Holt (defended by Anthony Adams),1.860,1.320
3,12:04,2,10,STL 44,3,30,Marc Bulger pass complete to Torry Holt for 18 yards (tackle by Ahmed Plummer),1.320,3.050
3,11:18,1,10,SFO 38,3,30,Marc Bulger pass complete to Isaac Bruce for 8 yards (tackle by John Keith),3.050,3.590
3,10:30,2,2,SFO 30,3,30,Marc Bulger pass complete to Torry Holt for 9 yards (tackle by Jeff Ulbrich),3.590,4.170
3,9:50,1,10,SFO 21,3,30,Marc Bulger pass complete to Torry Holt for 5 yards (tackle by Ahmed Plummer),4.170,4.370
3,9:07,2,5,SFO 16,3,30,Marc Bulger pass complete to Arlen Harris for 7 yards (tackle by John Keith),4.370,5.140
3,8:39,1,9,SFO 9,3,30,Marc Bulger pass complete to Dane Looker for 4 yards (tackle by Derek Smith),5.140,5.150
3,7:55,2,5,SFO 5,3,30,"Marc Bulger right end for -5 yards (tackle by Mike Rumph). Penalty on Ahmed Plummer: Defensive Holding, 3 yards, Penalty on SFO: Unsportsmanlike Conduct, 1 yards (no play)",5.150,6.970
3,7:37,1,1,SFO 1,3,30,Arlen Harris left end for -4 yards (tackle by Jeff Ulbrich and Jamie Winborn),6.970,5.150
3,7:17,2,5,SFO 5,3,30,Marc Bulger pass incomplete intended for Torry Holt (defended by Tony Parrish),5.150,4.260
3,6:52,3,5,SFO 5,3,30,Marc Bulger pass incomplete intended for Kevin Curtis,4.260,3.010
,,,,,,,"STL challenged the ruling, and the play was upheld.",,
3,6:46,4,5,SFO 5,3,30,Marc Bulger pass incomplete intended for Torry Holt (defended by Julian Peterson),3.010,0.380
3,6:39,1,10,SFO 5,3,30,Kevan Barlow up the middle for 1 yard (tackle by Ryan Pickett),-0.380,-0.710
3,6:05,2,9,SFO 6,3,30,Kevan Barlow right tackle for 7 yards (tackle by Bryce Fisher),-0.710,-0.480
3,5:22,3,2,SFO 13,3,30,Tim Rattay pass complete to Kevan Barlow for 4 yards (tackle by Jerametrius Butler),-0.480,-0.060
3,4:54,1,10,SFO 17,3,30,Tim Rattay pass complete to Jed Weaver for 13 yards (tackle by Pisa Tinoisamoa),-0.060,0.940
3,4:14,1,10,SFO 30,3,30,Kevan Barlow right guard for 11 yards (tackle by Pisa Tinoisamoa),0.940,1.660
3,3:31,1,10,SFO 41,3,30,Garrison Hearst right end for no gain (tackle by Jamie Duncan),1.660,1.120
3,2:49,2,10,SFO 41,3,30,Tim Rattay pass complete to Tai Streets for 3 yards (tackle by Pisa Tinoisamoa),1.120,0.830
3,2:04,3,7,SFO 44,3,30,Tim Rattay pass complete to Cedrick Wilson for 11 yards (tackle by Pisa Tinoisamoa),0.830,2.590
3,1:16,1,10,STL 45,3,30,"Penalty on Jimmy Kennedy: Neutral Zone Infraction, 5 yards (no play)",2.590,3.320
3,0:54,1,5,STL 40,3,30,Tim Rattay pass incomplete intended for Terrell Owens,3.320,2.720
3,0:50,2,5,STL 40,3,30,Kevan Barlow right tackle for 9 yards (tackle by Jerametrius Butler),2.720,3.510
Quarter,Time,Down,ToGo,Location,STL,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,STL 31,3,30,"Penalty on Tai Streets: False Start, 5 yards (no play)",3.510,3.180
4,15:00,1,15,STL 36,3,30,"Tim Rattay pass incomplete intended for Kevan Barlow is intercepted by Pisa Tinoisamoa at STL-27 and returned for 6 yards (tackle by Kyle Kosier). Penalty on Kyle Kosier: Tripping, 10 yards",3.180,-1.800
4,14:52,1,10,STL 43,3,30,"Penalty on Brandon Manumaleuna: False Start, 5 yards (no play)",1.800,1.470
4,14:52,1,15,STL 38,3,30,Marc Bulger pass complete to Torry Holt for 25 yards (tackle by Andrew Williams),1.470,3.120
4,14:10,1,10,SFO 37,3,30,Marc Bulger pass incomplete intended for Arlen Harris (defended by Chidi Ahanotu),3.120,2.570
4,14:04,2,10,SFO 37,3,30,Marc Bulger pass complete to Kevin Curtis for -4 yards (tackle by Chidi Ahanotu),2.570,1.360
4,13:18,3,14,SFO 41,9,30,"Marc Bulger pass complete to Torry Holt for 41 yards, touchdown",1.360,7.000
4,,,,SFO 2,10,30,Jeff Wilkins kicks extra point good,0.000,0.000
4,,,,STL 30,10,30,"Jeff Wilkins kicks off 67 yards, returned by Jimmy Williams for 41 yards (tackle by Jeff Wilkins)",0.000,1.860
4,13:03,1,10,SFO 44,10,30,Garrison Hearst right guard for -2 yards (tackle by Brian Young),1.860,1.050
4,12:23,2,12,SFO 42,10,30,Tim Rattay pass incomplete intended for Garrison Hearst (defended by Grant Wistrom),1.050,0.370
4,12:17,3,12,SFO 42,10,30,Tim Rattay pass incomplete intended for Garrison Hearst (defended by Bryce Fisher),0.370,-0.590
4,12:13,4,12,SFO 42,10,30,"Bill LaFleur punts 36 yards, returned by DeJuan Groce for 8 yards (tackle by Dwaine Carpenter)",-0.590,-0.940
4,12:06,1,10,STL 30,10,30,Marc Bulger sacked by Jamie Winborn for -8 yards,0.940,-0.690
4,11:34,2,18,STL 22,10,30,Marc Bulger pass complete to Spencer Nead for 6 yards (tackle by Mike Rumph),-0.690,-0.560
4,11:05,3,12,STL 28,10,30,Marc Bulger pass incomplete intended for Isaac Bruce,-0.560,-1.500
4,10:59,4,12,STL 28,10,30,"Sean Landeta punts 46 yards, returned by Jimmy Williams for 20 yards (tackle by Chris Massey)",-1.500,-1.990
4,10:47,1,10,SFO 46,10,30,Kevan Barlow right guard for 5 yards (tackle by Rich Coady),1.990,2.130
4,10:05,2,5,STL 49,10,30,Tim Rattay pass complete to Fred Beasley for 4 yards (tackle by Pisa Tinoisamoa),2.130,1.950
4,9:18,3,1,STL 45,10,30,Fred Beasley left guard for 5 yards (tackle by Jamie Duncan),1.950,2.920
4,8:40,1,10,STL 40,10,30,Tim Rattay pass complete to Kevan Barlow for 18 yards (tackle by Jason Sehorn),2.920,4.110
4,7:54,1,10,STL 22,10,30,Kevan Barlow right guard for 9 yards (tackle by Rich Coady),4.110,5.060
4,7:11,2,1,STL 13,10,30,"Garrison Hearst up the middle for no gain (tackle by Bryce Fisher). Garrison Hearst fumbles (forced by Bryce Fisher), recovered by Brian Young at STL-13 (tackle by Derrick Deese)",5.060,0.320
4,7:00,1,10,STL 13,10,30,Marc Bulger sacked by Jeff Ulbrich for -11 yards,-0.320,-1.580
4,6:20,2,21,STL 2,10,30,Marc Bulger pass complete to Isaac Bruce for 41 yards (tackle by Tony Parrish),-1.580,1.800
4,5:46,1,10,STL 43,10,30,Marc Bulger pass complete to Kevin Curtis for 7 yards (tackle by Rashad Holman),1.800,2.200
4,5:19,2,3,SFO 50,10,30,Marc Bulger pass complete to Torry Holt for 37 yards (tackle by Ahmed Plummer),2.200,4.710
4,4:35,1,10,SFO 13,10,30,Marc Bulger pass incomplete intended for Isaac Bruce is intercepted by Mike Rumph at SFO-9 and returned for 2 yards (tackle by Isaac Bruce),4.710,0.370
4,4:27,1,10,SFO 11,10,30,"Garrison Hearst right tackle for 5 yards (tackle by Tyoka Jackson). Penalty on Brian Young: Defensive Holding, 5 yards",-0.370,0.340
4,4:22,1,10,SFO 21,10,30,Garrison Hearst right guard for 6 yards (tackle by Tyoka Jackson and Robert W. Thomas),0.340,0.610
4,4:13,,,,10,30,Timeout #2 by St. Louis Rams,0.000,0.610
4,4:13,2,4,SFO 27,10,30,Garrison Hearst up the middle for no gain (tackle by Rich Coady),0.610,-0.100
4,4:03,,,,10,30,Timeout #3 by St. Louis Rams,0.000,-0.100
4,4:03,3,4,SFO 27,10,30,Garrison Hearst up the middle for 13 yards (tackle by Jerametrius Butler and Jason Sehorn),-0.100,1.600
4,3:19,1,10,SFO 40,10,30,Garrison Hearst left guard for 3 yards (tackle by Robert W. Thomas),1.600,1.460
4,2:34,2,7,SFO 43,10,30,Garrison Hearst up the middle for 3 yards (tackle by Brian Young),1.460,1.160
4,2:00,3,4,SFO 46,10,30,Tim Rattay right end for 6 yards (tackle by Aeneas Williams),1.160,2.390
4,1:13,1,10,STL 48,10,30,Tim Rattay kneels for -1 yards,2.390,1.710
4,0:38,2,11,STL 49,10,30,Tim Rattay kneels for -1 yards,1.710,0.890
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
