Quarter,Time,Down,ToGo,Location,MIA,GNB,Detail,EPB,EPA
1,5:57,2,8,MIA 39,0,0,Brett Favre pass incomplete intended for Donald Driver,2.580,1.880
1,5:51,3,8,MIA 39,0,0,Brett Favre pass incomplete intended for Terry Glenn,1.880,0.660
1,5:45,4,8,MIA 39,0,0,"Josh Bidwell punts 27 yards, fair catch by Dedric Ward",0.660,0.350
1,5:39,1,10,MIA 12,0,0,Ricky Williams left end for 2 yards (tackle by Marques Anderson and Na'il Diggs),-0.350,-0.610
1,5:02,2,8,MIA 14,0,0,Ray Lucas left end for 9 yards (tackle by Tyrone Williams),-0.610,0.480
1,4:19,1,10,MIA 23,0,0,Ray Lucas pass complete to Ricky Williams for 8 yards (tackle by Billy Lyon),0.480,1.010
1,3:34,2,2,MIA 31,0,0,Ricky Williams right tackle for 3 yards (tackle by Nate Wayne and Marques Anderson),1.010,1.200
1,2:54,1,10,MIA 34,0,0,Ray Lucas pass complete to Ricky Williams for 6 yards (tackle by Nate Wayne),1.200,1.470
1,2:24,2,4,MIA 40,0,0,Ray Lucas pass complete to Rob Konrad for 5 yards (tackle by Marques Anderson),1.470,1.930
1,1:52,1,10,MIA 45,0,0,"Ray Lucas right end for 3 yards (tackle by Na'il Diggs). Penalty on Todd Wade: Personal Foul, 15 yards (no play)",1.930,0.940
1,1:27,1,25,MIA 30,0,0,Ricky Williams left guard for 2 yards (tackle by Marques Anderson and Darren Sharper),0.940,-0.370
1,0:46,2,23,MIA 32,0,0,Ray Lucas pass complete to James McKnight for 14 yards (tackle by Mike McKenzie),-0.370,0.830
Quarter,Time,Down,ToGo,Location,MIA,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,9,MIA 46,0,0,"Ray Lucas pass complete to Cris Carter for 11 yards (tackle by Tyrone Williams). Cris Carter fumbles (forced by Tyrone Williams), recovered by Tod McBride at GNB-43 and returned for 5 yards (tackle by Dedric Ward)",0.830,-2.130
2,14:52,1,10,GNB 48,0,0,Brett Favre pass complete to Donald Driver for 27 yards (tackle by Brock Marion and Sam Madison),2.130,3.910
2,14:04,1,10,MIA 25,0,0,Ahman Green left guard for 8 yards (tackle by Adewale Ogunleye and Brock Marion),3.910,4.550
2,13:25,2,2,MIA 17,0,0,Brett Favre sacked by Morlon Greenwood for -1 yards,4.550,3.660
2,12:44,3,3,MIA 18,0,0,"Ahman Green middle for 3 yards (tackle by Zach Thomas and Jason Taylor). Penalty on Frank Winters: Offensive Holding, 10 yards (no play)",3.660,2.280
2,12:23,3,13,MIA 28,0,0,"Penalty on Frank Winters: False Start, 5 yards (no play)",2.280,1.620
2,12:12,3,18,MIA 33,0,0,Brett Favre pass complete to Ahman Green for 18 yards (tackle by Brock Marion),1.620,4.580
2,11:27,1,10,MIA 15,0,0,Ahman Green left guard for 4 yards (tackle by Adewale Ogunleye and Zach Thomas),4.580,4.640
2,10:47,2,6,MIA 11,0,0,Brett Favre pass incomplete intended for Bubba Franks,4.640,3.780
2,10:40,3,6,MIA 11,0,0,"Brett Favre pass incomplete intended for Najeh Davenport. Penalty on Arturo Freeman: Defensive Pass Interference, 10 yards (no play)",3.780,6.970
2,10:36,1,1,MIA 1,0,0,Brett Favre pass incomplete intended for Bubba Franks (defended by Morlon Greenwood),6.970,5.910
2,10:25,2,1,MIA 1,0,6,"Ahman Green right guard for 1 yard, touchdown",5.910,7.000
2,10:25,,,MIA 1,0,7,Ryan Longwell kicks extra point good,0.000,0.000
2,10:25,,,GNB 30,0,7,"Ryan Longwell kicks off 65 yards, returned by Travis Minor for 29 yards (tackle by Tony Carter)",0.000,1.200
2,10:18,1,10,MIA 34,0,7,Ricky Williams right end for no gain (tackle by Vonnie Holliday and Nate Wayne),1.200,0.660
2,9:48,2,10,MIA 34,0,7,Ray Lucas pass complete to Desmond Clark for 16 yards (tackle by Darren Sharper),0.660,2.260
2,9:08,1,10,GNB 50,0,7,Ray Lucas pass incomplete,2.260,1.710
2,9:02,2,10,GNB 50,0,7,Ricky Williams left guard for 2 yards (tackle by Nate Wayne and Vonnie Holliday),1.710,1.290
2,8:19,3,8,GNB 48,0,7,Ray Lucas pass incomplete intended for Randy McMichael,1.290,0.070
2,8:14,4,8,GNB 48,0,7,Mark Royals punts 43 yards,0.070,0.380
2,8:03,1,10,GNB 5,0,7,Ahman Green right tackle for 6 yards (tackle by Tim Bowens and Brock Marion),-0.380,-0.340
2,7:19,2,4,GNB 11,0,7,Ahman Green right end for 3 yards (tackle by Patrick Surtain),-0.340,-0.370
2,6:38,3,1,GNB 14,0,7,Ahman Green right guard for 10 yards (tackle by Brock Marion and Jay Williams),-0.370,0.540
2,5:59,1,10,GNB 24,0,7,Najeh Davenport right tackle for 4 yards (tackle by Tim Bowens and Morlon Greenwood),0.540,0.540
2,5:21,2,6,GNB 28,0,7,Tony Fisher middle for 28 yards (tackle by Patrick Surtain),0.540,2.650
2,4:31,1,10,MIA 44,0,7,"Penalty on Terry Glenn: False Start, 5 yards (no play)",2.650,2.320
2,4:31,1,15,MIA 49,0,7,"Penalty on Bubba Franks: False Start, 5 yards (no play)",2.320,1.990
2,3:54,1,20,GNB 46,0,7,Ahman Green middle for 5 yards (tackle by Patrick Surtain),1.990,1.440
2,3:11,2,15,MIA 49,0,7,Brett Favre pass incomplete intended for Ahman Green,1.440,0.760
2,3:05,2,15,MIA 49,,,Timeout #1 by Green Bay Packers,1.440,0.760
2,3:05,3,15,MIA 49,0,7,Brett Favre sacked by Scott McGarrahan for -13 yards,0.760,-0.850
2,2:47,4,28,GNB 38,0,7,"Josh Bidwell punts 50 yards, fair catch by Dedric Ward",-0.850,0.350
2,2:47,1,10,MIA 12,0,7,"Penalty on Cletidus Hunt: Neutral Zone Infraction, 5 yards (no play)",-0.350,0.280
2,2:47,1,5,MIA 17,0,7,Ray Lucas pass incomplete intended for Ricky Williams,0.280,-0.230
2,2:43,2,5,MIA 17,0,7,Ricky Williams right end for -3 yards (tackle by Cletidus Hunt),-0.230,-1.190
2,2:00,3,8,MIA 14,0,7,Sage Rosenfels pass incomplete intended for Rob Konrad (defended by Kabeer Gbaja-Biamila),-1.190,-2.470
2,1:46,4,8,MIA 14,0,7,"Mark Royals punts 32 yards, returned by Darrien Gordon for 2 yards (tackle by Ed Perry)",-2.470,-2.650
2,1:46,1,10,MIA 44,0,7,Brett Favre pass complete to Terry Glenn for 11 yards (tackle by Zach Thomas and Patrick Surtain),2.650,3.380
2,1:12,1,10,MIA 33,0,7,Brett Favre pass complete to Javon Walker for 3 yards (tackle by Jamar Fletcher),3.380,3.240
2,1:07,2,7,MIA 30,0,7,Brett Favre pass complete to Ahman Green for 7 yards (tackle by Zach Thomas),3.240,4.040
2,0:55,2,7,MIA 30,,,Timeout #2 by Green Bay Packers,3.240,4.040
2,0:55,1,10,MIA 23,0,13,"Brett Favre pass complete to Ahman Green for 23 yards, touchdown",4.040,7.000
2,0:55,,,MIA 23,0,14,Ryan Longwell kicks extra point good,0.000,0.000
2,0:55,,,GNB 30,0,14,"Ryan Longwell kicks off 44 yards, returned by Jed Weaver for 18 yards (tackle by Paris Lenon)",0.000,1.860
2,0:40,1,10,MIA 44,0,14,Robert Edwards left tackle for 3 yards (tackle by Antuan Edwards),1.860,1.720
2,0:32,1,10,MIA 44,,,Timeout #1 by Miami Dolphins,1.860,1.720
2,0:32,2,7,MIA 47,0,14,Sage Rosenfels pass incomplete intended for Randy McMichael,1.720,1.030
2,0:28,3,7,MIA 47,0,14,Sage Rosenfels pass incomplete intended for Chris Chambers,1.030,-0.260
2,0:20,4,7,MIA 47,0,14,Mark Royals punts 40 yards,-0.260,0.320
2,0:06,1,10,GNB 13,0,14,Brett Favre kneels for -1 yards,-0.320,-0.850
Quarter,Time,Down,ToGo,Location,MIA,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,0,14,"Ryan Longwell kicks off 61 yards, returned by Travis Minor for 32 yards (tackle by Marcus Wilkins)",0.000,1.660
3,14:53,1,10,MIA 41,0,14,James McKnight left end for -1 yards (tackle by Darren Sharper and Na'il Diggs),1.660,0.990
3,14:12,2,11,MIA 40,0,14,Ray Lucas pass incomplete intended for Chris Chambers (defended by Darren Sharper),0.990,0.300
3,14:02,3,11,MIA 40,0,14,Ray Lucas sacked for -2 yards. Ray Lucas fumbles,0.300,-0.910
,,,,,,,"GNB challenged the ruling, and the original play was overturned.",,
3,13:50,4,14,MIA 37,0,14,"Mark Royals punts 36 yards, returned by Darrien Gordon for 6 yards (tackle by Derrick Rodgers)",-0.910,-1.140
3,13:50,1,10,GNB 33,0,14,Ahman Green left tackle for 2 yards (tackle by Larry Chester),1.140,0.860
3,13:17,2,8,GNB 35,0,14,Brett Favre pass complete to Ahman Green for 3 yards (tackle by Adewale Ogunleye and Derrick Rodgers),0.860,0.560
3,12:30,3,5,GNB 38,0,14,"Brett Favre pass complete to Donald Driver for 30 yards (tackle by Jay Williams). Penalty on Patrick Surtain: Face Mask (15 Yards), 15 yards",0.560,4.440
3,12:03,1,10,MIA 17,0,14,Brett Favre pass complete to Terry Glenn for 6 yards (tackle by Brock Marion),4.440,4.890
3,11:20,2,4,MIA 11,0,14,Ahman Green left guard for 1 yard (tackle by Adewale Ogunleye and Jason Taylor),4.890,4.340
3,10:36,3,3,MIA 10,0,14,Brett Favre left end for 1 yard (tackle by Adewale Ogunleye),4.340,2.950
3,9:56,4,2,MIA 9,0,17,Ryan Longwell 27 yard field goal good,2.950,3.000
3,9:56,,,GNB 30,0,17,"Ryan Longwell kicks off 64 yards, returned by Travis Minor for 14 yards (tackle by Tony Carter)",0.000,0.280
3,9:47,1,10,MIA 20,0,17,Ricky Williams left end for 13 yards (tackle by Mike McKenzie),0.280,1.140
3,9:16,1,10,MIA 33,0,17,Ray Lucas pass complete to Rob Konrad for 8 yards (tackle by Nate Wayne and Mike McKenzie),1.140,1.670
3,8:45,2,2,MIA 41,0,17,Ricky Williams for 6 yards (tackle by Darren Sharper),1.670,2.060
3,8:19,1,10,MIA 47,0,17,Ricky Williams middle for 1 yard (tackle by Nate Wayne and Marques Anderson),2.060,1.650
3,7:28,2,9,MIA 48,0,17,Ray Lucas pass incomplete intended for Cris Carter is intercepted by Nate Wayne at GNB-38 and returned for 4 yards,1.650,-1.730
3,7:28,1,10,GNB 42,0,17,Ahman Green left tackle for 8 yards (tackle by Derrick Rodgers),1.730,2.270
3,6:49,2,2,MIA 50,0,17,Ahman Green right tackle for -1 yards (tackle by Brock Marion),2.270,1.420
3,6:09,3,3,GNB 49,0,17,Brett Favre pass incomplete intended for Terry Glenn,1.420,-0.130
3,6:06,4,3,GNB 49,0,17,"Josh Bidwell punts 41 yards, fair catch by Dedric Ward",-0.130,0.370
3,5:59,1,10,MIA 11,0,17,Ray Lucas pass complete to Cris Carter for 11 yards (tackle by Tyrone Williams),-0.370,0.410
3,5:19,1,10,MIA 22,0,17,Ray Lucas pass incomplete,0.410,-0.130
3,5:12,2,10,MIA 22,0,17,Ray Lucas pass complete to Ricky Williams for 10 yards (tackle by Hardy Nickerson),-0.130,1.070
3,4:38,1,10,MIA 32,0,17,Ray Lucas pass incomplete intended for James McKnight (defended by Nate Wayne),1.070,0.530
3,4:33,2,10,MIA 32,0,17,Ray Lucas pass complete to Ricky Williams for -1 yards (tackle by Tyrone Williams),0.530,-0.290
3,3:50,3,11,MIA 31,0,17,"Ray Lucas pass incomplete intended for Cris Carter (defended by Tyrone Williams). Penalty on Tyrone Williams: Defensive Pass Interference, 26 yards (no play)",-0.290,2.720
3,3:45,1,10,GNB 43,0,17,Ray Lucas pass complete to Rob Konrad for 8 yards (tackle by Nate Wayne and Kabeer Gbaja-Biamila),2.720,3.260
3,2:55,2,2,GNB 35,0,17,Ray Lucas right end for 4 yards (tackle by Marques Anderson and Mike McKenzie),3.260,3.510
3,2:16,1,10,GNB 31,0,17,Ricky Williams right tackle for 1 yard (tackle by Gilbert Brown and Hardy Nickerson),3.510,3.100
3,1:27,2,9,GNB 30,0,17,Ray Lucas pass complete to Randy McMichael for 6 yards (tackle by Hardy Nickerson),3.100,3.200
3,0:46,3,3,GNB 24,0,17,Ray Lucas middle for 10 yards (tackle by Matt Bowen),3.200,4.650
3,0:04,1,10,GNB 14,0,23,"Ray Lucas pass incomplete intended for Ed Perry is intercepted by Darren Sharper at GNB-11 and returned for 89 yards, touchdown",4.650,-7.000
3,0:00,,,MIA 14,0,24,Ryan Longwell kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,MIA,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,,,,GNB 30,0,24,"Ryan Longwell kicks off 54 yards, returned by Travis Minor for 14 yards (tackle by Tony Fisher). Penalty on Tony Fisher: Face Mask (15 Yards) (Offsetting), Penalty on Scott McGarrahan: Offensive Holding (Offsetting)",0.000,0.940
4,14:54,1,10,MIA 30,0,24,Travis Minor right guard for 4 yards (tackle by Aaron Kampman),0.940,0.930
4,14:19,2,6,MIA 34,0,24,Ray Lucas pass incomplete intended for Rob Konrad,0.930,0.230
4,14:14,3,6,MIA 34,0,24,Ray Lucas pass incomplete intended for Randy McMichael,0.230,-1.110
4,13:59,4,6,MIA 34,0,24,"Mark Royals punts 41 yards, returned by Darrien Gordon for -3 yards (tackle by Robert Baker). Penalty on Antuan Edwards: Illegal Block Above the Waist, 10 yards",-1.110,0.350
4,13:59,1,10,GNB 12,0,24,Brett Favre pass incomplete intended for Terry Glenn,-0.350,-0.780
4,13:53,2,10,GNB 12,0,24,Ahman Green middle for 2 yards (tackle by Zach Thomas),-0.780,-1.190
4,13:05,3,8,GNB 14,0,24,Brett Favre pass complete to Donald Driver for 3 yards (tackle by Shawn Wooden),-1.190,-2.320
4,12:29,4,5,GNB 17,0,24,"Josh Bidwell punts 39 yards, returned by Dedric Ward for 4 yards (tackle by Robert Ferguson)",-2.320,-2.130
4,12:19,1,10,MIA 48,0,24,Ray Lucas pass incomplete intended for Rob Konrad (defended by Nate Wayne),2.130,1.580
4,12:14,2,10,MIA 48,0,24,Ricky Williams left guard for 4 yards (tackle by Gilbert Brown and Marques Anderson),1.580,1.420
4,11:34,3,6,GNB 48,0,24,"Ray Lucas pass incomplete intended for Randy McMichael (defended by Antuan Edwards). Penalty on Kabeer Gbaja-Biamila: Defensive Offside, 5 yards (no play)",1.420,2.080
4,11:30,3,1,GNB 43,0,24,Ricky Williams right end for 3 yards (tackle by Darren Sharper),2.080,2.920
4,10:54,1,10,GNB 40,0,24,Ray Lucas pass complete to Cris Carter for 9 yards (tackle by Mike McKenzie),2.920,3.590
4,10:13,2,1,GNB 31,0,24,Ray Lucas middle for 7 yards (tackle by Nate Wayne and Hardy Nickerson),3.590,3.970
4,9:26,1,10,GNB 24,0,24,Ray Lucas sacked by Cletidus Hunt for -5 yards,3.970,2.760
4,8:55,2,15,GNB 29,0,24,Ray Lucas pass incomplete intended for Chris Chambers,2.760,2.080
4,8:51,3,15,GNB 29,0,24,Ray Lucas left end for 1 yard (tackle by Hardy Nickerson),2.080,1.590
4,8:24,4,14,GNB 28,3,24,Olindo Mare 46 yard field goal good,1.590,3.000
4,8:24,,,MIA 30,3,24,"Olindo Mare kicks off 59 yards, returned by Javon Walker for 23 yards (tackle by Scott Galyon)",0.000,1.200
4,8:15,1,10,GNB 34,3,24,Ahman Green right end for 2 yards (tackle by Patrick Surtain),1.200,0.930
4,7:30,1,10,GNB 34,,,Timeout #1 by Green Bay Packers,1.200,0.930
4,7:30,2,8,GNB 36,3,24,Doug Pederson pass complete to William Henderson for 1 yard (tackle by Zach Thomas),0.930,0.370
4,6:40,3,7,GNB 37,3,24,Doug Pederson sacked by Jason Taylor for -8 yards,0.370,-1.440
4,6:11,4,15,GNB 29,3,24,"Josh Bidwell punts 41 yards, returned by Dedric Ward for 1 yard (tackle by Tod McBride)",-1.440,-1.000
4,6:00,1,10,MIA 31,3,24,Ray Lucas pass complete to Randy McMichael for 6 yards (tackle by Darren Sharper),1.000,1.270
4,5:32,2,4,MIA 37,3,24,Robert Edwards right tackle for 12 yards (tackle by Marques Anderson),1.270,2.190
4,5:09,1,10,MIA 49,3,24,Ray Lucas left tackle for 6 yards (tackle by Kabeer Gbaja-Biamila),2.190,2.460
4,4:41,2,4,GNB 45,3,24,Ray Lucas pass incomplete intended for Randy McMichael (defended by Aaron Kampman),2.460,1.750
4,4:37,3,4,GNB 45,3,24,Ray Lucas pass incomplete intended for Dedric Ward,1.750,0.270
4,4:33,4,4,GNB 45,3,24,Ray Lucas pass incomplete intended for Chris Chambers (defended by Vonnie Holliday),0.270,-1.930
4,4:29,1,10,GNB 45,3,24,Ahman Green left end for no gain (tackle by Jason Taylor and Zach Thomas),1.930,1.380
4,3:42,2,10,GNB 45,3,24,Doug Pederson pass incomplete intended for Ahman Green,1.380,0.700
4,3:38,3,10,GNB 45,3,24,Ahman Green left end for 1 yard (tackle by Adewale Ogunleye),0.700,-0.320
4,3:32,3,10,GNB 45,,,Timeout #1 by Miami Dolphins,0.700,-0.320
4,3:32,4,9,GNB 46,3,24,Josh Bidwell punts 27 yards,-0.320,-0.740
4,3:24,1,10,MIA 27,3,24,Ray Lucas pass complete to Dedric Ward for 10 yards (tackle by Na'il Diggs),0.740,1.400
4,3:01,1,10,MIA 37,3,24,Ray Lucas pass incomplete intended for James McKnight,1.400,0.860
4,2:56,2,10,MIA 37,3,24,Ray Lucas pass complete to Robert Edwards for 13 yards (tackle by Paris Lenon),0.860,2.260
4,2:28,1,10,GNB 50,3,24,Ray Lucas pass complete to Chris Chambers for 13 yards (tackle by Tyrone Williams),2.260,3.120
4,2:23,1,10,GNB 37,3,24,Ray Lucas for 10 yards (tackle by Tyrone Williams),3.120,3.780
4,2:14,1,10,GNB 27,3,24,Ray Lucas pass complete to Dedric Ward for 3 yards (tackle by Mike McKenzie),3.780,3.640
4,2:00,2,7,GNB 24,3,24,Ray Lucas pass complete to Chris Chambers for 12 yards (tackle by Matt Bowen and Tyrone Williams),3.640,4.780
4,1:38,1,10,GNB 12,3,24,Ray Lucas pass complete to Chris Chambers for 11 yards (tackle by Tyrone Williams). Penalty on Aaron Kampman: Roughing the Passer,4.780,6.970
4,1:33,1,10,GNB 12,,,Timeout #2 by Green Bay Packers,4.780,6.970
4,1:33,1,1,GNB 1,9,24,"Ray Lucas middle for 1 yard, touchdown",6.970,7.000
4,1:33,,,GNB 1,10,24,Olindo Mare kicks extra point good,0.000,0.000
4,1:33,,,MIA 30,10,24,"Olindo Mare kicks onside 12 yards. Penalty on Jed Weaver: Offensive Offside (Offsetting), Penalty on Donald Driver: Illegal Bat (Offsetting) (no play)",0.000,0.000
4,1:33,,,MIA 30,10,24,"Olindo Mare kicks onside 12 yards, recovered by Brock Marion (onside kick successful)",0.000,1.730
4,1:26,1,10,MIA 42,10,24,Ray Lucas sacked by Kabeer Gbaja-Biamila for -8 yards,1.730,0.110
4,1:11,1,10,MIA 42,,,Timeout #2 by Miami Dolphins,1.730,0.110
4,1:11,2,18,MIA 34,10,24,Randy McMichael left end for 8 yards (tackle by Antuan Edwards and Marcus Wilkins),0.110,0.500
4,0:46,3,10,MIA 42,10,24,Ray Lucas pass complete to Chris Chambers for 8 yards (tackle by Tyrone Williams),0.500,-0.060
4,0:41,4,2,,10,24,"Penalty on Chris Chambers: False Start, 5 yards (no play)",-0.060,-0.390
4,0:41,4,7,MIA 45,10,24,Ray Lucas pass complete to Chris Chambers for 11 yards (tackle by Marcus Wilkins),-0.390,2.650
4,0:34,4,7,MIA 45,,,Timeout #3 by Miami Dolphins,-0.390,2.650
4,0:34,1,10,GNB 44,10,24,"Ray Lucas for 1 yard. Penalty on Ray Lucas: Illegal Forward Pass, 5 yards",2.650,1.570
4,0:25,2,14,GNB 48,10,24,Ray Lucas sacked by Kabeer Gbaja-Biamila and Rod Walker for -9 yards,1.570,-0.300
4,0:10,3,23,MIA 43,10,24,Ray Lucas sacked by Kabeer Gbaja-Biamila for -10 yards,-0.300,-1.180
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
