Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Keenan Allen,LAC,8,5,34,2,5,34,6.8,0,0.0,9.9,0,,0,0.0,0,111.5
Austin Ekeler,LAC,5,5,45,0,0,-15,-3.0,60,12.0,-3.0,0,,0,0.0,0,104.2
Mike Williams,LAC,7,5,110,0,3,89,17.8,21,4.2,14.4,0,,0,0.0,0,113.7
Jalen Guyton,LAC,4,4,90,1,3,70,17.5,20,5.0,17.5,1,4.0,0,0.0,0,158.3
Jared Cook,LAC,4,3,29,0,2,27,9.0,2,0.7,12.3,0,,0,0.0,0,94.8
Justin Jackson,LAC,2,2,6,0,0,-1,-0.5,7,3.5,-0.5,0,,0,0.0,0,79.2
Donald Parham,LAC,4,2,3,0,,0,0.0,3,1.5,10.3,0,,0,0.0,0,56.2
Josh Palmer,LAC,1,0,0,0,,0,,0,,52.0,0,,0,0.0,1,0.0
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Tee Higgins,CIN,14,9,138,1,7,105,11.7,33,3.7,13.1,0,,1,7.1,0,120.5
Tyler Boyd,CIN,7,5,85,0,3,57,11.4,28,5.6,10.1,0,,0,0.0,0,112.2
Ja'Marr Chase,CIN,8,5,52,0,4,30,6.0,22,4.4,10.1,0,,2,25.0,1,41.7
C.J. Uzomah,CIN,6,3,20,0,,9,3.0,11,3.7,6.2,1,3.0,1,16.7,1,18.1
Samaje Perine,CIN,2,2,5,0,0,1,0.5,4,2.0,0.5,0,,0,0.0,0,79.2
Joe Mixon,CIN,1,0,0,0,0,0,,0,,5.0,0,,0,0.0,0,39.6
