Quarter,Time,Down,ToGo,Location,KAN,DAL,Detail,EPB,EPA
1,1:05,3,11,DAL 10,7,0,Drew Bledsoe pass complete to Keyshawn Johnson for 12 yards (tackle by Sammy Knight),-1.540,0.410
1,0:22,1,10,DAL 22,7,0,Drew Bledsoe pass complete to Lousaka Polite for 9 yards,0.410,1.080
Quarter,Time,Down,ToGo,Location,KAN,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,DAL 31,7,0,Julius Jones left guard for no gain (tackle by Lional Dalton),1.080,0.370
2,14:04,3,1,DAL 31,7,0,Marion Barber right tackle for 28 yards (tackle by Sammy Knight),0.370,2.850
2,13:27,1,10,KAN 41,7,0,"Drew Bledsoe pass incomplete intended for Keyshawn Johnson. Penalty on Marco Rivera: Offensive Holding, 10 yards (no play)",2.850,2.190
2,13:20,1,20,DAL 49,7,0,Julius Jones right tackle for 6 yards (tackle by Sammy Knight),2.190,1.770
2,12:44,2,14,KAN 45,7,0,Drew Bledsoe pass complete to Jason Witten for 16 yards (tackle by Sammy Knight),1.770,3.640
2,12:04,1,10,KAN 29,7,0,Marion Barber right tackle for 5 yards (tackle by Lional Dalton),3.640,3.780
2,11:27,2,5,KAN 24,7,0,Marion Barber left tackle for 2 yards (tackle by Derrick Johnson),3.780,3.340
2,10:42,3,3,KAN 22,7,0,Drew Bledsoe pass complete to Terry Glenn for 6 yards (tackle by Benny Sapp),3.340,4.510
2,10:11,1,10,KAN 16,7,0,"Marion Barber right tackle for 3 yards (tackle by Sammy Knight). Penalty on Jason Witten: Offensive Holding, 10 yards (no play)",4.510,3.840
2,9:34,1,20,KAN 26,7,0,Marion Barber up the middle for 12 yards (tackle by Sammy Knight),3.840,4.210
2,8:49,2,8,KAN 14,7,0,Marion Barber right tackle for -2 yards (tackle by Kawika Mitchell),4.210,3.080
2,8:10,3,10,KAN 16,7,0,Drew Bledsoe pass incomplete intended for Jason Witten,3.080,2.380
2,8:04,4,10,KAN 16,7,3,Billy Cundiff 34 yard field goal good,2.380,3.000
2,,,,DAL 30,7,3,"Billy Cundiff kicks off 65 yards, returned by Dante Hall for 36 yards (tackle by Terrance Copper)",0.000,1.660
2,7:51,1,10,KAN 41,7,3,Trent Green pass complete to Larry Johnson for 12 yards (tackle by Roy Williams),1.660,2.460
2,7:21,1,10,DAL 47,7,3,Larry Johnson right end for 2 yards (tackle by Keith Davis),2.460,2.180
2,6:40,2,8,DAL 45,7,3,Trent Green pass complete to Tony Gonzalez for 39 yards (tackle by Terence Newman),2.180,5.830
2,6:00,1,6,DAL 6,7,3,Larry Johnson right end for 5 yards (tackle by Scott Shanle),5.830,5.910
2,5:24,2,1,DAL 1,13,3,"Larry Johnson left tackle for 1 yard, touchdown",5.910,7.000
2,,,,DAL 2,14,3,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,KAN 30,14,3,"Lawrence Tynes kicks off 70 yards, returned by Tyson Thompson for 26 yards (tackle by Chris Horn)",0.000,0.670
2,5:13,1,10,DAL 26,14,3,"Drew Bledsoe pass complete to Marion Barber for 16 yards (tackle by Eric Warfield and Carlos Hall). Penalty on Andre Gurode: Illegal Block Above the , 10 yards (no play)",0.670,-0.300
2,4:45,1,20,DAL 16,14,3,Drew Bledsoe pass complete to Jason Witten for 13 yards (tackle by Benny Sapp),-0.300,0.540
2,4:05,2,7,DAL 29,14,9,"Drew Bledsoe pass complete to Terry Glenn for 71 yards, touchdown",0.540,7.000
2,,,,KAN 2,14,10,Billy Cundiff kicks extra point good,0.000,0.000
2,,,,DAL 30,14,10,"Billy Cundiff kicks off 68 yards, returned by Dante Hall for 12 yards (tackle by Terrance Copper)",0.000,-0.280
2,3:47,1,10,KAN 14,14,10,Trent Green pass complete to Tony Gonzalez for 21 yards (tackle by Willie Pile and Bradie James),-0.280,1.270
2,3:09,1,10,KAN 35,14,10,Trent Green pass complete to Larry Johnson for 5 yards (tackle by Bradie James),1.270,1.400
2,2:28,2,5,KAN 40,14,10,Larry Johnson left tackle for 1 yard (tackle by Scott Shanle),1.400,0.830
2,2:00,3,4,KAN 41,14,10,Trent Green pass complete to Tony Gonzalez for 6 yards (tackle by Roy Williams),0.830,2.060
2,1:53,,,,14,10,Timeout #1 by Kansas City Chiefs,0.000,2.060
2,1:53,1,10,KAN 47,14,10,Trent Green pass complete to Eddie Kennison for 13 yards,2.060,2.920
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,1:48,1,10,DAL 40,14,10,Trent Green pass complete to Samie Parker for 17 yards (tackle by Anthony Henry),2.920,4.040
2,1:30,1,10,DAL 23,14,10,"Penalty on La'Roi Glover: Defensive Offside, 5 yards (no play)",4.040,4.860
2,1:28,1,5,DAL 18,14,10,Larry Johnson up the middle for 9 yards (tackle by Roy Williams),4.860,5.140
2,1:21,,,,14,10,Timeout #2 by Kansas City Chiefs,0.000,5.140
2,1:21,1,9,DAL 9,14,10,Trent Green pass incomplete intended for Larry Johnson (defended by Scott Shanle),5.140,4.380
2,1:16,2,9,DAL 9,14,10,"Trent Green sacked by Scott Fujita for -9 yards. Trent Green fumbles (forced by Scott Fujita), recovered by Marcus Spears at DAL-15 and returned for 59 yards (tackle by Will Shields)",4.380,-3.840
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,1:02,1,10,KAN 26,14,10,Drew Bledsoe pass complete to Jason Witten for 5 yards (tackle by Jimmy Wilkerson),3.840,3.970
2,0:55,,,,14,10,Timeout #1 by Dallas Cowboys,0.000,3.970
2,0:55,2,5,KAN 21,14,10,Drew Bledsoe sacked by John Browning for -5 yards,3.970,2.610
2,0:45,,,,14,10,Timeout #2 by Dallas Cowboys,0.000,2.610
2,0:45,3,10,KAN 26,14,16,"Drew Bledsoe pass complete to Jason Witten for 26 yards, touchdown",2.610,7.000
2,,,,KAN 2,14,17,Billy Cundiff kicks extra point good,0.000,0.000
2,,,,DAL 30,14,17,"Billy Cundiff kicks off 66 yards, returned by Dante Hall for 14 yards (tackle by Kevin Burnett)",0.000,0.040
2,0:35,1,10,KAN 18,14,17,Trent Green pass incomplete intended for Larry Johnson,0.040,-0.490
2,0:28,2,10,KAN 18,14,17,"Trent Green pass complete to Eddie Kennison for 29 yards (tackle by Terence Newman). Penalty on Willie Roaf: Offensive Holding, 9 yards (no play)",-0.490,-1.440
2,0:19,2,19,KAN 9,14,17,Larry Johnson up the middle for 6 yards (tackle by Terence Newman),-1.440,-1.660
2,0:12,,,,14,17,Timeout #3 by Kansas City Chiefs,0.000,-1.660
2,0:12,3,13,KAN 15,14,17,Larry Johnson left end for 7 yards (tackle by Scott Shanle),-1.660,-1.900
2,0:06,,,,14,17,Timeout #3 by Dallas Cowboys,0.000,-1.900
2,0:06,4,6,KAN 22,14,17,Dustin Colquitt punts 42 yards,-1.900,0.410
Quarter,Time,Down,ToGo,Location,KAN,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 30,14,17,"Lawrence Tynes kicks off 65 yards, returned by Tyson Thompson for 28 yards (tackle by Kris Wilson)",0.000,1.140
3,14:54,1,10,DAL 33,14,17,Drew Bledsoe pass incomplete intended for Terry Glenn (defended by Patrick Surtain),1.140,0.590
3,14:47,2,10,DAL 33,14,17,Julius Jones right tackle for 4 yards (tackle by Kawika Mitchell),0.590,0.430
3,14:12,3,6,DAL 37,14,17,Drew Bledsoe sacked by Jared Allen for -1 yards,0.430,-0.980
3,13:43,4,7,DAL 36,14,17,Mat McBriar punts 52 yards,-0.980,0.350
3,13:27,1,10,KAN 12,14,17,Larry Johnson right end for 1 yard (tackle by Terence Newman),-0.350,-0.700
3,12:46,2,9,KAN 13,14,17,Trent Green pass complete to Tony Gonzalez for 16 yards (tackle by Bradie James),-0.700,0.870
3,12:08,1,10,KAN 29,14,17,Trent Green pass incomplete intended for Eddie Kennison,0.870,0.330
3,11:59,2,10,KAN 29,14,17,Larry Johnson up the middle for 8 yards (tackle by Bradie James and Scott Fujita),0.330,0.700
3,11:20,3,2,KAN 37,14,17,Trent Green pass complete to Dante Hall for 8 yards (tackle by Roy Williams),0.700,1.930
3,10:44,1,10,KAN 45,14,17,Larry Johnson left tackle for 26 yards (tackle by Terence Newman),1.930,3.640
3,10:16,1,10,DAL 29,14,17,Dee Brown right tackle for 3 yards (tackle by Scott Fujita),3.640,3.510
3,9:31,2,7,DAL 26,14,17,Trent Green pass complete to Tony Richardson for 5 yards (tackle by Scott Shanle),3.510,3.470
3,8:46,3,2,DAL 21,20,17,"Larry Johnson left tackle for 21 yards, touchdown",3.470,7.000
3,,,,DAL 2,21,17,Lawrence Tynes kicks extra point good,0.000,0.000
3,,,,KAN 30,21,17,"Lawrence Tynes kicks off 66 yards, returned by Tyson Thompson for 27 yards (tackle by Rich Scanlon)",0.000,1.000
3,8:32,1,10,DAL 31,21,17,Julius Jones left tackle for 1 yard (tackle by Ryan Sims),1.000,0.600
3,7:52,2,9,DAL 32,21,17,Julius Jones up the middle for 6 yards (tackle by Kawika Mitchell),0.600,0.700
3,7:12,3,3,DAL 38,21,17,Drew Bledsoe pass incomplete intended for Jason Witten,0.700,-0.850
3,7:07,4,3,DAL 38,21,17,"Mat McBriar punts 51 yards, returned by Dante Hall for -5 yards (tackle by Jacques Reeves)",-0.850,0.380
3,6:56,1,10,KAN 6,21,17,Larry Johnson left end for no gain (tackle by Kevin Burnett),-0.380,-0.780
3,6:16,2,10,KAN 6,21,17,Trent Green sacked by Kevin Burnett for -2 yards,-0.780,-1.650
3,5:36,3,12,KAN 4,21,17,Trent Green pass complete to Samie Parker for 24 yards (tackle by Scott Shanle),-1.650,0.810
3,4:50,1,10,KAN 28,21,17,Eddie Kennison left end for 15 yards (tackle by Keith Davis and Greg Ellis),0.810,1.800
3,4:03,1,10,KAN 43,21,17,Larry Johnson right end for 3 yards (tackle by Scott Fujita and Kenyon Coleman),1.800,1.660
3,3:16,,,,21,17,Timeout #1 by Kansas City Chiefs,0.000,1.660
3,3:16,2,7,KAN 46,21,17,Trent Green pass incomplete,1.660,0.960
3,3:08,3,7,KAN 46,21,17,Trent Green pass incomplete intended for Tony Gonzalez,0.960,-0.320
3,3:05,4,7,KAN 46,21,17,"Dustin Colquitt punts 38 yards, fair catch by Patrick Crayton",-0.320,0.140
3,2:57,1,10,DAL 16,21,17,Drew Bledsoe pass incomplete intended for Keyshawn Johnson,-0.140,-0.660
3,2:53,2,10,DAL 16,21,17,Julius Jones left tackle for 3 yards (tackle by Jared Allen),-0.660,-0.950
3,2:14,3,7,DAL 19,21,17,Drew Bledsoe pass complete to Terry Glenn for 24 yards (tackle by Sammy Knight),-0.950,1.800
3,1:28,1,10,DAL 43,21,17,Drew Bledsoe pass complete to Jason Witten for 12 yards,1.800,2.590
3,0:51,1,10,KAN 45,21,17,Julius Jones up the middle for 2 yards (tackle by Derrick Johnson),2.590,2.310
3,0:11,2,8,KAN 43,21,17,Drew Bledsoe pass complete to Keyshawn Johnson for 16 yards (tackle by Greg Wesley),2.310,3.780
Quarter,Time,Down,ToGo,Location,KAN,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,KAN 27,21,17,Drew Bledsoe pass complete to Lousaka Polite for 9 yards (tackle by Eric Warfield),3.780,4.530
4,14:34,2,1,KAN 18,21,17,Julius Jones left guard for 3 yards (tackle by Kendrell Bell),4.530,4.580
4,13:54,1,10,KAN 15,21,17,Drew Bledsoe pass incomplete intended for Dan Campbell,4.580,3.950
4,13:50,2,10,KAN 15,21,17,Drew Bledsoe pass complete to Jason Witten for 9 yards (tackle by Kawika Mitchell),3.950,4.900
4,13:13,3,1,KAN 6,21,23,"Terry Glenn left end for 6 yards, touchdown",4.900,7.000
4,,,,KAN 2,21,24,Billy Cundiff kicks extra point good,0.000,0.000
4,,,,DAL 30,21,24,"Billy Cundiff kicks off 68 yards, returned by Dante Hall for 25 yards (tackle by Lynn Scott)",0.000,0.740
4,13:01,1,10,KAN 27,21,24,"Penalty on Willie Roaf: False Start, 5 yards (no play)",0.740,0.410
4,13:01,1,15,KAN 22,21,24,Larry Johnson left tackle for 4 yards (tackle by Marcus Spears),0.410,0.060
4,12:26,2,11,KAN 26,21,24,Trent Green pass incomplete,0.060,-0.620
4,12:18,3,11,KAN 26,21,24,Trent Green pass incomplete intended for Samie Parker,-0.620,-1.630
4,12:16,4,11,KAN 26,21,24,"Dustin Colquitt punts 44 yards, fair catch by Patrick Crayton",-1.630,-0.940
4,12:08,1,10,DAL 30,21,24,"Drew Bledsoe sacked by Jared Allen for -6 yards. Drew Bledsoe fumbles (forced by Jared Allen), recovered by Marion Barber at DAL-27",0.940,-0.010
4,11:24,2,13,DAL 27,21,24,Marion Barber left tackle for 7 yards (tackle by Sammy Knight),-0.010,0.230
4,10:45,3,6,DAL 34,21,24,Drew Bledsoe pass complete to Terry Glenn for 13 yards (tackle by Sammy Knight). Penalty on Dexter McCleon: Defensive Holding (Declined),0.230,2.060
4,10:16,1,10,DAL 47,21,24,Marion Barber up the middle for 2 yards (tackle by Jared Allen),2.060,1.790
4,9:35,2,8,DAL 49,21,24,Drew Bledsoe pass complete to Terry Glenn for 15 yards (tackle by Patrick Surtain),1.790,3.180
4,9:01,1,10,KAN 36,21,24,Marion Barber left tackle for 1 yard (tackle by Kawika Mitchell and Eric Warfield),3.180,2.770
4,8:18,2,9,KAN 35,21,24,Drew Bledsoe pass incomplete,2.770,2.080
4,8:11,3,9,KAN 35,21,24,Drew Bledsoe pass incomplete intended for Terry Glenn,2.080,0.970
4,8:06,4,9,KAN 35,21,24,"Billy Cundiff punts 35 yards, touchback",0.970,-0.280
4,8:01,1,10,KAN 20,21,24,Larry Johnson right end for 2 yards (tackle by Scott Fujita),0.280,0.000
4,7:17,2,8,KAN 22,21,24,Larry Johnson left tackle for 3 yards (tackle by Chris Canty and Scott Shanle),0.000,-0.300
4,6:35,3,5,KAN 25,21,24,Trent Green pass complete to Eddie Kennison for 10 yards (tackle by Anthony Henry),-0.300,1.270
4,6:08,1,10,KAN 35,21,24,Larry Johnson left tackle for 6 yards (tackle by DeMarcus Ware),1.270,1.530
4,5:31,2,4,KAN 41,21,24,Larry Johnson left end for no gain (tackle by DeMarcus Ware),1.530,0.830
4,4:46,3,4,KAN 41,21,24,Trent Green pass complete to Samie Parker for 12 yards,0.830,2.460
4,4:04,1,10,DAL 47,27,24,"Trent Green pass complete to Eddie Kennison for 47 yards, touchdown",2.460,7.000
4,,,,DAL 2,28,24,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,KAN 30,28,24,"Lawrence Tynes kicks off 60 yards, returned by Tyson Thompson for 22 yards (tackle by Boomer Grigsby)",0.000,1.070
4,3:50,1,10,DAL 32,28,24,Marion Barber up the middle for 2 yards (tackle by Ryan Sims),1.070,0.800
4,3:15,2,8,DAL 34,28,24,Drew Bledsoe pass incomplete,0.800,0.100
4,3:11,3,8,DAL 34,28,24,Drew Bledsoe pass complete to Marion Barber for 11 yards (tackle by Benny Sapp),0.100,1.930
4,2:37,1,10,DAL 45,28,24,Drew Bledsoe pass complete to Terry Glenn for 9 yards,1.930,2.600
4,2:31,2,1,KAN 46,28,24,Marion Barber right guard for 8 yards (tackle by Patrick Surtain and Derrick Johnson),2.600,3.050
4,2:02,1,10,KAN 38,28,24,Drew Bledsoe pass incomplete intended for Terry Glenn,3.050,2.510
4,1:55,2,10,KAN 38,28,24,Marion Barber up the middle for 4 yards (tackle by John Browning),2.510,2.340
4,1:24,3,6,KAN 34,28,24,Drew Bledsoe pass complete to Keyshawn Johnson for 7 yards (tackle by Kendrell Bell),2.340,3.780
4,1:13,,,,28,24,Timeout #1 by Dallas Cowboys,0.000,3.780
4,1:13,1,10,KAN 27,28,24,Drew Bledsoe pass complete to Marion Barber for 21 yards,3.780,5.830
4,1:04,1,6,KAN 6,28,24,Marion Barber left end for -1 yards (tackle by Eric Warfield),5.830,4.760
4,0:58,2,7,KAN 7,28,24,Marion Barber up the middle for 1 yard (tackle by Jared Allen),4.760,4.040
4,0:54,,,,28,24,Timeout #2 by Dallas Cowboys,0.000,4.040
4,0:54,3,6,KAN 6,28,24,Drew Bledsoe pass incomplete intended for Keyshawn Johnson (defended by Patrick Surtain),4.040,2.990
4,0:46,4,6,KAN 6,28,24,"Drew Bledsoe pass incomplete intended for Jason Witten (defended by Greg Wesley). Penalty on Derrick Johnson: Defensive Holding, 3 yards (no play)",2.990,6.510
4,0:42,1,3,KAN 3,28,24,Julius Jones up the middle for 2 yards (tackle by Jimmy Wilkerson),6.510,5.910
4,0:26,,,,28,24,Timeout #2 by Kansas City Chiefs,0.000,5.910
4,0:26,2,1,KAN 1,28,30,"Drew Bledsoe pass complete to Dan Campbell for 1 yard, touchdown",5.910,7.000
4,,,,KAN 2,28,31,Billy Cundiff kicks extra point good,0.000,0.000
4,,,,DAL 30,28,31,"Billy Cundiff kicks off 71 yards, returned by Dante Hall for 29 yards (tackle by Willie Pile)",0.000,0.810
4,0:16,,,,28,31,Timeout #3 by Dallas Cowboys,0.000,0.810
4,0:16,1,10,KAN 28,28,31,Trent Green pass complete to Samie Parker for 14 yards,0.810,1.730
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,0:10,1,10,KAN 42,28,31,Trent Green pass complete to Dante Hall for 34 yards (tackle by Roy Williams),1.730,3.970
4,0:02,,,,28,31,Timeout #3 by Kansas City Chiefs,0.000,3.970
4,0:01,1,10,DAL 24,28,31,Lawrence Tynes 41 yard field goal no good,3.970,1.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
