#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,TEN 36,11,5:16,55,Field Goal
2,1,9:35,TEN 23,3,2:40,-2,Punt
3,1,1:48,TEN 35,8,3:57,50,Field Goal
4,2,9:42,TEN 5,16,9:13,85,Interception
5,3,13:46,LAC 42,7,4:03,42,Touchdown
6,3,5:38,TEN 19,3,1:42,5,Punt
7,4,12:29,TEN 33,9,4:08,34,Missed FG
8,4,4:55,TEN 11,13,4:24,89,Touchdown
