Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Damien Harris,NWE,11,50,0,3,37,3.4,13,1.2,0,
Sony Michel,NWE,7,22,0,1,15,2.1,7,1.0,0,
Cam Newton,NWE,7,16,0,1,15,2.1,1,0.1,0,
James White,NWE,3,16,0,,14,4.7,2,0.7,0,
Jarrett Stidham,NWE,1,3,0,1,3,3.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Cam Akers,LAR,29,171,0,8,112,3.9,59,2.0,1,29.0
Jared Goff,LAR,4,11,1,2,10,2.5,1,0.3,0,
Darrell Henderson,LAR,2,5,0,,5,2.5,0,0.0,0,
Robert Woods,LAR,1,-1,0,0,-1,-1.0,0,0.0,0,
