Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Damiere Byrd,NWE,8,5,48,0,1,26,5.2,22,4.4,5.0,0,,2,25.0,0,79.2
Jakobi Meyers,NWE,5,4,47,0,1,31,7.8,16,4.0,6.2,0,,0,0.0,0,105.8
N'Keal Harry,NWE,4,3,49,0,2,48,16.0,1,0.3,19.8,0,,0,0.0,0,115.6
Damien Harris,NWE,2,1,0,0,0,-5,-5.0,5,5.0,-3.5,0,,0,0.0,1,16.7
James White,NWE,2,1,2,0,,-4,-4.0,6,6.0,-1.0,0,,0,0.0,0,56.2
Devin Asiasi,NWE,1,0,0,0,,0,,0,,7.0,0,,0,0.0,0,39.6
Sony Michel,NWE,1,0,0,0,0,0,,0,,-6.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Cooper Kupp,LAR,5,5,33,1,2,30,6.0,3,0.6,6.0,0,,0,0.0,0,133.7
Robert Woods,LAR,8,5,32,0,2,15,3.0,17,3.4,4.8,0,,1,12.5,1,31.2
Cam Akers,LAR,3,2,23,0,0,2,1.0,21,10.5,0.7,0,,0,0.0,0,89.6
Tyler Higbee,LAR,2,2,34,0,2,12,6.0,22,11.0,6.0,1,2.0,0,0.0,0,118.7
Gerald Everett,LAR,3,1,9,0,,4,4.0,5,5.0,5.0,0,,0,0.0,0,42.4
Josh Reynolds,LAR,2,1,6,0,,0,0.0,6,6.0,7.0,0,,1,50.0,0,56.2
Malcolm Brown,LAR,1,0,0,0,,0,,0,,3.0,0,,1,100.0,0,39.6
