0,1
Officials,Officials
Referee,Bill Vinovich
Umpire,Barry Anderson
Down Judge,Kent Payne
Line Judge,Jeff Seeman
Back Judge,Gregory Steed
Side Judge,Eugene Hall
Field Judge,Anthony Jeffries
