Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
La'Mical Perine,KAN,21,76,0,3,33,1.6,43,2.0,1,21.0
Blaine Gabbert,KAN,5,46,0,2,23,4.6,23,4.6,0,
Clyde Edwards-Helaire,KAN,2,1,0,1,-1,-0.5,2,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Easton Stick,LAC,13,77,0,5,62,4.8,15,1.2,1,13.0
Austin Ekeler,LAC,10,11,0,1,-2,-0.2,13,1.3,0,
Derius Davis,LAC,3,17,0,2,11,3.7,6,2.0,0,
Joshua Kelley,LAC,2,1,0,,-2,-1.0,3,1.5,0,
Quentin Johnston,LAC,1,6,0,,4,4.0,2,2.0,0,
Josh Palmer,LAC,1,6,0,0,1,1.0,5,5.0,1,1.0
