Quarter,Time,Down,ToGo,Location,KAN,LAC,Detail,EPB,EPA
1,0:35,4,17,KAN 39,7,0,"Tommy Townsend punts 61 yards, touchback.",-0.780,-0.280
1,0:24,1,10,LAC 20,7,0,Josh Palmer left end for 6 yards (tackle by Cam Jones),0.280,0.540
Quarter,Time,Down,ToGo,Location,KAN,LAC,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,4,LAC 26,7,0,Austin Ekeler up the middle for no gain (tackle by Cam Jones and Deon Bush),0.540,-0.160
2,14:25,3,4,LAC 26,7,0,Easton Stick pass incomplete deep right,-0.160,-1.630
2,14:16,4,4,LAC 26,7,0,"JK Scott punts 46 yards, fair catch by Richie James at KC-28",-1.630,-0.810
2,14:08,1,10,KAN 28,7,0,Blaine Gabbert pass incomplete deep right intended for Justyn Ross,0.810,0.260
2,14:03,2,10,KAN 28,7,0,La'Mical Perine left guard for 3 yards (tackle by Morgan Fox and Tuli Tuipulotu),0.260,-0.030
2,13:25,3,7,KAN 31,7,0,Blaine Gabbert pass complete short middle to Mecole Hardman for 10 yards (tackle by Ja'Sir Taylor and Jaylinn Hawkins),-0.030,1.660
2,12:52,1,10,KAN 41,7,0,"La'Mical Perine right end for 1 yard (tackle by Scott Matlock). Penalty on Wanya Morris: Offensive Holding, 10 yards (accepted)",1.660,1.070
2,12:37,1,19,KAN 32,7,0,Blaine Gabbert pass complete short left to Richie James for 4 yards (tackle by Derwin James),1.070,0.450
2,12:00,2,15,KAN 36,7,0,Blaine Gabbert pass complete short left to La'Mical Perine for no gain (tackle by Derwin James),0.450,-0.230
2,11:17,3,15,KAN 36,7,0,Blaine Gabbert pass complete short right to Clyde Edwards-Helaire for 9 yards (tackle by Eric Kendricks),-0.230,-0.390
2,10:42,4,6,KAN 45,7,0,"Tommy Townsend punts 55 yards, touchback.",-0.390,-0.280
2,10:31,1,10,LAC 20,7,0,Easton Stick pass incomplete short left intended for Josh Palmer,0.280,-0.270
2,10:28,2,10,LAC 20,7,0,Easton Stick pass complete short left to Austin Ekeler for 1 yard (tackle by Cam Jones),-0.270,-0.820
2,9:50,3,9,LAC 21,7,0,Easton Stick pass incomplete short middle,-0.820,-1.960
2,9:45,4,9,LAC 21,7,0,"JK Scott punts 49 yards, fair catch by Richie James at KC-30",-1.960,-0.940
2,9:38,1,10,KAN 30,7,0,Blaine Gabbert pass complete short right to Blake Bell for 3 yards (tackle by Ja'Sir Taylor),0.940,0.800
2,9:01,2,7,KAN 33,7,0,Blaine Gabbert pass complete short left to Mecole Hardman for 6 yards (tackle by Asante Samuel),0.800,0.890
2,8:27,3,1,KAN 39,7,0,Clyde Edwards-Helaire up the middle for 6 yards (tackle by Christopher Hinton),0.890,1.930
2,7:49,1,10,KAN 45,7,0,Blaine Gabbert pass incomplete deep left intended for Justyn Ross,1.930,1.380
2,7:44,2,10,KAN 45,7,0,La'Mical Perine up the middle for 5 yards (tackle by Khalil Mack and Scott Matlock),1.380,1.360
2,7:01,3,5,KAN 50,7,0,Blaine Gabbert pass incomplete short right intended for Noah Gray,1.360,-0.060
2,6:57,4,5,KAN 50,7,0,La'Mical Perine right end for 9 yards (tackle by Nick Niemann),-0.060,2.850
2,6:19,1,10,LAC 41,7,0,Blaine Gabbert pass complete deep right to Mecole Hardman for 37 yards (tackle by Alohi Gilman),2.850,6.280
2,5:26,1,4,LAC 4,7,0,La'Mical Perine left guard for 3 yards (tackle by Derwin James),6.280,5.910
2,4:52,2,1,LAC 1,7,0,La'Mical Perine up the middle for -3 yards (tackle by Khalil Mack and Scott Matlock),5.910,4.490
2,4:13,3,4,LAC 4,7,0,Blaine Gabbert pass incomplete short right intended for Clyde Edwards-Helaire,4.490,3.030
2,4:07,4,4,LAC 4,10,0,Harrison Butker 22 yard field goal good,3.030,3.000
2,4:03,,,KAN 35,10,0,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,4:03,1,10,LAC 25,10,0,Easton Stick pass complete short right to Josh Palmer for 3 yards (tackle by Chamarri Conner),0.610,0.470
2,3:40,2,7,LAC 28,10,0,"Easton Stick pass incomplete deep right intended for Quentin Johnston. Penalty on Jaylen Watson: Defensive Pass Interference, 33 yards (accepted) (no play)",0.470,2.980
2,3:35,1,10,KAN 39,10,0,Easton Stick pass incomplete short right intended for Donald Parham,2.980,2.440
2,3:31,2,10,KAN 39,10,0,Easton Stick pass incomplete deep right intended for Stone Smartt,2.440,1.750
2,3:26,3,10,KAN 39,10,0,Easton Stick pass complete short left to Stone Smartt for 8 yards (tackle by Cam Jones),1.750,1.400
2,2:48,4,2,KAN 31,10,3,Cameron Dicker 49 yard field goal good,1.400,3.000
2,2:43,,,LAC 35,10,3,"Cameron Dicker kicks off 62 yards, returned by Richie James for 23 yards (tackle by Blake Lynch)",0.000,0.670
2,2:38,1,10,KAN 26,10,3,La'Mical Perine left end for 2 yards (tackle by Tuli Tuipulotu and Nick Niemann),0.670,0.400
2,2:00,2,8,KAN 28,10,3,Blaine Gabbert pass complete short left to Justyn Ross for 7 yards (tackle by Derwin James),0.400,0.630
2,1:55,3,1,KAN 35,10,3,Blaine Gabbert pass complete short middle to Mecole Hardman for 14 yards (tackle by Asante Samuel),0.630,2.190
2,1:45,1,10,KAN 49,10,3,Blaine Gabbert pass incomplete short left intended for La'Mical Perine,2.190,1.650
2,1:40,,,,,,Timeout #1 by Kansas City Chiefs,,
2,1:40,2,10,KAN 49,10,3,Blaine Gabbert pass incomplete short left intended for Noah Gray (defended by Eric Kendricks),1.650,0.960
2,1:36,3,10,KAN 49,10,3,Blaine Gabbert pass deep right intended for Mecole Hardman is intercepted by Alohi Gilman at LAC-12 and returned for no gain (tackle by Richie James),0.960,0.350
2,1:24,1,10,LAC 12,10,3,Easton Stick pass complete short right to Josh Palmer for 12 yards (tackle by Jaylen Watson),-0.350,0.540
2,1:18,1,10,LAC 24,10,3,Easton Stick pass incomplete short right intended for Alex Erickson (defended by Jaylen Watson),0.540,0.000
2,1:14,2,10,LAC 24,10,3,Easton Stick pass complete short left to Austin Ekeler for 5 yards (tackle by Jack Cochrane),0.000,-0.030
2,0:55,3,5,LAC 29,10,3,"Easton Stick pass incomplete deep left intended for Quentin Johnston. Penalty on Joshua Williams: Defensive Pass Interference, 14 yards (accepted) (no play)",-0.030,1.800
2,0:48,1,10,LAC 43,10,3,Easton Stick scrambles left end for 13 yards (tackle by Cam Jones),1.800,2.650
2,0:40,,,,,,Timeout #1 by Los Angeles Chargers,,
2,0:40,1,10,KAN 44,10,3,Easton Stick pass complete short right to Alex Erickson for 4 yards (tackle by Jaylen Watson),2.650,2.650
2,0:35,,,,,,Timeout #2 by Los Angeles Chargers,,
2,0:35,2,6,KAN 40,10,3,Easton Stick pass complete short right to Quentin Johnston for 4 yards (tackle by Chamarri Conner),2.650,2.480
2,0:17,3,2,KAN 36,10,3,Easton Stick pass complete short left to Donald Parham for 14 yards (tackle by Cam Jones),2.480,4.110
2,0:08,1,10,KAN 22,10,3,Easton Stick pass incomplete deep left intended for Keelan Doss (defended by Joshua Williams),4.110,3.560
2,0:04,2,10,KAN 22,10,6,Cameron Dicker 40 yard field goal good,3.560,3.000
Quarter,Time,Down,ToGo,Location,KAN,LAC,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,10,6,"Harrison Butker kicks off 66 yards, returned by Derius Davis for 46 yards (tackle by Chamarri Conner)",0.000,1.930
3,14:51,1,10,LAC 45,10,6,Austin Ekeler left end for 6 yards (tackle by Jack Cochrane),1.930,2.190
3,14:23,2,4,KAN 49,10,6,Easton Stick right end for 1 yard (tackle by Leo Chenal),2.190,1.620
3,13:58,3,3,KAN 48,10,6,"Austin Ekeler right end for -8 yards. Austin Ekeler fumbles (forced by Malik Herring), recovered by Alex Erickson at LAC-43 (tackle by Malik Herring)",1.620,-0.520
3,13:18,4,12,LAC 43,10,6,"JK Scott punts 40 yards, returned by Richie James for no gain. Richie James fumbles (forced by Deane Leonard), recovered by Richie James at KC-17 (tackle by Nick Niemann)",-0.520,0.060
3,13:07,1,10,KAN 17,10,6,Blaine Gabbert scrambles up the middle for 3 yards (tackle by Otito Ogbonnia),-0.060,-0.060
3,12:29,2,7,KAN 20,10,6,Blaine Gabbert pass complete short right to La'Mical Perine for 25 yards (tackle by Eric Kendricks),-0.060,1.930
3,11:48,1,10,KAN 45,10,6,Blaine Gabbert pass incomplete deep left intended for Mecole Hardman,1.930,1.380
3,11:39,2,10,KAN 45,10,6,Clyde Edwards-Helaire right end for -5 yards (tackle by Khalil Mack and Tuli Tuipulotu),1.380,0.040
3,10:57,3,15,KAN 40,10,6,Blaine Gabbert pass complete short middle to Richie James for 11 yards (tackle by Eric Kendricks),0.040,0.000
3,10:15,4,4,LAC 49,10,6,"Tommy Townsend punts 34 yards, fair catch by Derius Davis at LAC-15",0.000,0.220
3,10:10,1,10,LAC 15,10,6,Derius Davis left end for -5 yards (tackle by Felix Anudike-Uzomah),-0.220,-1.150
3,9:29,2,15,LAC 10,10,6,Easton Stick scrambles up the middle for 9 yards (tackle by Felix Anudike-Uzomah),-1.150,-0.880
3,9:00,3,6,LAC 19,10,6,Easton Stick pass complete short middle to Alex Erickson for 25 yards (tackle by Deon Bush),-0.880,1.860
3,8:41,1,10,LAC 44,10,6,Easton Stick pass complete short middle to Stone Smartt for 6 yards (tackle by Cam Jones),1.860,2.130
3,8:09,2,4,LAC 50,10,6,Easton Stick pass complete short right to Josh Palmer for 6 yards (tackle by Jack Cochrane),2.130,2.650
3,7:36,1,10,KAN 44,10,6,Quentin Johnston left end for 6 yards (tackle by Chamarri Conner),2.650,2.920
3,7:06,2,4,KAN 38,10,6,Joshua Kelley right end for -4 yards (tackle by Nic Jones),2.920,1.690
3,6:48,3,8,KAN 42,10,6,Easton Stick pass complete short left to Donald Parham for 24 yards (tackle by Jaylen Watson),1.690,4.370
3,6:12,1,10,KAN 18,10,6,Joshua Kelley left end for 5 yards (tackle by Cam Jones),4.370,4.610
3,5:29,2,5,KAN 13,10,6,Austin Ekeler left tackle for -1 yards (tackle by Leo Chenal),4.610,3.630
3,4:52,3,6,KAN 14,10,6,Easton Stick sacked by Chris Jones for -11 yards,3.630,1.800
3,4:15,4,17,KAN 25,10,9,Cameron Dicker 43 yard field goal good,1.800,3.000
3,4:11,,,LAC 35,10,9,"Cameron Dicker kicks off 65 yards, touchback.",0.000,0.610
3,4:11,1,10,KAN 25,10,9,La'Mical Perine right tackle for 2 yards (tackle by Tuli Tuipulotu),0.610,0.330
3,3:39,2,8,KAN 27,10,9,Blaine Gabbert scrambles left end for 5 yards (tackle by Nick Niemann),0.330,0.300
3,2:59,3,3,KAN 32,10,9,Blaine Gabbert pass complete short right to Mecole Hardman for 6 yards (tackle by Asante Samuel and Tuli Tuipulotu),0.300,1.470
3,2:19,1,10,KAN 38,10,9,La'Mical Perine right guard for 10 yards (tackle by Derwin James),1.470,2.130
3,1:34,1,10,KAN 48,10,9,La'Mical Perine left tackle for 3 yards (tackle by Ty Shelby and Christopher Hinton),2.130,1.990
3,0:59,2,7,LAC 49,10,9,Blaine Gabbert pass complete short middle to Mecole Hardman for 4 yards (tackle by Eric Kendricks),1.990,1.820
3,0:18,3,3,LAC 45,10,9,Blaine Gabbert pass incomplete short left intended for Noah Gray (defended by Khalil Mack),1.820,0.270
3,0:15,4,3,LAC 45,10,9,"Tommy Townsend punts 37 yards, fair catch by Derius Davis at LAC-8",0.270,0.380
3,0:08,1,10,LAC 8,10,9,Easton Stick pass complete short left to Donald Parham for 16 yards (tackle by Jack Cochrane),-0.380,0.540
Quarter,Time,Down,ToGo,Location,KAN,LAC,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,LAC 24,10,9,Derius Davis right end for 18 yards (tackle by Chamarri Conner),0.540,1.730
4,14:26,1,10,LAC 42,10,9,Austin Ekeler right tackle for 3 yards (tackle by Cam Jones and Matt Dickerson),1.730,1.590
4,13:46,2,7,LAC 45,10,9,Easton Stick pass incomplete short right intended for Austin Ekeler,1.590,0.890
4,13:41,3,7,LAC 45,10,9,Easton Stick pass incomplete short left intended for Alex Erickson,0.890,-0.390
4,13:40,4,7,LAC 45,10,9,"JK Scott punts 40 yards, returned by Richie James for 3 yards (tackle by Deane Leonard)",-0.390,-0.040
4,13:31,1,10,KAN 18,10,9,La'Mical Perine left guard for 4 yards (tackle by Khalil Mack),0.040,0.140
4,12:58,2,6,KAN 22,10,9,La'Mical Perine left guard for 5 yards (tackle by Otito Ogbonnia and Derwin James),0.140,-0.020
4,12:23,3,1,KAN 27,10,9,La'Mical Perine right end for 8 yards (tackle by Ja'Sir Taylor),-0.020,1.270
4,11:44,,,,,,Timeout #1 by Kansas City Chiefs,,
4,11:44,1,10,KAN 35,10,9,"Blaine Gabbert pass incomplete short right intended for Mecole Hardman. Penalty on Lucas Niang: Ineligible Downfield Pass, 5 yards (declined)",1.270,0.720
4,11:40,2,10,KAN 35,10,9,Blaine Gabbert pass incomplete short left intended for Justin Watson (defended by Ja'Sir Taylor),0.720,0.040
4,11:35,3,10,KAN 35,10,9,Blaine Gabbert pass complete short left to La'Mical Perine for 8 yards (tackle by Asante Samuel),0.040,-0.520
4,11:00,4,2,KAN 43,10,9,"Tommy Townsend punts 43 yards, fair catch by Derius Davis at LAC-14",-0.520,0.280
4,10:55,1,10,LAC 14,10,9,Easton Stick pass complete short right to Austin Ekeler for 7 yards (tackle by Deon Bush and Matt Dickerson),-0.280,0.280
4,10:32,2,3,LAC 21,10,9,Easton Stick pass complete short right to Nick Vannett for 3 yards (tackle by Deon Bush),0.280,0.540
4,9:53,1,10,LAC 24,10,9,Easton Stick pass complete short left to Donald Parham for 18 yards (tackle by Chamarri Conner),0.540,1.730
4,9:28,1,10,LAC 42,10,9,Easton Stick pass incomplete deep left intended for Quentin Johnston (defended by Joshua Williams),1.730,1.190
4,9:24,2,10,LAC 42,10,9,Easton Stick pass complete short middle to Austin Ekeler for 9 yards (tackle by Nic Jones),1.190,1.690
4,8:48,3,1,KAN 49,10,9,Easton Stick pass complete short right to Austin Ekeler for 7 yards (tackle by Jaylen Watson),1.690,2.790
4,8:18,1,10,KAN 42,10,9,Easton Stick pass incomplete short right intended for Keelan Doss (defended by Neil Farrell),2.790,2.240
4,8:15,2,10,KAN 42,10,9,Austin Ekeler up the middle for 4 yards (tackle by Malik Herring),2.240,2.080
4,7:55,3,6,KAN 38,10,9,Easton Stick pass incomplete short left intended for Alex Erickson (defended by Joshua Williams),2.080,0.720
4,7:52,4,6,KAN 38,10,9,Easton Stick pass complete short left to Donald Parham for 11 yards (tackle by Chamarri Conner),0.720,3.780
4,7:32,1,10,KAN 27,10,9,Easton Stick pass complete short middle to Austin Ekeler for 7 yards (tackle by Jack Cochrane),3.780,4.180
4,7:16,2,3,KAN 20,10,9,Derius Davis left end for 4 yards (tackle by BJ Thompson),4.180,4.510
4,6:32,1,10,KAN 16,10,9,Easton Stick left end for 9 yards (tackle by Deon Bush and Tershawn Wharton),4.510,5.540
4,5:58,2,1,KAN 7,10,9,Austin Ekeler up the middle for 2 yards (tackle by Malik Herring and Cam Jones),5.540,6.060
4,5:20,1,5,KAN 5,10,9,Easton Stick scrambles left tackle for 4 yards (tackle by Deon Bush),6.060,5.910
4,4:55,2,1,KAN 1,10,9,Easton Stick pass incomplete short left intended for Keelan Doss,5.910,5.170
4,4:52,,,,,,Timeout #1 by Los Angeles Chargers,,
4,4:52,3,1,KAN 1,10,9,Austin Ekeler left end for -1 yards (tackle by Matt Dickerson),5.170,3.250
4,4:10,4,2,KAN 2,10,12,Cameron Dicker 20 yard field goal good,3.250,3.000
4,4:06,,,LAC 35,10,12,"Cameron Dicker kicks off 65 yards, touchback.",0.000,0.610
4,4:06,1,10,KAN 25,10,12,La'Mical Perine right tackle for 3 yards (tackle by Christopher Hinton and Daiyan Henley),0.610,0.470
4,3:30,2,7,KAN 28,10,12,Blaine Gabbert pass incomplete short left intended for Mecole Hardman (defended by Khalil Mack),0.470,-0.230
4,3:26,3,7,KAN 28,10,12,Blaine Gabbert scrambles up the middle for 25 yards (tackle by Daiyan Henley),-0.230,2.460
4,2:43,1,10,LAC 47,10,12,La'Mical Perine right end for no gain (tackle by Austin Johnson),2.460,1.910
4,2:04,2,10,LAC 47,10,12,Blaine Gabbert scrambles right end for 14 yards (tackle by Derwin James),1.910,3.380
4,1:56,1,10,LAC 33,10,12,La'Mical Perine right guard for 7 yards (tackle by Christopher Hinton and Alohi Gilman),3.380,3.780
4,1:49,,,,,,Timeout #2 by Los Angeles Chargers,,
4,1:49,2,3,LAC 26,10,12,La'Mical Perine left end for no gain (tackle by Eric Kendricks),3.780,3.070
4,1:42,,,,,,Timeout #3 by Los Angeles Chargers,,
4,1:42,3,3,LAC 26,10,12,La'Mical Perine right guard for 2 yards (tackle by Eric Kendricks and Otito Ogbonnia),3.070,2.020
4,0:54,,,,,,Timeout #2 by Kansas City Chiefs,,
4,0:54,4,1,LAC 24,13,12,Harrison Butker 41 yard field goal good,2.020,3.000
4,0:49,,,KAN 35,13,12,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,0:49,1,10,LAC 25,13,12,Easton Stick sacked by Malik Herring for -10 yards,0.610,-1.430
4,0:32,2,20,LAC 15,13,12,Easton Stick pass complete short left to Derius Davis for 18 yards (tackle by Jack Cochrane),-1.430,0.430
4,0:25,3,2,LAC 33,13,12,Easton Stick pass incomplete short right intended for Keelan Doss (defended by Malik Herring),0.430,-1.180
4,0:19,4,2,LAC 33,13,12,Easton Stick pass incomplete short left intended for Quentin Johnston,-1.180,-3.450
4,0:13,1,10,LAC 32,13,12,Blaine Gabbert kneels for -1 yards,3.450,2.770
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
