Quarter,Time,Down,ToGo,Location,MIN,ATL,Detail,EPB,EPA
2,12:55,1,10,MIN 20,0,14,Daunte Culpepper pass complete to Jim Kleinsasser for 5 yards (tackle by Demorrio Williams),0.280,0.410
2,12:23,2,5,MIN 25,0,14,Daunte Culpepper pass complete to Mewelde Moore for 6 yards (tackle by Demorrio Williams),0.410,1.000
2,11:48,1,10,MIN 31,0,14,Mewelde Moore right tackle for 2 yards (tackle by Keith Brooking),1.000,0.730
2,11:08,2,8,MIN 33,0,14,"Penalty on Chad Lavalais: Encroachment, 5 yards (no play)",0.730,1.410
2,10:56,2,3,MIN 38,0,14,Mewelde Moore left tackle for 6 yards (tackle by Keith Brooking),1.410,1.860
2,10:17,1,10,MIN 44,0,14,"Penalty on Demorrio Williams: Defensive Delay of Game, 5 yards (no play)",1.860,2.590
2,10:04,1,5,MIN 49,0,14,Mewelde Moore left tackle for 4 yards (tackle by Demorrio Williams),2.590,2.530
2,9:32,2,1,ATL 47,0,14,Daunte Culpepper pass complete to Jermaine Wiggins for 15 yards (tackle by Keith Brooking),2.530,3.450
2,8:54,1,10,ATL 32,0,14,Mewelde Moore up the middle for 1 yard (tackle by Keith Brooking),3.450,3.040
2,8:19,2,9,ATL 31,0,14,Daunte Culpepper pass incomplete intended for Koren Robinson is intercepted by DeAngelo Hall at ATL-14 and returned for 37 yards,3.040,-2.320
2,8:05,1,10,MIN 49,0,14,Michael Vick pass incomplete intended for Alge Crumpler,2.320,1.780
2,7:59,2,10,MIN 49,0,14,Warrick Dunn right tackle for 5 yards (tackle by Spencer Johnson),1.780,1.750
2,7:18,3,5,MIN 44,0,14,Matt Schaub pass complete to Alge Crumpler for -2 yards (tackle by Ralph Brown),1.750,0.200
2,6:32,4,7,MIN 46,0,14,"Michael Koenen punts 28 yards, muffed catch by Koren Robinson, ball out of bounds at MIN-21",0.200,-0.340
2,6:23,1,10,MIN 21,0,14,Daunte Culpepper pass complete to Jermaine Wiggins for 3 yards (tackle by Jason Webster),0.340,0.210
2,5:46,2,7,MIN 24,0,14,Daunte Culpepper pass incomplete intended for Marcus Robinson,0.210,-0.490
2,5:41,3,7,MIN 24,0,14,Daunte Culpepper sacked by Roderick Coleman for -6 yards,-0.490,-2.240
2,5:16,4,13,MIN 18,0,14,"Chris Kluwe punts 51 yards, returned by Allen Rossum for 21 yards (tackle by Dovonte Edwards). Penalty on Ike Reese: Illegal Block Above the , 10 yards",-2.240,-1.000
2,5:02,1,10,ATL 31,0,14,Warrick Dunn up the middle for 17 yards (tackle by Ken Irvin),1.000,2.130
2,4:25,1,10,ATL 48,0,14,Matt Schaub pass complete to Brian Finneran for 15 yards (tackle by Corey Chavous),2.130,3.120
2,3:46,1,10,MIN 37,0,20,"Warrick Dunn left tackle for 37 yards, touchdown",3.120,7.000
2,,,,MIN 2,0,21,Todd Peterson kicks extra point good,0.000,0.000
2,,,,ATL 30,0,21,"Michael Koenen kicks off 68 yards, returned by Koren Robinson for 19 yards (tackle by Roddy White)",0.000,0.340
2,3:34,1,10,MIN 21,0,21,Daunte Culpepper pass complete to Mewelde Moore for 27 yards (tackle by Keith Brooking),0.340,2.130
2,2:56,1,10,MIN 48,0,21,"Penalty on Marcus Johnson: False Start, 5 yards (no play)",2.130,1.800
2,2:43,1,15,MIN 43,0,21,Daunte Culpepper pass incomplete intended for Travis Taylor (defended by Chris Cash),1.800,0.910
2,2:37,2,15,MIN 43,0,21,"Daunte Culpepper sacked by Brady Smith for -4 yards. Daunte Culpepper fumbles (forced by Brady Smith), ball out of bounds at MIN-42",0.910,-0.290
2,2:05,3,19,MIN 39,0,21,"Penalty on Mike Rosenthal: False Start, 5 yards (no play)",-0.290,-0.960
2,2:00,3,24,MIN 34,0,21,Daunte Culpepper sacked by Patrick Kerney for -2 yards,-0.960,-1.240
2,1:28,4,26,MIN 32,0,21,"Chris Kluwe punts 41 yards, returned by Allen Rossum for 14 yards (tackle by Raonall Smith). Penalty on Christian Morton: Illegal Block Above the , 10 yards",-1.240,-0.150
2,1:19,1,10,ATL 19,0,21,"Matt Schaub pass complete to Warrick Dunn for 8 yards (tackle by Erasmus James). Penalty on Matt Lehr: Offensive Holding (Offsetting), Penalty on Erasmus James: Personal Foul (Offsetting) (no play)",0.150,0.150
2,1:12,1,10,ATL 19,0,21,Matt Schaub pass incomplete intended for Alge Crumpler,0.150,-0.390
2,1:03,2,10,ATL 19,0,21,Matt Schaub pass complete to Michael Jenkins for 12 yards (tackle by Ralph Brown),-0.390,1.000
2,1:00,1,10,ATL 31,0,21,Matt Schaub pass incomplete intended for Alge Crumpler,1.000,0.460
2,0:41,2,10,ATL 31,0,21,Justin Griffith right end for 5 yards (tackle by Darrion Scott),0.460,0.430
2,0:34,,,,0,21,Timeout #1 by Minnesota Vikings,0.000,0.430
2,0:34,3,5,ATL 36,0,21,Matt Schaub right end for 21 yards,0.430,2.720
2,0:23,,,,0,21,Timeout #3 by Atlanta Falcons,0.000,2.720
2,0:23,1,10,MIN 43,0,21,Matt Schaub up the middle for 23 yards (tackle by Darrion Scott),2.720,4.240
2,0:08,1,10,MIN 20,0,21,Matt Schaub spiked the ball,4.240,3.690
2,0:06,2,10,MIN 20,0,24,Todd Peterson 38 yard field goal good,3.690,3.000
2,,,,ATL 30,0,24,"Michael Koenen kicks off 39 yards, returned by Anthony Herrera for 6 yards (tackle by Fred McCrary)",0.000,0.940
Quarter,Time,Down,ToGo,Location,MIN,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 30,0,24,"Paul Edinger kicks off 68 yards, returned by Allen Rossum for 36 yards (tackle by Dovonte Edwards)",0.000,1.470
3,14:53,1,10,ATL 38,0,24,Warrick Dunn up the middle for 2 yards (tackle by Kevin Williams),1.470,1.190
3,14:14,2,8,ATL 40,0,24,Warrick Dunn up the middle for 2 yards (tackle by Darrion Scott),1.190,0.760
3,13:31,3,6,ATL 42,0,24,Matt Schaub pass incomplete intended for Roddy White,0.760,-0.590
3,13:26,4,6,ATL 42,0,24,Michael Koenen punts 39 yards,-0.590,-0.150
3,13:17,1,10,MIN 19,0,24,Daunte Culpepper pass incomplete intended for Travis Taylor,0.150,-0.390
3,13:13,2,10,MIN 19,0,24,Mewelde Moore up the middle for 19 yards (tackle by Chris Cash),-0.390,1.470
3,12:37,1,10,MIN 38,0,24,Daunte Culpepper sacked by Demorrio Williams for -4 yards,1.470,0.380
3,12:02,2,14,MIN 34,0,24,"Daunte Culpepper pass complete to Mewelde Moore for 3 yards (tackle by Ed Hartwell and Keith Brooking). Penalty on Bryan Scott: Unnecessary Roughness, 15 yards",0.380,2.390
3,11:31,1,10,ATL 48,0,24,Michael Bennett right end for -4 yards (tackle by Chris Cash),2.390,1.310
3,10:51,2,14,MIN 48,0,24,Daunte Culpepper pass complete to Troy Williamson for 6 yards (tackle by DeAngelo Hall),1.310,1.420
3,10:08,3,8,ATL 46,0,24,Daunte Culpepper pass incomplete intended for Marcus Robinson,1.420,0.200
3,10:02,4,8,ATL 46,0,24,Chris Kluwe punts 45 yards,0.200,0.380
3,9:51,1,10,ATL 1,0,24,T.J. Duckett up the middle for 1 yard (tackle by E.J. Henderson),-0.380,-0.710
3,9:15,2,9,ATL 2,0,24,T.J. Duckett up the middle for 6 yards (tackle by Corey Chavous and Sam Cowart),-0.710,-0.600
3,8:37,3,3,ATL 8,0,24,Matt Schaub pass incomplete intended for Justin Griffith,-0.600,-2.490
3,8:29,4,3,ATL 8,0,24,"Michael Koenen punts 38 yards, returned by Koren Robinson for -1 yards (tackle by Omare Lowe). Penalty on Keith Newman: Offensive Holding, 10 yards",-2.490,-1.800
3,8:19,1,10,MIN 43,0,24,Mewelde Moore right tackle for no gain (tackle by Chad Lavalais),1.800,1.250
3,7:44,2,10,MIN 43,0,24,Daunte Culpepper pass complete to Troy Williamson for 10 yards (tackle by DeAngelo Hall),1.250,2.460
3,7:22,1,10,ATL 47,0,24,Mewelde Moore up the middle for 6 yards (tackle by Bryan Scott),2.460,2.720
3,6:50,2,4,ATL 41,0,24,Daunte Culpepper pass complete to Jim Kleinsasser for 8 yards (tackle by Demorrio Williams),2.720,3.380
3,6:13,,,,0,24,Timeout #1 by Minnesota Vikings,0.000,3.380
3,6:13,1,10,ATL 33,0,24,Daunte Culpepper sacked by Bryan Scott for -10 yards,3.380,1.490
3,5:39,2,20,ATL 43,0,24,"Daunte Culpepper sacked by Roderick Coleman for -3 yards. Daunte Culpepper fumbles (forced by Roderick Coleman), recovered by Patrick Kerney at ATL-47. Penalty on Mike Rosenthal: Offensive Holding (Declined)",1.490,-2.060
3,5:32,1,10,ATL 47,0,24,Matt Schaub pass incomplete intended for Brian Finneran,2.060,1.520
3,5:25,2,10,ATL 47,0,24,Warrick Dunn right tackle for 3 yards (tackle by Spencer Johnson),1.520,1.220
3,4:45,3,7,ATL 50,0,24,Matt Schaub pass complete to Roddy White for 7 yards (tackle by Ralph Brown),1.220,2.720
3,4:22,1,10,MIN 43,0,24,Matt Schaub pass incomplete intended for Roddy White,2.720,2.180
3,4:15,2,10,MIN 43,0,24,Warrick Dunn left tackle for 9 yards (tackle by Ken Irvin),2.180,2.680
3,3:37,3,1,MIN 34,0,24,Warrick Dunn right tackle for 2 yards (tackle by E.J. Henderson),2.680,3.450
3,2:57,1,10,MIN 32,0,24,Warrick Dunn up the middle for 5 yards (tackle by Sam Cowart and Napoleon Harris),3.450,3.580
3,2:21,2,5,MIN 27,0,24,Warrick Dunn right end for 11 yards (tackle by Ken Irvin),3.580,4.510
3,1:35,1,10,MIN 16,0,24,T.J. Duckett left tackle for 4 yards (tackle by Sam Cowart),4.510,4.570
3,0:56,2,6,MIN 12,0,24,Matt Schaub pass incomplete intended for Alge Crumpler (defended by E.J. Henderson),4.570,3.730
3,0:51,3,6,MIN 12,0,24,T.J. Duckett right tackle for 4 yards (tackle by Sam Cowart),3.730,2.990
3,0:09,4,2,MIN 8,0,27,Todd Peterson 26 yard field goal good,2.990,3.000
3,,,,ATL 30,0,27,"Michael Koenen kicks off 70 yards, touchback",0.000,0.280
3,0:04,1,10,MIN 20,0,27,Daunte Culpepper pass complete to Mewelde Moore for 5 yards (tackle by Chris Cash),0.280,0.410
Quarter,Time,Down,ToGo,Location,MIN,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,MIN 25,0,27,Daunte Culpepper pass complete to Mewelde Moore for 3 yards (tackle by Demorrio Williams),0.410,0.100
4,14:27,3,2,MIN 28,0,27,Daunte Culpepper pass incomplete intended for Travis Taylor is intercepted by Keith Brooking at MIN-36 and returned for 6 yards,0.100,-3.580
4,14:18,1,10,MIN 30,0,27,Matt Schaub pass incomplete intended for Alge Crumpler (defended by Corey Chavous),3.580,3.030
4,14:13,2,10,MIN 30,0,27,T.J. Duckett up the middle for 2 yards (tackle by Spencer Johnson),3.030,2.610
4,13:31,3,8,MIN 28,0,27,Matt Schaub pass complete to Brian Finneran for 7 yards (tackle by Antoine Winfield),2.610,2.210
4,12:45,4,1,MIN 21,0,27,T.J. Duckett right tackle for no gain (tackle by Sam Cowart),2.210,-0.340
,,,,,,,"ATL challenged the ruling, and the play was upheld.",,
4,12:34,1,10,MIN 21,0,27,Mewelde Moore up the middle for 2 yards (tackle by Keith Brooking),0.340,0.070
4,12:10,2,8,MIN 23,0,27,Daunte Culpepper pass complete to Troy Williamson for 7 yards (tackle by Chris Cash),0.070,0.300
4,11:38,3,1,MIN 30,0,27,Daunte Culpepper pass complete to Mewelde Moore for 19 yards (tackle by DeAngelo Hall),0.300,2.190
4,11:04,1,10,MIN 49,0,27,Daunte Culpepper pass complete to Travis Taylor for 6 yards (tackle by Chris Cash),2.190,2.460
4,10:40,2,4,ATL 45,0,27,Daunte Culpepper for 10 yards (tackle by Bryan Scott),2.460,3.250
4,10:15,1,10,ATL 35,0,27,Daunte Culpepper pass complete to Jermaine Wiggins for 7 yards,3.250,3.650
4,9:51,2,3,ATL 28,0,27,Daunte Culpepper pass complete to Michael Bennett for 20 yards (tackle by DeAngelo Hall),3.650,5.370
4,9:22,1,8,ATL 8,0,27,Daunte Culpepper sacked by Demorrio Williams for -11 yards,5.370,3.070
4,8:46,2,19,ATL 19,0,27,Daunte Culpepper pass incomplete intended for Mewelde Moore,3.070,2.490
4,8:41,3,19,ATL 19,0,27,Daunte Culpepper sacked by Brady Smith for -6 yards,2.490,1.800
4,8:17,4,25,ATL 25,3,27,Paul Edinger 43 yard field goal good,1.800,3.000
4,,,,MIN 30,3,27,Paul Edinger kicks onside 9 yards,0.000,2.980
4,8:11,1,10,MIN 39,3,27,Matt Schaub for 13 yards (tackle by Fred Smoot),2.980,3.840
4,7:35,1,10,MIN 26,3,27,T.J. Duckett right tackle for 3 yards (tackle by E.J. Henderson),3.840,3.700
4,6:56,2,7,MIN 23,3,27,T.J. Duckett left tackle for 2 yards (tackle by Sam Cowart and E.J. Henderson),3.700,3.270
4,6:12,3,5,MIN 21,3,27,T.J. Duckett right end for no gain (tackle by Antoine Winfield),3.270,2.110
4,5:28,4,5,MIN 21,3,30,Todd Peterson 39 yard field goal good,2.110,3.000
4,,,,ATL 30,3,30,"Michael Koenen kicks off 71 yards, returned by Koren Robinson for 34 yards (tackle by Michael Boley)",0.000,1.140
4,5:16,1,10,MIN 33,3,30,Daunte Culpepper pass complete to Travis Taylor for 13 yards (tackle by Demorrio Williams),1.140,1.990
4,4:53,1,10,MIN 46,3,30,Daunte Culpepper pass complete to Travis Taylor for 13 yards (tackle by DeAngelo Hall),1.990,2.850
4,4:46,1,10,ATL 41,3,30,"Daunte Culpepper pass incomplete intended for Travis Taylor (defended by Chris Cash). Penalty on Marcus Robinson: Illegal Motion, 5 yards (no play)",2.850,2.520
4,4:43,1,15,ATL 46,3,30,Daunte Culpepper pass complete to Travis Taylor for 15 yards (tackle by Jason Webster),2.520,3.510
4,4:37,1,10,ATL 31,3,30,"Daunte Culpepper pass incomplete intended for Mewelde Moore. Penalty on Cory Withrow: Offensive Holding, 10 yards (no play)",3.510,2.850
4,4:32,1,20,ATL 41,3,30,Mewelde Moore right tackle for 4 yards (tackle by Chris Cash),2.850,2.160
4,4:06,2,16,ATL 37,3,30,Daunte Culpepper pass incomplete intended for Marcus Robinson,2.160,1.490
4,4:01,3,16,ATL 37,3,30,Daunte Culpepper pass complete to Travis Taylor for 15 yards (tackle by Jason Webster and Chris Cash),1.490,2.140
4,3:43,,,,3,30,Timeout #2 by Minnesota Vikings,0.000,2.140
4,3:46,4,1,ATL 22,3,30,Mewelde Moore up the middle for 3 yards (tackle by Michael Boley),2.140,4.310
4,3:11,1,10,ATL 19,3,30,"Daunte Culpepper pass incomplete. Penalty on Daunte Culpepper: Intentional Grounding, 15 yards",4.310,1.870
4,3:02,2,24,ATL 33,3,30,Daunte Culpepper pass incomplete intended for Mewelde Moore (defended by Chad Lavalais),1.870,1.220
4,2:55,3,24,ATL 33,3,30,Daunte Culpepper pass complete to Marcus Robinson for 17 yards (tackle by Jason Webster),1.220,2.380
4,2:39,,,,3,30,Timeout #3 by Minnesota Vikings,0.000,2.380
4,2:39,4,7,ATL 16,9,30,"Daunte Culpepper pass complete to Troy Williamson for 16 yards, touchdown",2.380,7.000
4,,,,ATL 2,10,30,Paul Edinger kicks extra point good,0.000,0.000
4,,,,MIN 30,10,30,"Paul Edinger kicks onside 12 yards. Penalty on Ken Irvin: Offside on Free Kick, 5 yards",0.000,3.120
4,2:31,1,10,MIN 37,10,30,T.J. Duckett left tackle for 4 yards (tackle by Pat Williams),3.120,3.110
4,2:00,2,6,MIN 33,10,30,T.J. Duckett up the middle for 5 yards (tackle by Dontarrious Thomas),3.110,3.070
4,1:14,3,1,MIN 28,10,30,T.J. Duckett left tackle for 3 yards (tackle by Napoleon Harris),3.070,3.910
4,0:30,1,10,MIN 25,10,30,Matt Schaub kneels for -1 yards,3.910,3.230
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
