Quarter,Time,Down,ToGo,Location,TEN,SDG,Detail,EPB,EPA
1,8:59,3,11,TEN 11,0,6,"Philip Rivers pass complete short left to Dante Rosario for 11 yards, touchdown",3.120,7.000
1,8:59,,,TEN 2,0,7,Nate Kaeding kicks extra point good,0.000,0.000
1,8:52,,,SDG 35,0,7,"Nate Kaeding kicks off 62 yards, returned by Darius Reynaud for 18 yards (tackle by Andrew Gachkar)",0.000,0.340
1,8:44,1,10,TEN 21,0,7,Chris Johnson up the middle for 2 yards (tackle by Eric Weddle and Donald Butler),0.340,0.070
1,8:09,2,8,TEN 23,0,7,Jake Locker pass incomplete deep right intended for Jared Cook is intercepted by Eric Weddle at TEN-39 and returned for 8 yards (tackle by Jared Cook),0.070,-3.510
1,7:58,1,10,TEN 31,0,7,Curtis Brinkley right end for -3 yards (tackle by Robert Johnson and Derrick Morgan),3.510,2.560
1,7:17,2,13,TEN 34,0,7,Philip Rivers pass complete short left to Curtis Brinkley for 8 yards (tackle by Akeem Ayers and Zach Brown),2.560,2.940
1,6:29,3,5,TEN 26,0,7,Philip Rivers pass complete short middle to Eddie Royal for 20 yards (tackle by Michael Griffin and Ryan Mouton),2.940,5.830
1,5:45,1,6,TEN 6,0,7,Curtis Brinkley right end for 1 yard (tackle by Zach Brown and Will Witherspoon),5.830,5.150
1,5:04,2,5,TEN 5,0,7,Ronnie Brown right tackle for 1 yard (tackle by Akeem Ayers),5.150,4.490
1,4:20,3,4,TEN 4,0,13,"Philip Rivers pass complete short middle to Dante Rosario for 4 yards, touchdown",4.490,7.000
1,4:20,,,TEN 2,0,14,Nate Kaeding kicks extra point good,0.000,0.000
1,4:15,,,SDG 35,0,14,"Nate Kaeding kicks off 70 yards, returned by Darius Reynaud for 16 yards (tackle by Jackie Battle)",0.000,-0.370
1,4:10,1,10,TEN 11,0,14,Chris Johnson right tackle for 1 yard (tackle by Shaun Phillips),-0.370,-0.710
1,3:35,2,9,TEN 12,0,14,Chris Johnson right end for no gain (tackle by Aubrayo Franklin),-0.710,-1.300
1,2:54,3,9,TEN 12,0,14,Jake Locker pass incomplete,-1.300,-2.490
1,2:48,4,9,TEN 12,0,14,"Brett Kern punts 46 yards, out of bounds",-2.490,-1.730
1,2:39,1,10,SDG 42,0,14,Curtis Brinkley up the middle for 2 yards (tackle by Akeem Ayers and Michael Griffin),1.730,1.460
1,2:00,2,8,SDG 44,0,14,"Philip Rivers sacked by Will Witherspoon for -2 yards. Philip Rivers fumbles (forced by Will Witherspoon), recovered by Randy McMichael at SDG-42",1.460,0.500
1,1:17,3,10,SDG 42,0,14,"Philip Rivers pass incomplete short right intended for Eddie Royal. Penalty on Kamerion Wimbley: Roughing the Passer, 15 yards (no play)",0.500,2.720
1,1:11,1,10,TEN 43,0,14,Curtis Brinkley left guard for -2 yards (tackle by Alterraun Verner),2.720,1.910
1,0:29,2,12,TEN 45,0,14,Philip Rivers pass complete short right to Ronnie Brown for 6 yards (tackle by Jason McCourty),1.910,2.010
Quarter,Time,Down,ToGo,Location,TEN,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,TEN 39,0,14,Philip Rivers pass complete short left to Ladarius Green for 31 yards (tackle by Alterraun Verner),2.010,5.370
2,14:09,1,8,TEN 8,0,14,Curtis Brinkley left end for 1 yard (tackle by Kamerion Wimbley and Zach Brown),5.370,4.760
2,13:31,2,7,TEN 7,0,14,Curtis Brinkley right tackle for 3 yards (tackle by Jason McCourty),4.760,4.490
2,12:49,3,4,TEN 4,0,14,Philip Rivers sacked by Markelle Martin for -4 yards,4.490,2.950
2,12:19,4,8,TEN 8,0,17,Nate Kaeding 26 yard field goal good,2.950,3.000
2,12:15,,,SDG 35,0,17,"Nate Kaeding kicks off 69 yards, returned by Darius Reynaud for 25 yards (tackle by Andrew Gachkar). Penalty on Quinn Johnson: Illegal Block Above the Waist, 4 yards",0.000,-0.380
2,12:09,1,10,TEN 5,0,17,Jake Locker pass complete short left to Chris Johnson for 12 yards (tackle by Quentin Jammer),-0.380,-0.060
2,11:28,1,10,TEN 17,0,17,"Penalty on Fernando Velasco: False Start, 5 yards (no play)",-0.060,-0.510
2,11:11,1,15,TEN 12,0,17,Jake Locker pass incomplete deep left intended for Kendall Wright,-0.510,-1.150
2,11:05,2,15,TEN 12,0,17,Jake Locker pass incomplete short right intended for Kendall Wright,-1.150,-2.010
2,11:01,3,15,TEN 12,0,17,Jake Locker pass incomplete short right intended for Kendall Wright,-2.010,-2.490
2,10:54,4,15,TEN 12,0,17,"Brett Kern punts 63 yards, returned by Eddie Royal for 1 yard (tackle by Tommie Campbell)",-2.490,-0.670
2,10:44,1,10,SDG 26,0,17,Philip Rivers pass complete short left to Randy McMichael for 13 yards (tackle by Michael Griffin),0.670,1.530
2,10:08,1,10,SDG 39,0,17,"Philip Rivers pass incomplete deep left intended for Ladarius Green. Penalty on Randy McMichael: Offensive Holding, 10 yards (no play)",1.530,0.870
2,10:02,1,20,SDG 29,0,17,Curtis Brinkley left end for 12 yards (tackle by Michael Griffin),0.870,1.260
2,9:17,2,8,SDG 41,0,17,Philip Rivers pass complete short right to Eddie Royal for -2 yards (tackle by Derrick Morgan). Penalty on Dante Rosario: Offensive Holding (Declined),1.260,0.300
2,8:47,3,10,SDG 39,0,17,Philip Rivers pass complete short right to Ronnie Brown for 8 yards (tackle by Michael Griffin and Will Witherspoon),0.300,-0.260
2,8:11,4,2,SDG 47,0,17,"Mike Scifres punts 39 yards, fair catch by Darius Reynaud",-0.260,0.280
2,8:03,1,10,TEN 14,0,17,Jake Locker pass complete short left to Jared Cook for 6 yards (tackle by Donald Butler),-0.280,0.150
2,7:32,2,4,TEN 20,0,17,Jake Locker pass incomplete short middle intended for Jared Cook,0.150,-0.680
2,7:32,3,4,TEN 20,0,17,"Penalty on Michael Roos: False Start, 5 yards (no play)",-0.680,-1.280
2,7:27,3,9,TEN 15,0,17,"Jake Locker left end for 20 yards (tackle by Shaun Phillips). Penalty on Vaughn Martin: Personal Foul, 15 yards",-1.280,2.260
2,6:55,1,10,,0,17,Jake Locker pass complete short left to Damian Williams for 16 yards (tackle by Eric Weddle),2.260,3.310
2,6:28,1,10,SDG 34,0,17,Chris Johnson up the middle for 7 yards (tackle by Atari Bigby and Melvin Ingram),3.310,3.720
2,6:01,2,3,SDG 27,0,17,Jake Locker pass complete short right to Nate Washington for 16 yards (tackle by Quentin Jammer),3.720,4.840
2,5:34,1,10,SDG 11,0,17,Jake Locker pass incomplete short middle intended for Kenny Britt,4.840,4.140
2,5:30,2,10,SDG 11,0,17,Jake Locker pass incomplete short middle intended for Chris Johnson (defended by Melvin Ingram),4.140,3.130
2,5:26,3,10,SDG 11,0,17,Jake Locker pass complete short left to Damian Williams for 6 yards (tackle by Antoine Cason),3.130,3.010
2,4:45,4,4,SDG 5,3,17,Rob Bironas 23 yard field goal good,3.010,3.000
2,4:42,,,TEN 35,3,17,"Rob Bironas kicks off 71 yards, returned by Richard Goodman for 37 yards (tackle by Alterraun Verner)",0.000,1.000
2,4:35,1,10,SDG 31,3,17,Philip Rivers pass incomplete short right intended for Robert Meachem,1.000,0.460
2,4:29,2,10,SDG 31,3,17,Philip Rivers pass incomplete deep left intended for Robert Meachem (defended by Alterraun Verner),0.460,-0.230
2,4:23,3,10,SDG 31,3,17,"Philip Rivers pass incomplete deep left intended for Malcom Floyd is intercepted by Alterraun Verner at TEN-28 and returned for 11 yards (tackle by Dante Rosario). Penalty on Michael Griffin: Offensive Holding, 10 yards",-0.230,-0.870
2,4:13,1,10,TEN 29,3,17,Jake Locker pass complete short right to Kendall Wright for 9 yards (tackle by Quentin Jammer),0.870,1.540
2,3:42,2,1,TEN 38,3,17,Chris Johnson up the middle for no gain (tackle by Donald Butler),1.540,0.830
2,3:07,3,1,TEN 38,3,17,Jake Locker pass incomplete deep right intended for Kendall Wright,0.830,-0.850
2,3:02,4,1,TEN 38,3,17,"Brett Kern punts 49 yards, fair catch by Micheal Spurlock",-0.850,0.320
2,2:54,1,10,SDG 13,3,17,Curtis Brinkley left end for 1 yard (tackle by Akeem Ayers and Derrick Morgan),-0.320,0.000
2,2:47,,,,3,17,Timeout #1 by Tennessee Titans,0.000,-0.680
2,2:47,2,9,SDG 14,3,17,Philip Rivers pass complete short left to Randy McMichael for 5 yards (tackle by Alterraun Verner),-0.680,0.000
2,2:36,,,,3,17,Timeout #2 by Tennessee Titans,0.000,-0.710
2,2:31,3,4,SDG 19,3,17,Philip Rivers sacked by Derrick Morgan for -5 yards,-0.710,0.000
2,2:31,,,,3,17,Timeout #3 by Tennessee Titans,0.000,-2.470
2,2:31,4,9,SDG 14,3,17,"Mike Scifres punts 52 yards, returned by Darius Reynaud for 16 yards (tackle by Mike Windt). Penalty on Jason McCourty: Offensive Holding, 10 yards",-2.470,-1.600
2,2:16,1,10,TEN 40,3,17,Jake Locker pass complete short left to Damian Williams for 5 yards (tackle by Antoine Cason),1.600,1.730
2,2:01,2,5,TEN 45,3,17,Jake Locker pass incomplete short left intended for Damian Williams (defended by Antoine Cason),1.730,1.030
2,1:58,3,5,TEN 45,3,17,Jake Locker pass incomplete short left intended for Kendall Wright (defended by Donald Butler),1.030,-0.390
2,1:51,4,5,TEN 45,3,17,"Brett Kern punts 55 yards, touchback",-0.390,-0.280
2,1:43,1,10,SDG 20,3,17,Philip Rivers pass incomplete short right intended for Randy McMichael (defended by Akeem Ayers),0.280,-0.270
2,1:38,2,10,SDG 20,3,17,Ronnie Brown up the middle for 3 yards (tackle by Derrick Morgan),-0.270,-0.560
2,0:59,3,7,SDG 23,3,17,"Philip Rivers pass complete short middle to Malcom Floyd for 12 yards (tackle by Robert Johnson). Penalty on Mike Harris: Offensive Holding, 10 yards (no play)",-0.560,-2.190
2,0:54,3,17,SDG 13,3,17,Ronnie Brown right end for 2 yards (tackle by Jordan Babineaux and Derrick Morgan),-2.190,0.000
2,0:08,,,,3,17,Timeout #2 by San Diego Chargers,0.000,-2.440
2,0:08,4,15,SDG 15,3,17,"Mike Scifres punts 62 yards, returned by Darius Reynaud for 13 yards (tackle by Darrell Stuckey)",-2.440,-0.220
Quarter,Time,Down,ToGo,Location,TEN,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 35,3,17,"Nate Kaeding kicks off 60 yards, returned by Lavelle Hawkins for 24 yards (tackle by Demorrio Williams)",0.000,0.870
3,14:53,1,10,TEN 29,3,17,Jake Locker for 1 yard (tackle by Jarret Johnson),0.870,0.460
3,14:23,2,9,TEN 30,3,17,Chris Johnson left end for 1 yard (tackle by Takeo Spikes),0.460,-0.100
3,13:41,3,8,TEN 31,3,17,Jake Locker pass complete short right to Chris Johnson for -1 yards (tackle by Marcus Gilchrist and Antwan Barnes),-0.100,-1.370
3,13:02,4,9,TEN 30,3,17,"Brett Kern punts 54 yards, out of bounds",-1.370,0.140
3,12:53,1,10,SDG 16,3,17,Philip Rivers pass complete short right to Malcom Floyd for 11 yards (tackle by Alterraun Verner),-0.140,0.740
3,12:08,1,10,SDG 27,3,17,"Philip Rivers sacked by Zach Brown for -5 yards. Philip Rivers fumbles (forced by Zach Brown), recovered by Randy McMichael at SDG-22",0.740,-0.480
3,11:20,2,15,SDG 22,3,17,Curtis Brinkley right end for 3 yards (tackle by Zach Brown),-0.480,-0.760
3,10:50,3,12,SDG 25,3,17,Philip Rivers pass incomplete deep left intended for Robert Meachem,-0.760,-1.700
3,10:43,4,12,SDG 25,3,17,"Mike Scifres punts 44 yards, returned by Darius Reynaud for 1 yard (tackle by Demorrio Williams)",-1.700,-1.070
3,10:33,1,10,TEN 32,3,17,Jake Locker pass complete short left to Kenny Britt for 5 yards (tackle by Antoine Cason),1.070,1.200
3,9:49,2,5,TEN 37,3,17,Jake Locker pass incomplete deep right intended for Taylor Thompson,1.200,0.500
3,9:38,3,5,TEN 37,3,17,Jake Locker pass complete short left to Nate Washington for 4 yards (tackle by Antoine Cason and Shaun Phillips),0.500,-0.650
3,8:54,4,1,TEN 41,3,17,"Brett Kern punts 47 yards, fair catch by Micheal Spurlock",-0.650,0.350
3,8:46,1,10,SDG 12,3,17,"Curtis Brinkley left end for no gain (tackle by Michael Griffin). Penalty on Mike Harris: Offensive Holding, 6 yards (no play)",-0.350,-0.610
3,8:21,1,16,SDG 6,3,17,Le'Ron McClain up the middle for 17 yards (tackle by Michael Griffin and Zach Brown),-0.610,0.480
3,7:37,1,10,SDG 23,3,17,Philip Rivers pass complete short right to Curtis Brinkley for 11 yards (tackle by Zach Brown),0.480,1.200
3,7:06,1,10,SDG 34,3,17,Le'Ron McClain up the middle for 2 yards (tackle by Keyunta Dawson and DaJohn Harris),1.200,0.930
3,6:23,2,8,SDG 36,3,17,Philip Rivers pass complete deep left to Malcom Floyd for 22 yards (tackle by Akeem Ayers),0.930,2.790
3,5:34,1,10,TEN 42,3,17,Philip Rivers for 9 yards (tackle by Akeem Ayers),2.790,3.460
3,5:00,2,1,TEN 33,3,17,Curtis Brinkley right end for 2 yards (tackle by Will Witherspoon),3.460,3.510
3,4:14,1,10,TEN 31,3,17,Philip Rivers pass complete deep middle to Malcom Floyd for 16 yards (tackle by Will Witherspoon),3.510,4.580
3,3:34,1,10,TEN 15,3,23,"Philip Rivers pass complete short middle to Dante Rosario for 15 yards, touchdown",4.580,7.000
3,3:34,,,TEN 2,3,24,Nate Kaeding kicks extra point good,0.000,0.000
3,3:29,,,SDG 35,3,24,"Nate Kaeding kicks off 68 yards, returned by Lavelle Hawkins for 71 yards (tackle by Corey Lynch)",0.000,3.450
3,3:19,1,10,SDG 32,3,24,Jake Locker pass complete short middle to Jared Cook for 13 yards (tackle by Atari Bigby),3.450,4.310
3,3:04,1,10,SDG 19,3,24,Chris Johnson up the middle for 4 yards (tackle by Kendall Reyes),4.310,4.350
3,2:24,2,6,SDG 15,9,24,"Jake Locker pass complete short left to Kendall Wright for 15 yards, touchdown",4.350,7.000
3,2:24,,,SDG 2,10,24,Rob Bironas kicks extra point good,0.000,0.000
3,2:20,,,TEN 35,10,24,"Rob Bironas kicks off 65 yards, touchback",0.000,0.280
3,2:20,1,10,SDG 20,10,24,Philip Rivers pass complete short right to Curtis Brinkley for 8 yards (tackle by Michael Griffin),0.280,0.810
3,1:50,2,2,SDG 28,10,24,Curtis Brinkley left guard for 1 yard (tackle by Zach Brown),0.810,0.230
3,1:10,3,1,SDG 29,10,24,Jackie Battle up the middle for 10 yards (tackle by Michael Griffin),0.230,1.530
3,0:26,1,10,SDG 39,10,24,"Curtis Brinkley left end for no gain (tackle by Michael Griffin and Will Witherspoon). Curtis Brinkley fumbles (forced by Michael Griffin), ball out of bounds at SDG-39",1.530,0.990
Quarter,Time,Down,ToGo,Location,TEN,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,SDG 39,10,24,Philip Rivers pass complete short right to Randy McMichael for 11 yards (tackle by Akeem Ayers and Michael Griffin),0.990,2.260
4,14:16,1,10,,10,24,Jackie Battle up the middle for 4 yards (tackle by Michael Griffin),2.260,2.250
4,13:38,2,6,TEN 46,10,24,Philip Rivers pass complete short right to Malcom Floyd for 19 yards (tackle by Alterraun Verner),2.250,3.780
4,12:51,1,10,TEN 27,10,24,"Jackie Battle left tackle for no gain (tackle by Kamerion Wimbley and Will Witherspoon). Penalty on Markelle Martin: Neutral Zone Infraction, 5 yards (no play)",3.780,4.510
4,12:28,1,5,TEN 22,10,24,Jackie Battle right guard for 15 yards (tackle by Michael Griffin and Coty Sensabaugh),4.510,5.600
4,11:40,1,7,TEN 7,10,24,Jackie Battle left tackle for 1 yard (tackle by Akeem Ayers and Zach Diles),5.600,4.950
4,10:57,2,6,TEN 6,10,24,Philip Rivers pass complete short left to Ronnie Brown for 5 yards (tackle by Coty Sensabaugh and Zach Brown),4.950,5.170
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned.",,
4,10:37,3,1,TEN 1,10,30,"Jackie Battle up the middle for 1 yard, touchdown",5.170,7.000
4,10:37,,,TEN 2,10,31,Nate Kaeding kicks extra point good,0.000,0.000
4,10:33,,,SDG 35,10,31,"Nate Kaeding kicks off 65 yards, returned by Lavelle Hawkins for 18 yards (tackle by Atari Bigby)",0.000,0.040
4,10:27,1,10,TEN 18,10,31,Jake Locker pass incomplete short left intended for Damian Williams,0.040,-0.490
4,10:23,2,10,TEN 18,10,31,Jake Locker pass complete short left to Jared Cook for 4 yards (tackle by Demorrio Williams),-0.490,-0.660
4,9:54,3,6,TEN 22,10,31,Jake Locker pass incomplete short left intended for Jared Cook,-0.660,-1.900
4,9:50,4,6,TEN 22,10,31,"Brett Kern punts 47 yards, out of bounds",-1.900,-1.000
4,9:42,1,10,SDG 31,10,31,Philip Rivers pass complete short left to Dante Rosario for 18 yards (tackle by Keyunta Dawson),1.000,2.190
4,8:55,1,10,SDG 49,10,31,Jackie Battle left tackle for 4 yards (tackle by Michael Griffin and Keyunta Dawson),2.190,2.190
4,8:13,2,6,TEN 47,10,31,Curtis Brinkley up the middle for 7 yards (tackle by Michael Griffin and Will Witherspoon),2.190,2.920
4,7:28,1,10,TEN 40,10,31,Jackie Battle up the middle for 3 yards (tackle by Jurrell Casey and Markelle Martin),2.920,2.780
4,6:47,2,7,TEN 37,10,31,Curtis Brinkley right tackle for 5 yards (tackle by Michael Griffin and Akeem Ayers),2.780,2.740
4,6:02,3,2,TEN 32,10,31,Jackie Battle up the middle for 8 yards (tackle by Michael Griffin and Kamerion Wimbley),2.740,3.970
4,5:19,1,10,TEN 24,10,31,Jackie Battle up the middle for 4 yards (tackle by Jurrell Casey),3.970,3.970
4,4:35,2,6,TEN 20,10,31,Curtis Brinkley right tackle for 1 yard (tackle by Will Witherspoon and Karl Klug),3.970,3.410
4,3:50,3,5,TEN 19,10,31,Jackie Battle left guard for 16 yards (tackle by Robert Johnson),3.410,6.510
4,3:03,1,3,TEN 3,10,31,Jackie Battle right tackle for 2 yards (tackle by Tim Shaw),6.510,5.910
4,2:21,2,1,TEN 1,10,31,Jackie Battle right guard for -2 yards (tackle by Michael Griffin and Scott Solomon),5.910,4.720
4,2:00,3,3,TEN 3,10,31,Jackie Battle left tackle for 2 yards (tackle by Will Witherspoon and Jason McCourty),4.720,3.550
4,1:17,4,1,TEN 1,10,37,"Jackie Battle left guard for 1 yard, touchdown",3.550,7.000
4,1:17,,,TEN 2,10,38,Nate Kaeding kicks extra point good,0.000,0.000
4,1:13,,,SDG 35,10,38,"Nate Kaeding kicks off 61 yards, returned by Lavelle Hawkins for 17 yards (tackle by Darrell Stuckey)",0.000,0.340
4,1:08,1,10,TEN 21,10,38,Jake Locker pass incomplete short left intended for Kendall Wright (defended by Corey Liuget),0.340,-0.200
4,1:04,2,10,TEN 21,10,38,Jake Locker pass complete deep right to Damian Williams for 18 yards (tackle by Atari Bigby),-0.200,1.530
4,0:34,1,10,TEN 39,10,38,Chris Johnson up the middle for 2 yards (tackle by Demorrio Williams),1.530,1.260
4,0:07,2,8,TEN 41,10,38,Jake Locker pass complete deep middle to Craig Stevens for 46 yards (tackle by Eric Weddle),1.260,4.710
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
