Player,Pos
Ryan Tannehill,QB
Lamar Miller,RB
Mike Wallace,WR
Brian Hartline,WR
Charles Clay,TE
Dion Sims,TE
Jonathan Martin,LT
Richie Incognito,LG
Mike Pouncey,C
John Jerry,RG
Tyson Clabo,RT
Cameron Wake,LDE
Jared Odrick,DT
Paul Soliai,DT
Olivier Vernon,RDE
Koa Misi,LB
Dannell Ellerbe,LB
Philip Wheeler,LB
Brent Grimes,CB
Nolan Carroll,CB
Reshad Jones,S
Chris Clemons,S
