Quarter,Time,Down,ToGo,Location,MIA,IND,Detail,EPB,EPA
1,7:10,3,3,MIA 43,7,0,Andrew Luck pass complete short left to Reggie Wayne for 4 yards (tackle by Jimmy Wilson),1.950,2.980
1,6:27,1,10,MIA 39,7,0,Ahmad Bradshaw up the middle for 3 yards (tackle by Dannell Ellerbe and Philip Wheeler),2.980,2.850
1,5:44,2,7,MIA 36,7,0,Andrew Luck pass complete deep right to T.Y. Hilton for 22 yards (tackle by Jimmy Wilson),2.850,4.650
1,5:03,1,10,MIA 14,7,0,Andrew Luck pass incomplete short left intended for Darrius Heyward-Bey,4.650,4.000
1,4:58,2,10,MIA 14,7,0,Ahmad Bradshaw up the middle for 2 yards (tackle by Dannell Ellerbe and Paul Soliai),4.000,3.430
1,4:18,3,8,MIA 12,7,0,Andrew Luck pass incomplete short middle intended for Reggie Wayne (defended by Chris Clemons),3.430,2.630
1,4:12,4,8,MIA 12,7,3,Adam Vinatieri 30 yard field goal good,2.630,3.000
1,4:12,,,IND 35,7,3,"Pat McAfee kicks off 74 yards, touchback",0.000,-0.280
1,4:07,1,10,MIA 20,7,3,Lamar Miller up the middle for 3 yards (tackle by Ricky Jean-Francois),0.280,0.140
1,3:31,2,7,MIA 23,7,3,Ryan Tannehill pass complete deep middle to Charles Clay for 67 yards (tackle by LaRon Landry),0.140,4.910
1,3:01,1,10,IND 10,13,3,"Lamar Miller left end for 10 yards, touchdown",4.910,7.000
1,3:01,,,IND 2,14,3,Caleb Sturgis kicks extra point good,0.000,0.000
1,3:01,,,MIA 35,14,3,"Caleb Sturgis kicks off 74 yards, touchback",0.000,-0.280
1,2:54,1,10,IND 20,14,3,Donald Brown left end for 6 yards (tackle by Chris Clemons),0.280,0.540
1,2:14,2,4,IND 26,14,3,Andrew Luck pass complete short left to Coby Fleener for 40 yards (tackle by Reshad Jones),0.540,3.310
1,1:48,1,10,MIA 34,14,3,Donald Brown left end for 4 yards (tackle by Nolan Carroll),3.310,3.310
1,1:11,2,6,MIA 30,14,3,"Andrew Luck sacked by Derrick Shelby for -7 yards. Andrew Luck fumbles (forced by Derrick Shelby), recovered by Donald Brown at MIA-32 and returned for 1 yards",3.310,2.480
1,0:28,3,7,MIA 31,14,3,Andrew Luck pass complete short middle to T.Y. Hilton for 12 yards (tackle by Brent Grimes),2.480,4.310
Quarter,Time,Down,ToGo,Location,MIA,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIA 19,14,3,Donald Brown left end for 3 yards (tackle by Reshad Jones),4.310,4.180
2,14:37,2,7,MIA 16,14,3,Andrew Luck pass incomplete short middle intended for Coby Fleener,4.180,3.410
2,14:32,3,7,MIA 16,14,3,Andrew Luck up the middle for 9 yards (tackle by Philip Wheeler),3.410,5.600
2,13:49,1,7,MIA 7,14,3,Andrew Luck pass complete short right to Darrius Heyward-Bey for 4 yards (tackle by Brent Grimes),5.600,5.530
2,13:07,2,3,MIA 3,14,9,"Andrew Luck pass complete short left to Coby Fleener for 3 yards, touchdown",5.530,7.000
2,13:07,,,MIA 2,14,10,Adam Vinatieri kicks extra point good,0.000,0.000
2,13:07,,,IND 35,14,10,"Pat McAfee kicks off 74 yards, touchback",0.000,-0.280
2,13:01,1,10,MIA 20,14,10,Ryan Tannehill pass incomplete short left intended for Charles Clay,0.280,-0.270
2,12:58,2,10,MIA 20,14,10,Ryan Tannehill pass complete short right to Mike Wallace for 6 yards (tackle by Greg Toler),-0.270,-0.160
2,12:19,3,4,MIA 26,14,10,Ryan Tannehill pass complete deep left to Brian Hartline for 24 yards (tackle by LaRon Landry),-0.160,2.260
2,11:43,1,10,,14,10,Ryan Tannehill pass incomplete short right intended for Mike Wallace (defended by Greg Toler),2.260,1.710
2,11:37,2,10,,14,10,Ryan Tannehill pass incomplete short right intended for Brian Hartline,1.710,1.030
2,11:31,3,10,,14,10,Ryan Tannehill sacked by Pat Angerer and Bjoern Werner for -8 yards,1.030,-0.590
2,10:56,4,18,MIA 42,14,10,"Brandon Fields punts 25 yards, out of bounds",-0.590,-1.140
2,10:48,1,10,IND 33,14,10,Ahmad Bradshaw left tackle for 2 yards (tackle by Jared Odrick),1.140,0.860
2,10:15,2,8,IND 35,14,10,Andrew Luck pass complete short right to T.Y. Hilton for 5 yards (tackle by Dannell Ellerbe),0.860,0.830
2,9:29,3,3,IND 40,14,10,Andrew Luck pass incomplete short left intended for T.Y. Hilton (defended by Philip Wheeler),0.830,-0.720
2,9:25,4,3,IND 40,14,10,"Pat McAfee punts 60 yards, touchback. Penalty on Joe Lefeged: Illegal Touch Kick",-0.720,-0.280
2,9:14,1,10,MIA 20,14,10,Daniel Thomas up the middle for 6 yards (tackle by Jerrell Freeman and Greg Toler),0.280,0.540
2,8:39,2,4,MIA 26,14,10,Ryan Tannehill pass complete short middle to Mike Wallace for 6 yards (tackle by Jerrell Freeman),0.540,1.070
2,7:59,1,10,MIA 32,14,10,Ryan Tannehill pass complete short left to Brian Hartline for 12 yards (tackle by Vontae Davis),1.070,1.860
2,7:44,1,10,MIA 44,14,10,"Ryan Tannehill for no gain. Ryan Tannehill fumbles, recovered by Tyler Clutts at MIA-42 and returned for 2 yards",1.860,1.320
2,7:04,2,10,MIA 44,14,10,Ryan Tannehill pass complete short left to Mike Wallace for 4 yards (tackle by Vontae Davis),1.320,1.160
2,6:27,3,6,MIA 48,14,10,Ryan Tannehill pass incomplete short middle intended for Charles Clay (defended by Antoine Bethea),1.160,-0.190
2,6:22,4,6,MIA 48,14,10,"Brandon Fields punts 43 yards, returned by Darius Butler for 9 yards (tackle by Chris Clemons)",-0.190,-0.040
2,6:09,1,10,IND 18,14,10,Donald Brown left guard for 11 yards (tackle by Reshad Jones and Philip Wheeler),0.040,0.870
2,5:45,1,10,IND 29,14,10,Andrew Luck pass complete short left to Coby Fleener for 18 yards (tackle by Philip Wheeler),0.870,2.060
2,5:04,1,10,IND 47,14,10,Andrew Luck pass incomplete deep left intended for T.Y. Hilton,2.060,1.520
2,4:57,2,10,IND 47,14,10,Andrew Luck pass complete short left to Darrius Heyward-Bey for 6 yards (tackle by Nolan Carroll),1.520,1.620
2,4:22,3,4,MIA 47,14,10,Andrew Luck pass incomplete short right intended for T.Y. Hilton (defended by Brent Grimes),1.620,0.130
2,4:17,4,4,MIA 47,14,10,"Pat McAfee punts 47 yards, touchback",0.130,-0.280
2,4:09,1,10,MIA 20,14,10,Lamar Miller left end for 8 yards (tackle by Pat Angerer),0.280,0.810
2,3:37,2,2,MIA 28,14,10,Lamar Miller up the middle for 1 yard (tackle by Pat Angerer and Cory Redding),0.810,0.230
2,2:56,3,1,MIA 29,14,10,Ryan Tannehill pass incomplete short right intended for Tyler Clutts,0.230,-1.440
2,2:51,4,1,MIA 29,14,10,Brandon Fields punts 49 yards,-1.440,-0.410
2,2:42,1,10,IND 22,14,10,Andrew Luck pass complete deep middle to T.Y. Hilton for 18 yards (tackle by Reshad Jones),0.410,1.600
2,2:10,1,10,IND 40,14,10,Andrew Luck pass complete deep right to T.Y. Hilton for 47 yards (tackle by Brent Grimes),1.600,4.710
2,2:00,1,10,MIA 13,14,10,Andrew Luck pass incomplete short right intended for Coby Fleener,4.710,4.050
2,1:55,2,10,MIA 13,14,10,Ahmad Bradshaw right tackle for 8 yards (tackle by Dannell Ellerbe),4.050,4.050
2,1:48,2,10,MIA 13,14,10,Timeout #1 by Miami Dolphins,4.050,4.050
2,1:48,2,10,MIA 13,14,10,Timeout #1 by Indianapolis Colts,4.050,4.780
2,1:48,3,2,MIA 5,14,10,Ahmad Bradshaw left end for 4 yards (tackle by Jimmy Wilson),4.780,4.780
2,1:31,3,2,MIA 5,14,10,Timeout #2 by Miami Dolphins,4.780,6.970
2,1:31,1,1,MIA 1,14,16,"Ahmad Bradshaw left guard for 1 yard, touchdown",6.970,7.000
2,1:31,,,MIA 2,14,17,Adam Vinatieri kicks extra point good,0.000,0.000
2,1:31,,,IND 35,14,17,"Pat McAfee kicks off 74 yards, touchback",0.000,-0.280
2,1:26,1,10,MIA 20,14,17,Ryan Tannehill pass complete short left to Brian Hartline for 7 yards (tackle by Vontae Davis),0.280,0.680
2,0:59,2,3,MIA 27,14,17,Ryan Tannehill pass complete short right to Mike Wallace for 8 yards (tackle by Greg Toler),0.680,1.270
2,0:35,1,10,MIA 35,14,17,Ryan Tannehill pass complete short middle to Charles Clay for 21 yards (tackle by Antoine Bethea),1.270,1.270
2,0:24,1,10,MIA 35,14,17,Timeout #3 by Miami Dolphins,1.270,2.650
2,0:24,1,10,IND 44,14,17,Ryan Tannehill pass incomplete short left intended for Brandon Gibson (defended by Darius Butler),2.650,2.110
2,0:19,2,10,IND 44,14,17,Ryan Tannehill pass complete short right to Charles Clay for 8 yards (tackle by Jerrell Freeman),2.110,2.480
2,0:02,3,2,IND 36,14,17,Ryan Tannehill spiked the ball,2.480,2.480
2,0:02,3,2,IND 36,14,17,Timeout #2 by Indianapolis Colts,2.480,0.890
2,0:02,4,2,IND 36,17,17,Caleb Sturgis 54 yard field goal good,0.890,3.000
Quarter,Time,Down,ToGo,Location,MIA,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,17,17,"Pat McAfee kicks off no gain, returned by Marcus Thigpen for 38 yards (tackle by Josh Gordy)",0.000,0.940
3,14:55,1,10,MIA 30,17,17,Ryan Tannehill pass complete short right to Lamar Miller for no gain,0.940,0.940
3,14:10,1,10,MIA 30,17,17,Timeout #1 by Indianapolis Colts,0.940,0.390
3,14:10,2,10,MIA 30,17,17,Ryan Tannehill pass incomplete,0.390,-0.300
3,14:03,3,10,MIA 30,17,17,"Ryan Tannehill sacked by Jerrell Freeman for -9 yards. Ryan Tannehill fumbles (forced by Jerrell Freeman), recovered by Joe Lefeged at MIA-41 and returned for 2 yards",-0.300,-2.980
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
3,13:57,1,10,MIA 39,17,17,Ahmad Bradshaw up the middle for 5 yards (tackle by Dannell Ellerbe and Koa Misi),2.980,3.120
3,13:29,2,5,MIA 34,17,17,Andrew Luck pass complete short left to Dominique Jones for 13 yards (tackle by Nolan Carroll),3.120,4.170
3,13:06,1,10,MIA 21,17,17,Andrew Luck pass incomplete deep left intended for Dominique Jones,4.170,3.630
,,,,,,,"MIA challenged the pass completion ruling, and the original play was overturned.",,
3,13:03,2,10,MIA 21,17,17,Andrew Luck pass complete short right to Griff Whalen for 6 yards (tackle by Brent Grimes),3.630,3.810
3,12:21,3,4,MIA 15,17,17,"Andrew Luck pass complete short right to Coby Fleener for 15 yards. Penalty on Reggie Wayne: Illegal Shift, 5 yards (no play)",3.810,3.070
3,12:15,3,9,MIA 20,17,17,Andrew Luck pass complete short right to Ahmad Bradshaw for no gain,3.070,2.120
3,11:40,4,9,MIA 20,17,20,Adam Vinatieri 38 yard field goal good,2.120,3.000
3,11:40,,,IND 35,17,20,"Pat McAfee kicks off 70 yards, returned by Marcus Thigpen for 35 yards (tackle by Darius Butler)",0.000,-0.940
3,11:28,1,10,MIA 30,17,20,Daniel Thomas right tackle for 12 yards (tackle by Antoine Bethea and LaRon Landry),0.940,1.730
3,11:00,1,10,MIA 42,17,20,Daniel Thomas up the middle for 4 yards (tackle by Pat Angerer),1.730,1.730
3,10:26,2,6,MIA 46,17,20,Ryan Tannehill sacked by Jerrell Freeman for -7 yards,1.730,0.100
3,9:54,3,13,MIA 39,17,20,"Ryan Tannehill sacked by Robert Mathis for -8 yards. Ryan Tannehill fumbles (forced by Robert Mathis), recovered by Daniel Thomas at MIA-37",0.100,-0.910
3,9:11,4,15,MIA 37,17,20,"Brandon Fields punts 53 yards (tackle by Jelani Jenkins). Penalty on Sergio Brown: Defensive Holding, 8 yards",-0.910,0.380
3,8:59,1,10,IND 9,17,20,Andrew Luck pass complete short left to Stanley Havili for 7 yards (tackle by Philip Wheeler and Dannell Ellerbe),-0.380,-0.160
3,8:24,2,3,IND 16,17,20,Donald Brown up the middle for 2 yards (tackle by Paul Soliai),-0.160,-0.370
3,8:03,3,1,IND 18,17,20,Donald Brown right guard for no gain (tackle by Philip Wheeler and Cameron Wake),-0.370,-2.240
3,7:15,4,1,IND 18,17,20,"Pat McAfee punts 51 yards, out of bounds",-2.240,-1.000
3,7:07,1,10,MIA 31,17,20,Daniel Thomas left tackle for 3 yards (tackle by Pat Angerer and LaRon Landry),1.000,0.870
3,6:38,2,7,MIA 34,17,20,Ryan Tannehill pass complete deep left to Brian Hartline for 20 yards (tackle by LaRon Landry),0.870,2.520
3,6:05,1,10,IND 46,17,20,Ryan Tannehill pass complete short right to Mike Wallace for 11 yards,2.520,3.250
3,5:41,1,10,IND 35,17,20,Daniel Thomas left end for no gain (tackle by LaRon Landry and Pat Angerer),3.250,2.700
3,5:05,2,10,IND 35,17,20,Ryan Tannehill pass complete deep right to Mike Wallace for 34 yards (tackle by Greg Toler). Penalty on Greg Toler: Defensive Holding (Declined),2.700,6.970
3,4:45,1,1,IND 1,23,20,"Charles Clay up the middle for 1 yard, touchdown",6.970,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
3,4:45,,,IND 2,24,20,Caleb Sturgis kicks extra point good,0.000,0.000
3,4:45,,,MIA 35,24,20,"Caleb Sturgis kicks off 74 yards, touchback",0.000,-0.280
3,4:40,1,10,IND 20,24,20,Andrew Luck pass complete short right to Coby Fleener for 8 yards (tackle by Dannell Ellerbe),0.280,0.810
3,4:20,2,2,IND 28,24,20,Ahmad Bradshaw right tackle for 2 yards (tackle by Paul Soliai and Derrick Shelby),0.810,0.940
3,3:37,1,10,IND 30,24,20,Andrew Luck pass incomplete deep middle intended for T.Y. Hilton (defended by Philip Wheeler),0.940,0.390
3,3:31,2,10,IND 30,24,20,Ahmad Bradshaw right end for 5 yards (tackle by Philip Wheeler),0.390,0.370
3,2:51,3,5,IND 35,24,20,Andrew Luck pass incomplete short middle intended for T.Y. Hilton,0.370,-1.040
3,2:45,4,5,IND 35,24,20,Pat McAfee punts 48 yards,-1.040,0.060
3,2:32,1,10,MIA 17,24,20,Lamar Miller right end for 14 yards (tackle by LaRon Landry),-0.060,1.000
3,1:59,1,10,MIA 31,24,20,Lamar Miller left end for 6 yards (tackle by Robert Mathis),1.000,1.270
3,1:13,2,4,MIA 37,24,20,Lamar Miller right end for 3 yards (tackle by Antoine Bethea and Pat Angerer),1.270,0.960
3,0:44,3,1,MIA 40,24,20,Ryan Tannehill up the middle for 2 yards (tackle by Jerrell Freeman),0.960,1.730
Quarter,Time,Down,ToGo,Location,MIA,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIA 42,24,20,Daniel Thomas left tackle for no gain (tackle by Aubrayo Franklin and Pat Angerer),1.730,1.190
4,14:30,2,10,MIA 42,24,20,Ryan Tannehill pass complete short right to Daniel Thomas for 10 yards (tackle by Pat Angerer),1.190,2.390
4,13:48,1,10,IND 48,24,20,Ryan Tannehill sacked by Robert Mathis for -5 yards,2.390,1.170
4,13:13,2,15,MIA 47,24,20,Ryan Tannehill pass complete short left to Charles Clay for 8 yards (tackle by Fili Moala and LaRon Landry),1.170,1.550
4,12:29,3,7,IND 45,24,20,Ryan Tannehill pass complete short right to Lamar Miller for 6 yards (tackle by Bjoern Werner),1.550,0.660
4,12:00,4,1,IND 39,24,20,Ryan Tannehill left tackle for no gain (tackle by Robert Mathis),0.660,-1.530
,,,,,,,"IND challenged the first down ruling, and the original play was overturned.",,
4,11:45,1,10,IND 39,24,20,Ahmad Bradshaw left end for -1 yards (tackle by Paul Soliai),1.530,0.850
4,11:04,2,11,IND 38,24,20,Andrew Luck pass incomplete deep middle intended for Reggie Wayne,0.850,0.170
4,10:58,3,11,IND 38,24,20,Andrew Luck right end for 11 yards (tackle by Jimmy Wilson),0.170,2.190
4,10:11,1,10,IND 49,24,20,Ahmad Bradshaw right guard for 5 yards (tackle by Philip Wheeler),2.190,2.320
4,9:38,2,5,MIA 46,24,20,Andrew Luck up the middle for 4 yards (tackle by Dannell Ellerbe),2.320,2.150
4,8:53,3,1,MIA 42,24,20,Ahmad Bradshaw right end for 8 yards (tackle by Dannell Ellerbe and Reshad Jones),2.150,3.310
4,8:29,1,10,MIA 34,24,20,Andrew Luck pass incomplete deep right intended for Reggie Wayne is intercepted by Brent Grimes at MIA--4,3.310,-0.280
4,8:20,1,10,MIA 20,24,20,Lamar Miller left end for -1 yards (tackle by Jerrell Freeman),0.280,-0.460
4,7:41,2,11,MIA 19,24,20,Lamar Miller up the middle for 3 yards (tackle by Jerrell Freeman and Bjoern Werner),-0.460,-0.690
4,7:04,3,8,MIA 22,24,20,Ryan Tannehill pass complete short middle to Brandon Gibson for 11 yards (tackle by Antoine Bethea),-0.690,1.140
4,6:21,1,10,MIA 33,24,20,Ryan Tannehill pass complete short right to Charles Clay for 5 yards (tackle by Antoine Bethea),1.140,1.270
4,5:40,2,5,MIA 38,24,20,Daniel Thomas right tackle for 4 yards (tackle by Erik Walden),1.270,1.090
4,4:58,3,1,MIA 42,24,20,Daniel Thomas left guard for 1 yard (tackle by LaRon Landry and Kelvin Sheppard),1.090,1.800
4,4:16,1,10,MIA 43,24,20,Ryan Tannehill pass complete short left to Brian Hartline for 5 yards (tackle by LaRon Landry),1.800,1.930
4,4:12,2,5,MIA 48,24,20,Ryan Tannehill pass incomplete short left intended for Brian Hartline (defended by Ricky Jean-Francois),1.930,1.220
4,4:08,3,5,MIA 48,24,20,Ryan Tannehill pass incomplete short middle intended for Mike Wallace (defended by Greg Toler),1.220,-0.190
4,4:04,4,5,MIA 48,24,20,"Brandon Fields punts 38 yards, fair catch by T.Y. Hilton",-0.190,0.280
4,3:57,1,10,IND 14,24,20,Andrew Luck for 14 yards (tackle by Nolan Carroll),-0.280,0.810
4,3:47,1,10,IND 28,24,20,Andrew Luck pass complete short left to Ahmad Bradshaw for 5 yards (tackle by Philip Wheeler),0.810,0.940
4,3:09,2,5,IND 33,24,20,Andrew Luck pass complete short right to Griff Whalen for 22 yards (tackle by Chris Clemons),0.940,2.590
4,2:34,1,10,MIA 45,24,20,Donald Brown right tackle for 4 yards (tackle by Jared Odrick and Dannell Ellerbe),2.590,2.580
4,2:03,2,6,MIA 41,24,20,Andrew Luck sacked by Reshad Jones and Olivier Vernon for 0 yards,2.580,1.880
4,1:55,3,6,MIA 41,24,20,Andrew Luck pass complete short left to Reggie Wayne for 18 yards (tackle by Jimmy Wilson),1.880,4.040
4,1:50,1,10,MIA 23,24,20,Andrew Luck pass incomplete deep right intended for T.Y. Hilton,4.040,4.040
4,1:45,1,10,MIA 23,24,20,Timeout #1 by Miami Dolphins,4.040,3.500
4,1:45,2,10,MIA 23,24,20,Andrew Luck pass incomplete deep middle intended for Coby Fleener (defended by Chris Clemons),3.500,2.810
4,1:41,3,10,MIA 23,24,20,Andrew Luck pass incomplete short right intended for Griff Whalen (defended by Nolan Carroll),2.810,2.810
4,1:35,3,10,MIA 23,24,20,Timeout #2 by Miami Dolphins,2.810,1.930
4,1:35,4,10,MIA 23,24,20,Andrew Luck sacked by Philip Wheeler for -5 yards,1.930,-0.810
4,1:27,1,10,MIA 28,24,20,Lamar Miller right guard for 1 yard (tackle by Kelvin Sheppard and Aubrayo Franklin),0.810,0.810
4,1:23,1,10,MIA 28,24,20,Timeout #2 by Indianapolis Colts,0.810,0.400
4,1:23,2,9,MIA 29,24,20,Lamar Miller left tackle for 1 yard (tackle by Josh Chapman),0.400,0.400
4,1:17,2,9,MIA 29,24,20,Timeout #3 by Indianapolis Colts,0.400,-0.160
4,1:17,3,8,MIA 30,24,20,Lamar Miller right tackle for 8 yards (tackle by Antoine Bethea),-0.160,1.470
4,0:34,1,10,MIA 38,24,20,Ryan Tannehill kneels for -1 yards,1.470,0.790
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
