Quarter,Time,Down,ToGo,Location,DET,DAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Lions won the coin toss, Lions to receive the opening kickoff.",,
1,15:00,,,DAL 30,0,0,"Billy Cundiff kicks off 60 yards, returned by Eddie Drummond for 16 yards (tackle by Scott Shanle)",0.000,0.670
1,14:55,1,10,DET 26,0,0,Joey Harrington pass complete to Tai Streets for 5 yards (tackle by Alshermond Singleton),0.670,0.810
1,14:28,2,5,DET 31,0,0,Kevin Jones up the middle for 12 yards (tackle by Marcellus Wiley and Terence Newman),0.810,1.800
1,13:45,1,10,DET 43,0,0,Kevin Jones right tackle for 7 yards (tackle by Dexter Coakley),1.800,2.200
1,13:08,2,3,DAL 50,0,0,Joey Harrington pass complete to Az-Zahir Hakim for 39 yards (tackle by Lynn Scott),2.200,4.840
1,12:23,1,10,DAL 11,0,0,Joey Harrington pass complete to Stephen Alexander for 10 yards (tackle by Alshermond Singleton),4.840,6.970
1,11:35,1,1,DAL 1,0,0,Kevin Jones up the middle for no gain (tackle by Leonardo Carson and Bradie James),6.970,5.910
1,11:05,2,1,DAL 1,6,0,"Joey Harrington pass complete to Kevin Jones for 1 yard, touchdown",5.910,7.000
1,,,,DAL 2,7,0,Jason Hanson kicks extra point good,0.000,0.000
1,,,,DET 30,7,0,"Jason Hanson kicks off 71 yards, returned by ReShard Lee for 18 yards (tackle by Shawn Bryson)",0.000,-0.060
1,10:57,1,10,DAL 17,7,0,Vinny Testaverde pass complete to Jason Witten for 8 yards (tackle by Bracy Walker),-0.060,0.620
1,10:17,2,2,DAL 25,7,0,Eddie George up the middle for 1 yard (tackle by Earl Holmes),0.620,-0.120
1,9:34,3,1,DAL 26,7,0,Eddie George left tackle for 5 yards (tackle by Teddy Lehman and James Hall),-0.120,1.000
1,8:56,1,10,DAL 31,7,0,Vinny Testaverde pass complete to Eddie George for 6 yards (tackle by Dre' Bly),1.000,1.270
