Quarter,Time,Down,ToGo,Location,IND,DAL,Detail,EPB,EPA
1,3:52,2,5,IND 25,0,14,Dan Herron right end for 2 yards (tackle by Anthony Hitchens),0.410,-0.030
1,3:15,3,3,IND 27,0,14,Andrew Luck pass incomplete short right intended for Coby Fleener (defended by Brandon Carr),-0.030,-1.570
1,3:11,4,3,IND 27,0,14,"Pat McAfee punts 61 yards, returned by Dwayne Harris for 13 yards (tackle by Colt Anderson)",-1.570,-0.610
1,2:58,1,10,DAL 25,0,14,Joseph Randle left tackle for 5 yards (tackle by Bjoern Werner),0.610,0.740
1,2:17,2,5,DAL 30,0,14,Tony Romo pass complete deep left to Dez Bryant for 24 yards (tackle by Vontae Davis). Penalty on Vontae Davis: Defensive Holding (Declined),0.740,2.520
1,1:55,1,10,IND 46,0,14,Joseph Randle right tackle for 11 yards (tackle by Mike Adams),2.520,3.250
1,1:14,1,10,IND 35,0,14,Joseph Randle up the middle for 2 yards (tackle by D'Qwell Jackson),3.250,2.970
1,0:34,2,8,IND 33,0,14,Tony Romo pass complete short right to Joseph Randle for 7 yards (tackle by Jerrell Freeman),2.970,3.200
Quarter,Time,Down,ToGo,Location,IND,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,IND 26,0,14,Joseph Randle right guard for 2 yards (tackle by Erik Walden and D'Qwell Jackson),3.200,3.970
2,14:19,1,10,IND 24,0,20,"Tony Romo pass complete short middle to Cole Beasley for 24 yards, touchdown",3.970,7.000
2,14:19,,,IND 2,0,21,Dan Bailey kicks extra point good,0.000,0.000
2,14:19,,,DAL 35,0,21,"Dan Bailey kicks off 73 yards, returned by Josh Cribbs for 26 yards (tackle by James Hanna)",0.000,-0.040
2,14:05,1,10,IND 18,0,21,Andrew Luck pass incomplete short right intended for Dwayne Allen,0.040,-0.490
2,14:01,2,10,IND 18,0,21,Andrew Luck pass incomplete short middle intended for Dwayne Allen,-0.490,-1.170
2,13:55,3,10,IND 18,0,21,Andrew Luck pass complete short left to Hakeem Nicks for 7 yards (tackle by Henry Melton and Sterling Moore),-1.170,-1.700
2,13:12,4,3,IND 25,0,21,"Pat McAfee punts 44 yards, returned by Dwayne Harris for 2 yards (tackle by Colt Anderson)",-1.700,-1.140
2,13:03,1,10,DAL 33,0,21,DeMarco Murray left tackle for 1 yard (tackle by Jerrell Freeman),1.140,0.730
2,12:30,2,9,DAL 34,0,21,Tony Romo pass complete short right to Jason Witten for 20 yards (tackle by Mike Adams),0.730,2.520
2,11:44,1,10,IND 46,0,21,DeMarco Murray left end for 1 yard (tackle by Jerrell Freeman),2.520,2.110
2,11:03,2,9,IND 45,0,21,Tony Romo pass complete short left to Lance Dunbar for 14 yards (tackle by Vontae Davis),2.110,3.510
2,10:18,1,10,IND 31,0,21,DeMarco Murray left guard for 9 yards (tackle by Sergio Brown and Mike Adams),3.510,4.180
2,9:38,2,1,IND 22,0,21,DeMarco Murray right guard for 3 yards (tackle by Arthur Jones),4.180,4.310
2,8:56,1,10,IND 19,0,21,DeMarco Murray left end for 8 yards (tackle by Arthur Jones and Greg Toler),4.310,5.140
2,8:09,2,2,IND 11,0,21,DeMarco Murray right guard for 1 yard (tackle by Jonathan Newsome and D'Qwell Jackson),5.140,4.690
2,7:24,3,1,IND 10,0,21,Tony Romo pass complete short right to Jason Witten for 9 yards (tackle by D'Qwell Jackson),4.690,6.970
2,6:38,1,1,IND 1,0,27,"DeMarco Murray up the middle for 1 yard, touchdown",6.970,7.000
2,6:38,,,IND 2,0,28,Dan Bailey kicks extra point good,0.000,0.000
2,6:38,,,DAL 35,0,28,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.280
2,6:32,1,10,IND 20,0,28,Andrew Luck pass complete short right to Hakeem Nicks for 5 yards (tackle by Anthony Hitchens),0.280,0.410
2,5:58,2,5,IND 25,0,28,Andrew Luck pass incomplete deep right intended for Dwayne Allen,0.410,-0.300
2,5:49,3,5,IND 25,0,28,"Penalty on Lance Louis: False Start, 5 yards (no play)",-0.300,-0.960
2,5:49,3,10,IND 20,0,28,Andrew Luck pass complete short left to Reggie Wayne for 11 yards (tackle by Orlando Scandrick),-0.960,1.000
2,5:19,1,10,IND 31,0,28,"Andrew Luck pass complete deep left to Coby Fleener for 24 yards. Penalty on Xavier Nixon: Offensive Holding, 10 yards (no play)",1.000,0.340
2,4:54,1,20,IND 21,0,28,Andrew Luck pass complete short right to Donte Moncrief for no gain,0.340,-0.890
2,4:12,2,20,IND 21,0,28,Andrew Luck pass complete short right to Trent Richardson for 9 yards (tackle by Anthony Hitchens and Brandon Carr),-0.890,-0.360
2,3:36,3,11,IND 30,0,28,Andrew Luck pass complete short left to Coby Fleener for 8 yards (tackle by Orlando Scandrick),-0.360,-0.850
2,3:10,4,3,IND 38,0,28,"Pat McAfee punts 29 yards, out of bounds",-0.850,-1.140
2,3:01,1,10,DAL 33,0,28,Joseph Randle left end for -1 yards (tackle by LaRon Landry),1.140,0.460
2,2:17,2,11,DAL 32,0,28,Tony Romo pass complete short middle to Cole Beasley for 5 yards (tackle by Darius Butler),0.460,0.430
2,2:00,3,6,DAL 37,0,28,"Penalty on Arthur Jones: Encroachment, 5 yards (no play)",0.430,1.090
2,2:00,3,1,DAL 42,0,28,Joseph Randle left end for -3 yards (tackle by D'Qwell Jackson),1.090,1.090
2,1:54,3,1,DAL 42,0,28,Timeout #1 by Indianapolis Colts,1.090,-0.780
2,1:54,4,4,DAL 39,0,28,"Chris Jones punts 36 yards, out of bounds",-0.780,-0.610
2,1:46,1,10,IND 25,0,28,"Penalty on Xavier Nixon: False Start, 5 yards (no play)",0.610,0.280
2,1:46,1,15,IND 20,0,28,Andrew Luck pass complete short right to Dan Herron for 7 yards (tackle by Rolando McClain and Bruce Carter),0.280,0.330
2,1:30,2,8,IND 27,0,28,"Andrew Luck pass complete short right to Coby Fleener for 9 yards (tackle by Bruce Carter). Penalty on Xavier Nixon: Illegal Motion, 5 yards (no play)",0.330,-0.340
2,1:27,2,13,IND 22,0,28,Dan Herron up the middle for 4 yards (tackle by Henry Melton),-0.340,-0.490
2,1:04,3,9,IND 26,0,28,Andrew Luck pass complete short left to Hakeem Nicks for 13 yards (tackle by Orlando Scandrick),-0.490,-0.490
2,0:55,3,9,IND 26,0,28,Timeout #2 by Indianapolis Colts,-0.490,1.530
2,0:55,1,10,IND 39,0,28,Andrew Luck pass complete short left to Dan Herron for 22 yards (tackle by Barry Church). Penalty on Sterling Moore: Illegal Use of Hands (Declined),1.530,2.980
2,0:42,1,10,DAL 39,0,28,Andrew Luck pass incomplete deep right intended for Donte Moncrief (defended by Brandon Carr),2.980,2.440
2,0:34,2,10,DAL 39,0,28,Andrew Luck pass complete short right to Coby Fleener for 4 yards (tackle by Brandon Carr),2.440,2.280
2,0:29,3,6,DAL 35,0,28,"Andrew Luck pass incomplete short middle intended for Coby Fleener. Penalty on Barry Church: Defensive Holding, 5 yards (no play)",2.280,3.580
2,0:24,1,10,DAL 30,0,28,Andrew Luck pass complete short left to Dan Herron for 8 yards (tackle by Orlando Scandrick and Demarcus Lawrence),3.580,3.580
2,0:17,1,10,DAL 30,0,28,Timeout #3 by Indianapolis Colts,3.580,4.110
2,0:17,2,2,DAL 22,0,28,Andrew Luck pass incomplete deep middle intended for Coby Fleener is intercepted by J.J. Wilcox at DAL--9 and returned for 46 yards,4.110,0.000
Quarter,Time,Down,ToGo,Location,IND,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,0,28,"Dan Bailey kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,IND 20,0,28,Andrew Luck pass complete short left to Hakeem Nicks for 4 yards (tackle by Orlando Scandrick),0.280,0.270
3,14:39,2,6,IND 24,0,28,Andrew Luck pass incomplete short right intended for Reggie Wayne is intercepted by Anthony Hitchens at IND-27 and returned for 8 yards,0.270,-4.310
3,14:32,1,10,IND 19,0,28,DeMarco Murray left guard for 1 yard (tackle by D'Qwell Jackson and Arthur Jones),4.310,3.880
3,13:58,2,9,IND 18,0,28,DeMarco Murray left tackle for -5 yards (tackle by Bjoern Werner),3.880,2.540
3,13:13,3,14,IND 23,0,28,Tony Romo sacked by Arthur Jones for -11 yards,2.540,1.060
3,12:34,4,25,IND 34,0,28,Dan Bailey 52 yard field goal no good,1.060,-1.730
3,12:29,1,10,IND 42,0,28,Trent Richardson left end for -2 yards (tackle by Rolando McClain),1.730,0.920
3,12:00,2,12,IND 40,0,28,Andrew Luck pass complete short middle to Reggie Wayne for 7 yards (tackle by Rolando McClain),0.920,1.160
3,11:28,3,5,IND 47,0,28,Andrew Luck pass complete short right to Trent Richardson for -1 yards (tackle by Rolando McClain). Penalty on Khaled Holmes: Offensive Holding (Declined),1.160,-0.320
3,11:01,4,6,IND 46,0,28,"Pat McAfee punts 54 yards, touchback. Penalty on Josh McNary: Ineligible Downfield Kick, 5 yards",-0.320,-0.610
3,10:58,1,10,DAL 25,0,28,DeMarco Murray left tackle for 9 yards (tackle by LaRon Landry),0.610,1.280
3,10:15,2,1,DAL 34,0,28,DeMarco Murray up the middle for 3 yards (tackle by D'Qwell Jackson and Mike Adams),1.280,1.400
3,9:37,1,10,DAL 37,0,28,Tony Romo pass complete short left to Dez Bryant for 11 yards (tackle by Vontae Davis),1.400,2.130
3,9:00,1,10,DAL 48,0,28,DeMarco Murray left tackle for 2 yards (tackle by Arthur Jones),2.130,1.850
3,8:16,2,8,IND 50,0,28,Tony Romo pass complete short right to Jason Witten for 7 yards (tackle by Jerrell Freeman),1.850,2.080
3,7:34,3,1,IND 43,0,28,DeMarco Murray up the middle for 2 yards (tackle by Mike Adams and D'Qwell Jackson),2.080,2.850
3,6:52,1,10,IND 41,0,28,DeMarco Murray left tackle for 7 yards (tackle by Mike Adams),2.850,3.250
3,6:06,2,3,IND 34,0,28,Tony Romo pass complete short right to Jason Witten for 10 yards (tackle by Mike Adams),3.250,3.970
3,5:29,1,10,IND 24,0,28,DeMarco Murray left guard for -1 yards (tackle by LaRon Landry),3.970,3.300
3,4:48,2,11,IND 25,0,34,"Tony Romo pass complete deep middle to Jason Witten for 25 yards, touchdown",3.300,7.000
3,4:48,,,IND 2,0,35,Dan Bailey kicks extra point good,0.000,0.000
3,4:48,,,DAL 35,0,35,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.280
3,4:41,1,10,IND 20,0,35,Dan Herron right tackle for 1 yard (tackle by Bruce Carter),0.280,-0.130
3,4:05,2,9,IND 21,0,35,Matt Hasselbeck pass complete short middle to Reggie Wayne for 5 yards (tackle by Bruce Carter),-0.130,-0.160
3,3:30,3,4,IND 26,0,35,Matt Hasselbeck pass complete short middle to Donte Moncrief for 5 yards (tackle by Anthony Hitchens and Barry Church),-0.160,1.000
3,2:57,1,10,IND 31,0,35,Dan Herron right end for -2 yards (tackle by Bruce Carter),1.000,0.190
3,2:15,2,12,IND 29,0,35,Matt Hasselbeck pass complete short left to Hakeem Nicks for 9 yards (tackle by Sterling Moore),0.190,0.700
3,1:39,3,3,IND 38,0,35,Matt Hasselbeck pass incomplete short middle intended for Reggie Wayne (defended by Anthony Hitchens),0.700,-0.850
3,1:31,4,3,IND 38,0,35,"Matt Hasselbeck pass incomplete short left intended for Hakeem Nicks. Penalty on Sterling Moore: Defensive Pass Interference, 10 yards (no play)",-0.850,2.130
3,1:25,1,10,IND 48,0,35,"Matt Hasselbeck sacked by Orlando Scandrick for -8 yards. Matt Hasselbeck fumbles (forced by Orlando Scandrick), recovered by George Selvie at DAL-49 and returned for 2 yards (tackle by Lance Louis)",2.130,-2.320
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
3,1:09,1,10,IND 49,0,35,Joseph Randle right end for 3 yards (tackle by Erik Walden),2.320,2.190
3,0:23,2,7,IND 46,0,35,Tony Romo pass complete short left to Dez Bryant for 10 yards (tackle by Greg Toler),2.190,3.180
Quarter,Time,Down,ToGo,Location,IND,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,IND 36,0,35,Joseph Randle left tackle for -2 yards (tackle by D'Qwell Jackson),3.180,2.370
4,14:19,2,12,IND 38,0,35,"Tony Romo up the middle for 7 yards (tackle by Mike Adams). Penalty on Jerrell Freeman: Defensive Holding, 5 yards",2.370,3.840
4,13:48,1,10,IND 26,0,35,Joseph Randle left end for -1 yards (tackle by Mike Adams),3.840,3.160
4,13:02,2,11,IND 27,0,35,Tony Romo pass incomplete short middle intended for Cole Beasley (defended by Sergio Brown),3.160,2.480
4,12:58,3,11,IND 27,0,35,"Joseph Randle right tackle for 12 yards (tackle by Darius Butler). Joseph Randle fumbles (forced by Darius Butler), recovered by D'Qwell Jackson at IND-15 (tackle by Ronald Leary)",2.480,0.220
4,12:42,1,10,IND 15,0,35,Matt Hasselbeck pass incomplete short right intended for Dan Herron,-0.220,-0.710
4,12:38,2,10,IND 15,0,35,Dan Herron up the middle for 2 yards (tackle by Anthony Hitchens),-0.710,-1.120
4,11:55,3,8,IND 17,0,35,Matt Hasselbeck pass incomplete deep left intended for Hakeem Nicks,-1.120,-2.320
4,11:49,4,8,IND 17,0,35,"Pat McAfee punts 44 yards, returned by Dwayne Harris for 14 yards (tackle by Henoc Muamba)",-2.320,-2.460
4,11:39,1,10,IND 47,0,35,Joseph Randle left end for 4 yards (tackle by Josh McNary),2.460,2.450
4,10:59,2,6,IND 43,0,35,Joseph Randle up the middle for no gain (tackle by Ricky Jean-Francois),2.450,1.750
4,10:19,3,6,IND 43,0,41,"Brandon Weeden pass complete deep right to Terrance Williams for 43 yards, touchdown",1.750,7.000
4,10:19,,,IND 2,0,42,Dan Bailey kicks extra point good,0.000,0.000
4,10:19,,,DAL 35,0,42,"Dan Bailey kicks off 74 yards, returned by Josh Cribbs for 31 yards (tackle by J.J. Wilcox)",0.000,-0.410
4,10:07,1,10,IND 22,0,42,Matt Hasselbeck pass complete short left to Hakeem Nicks for -2 yards (tackle by Tyler Patmon),0.410,-0.400
4,9:33,2,12,IND 20,0,42,"Matt Hasselbeck pass incomplete short left intended for Hakeem Nicks. Penalty on Tyler Patmon: Face Mask (15 Yards), 15 yards (no play)",-0.400,1.270
4,9:28,1,10,IND 35,0,42,Matt Hasselbeck pass complete short right to Jack Doyle for 10 yards,1.270,1.930
4,8:52,1,10,IND 45,0,42,Matt Hasselbeck pass complete short left to Coby Fleener for 17 yards (tackle by C.J. Spillman),1.930,3.050
4,8:09,1,10,DAL 38,0,42,"Matt Hasselbeck pass complete short left to Zurlon Tipton for 3 yards (tackle by Keith Smith). Penalty on Tyler Patmon: Illegal Use of Hands, 5 yards (no play)",3.050,3.380
4,7:42,1,10,DAL 33,0,42,Matt Hasselbeck pass complete short middle to Hakeem Nicks for 10 yards (tackle by C.J. Spillman),3.380,4.040
4,7:09,1,10,DAL 23,0,42,Matt Hasselbeck sacked by Kyle Wilber for -7 yards,4.040,2.550
4,6:26,2,17,DAL 30,0,42,Matt Hasselbeck pass complete short left to Coby Fleener for 7 yards (tackle by C.J. Spillman and Cameron Lawrence),2.550,2.810
4,5:42,3,10,DAL 23,0,42,Matt Hasselbeck pass incomplete short middle intended for Coby Fleener,2.810,2.810
4,5:36,3,10,DAL 23,0,42,Timeout #1 by Indianapolis Colts,2.810,1.930
4,5:36,4,10,DAL 23,0,42,"Matt Hasselbeck pass incomplete deep left intended for Reggie Wayne is intercepted by Brandon Carr at DAL--5. Penalty on Brandon Carr: Defensive Pass Interference, 22 yards (no play)",1.930,6.970
4,5:29,1,1,DAL 1,6,42,"Matt Hasselbeck pass complete short right to Zurlon Tipton for 1 yard, touchdown",6.970,7.000
4,5:29,,,DAL 2,7,42,Adam Vinatieri kicks extra point good,0.000,0.000
4,5:29,,,IND 35,7,42,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
4,5:24,1,10,DAL 20,7,42,Joseph Randle up the middle for 5 yards (tackle by Ricky Jean-Francois),0.280,0.410
4,4:43,2,5,DAL 25,7,42,Lance Dunbar up the middle for -1 yards (tackle by Sergio Brown),0.410,-0.430
4,4:00,3,6,DAL 24,7,42,Lance Dunbar right tackle for 5 yards (tackle by Arthur Jones),-0.430,-1.440
4,3:24,4,1,DAL 29,7,42,"Chris Jones punts 56 yards, returned by Josh Cribbs for 7 yards (tackle by Anthony Hitchens)",-1.440,-0.410
4,3:13,1,10,IND 22,7,42,Zurlon Tipton up the middle for -3 yards (tackle by Jeremy Mincey),0.410,-0.600
4,2:40,2,13,IND 19,7,42,Matt Hasselbeck pass complete short right to Zurlon Tipton for 4 yards (tackle by Kyle Wilber),-0.600,-0.690
4,2:00,3,9,IND 23,7,42,"Penalty on Anthony Spencer: Neutral Zone Infraction, 5 yards (no play)",-0.690,-0.030
4,2:00,3,4,IND 28,7,42,Matt Hasselbeck pass complete short middle to Jack Doyle for 13 yards (tackle by Keith Smith),-0.030,1.660
4,1:34,1,10,IND 41,7,42,Matt Hasselbeck pass complete short left to Hakeem Nicks for 21 yards (tackle by Brandon Carr),1.660,3.050
4,1:00,1,10,DAL 38,7,42,Matt Hasselbeck pass complete short right to Zurlon Tipton for 12 yards (tackle by Keith Smith and Sterling Moore),3.050,3.840
4,0:50,1,10,DAL 26,7,42,Matt Hasselbeck pass complete short right to Josh Cribbs for 8 yards (tackle by Keith Smith),3.840,4.450
4,0:29,2,2,DAL 18,7,42,Matt Hasselbeck pass incomplete deep right intended for Jack Doyle (defended by Sterling Moore),4.450,3.750
4,0:22,3,2,DAL 18,7,42,Matt Hasselbeck pass complete short left to Zurlon Tipton for 6 yards (tackle by Cameron Lawrence),3.750,4.780
4,0:01,1,10,DAL 12,7,42,Matt Hasselbeck pass incomplete short left intended for Hakeem Nicks,4.780,4.100
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
