Quarter,Time,Down,ToGo,Location,NWE,LAC,Detail,EPB,EPA
2,8:54,3,17,NWE 42,14,0,Cam Newton pass complete short right to N'Keal Harry for 10 yards (tackle by Michael Davis),0.040,0.070
2,8:12,4,7,LAC 48,14,0,"Jake Bailey punts 40 yards, fair catch by K.J. Hill at LAC-8",0.070,0.380
2,8:05,1,10,LAC 8,14,0,Justin Herbert pass complete short left to Austin Ekeler for 11 yards (tackle by Kyle Dugger),-0.380,0.150
2,7:39,1,10,LAC 19,14,0,Justin Herbert pass incomplete short right intended for Keenan Allen (defended by Jason McCourty),0.150,-0.390
2,7:36,2,10,LAC 19,14,0,Justin Herbert pass complete short right to Kalen Ballage for no gain (tackle by Ja'Whaun Bentley),-0.390,-1.070
2,6:50,3,10,LAC 19,14,0,Justin Herbert pass incomplete short right intended for Austin Ekeler,-1.070,-2.140
2,6:45,4,10,LAC 19,14,0,"Penalty on Brandon Facyson: False Start, 5 yards (no play)",-2.140,-2.470
2,6:45,4,15,LAC 14,14,0,"Ty Long punts 54 yards, returned by Gunner Olszewski for 14 yards (tackle by Nick Vigil and Cole Christiansen)",-2.470,-1.990
2,6:32,1,10,NWE 46,14,0,Damien Harris right tackle for 3 yards (tackle by Kenneth Murray),1.990,1.860
2,6:06,2,7,NWE 49,14,0,Cam Newton pass complete short right to Damiere Byrd for 9 yards (tackle by Uchenna Nwosu and Nick Vigil),1.860,2.790
2,5:30,1,10,LAC 42,14,0,Damien Harris right tackle for 12 yards (tackle by Nasir Adderley),2.790,3.580
2,4:48,1,10,LAC 30,14,0,Damien Harris right guard for 3 yards (tackle by Jerry Tillery),3.580,3.440
2,4:23,2,7,LAC 27,14,0,Cam Newton pass complete short right to Damiere Byrd for 7 yards (tackle by Rayshawn Jenkins),3.440,4.240
2,3:55,1,10,LAC 20,14,0,"Penalty on Jakob Johnson: False Start, 5 yards (no play)",4.240,3.910
2,3:33,1,15,LAC 25,14,0,Cam Newton pass incomplete short right intended for Jakobi Meyers,3.910,3.020
2,3:28,2,15,LAC 25,14,0,Cam Newton sacked by Kenneth Murray for -4 yards,3.020,1.820
2,2:47,3,19,LAC 29,14,0,"Cam Newton up the middle for 1 yard (tackle by Uchenna Nwosu). Penalty on Jerry Tillery: Illegal Use of Hands, 5 yards",1.820,4.040
2,2:20,1,10,LAC 23,14,0,Damien Harris up the middle for 5 yards (tackle by Jerry Tillery and Uchenna Nwosu),4.040,4.210
2,2:00,2,5,LAC 18,14,0,Cam Newton up the middle for 1 yard (tackle by Kenneth Murray),4.210,3.660
2,1:18,3,4,LAC 17,14,0,Donte Moncrief left end for 4 yards (tackle by Kenneth Murray),3.660,4.710
2,1:14,,,,,,Timeout #1 by New England Patriots,,
2,1:14,1,10,LAC 13,14,0,"Damien Harris up the middle for 3 yards (tackle by Jerry Tillery). Damien Harris fumbles (forced by Jerry Tillery), recovered by Damien Harris at LAC-10",4.710,4.580
2,1:10,,,,,,Timeout #1 by Los Angeles Chargers,,
2,1:10,2,7,LAC 10,14,0,Cam Newton pass complete short right to James White for 3 yards (tackle by Rayshawn Jenkins),4.580,4.330
2,1:05,3,4,LAC 7,14,0,Sony Michel up the middle for 4 yards (tackle by Nasir Adderley),4.330,6.510
2,1:01,,,,,,Timeout #2 by Los Angeles Chargers,,
2,1:01,1,3,LAC 3,14,0,Cam Newton up the middle for 1 yard (tackle by Nick Vigil and Linval Joseph),6.510,5.720
2,0:57,,,,,,Timeout #3 by Los Angeles Chargers,,
2,0:57,2,2,LAC 2,20,0,"Cam Newton up the middle for 2 yards, touchdown",5.720,7.000
2,0:51,,,LAC 15,21,0,Nick Folk kicks extra point good,0.000,0.000
2,0:51,,,NWE 35,21,0,"Jake Bailey kicks off 64 yards, returned by Tyron Johnson for 15 yards (tackle by Justin Bethel)",0.000,-0.140
2,0:46,1,10,LAC 16,21,0,Justin Herbert pass incomplete deep left intended for Jalen Guyton,-0.140,-0.660
2,0:42,2,10,LAC 16,21,0,Justin Herbert pass complete short middle to Austin Ekeler for 15 yards (tackle by Adrian Phillips),-0.660,1.000
2,0:27,1,10,LAC 31,21,0,"Penalty on Adam Butler: Encroachment, 5 yards (no play)",1.000,1.730
2,0:27,1,5,LAC 36,21,0,Justin Herbert pass incomplete short middle intended for Austin Ekeler,1.730,1.140
2,0:24,2,5,LAC 36,21,0,Justin Herbert pass incomplete short left intended for Austin Ekeler. Penalty on Storm Norton: Illegal Touch Pass (Declined),1.140,0.430
2,0:19,3,5,LAC 36,21,0,Justin Herbert pass complete deep right to Keenan Allen for 24 yards (tackle by Myles Bryant),0.430,2.920
2,0:04,1,10,NWE 40,21,0,Justin Herbert spiked the ball,2.920,2.370
2,0:03,2,10,NWE 40,27,0,"Michael Badgley 58 yard field goal no good blocked by Cody Davis, recovered by Devin McCourty, touchdown",2.370,-7.000
2,0:00,,,LAC 15,28,0,Nick Folk kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,NWE,LAC,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,28,0,"Jake Bailey kicks off 60 yards, returned by Nasir Adderley for 11 yards (tackle by Chase Winovich and Kyle Dugger). Penalty on K.J. Hill: Offensive Holding, 8 yards",0.000,-0.380
3,14:55,1,10,LAC 8,28,0,Austin Ekeler right end for 3 yards (tackle by Ja'Whaun Bentley and Chase Winovich),-0.380,-0.560
3,14:31,2,7,LAC 11,28,0,Justin Herbert pass complete short right to Austin Ekeler for 5 yards (tackle by Ja'Whaun Bentley),-0.560,-0.480
3,13:50,3,2,LAC 16,28,0,Justin Herbert pass complete short right to Hunter Henry for 5 yards (tackle by Devin McCourty),-0.480,0.340
3,13:34,1,10,LAC 21,28,0,Austin Ekeler left end for 3 yards (tackle by Adam Butler and Adrian Phillips),0.340,0.210
3,13:07,2,7,LAC 24,28,0,Justin Herbert pass complete short left to Keenan Allen for 4 yards (tackle by Kyle Dugger and Anfernee Jennings),0.210,0.040
3,12:28,3,3,LAC 28,28,0,Justin Herbert pass short left intended for Jalen Guyton is intercepted by Chase Winovich at LAC-32 and returned for no gain,0.040,-3.450
3,12:22,1,10,LAC 32,28,0,Sony Michel right end for 3 yards (tackle by Justin Jones and Linval Joseph),3.450,3.310
3,11:44,2,7,LAC 29,28,0,Cam Newton pass complete short right to Ryan Izzo for 6 yards (tackle by Kenneth Murray),3.310,3.400
3,11:00,3,1,LAC 23,28,0,Cam Newton left end for 6 yards (tackle by Kenneth Murray),3.400,4.440
3,10:23,1,10,LAC 17,28,0,Sony Michel right end for 3 yards (tackle by Kenneth Murray),4.440,4.320
3,9:41,2,7,LAC 14,28,0,"Cam Newton pass incomplete short left. Penalty on Joey Bosa: Roughing the Passer, 7 yards (no play)",4.320,5.600
3,9:37,1,7,LAC 7,28,0,Damien Harris right end for 2 yards (tackle by Justin Jones),5.600,5.150
3,8:52,2,5,LAC 5,28,0,Cam Newton pass incomplete short right intended for Jakobi Meyers,5.150,4.260
3,8:48,3,5,LAC 5,34,0,"Cam Newton pass complete short right to N'Keal Harry for 5 yards, touchdown",4.260,7.000
3,8:44,,,LAC 15,35,0,Nick Folk kicks extra point good,0.000,0.000
3,8:44,,,NWE 35,35,0,"Jake Bailey kicks off 58 yards, returned by Nasir Adderley for 16 yards (tackle by Chase Winovich and Myles Bryant)",0.000,0.480
3,8:39,1,10,LAC 23,35,0,Justin Herbert pass complete short right to Mike Williams for 9 yards (tackle by Adrian Phillips),0.480,1.150
3,8:17,2,1,LAC 32,35,0,Justin Herbert pass incomplete short right intended for Kalen Ballage,1.150,0.430
3,8:14,3,1,LAC 32,35,0,Kalen Ballage right tackle for 6 yards (tackle by Ja'Whaun Bentley and Jason McCourty),0.430,1.470
3,7:51,1,10,LAC 38,35,0,Justin Herbert sacked by Lawrence Guy for -9 yards,1.470,-0.290
3,7:09,2,19,LAC 29,35,0,Austin Ekeler up the middle for 8 yards (tackle by Adam Butler),-0.290,0.100
3,6:26,3,11,LAC 37,35,0,Justin Herbert pass complete deep right to Jalen Guyton for 24 yards (tackle by Jason McCourty),0.100,2.980
3,5:56,1,10,NWE 39,35,0,Justin Herbert pass incomplete short middle intended for Mike Williams (defended by Adrian Phillips),2.980,2.440
3,5:51,2,10,NWE 39,35,0,Justin Herbert pass complete short middle to Keenan Allen for 4 yards (tackle by Ja'Whaun Bentley),2.440,2.280
3,5:21,3,6,NWE 35,35,0,Justin Herbert pass incomplete short right intended for Mike Williams (defended by Adam Butler),2.280,0.970
3,5:17,4,6,NWE 35,35,0,Justin Herbert pass deep left intended for Keenan Allen is intercepted by J.C. Jackson at NE-17 and returned for 3 yards,0.970,-0.280
3,5:11,1,10,NWE 20,35,0,Cam Newton pass complete short left to Jakob Johnson for 1 yard (tackle by Kenneth Murray),0.280,-0.130
3,4:35,2,9,NWE 21,35,0,Damien Harris right guard for 7 yards (tackle by Kenneth Murray),-0.130,0.100
3,3:48,,,,,,Timeout #1 by New England Patriots,,
3,3:48,3,2,NWE 28,35,0,Cam Newton pass complete short right to Jakobi Meyers for 15 yards (tackle by Chris Harris),0.100,1.800
3,3:02,1,10,NWE 43,35,0,Damien Harris right guard for 5 yards (tackle by Michael Davis),1.800,1.930
3,2:26,2,5,NWE 48,35,0,Cam Newton pass complete short left to Jakobi Meyers for no gain (tackle by Nasir Adderley),1.930,1.220
3,1:41,3,5,NWE 48,35,0,Cam Newton pass incomplete short left,1.220,-0.190
3,1:37,4,5,NWE 48,35,0,"Penalty on LAC: Defensive Too Many Men on Field, 5 yards (no play)",-0.190,2.460
3,1:37,1,10,LAC 47,35,0,Cam Newton pass incomplete deep right intended for Jakobi Meyers,2.460,1.910
3,1:32,2,10,LAC 47,35,0,Damien Harris up the middle for 3 yards (tackle by Jerry Tillery and Kenneth Murray),1.910,1.620
3,0:45,3,7,LAC 44,35,0,Cam Newton pass incomplete deep right intended for Damiere Byrd (defended by Nasir Adderley),1.620,0.330
3,0:38,4,7,LAC 44,35,0,Jake Bailey punts 39 yards downed by Cody Davis,0.330,0.380
3,0:27,1,10,LAC 5,35,0,Austin Ekeler right tackle for 5 yards (tackle by Deatrich Wise),-0.380,-0.420
3,0:04,2,5,LAC 10,35,0,Justin Herbert pass incomplete short right intended for Keenan Allen,-0.420,-0.840
3,0:01,3,5,LAC 10,35,0,Justin Herbert pass complete short right to Mike Williams for 7 yards (tackle by J.C. Jackson and Adrian Phillips),-0.840,-0.060
Quarter,Time,Down,ToGo,Location,NWE,LAC,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,LAC 17,35,0,Justin Herbert pass complete short right to Joshua Kelley for 2 yards (tackle by Adrian Phillips),-0.060,-0.250
4,14:29,2,8,LAC 19,35,0,Justin Herbert pass complete short middle to Joshua Kelley for 1 yard (tackle by Adrian Phillips),-0.250,-0.870
4,13:50,3,7,LAC 20,35,0,Justin Herbert pass incomplete deep right intended for Mike Williams,-0.870,-2.030
4,13:44,4,7,LAC 20,35,0,"Ty Long punts 58 yards, returned by Gunner Olszewski for 61 yards (tackle by Ty Long)",-2.030,-4.440
4,13:25,1,10,LAC 17,35,0,Sony Michel up the middle for 3 yards (tackle by Justin Jones and Nick Vigil),4.440,4.320
4,12:46,2,7,LAC 14,35,0,Sony Michel up the middle for 4 yards (tackle by Justin Jones and Nick Vigil),4.320,4.340
4,12:04,3,3,LAC 10,35,0,Cam Newton left end for -4 yards (tackle by Kenneth Murray),4.340,2.510
4,11:25,4,7,LAC 14,38,0,Nick Folk 32 yard field goal good,2.510,3.000
4,11:21,,,NWE 35,38,0,"Jake Bailey kicks off 66 yards, returned by Nasir Adderley for 26 yards (tackle by Justin Bethel)",0.000,0.610
4,11:16,1,10,LAC 25,38,0,"Kalen Ballage left end for no gain (tackle by Adrian Phillips). Penalty on Adam Butler: Defensive Holding, 5 yards (no play)",0.610,0.940
4,10:56,1,10,LAC 30,38,0,Justin Herbert pass incomplete deep middle intended for Keenan Allen (defended by Terez Hall),0.940,0.390
4,10:52,2,10,LAC 30,38,0,Kalen Ballage right guard for 8 yards (tackle by Adrian Phillips),0.390,0.760
4,10:26,3,2,LAC 38,38,0,Justin Herbert pass complete short right to Stephen Anderson for 6 yards (tackle by Kyle Dugger),0.760,1.860
4,10:08,1,10,LAC 44,38,0,Justin Herbert pass complete deep middle to Mike Williams for 20 yards (tackle by Devin McCourty),1.860,3.180
4,9:45,1,10,NWE 36,38,0,Justin Herbert pass incomplete deep middle intended for Jalen Guyton,3.180,2.640
4,9:36,2,10,NWE 36,38,0,Austin Ekeler left guard for 5 yards (tackle by Terez Hall),2.640,2.610
4,8:58,3,5,NWE 31,38,0,Justin Herbert pass complete short left to Austin Ekeler for 1 yard (tackle by Terez Hall and Adrian Phillips),2.610,1.460
4,8:17,4,4,NWE 30,38,0,Justin Herbert sacked by Adam Butler for -9 yards,1.460,-1.530
4,8:13,1,10,NWE 39,38,0,Jarrett Stidham pass incomplete deep middle intended for N'Keal Harry,1.530,0.990
4,8:07,2,10,NWE 39,38,0,Jarrett Stidham pass complete short right to Sony Michel for 23 yards (tackle by Nick Vigil),0.990,3.050
4,7:37,1,10,LAC 38,38,0,Sony Michel up the middle for no gain (tackle by Jerry Tillery and Linval Joseph),3.050,2.510
4,6:58,2,10,LAC 38,44,0,"Jarrett Stidham pass complete short middle to Gunner Olszewski for 38 yards, touchdown",2.510,7.000
4,6:50,,,LAC 15,45,0,Nick Folk kicks extra point good,0.000,0.000
4,6:50,,,NWE 35,45,0,"Jake Bailey kicks off 68 yards, returned by Nasir Adderley for 31 yards (tackle by Gunner Olszewski and Jason McCourty)",0.000,0.810
4,6:43,1,10,LAC 28,45,0,Justin Herbert pass complete short right to Keenan Allen for 13 yards (tackle by Adrian Phillips and Terez Hall),0.810,1.660
4,6:22,1,10,LAC 41,45,0,Justin Herbert pass incomplete short left intended for Jalen Guyton (defended by Byron Cowart),1.660,1.120
4,6:18,2,10,LAC 41,45,0,Justin Herbert pass complete short middle to K.J. Hill for 7 yards (tackle by Anfernee Jennings),1.120,1.360
4,5:45,3,3,LAC 48,45,0,Justin Herbert pass complete short left to Mike Williams for 7 yards (tackle by Joejuan Williams),1.360,2.590
4,5:19,1,10,NWE 45,45,0,Justin Herbert pass complete short right to Donald Parham for 9 yards (tackle by Terez Hall),2.590,3.260
4,4:55,2,1,NWE 36,45,0,Kalen Ballage left end for 6 yards (tackle by Akeem Spence),3.260,3.580
4,4:28,1,10,NWE 30,45,0,Justin Herbert pass incomplete short left intended for Keenan Allen,3.580,3.030
4,4:22,2,10,NWE 30,45,0,Justin Herbert pass incomplete deep left intended for Mike Williams,3.030,2.340
4,4:15,3,10,NWE 30,45,0,Justin Herbert pass incomplete short left intended for Stephen Anderson,2.340,1.410
4,4:11,4,10,NWE 30,45,0,Justin Herbert pass incomplete deep right intended for Keenan Allen,1.410,-0.940
4,4:06,1,10,NWE 30,45,0,Sony Michel right tackle for 3 yards (tackle by Isaac Rochell),0.940,0.800
4,3:34,2,7,NWE 33,45,0,Sony Michel left tackle for 5 yards (tackle by Linval Joseph),0.800,0.760
4,2:59,3,2,NWE 38,45,0,Sony Michel left end for no gain (tackle by Rayshawn Jenkins),0.760,-0.850
4,2:14,4,2,NWE 38,45,0,"Jake Bailey punts 53 yards, fair catch by K.J. Hill at LAC-9",-0.850,0.380
4,2:07,1,10,LAC 9,45,0,Kalen Ballage up the middle for 6 yards (tackle by Adrian Phillips),-0.380,-0.280
4,2:00,2,4,LAC 15,45,0,Justin Herbert pass incomplete short right intended for Donald Parham,-0.280,-0.720
4,1:56,3,4,LAC 15,45,0,Justin Herbert pass complete short left to Kalen Ballage for no gain (tackle by Joejuan Williams),-0.720,-2.440
4,1:22,4,4,LAC 15,45,0,Justin Herbert pass incomplete short left intended for Donald Parham (defended by Terez Hall),-2.440,-4.580
4,1:18,1,10,LAC 15,45,0,Jarrett Stidham kneels for -1 yards,4.580,3.810
4,0:37,2,11,LAC 16,45,0,Jarrett Stidham kneels for -1 yards,3.810,2.980
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
