Quarter,Time,Down,ToGo,Location,PIT,NWE,Detail,EPB,EPA
1,3:25,4,1,PIT 31,0,0,"Jordan Berry punts 50 yards, returned by Danny Amendola for 15 yards (tackle by Vince Williams). Penalty on Matt Slater: Illegal Block Above the Waist, 10 yards",-1.310,0.380
1,3:14,1,10,NWE 10,0,0,Dion Lewis left tackle for 8 yards (tackle by Will Allen),-0.380,0.070
1,2:40,2,2,NWE 18,0,0,Dion Lewis middle for 1 yard (tackle by Mike Mitchell),0.070,-0.370
1,2:05,3,1,NWE 19,0,0,Tom Brady middle for 1 yard (tackle by Lawrence Timmons and Steve McLendon),-0.370,0.280
1,1:14,1,10,NWE 20,0,0,"Dion Lewis left end for 5 yards (tackle by Lawrence Timmons). Penalty on Nate Solder: Offensive Holding, 10 yards (no play)",0.280,-0.760
1,0:45,1,20,NWE 10,0,0,Tom Brady pass complete short left to Aaron Dobson for 9 yards (tackle by William Gay),-0.760,-0.460
1,0:12,2,11,NWE 19,0,0,Tom Brady pass complete short left to Julian Edelman for 9 yards (tackle by Cortez Allen),-0.460,0.100
Quarter,Time,Down,ToGo,Location,PIT,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,NWE 28,0,0,Julian Edelman right end for 9 yards (tackle by Shamarko Thomas and James Harrison),0.100,1.400
2,14:30,1,10,NWE 37,0,0,Brandon Bolden left end for -3 yards (tackle by Ryan Shazier),1.400,0.450
2,13:55,2,13,NWE 34,0,0,Tom Brady pass complete short left to Dion Lewis for 7 yards (tackle by Cortez Allen and Stephon Tuitt),0.450,0.700
2,13:21,3,6,NWE 41,0,0,Tom Brady pass complete short middle to Julian Edelman for 8 yards (tackle by Antwon Blake),0.700,2.190
2,12:44,1,10,NWE 49,0,0,Dion Lewis right tackle for 3 yards (tackle by Antwon Blake and Ryan Shazier),2.190,2.050
2,12:13,2,7,PIT 48,0,0,Tom Brady pass complete short right to Julian Edelman for 13 yards (tackle by Will Allen),2.050,3.250
2,11:40,1,10,PIT 35,0,0,Tom Brady pass complete deep right to Rob Gronkowski for 19 yards (tackle by Robert Golden),3.250,4.510
2,11:16,1,10,PIT 16,0,6,"Tom Brady pass complete short right to Rob Gronkowski for 16 yards, touchdown",4.510,7.000
2,11:16,,,PIT 16,0,7,Stephen Gostkowski kicks extra point good,0.000,0.000
2,11:16,,,NWE 35,0,7,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
2,11:11,1,10,PIT 20,0,7,DeAngelo Williams middle for 2 yards (tackle by Sealver Siliga),0.280,0.000
2,10:33,2,8,PIT 22,0,7,Ben Roethlisberger pass incomplete short left intended for Heath Miller,0.000,-0.690
2,10:27,3,8,PIT 22,0,7,Ben Roethlisberger pass complete deep left to Darrius Heyward-Bey for 43 yards (tackle by Bradley Fletcher),-0.690,3.250
2,10:02,1,10,NWE 35,0,7,DeAngelo Williams right end for 6 yards (tackle by Dont'a Hightower),3.250,3.510
2,9:30,2,4,NWE 29,0,7,DeAngelo Williams right tackle for 1 yard (tackle by Jabaal Sheard),3.510,2.940
2,8:46,3,3,NWE 28,0,7,Ben Roethlisberger pass incomplete deep right intended for Antonio Brown,2.940,1.680
2,8:43,4,3,NWE 28,0,7,Josh Scobee 46 yard field goal no good,1.680,-1.330
2,8:38,1,10,NWE 36,0,7,Tom Brady pass complete short middle to Julian Edelman for 14 yards (tackle by Cortez Allen),1.330,2.260
2,8:06,1,10,PIT 50,0,7,Dion Lewis middle for no gain (tackle by Jacoby Jones and Cameron Heyward),2.260,1.710
2,7:27,2,10,PIT 50,0,7,Tom Brady pass complete deep left to Danny Amendola for 18 yards,1.710,3.450
2,6:58,1,10,PIT 32,0,7,Tom Brady pass complete short middle to Brandon Bolden for 12 yards (tackle by Mike Mitchell and Cameron Heyward),3.450,4.240
2,6:22,1,10,PIT 20,0,7,Dion Lewis left guard for 8 yards (tackle by Cameron Heyward and Cortez Allen),4.240,5.040
2,6:00,2,2,PIT 12,0,7,Dion Lewis middle for 1 yard (tackle by Cortez Allen and James Harrison),5.040,4.590
2,5:19,3,1,PIT 11,0,7,Tom Brady middle for 2 yards (tackle by James Harrison),4.590,5.140
2,4:46,1,9,PIT 9,0,7,Tom Brady pass complete short left to Julian Edelman for 3 yards (tackle by William Gay),5.140,4.950
2,4:06,2,6,PIT 6,0,13,"Tom Brady pass complete short middle to Rob Gronkowski for 6 yards, touchdown",4.950,7.000
2,4:06,,,PIT 6,0,14,Stephen Gostkowski kicks extra point good,0.000,0.000
2,4:06,,,NWE 35,0,14,"Stephen Gostkowski kicks off 70 yards, returned by Dri Archer for 22 yards (tackle by Nate Ebner)",0.000,0.060
2,3:57,1,10,PIT 17,0,14,Ben Roethlisberger pass complete short right to Antonio Brown for 5 yards (tackle by Malcolm Butler and Tarell Brown),-0.060,0.210
2,3:20,2,5,PIT 22,0,14,"DeAngelo Williams for 9 yards. Penalty on Cody Wallace: Offensive Holding, 10 yards (no play)",0.210,-1.150
2,2:51,2,15,PIT 12,0,14,Ben Roethlisberger pass complete short left to Heath Miller for 9 yards (tackle by Duron Harmon),-1.150,-0.750
2,2:13,3,6,PIT 21,0,14,Ben Roethlisberger pass complete deep right to Antonio Brown for 37 yards (tackle by Devin McCourty),-0.750,2.790
2,2:00,1,10,NWE 42,0,14,DeAngelo Williams left guard for 2 yards (tackle by Dont'a Hightower and Bradley Fletcher),2.790,2.510
2,1:29,2,8,NWE 40,0,14,Ben Roethlisberger pass complete short left to DeAngelo Williams for 5 yards (tackle by Dont'a Hightower),2.510,2.480
2,0:53,3,3,NWE 35,0,14,Ben Roethlisberger pass incomplete deep right intended for Markus Wheaton,2.480,2.480
2,0:48,3,3,NWE 35,0,14,Timeout #1 by New England Patriots,2.480,0.990
2,0:48,4,3,NWE 35,0,14,Ben Roethlisberger pass complete short middle to Darrius Heyward-Bey for 4 yards (tackle by Bradley Fletcher and Jamie Collins),0.990,0.990
2,0:43,4,3,NWE 35,0,14,Timeout #1 by Pittsburgh Steelers,0.990,3.510
2,0:43,1,10,NWE 31,0,14,DeAngelo Williams left end for 5 yards (tackle by Bradley Fletcher),3.510,3.640
2,0:19,2,5,NWE 26,0,14,Ben Roethlisberger pass incomplete deep left intended for Darrius Heyward-Bey,3.640,3.640
2,0:13,2,5,NWE 26,0,14,Timeout #2 by Pittsburgh Steelers,3.640,3.640
2,0:13,2,5,NWE 26,0,14,Timeout #2 by New England Patriots,3.640,2.940
2,0:13,3,5,NWE 26,0,14,Ben Roethlisberger pass incomplete short middle intended for Darrius Heyward-Bey,2.940,1.790
2,0:07,4,5,NWE 26,3,14,Josh Scobee 44 yard field goal good,1.790,3.000
2,0:07,,,PIT 35,3,14,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
2,0:03,1,10,NWE 20,3,14,Tom Brady kneels for -2 yards,0.280,-0.630
Quarter,Time,Down,ToGo,Location,PIT,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,3,14,"Josh Scobee kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,NWE 20,3,14,Tom Brady pass complete short right to Julian Edelman for 10 yards (tackle by Ryan Shazier),0.280,0.940
3,14:30,1,10,NWE 30,3,14,Dion Lewis middle for 4 yards (tackle by Ryan Shazier and Robert Golden),0.940,0.930
3,14:06,2,6,NWE 34,3,14,Brandon Bolden right end for 1 yard (tackle by Ryan Shazier),0.930,0.370
3,13:29,3,5,NWE 35,3,14,Tom Brady pass complete short right to Julian Edelman for 10 yards (tackle by Mike Mitchell),0.370,1.930
3,12:55,1,10,NWE 45,3,14,Dion Lewis left guard for 11 yards (tackle by Will Allen),1.930,2.650
3,12:18,1,10,PIT 44,3,14,Dion Lewis right tackle for 9 yards (tackle by Bud Dupree),2.650,3.330
3,11:57,2,1,PIT 35,3,14,Tom Brady pass complete short left to Danny Amendola for 6 yards (tackle by Will Allen),3.330,3.640
3,11:22,1,10,PIT 29,3,14,"Tom Brady pass incomplete deep left intended for Julian Edelman. Penalty on Cortez Allen: Defensive Pass Interference, 28 yards (no play)",3.640,6.970
3,11:17,1,1,PIT 1,3,14,Brandon Bolden right guard for no gain (tackle by Ryan Shazier),6.970,5.910
3,10:43,2,1,PIT 1,3,20,"Tom Brady pass complete short left to Scott Chandler for 1 yard, touchdown",5.910,7.000
3,10:43,,,PIT 1,3,21,Stephen Gostkowski kicks extra point good,0.000,0.000
3,10:43,,,NWE 35,3,21,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
3,10:37,1,10,PIT 20,3,21,DeAngelo Williams middle for 28 yards (tackle by Malcolm Butler),0.280,2.130
3,9:58,1,10,PIT 48,3,21,Ben Roethlisberger pass complete deep left to Antonio Brown for 33 yards (tackle by Duron Harmon),2.130,4.310
3,9:14,1,10,NWE 19,3,21,DeAngelo Williams right guard for 7 yards (tackle by Alan Branch),4.310,4.920
3,8:36,2,3,NWE 12,3,21,DeAngelo Williams left guard for 10 yards (tackle by Devin McCourty),4.920,6.740
3,7:58,1,2,NWE 2,3,21,DeAngelo Williams left guard for 1 yard (tackle by Duron Harmon and Patrick Chung),6.740,6.740
3,7:16,1,2,NWE 2,3,21,Timeout #1 by New England Patriots,6.740,5.910
3,7:16,2,1,NWE 1,3,21,Will Johnson left guard for no gain (tackle by Sealver Siliga and Rob Ninkovich),5.910,5.170
3,6:48,3,1,NWE 1,9,21,"Will Johnson left guard for 1 yard, touchdown",5.170,7.000
3,6:48,3,,NWE 1,11,21,"Two Point Attempt: Ben Roethlisberger pass complete to Markus Wheaton, conversion succeeds",5.170,1.000
3,6:48,,,PIT 35,11,21,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
3,6:43,1,10,NWE 20,11,21,Dion Lewis right tackle for 13 yards (tackle by Cortez Allen),0.280,1.140
3,6:17,1,10,NWE 33,11,21,Tom Brady pass complete short left to Julian Edelman for -5 yards (tackle by William Gay),1.140,-0.080
3,5:36,2,15,NWE 28,11,21,Tom Brady pass complete short middle to Julian Edelman for 12 yards (tackle by Lawrence Timmons),-0.080,0.830
3,5:00,3,3,NWE 40,11,21,Tom Brady sacked by Will Allen for -7 yards,0.830,-1.180
3,4:27,4,10,NWE 33,11,21,"Ryan Allen punts 43 yards, returned by Antonio Brown for 3 yards (tackle by Matt Slater)",-1.180,-0.740
3,4:15,1,10,PIT 27,11,21,DeAngelo Williams for 12 yards,0.740,1.530
3,3:43,1,10,PIT 39,11,21,DeAngelo Williams left tackle for 5 yards (tackle by Dont'a Hightower and Malcolm Butler),1.530,1.660
3,2:59,2,5,PIT 44,11,21,DeAngelo Williams right end for -1 yards (tackle by Tarell Brown),1.660,0.830
3,2:15,3,6,PIT 43,11,21,Ben Roethlisberger pass complete short left to Antonio Brown for 12 yards (tackle by Jamie Collins),0.830,2.590
3,1:31,1,10,NWE 45,11,21,Ben Roethlisberger pass complete deep right to Markus Wheaton for 26 yards,2.590,4.310
3,1:14,1,10,NWE 19,11,21,DeAngelo Williams middle for 5 yards (tackle by Patrick Chung),4.310,4.530
3,0:32,2,5,NWE 14,11,21,Ben Roethlisberger pass complete short right to Heath Miller for 6 yards (tackle by Patrick Chung),4.530,5.370
Quarter,Time,Down,ToGo,Location,PIT,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,8,NWE 8,11,21,DeAngelo Williams right guard for no gain (tackle by Rob Ninkovich),5.370,4.570
4,14:19,2,8,NWE 8,11,21,Ben Roethlisberger pass complete short right to Heath Miller for 3 yards (tackle by Rob Ninkovich),4.570,4.260
4,13:36,3,5,NWE 5,11,21,"Ben Roethlisberger pass incomplete short left intended for Heath Miller. Penalty on Patrick Chung: Defensive Pass Interference, 4 yards (no play)",4.260,6.970
4,13:30,1,1,NWE 1,11,21,Ben Roethlisberger pass incomplete short middle intended for Heath Miller,6.970,5.910
4,13:25,2,1,NWE 1,11,21,Will Johnson middle for no gain (tackle by Sealver Siliga and Jerod Mayo),5.910,5.170
4,12:49,3,1,NWE 1,11,21,"Penalty on Kelvin Beachum: False Start, 4 yards (no play)",5.170,4.260
4,12:22,3,5,NWE 5,11,21,DeAngelo Williams middle for -1 yards (tackle by Chandler Jones and Jabaal Sheard),4.260,2.990
4,11:42,4,6,NWE 6,14,21,Josh Scobee 24 yard field goal good,2.990,3.000
4,11:42,,,PIT 35,14,21,"Josh Scobee kicks off 52 yards, returned by Michael Williams for 8 yards (tackle by Roosevelt Nix)",0.000,-0.340
4,11:34,1,10,NWE 21,14,21,Tom Brady pass complete deep right to Rob Gronkowski for 52 yards (tackle by Antwon Blake),0.340,3.780
4,11:05,1,10,PIT 27,14,21,Tom Brady pass incomplete deep middle intended for Julian Edelman,3.780,3.230
4,11:00,2,10,PIT 27,14,21,Dion Lewis middle for 5 yards (tackle by Will Allen),3.230,3.200
4,10:21,3,5,PIT 22,14,21,"Tom Brady pass complete short middle to Dion Lewis for 19 yards (tackle by Mike Mitchell). Dion Lewis fumbles (forced by Mike Mitchell), recovered by Rob Gronkowski at PIT-1",3.200,6.970
4,10:03,1,1,PIT 1,14,21,Brandon Bolden right guard for no gain (tackle by Lawrence Timmons),6.970,5.910
4,9:28,2,1,PIT 1,14,21,Tom Brady pass incomplete short right intended for Rob Gronkowski,5.910,5.170
4,9:24,3,1,PIT 1,14,27,"Tom Brady pass complete short left to Rob Gronkowski for 1 yard, touchdown",5.170,7.000
4,9:24,,,PIT 1,14,28,"Stephen Gostkowski kicks extra point good. Penalty on Steve McLendon: Defensive Holding, 5 yards",0.000,0.000
4,9:24,,,NWE 40,14,28,"Stephen Gostkowski kicks off 60 yards, touchback",0.000,-0.280
4,9:20,1,10,PIT 20,14,28,DeAngelo Williams left guard for 7 yards (tackle by Devin McCourty and Chandler Jones),0.280,0.680
4,8:44,2,3,PIT 27,14,28,Ben Roethlisberger pass incomplete short middle intended for Antonio Brown,0.680,-0.030
4,8:40,3,3,PIT 27,14,28,Ben Roethlisberger pass incomplete short right intended for Markus Wheaton,-0.030,-1.570
4,8:36,4,3,PIT 27,14,28,"Jordan Berry punts 37 yards, fair catch by Danny Amendola. Penalty on Arthur Moats: Illegal Formation (Declined), Penalty on Eric Martin: Offensive Holding, 10 yards",-1.570,-0.670
4,8:29,1,10,NWE 26,14,28,Dion Lewis left guard for -2 yards (tackle by Ryan Shazier),0.670,-0.140
4,7:58,2,12,NWE 24,14,28,Tom Brady pass incomplete deep right intended for Rob Gronkowski,-0.140,-0.820
4,7:52,3,12,NWE 24,14,28,Tom Brady pass incomplete short middle intended for Brandon Bolden (defended by Lawrence Timmons),-0.820,-1.770
4,7:45,4,12,NWE 24,14,28,"Ryan Allen punts 63 yards, returned by Antonio Brown for 11 yards. Penalty on Brandon Bolden: Illegal Formation, 5 yards (no play)",-1.770,-2.140
4,7:36,4,17,NWE 19,14,28,"Ryan Allen punts 45 yards, fair catch by Antonio Brown",-2.140,-1.330
4,7:29,1,10,PIT 36,14,28,Ben Roethlisberger pass complete deep right to Markus Wheaton for 18 yards,1.330,2.520
4,7:09,1,10,NWE 46,14,28,Ben Roethlisberger pass incomplete deep left intended for Darrius Heyward-Bey is intercepted by Duron Harmon at NWE-7,2.520,0.380
4,7:00,1,10,NWE 7,14,28,Dion Lewis right guard for 4 yards (tackle by Steve McLendon),-0.380,-0.490
4,6:29,2,6,NWE 11,14,28,"Tom Brady pass complete short middle to Rob Gronkowski for 5 yards (tackle by Ryan Shazier). Penalty on Cortez Allen: Defensive Holding, 5 yards (no play)",-0.490,-0.140
4,6:03,1,10,NWE 16,14,28,Dion Lewis left tackle for 1 yard (tackle by Cameron Heyward),-0.140,-0.510
4,5:22,2,9,NWE 17,14,28,Tom Brady pass complete short left to Julian Edelman for 10 yards (tackle by Will Allen),-0.510,0.740
4,4:39,1,10,NWE 27,14,28,Brandon Bolden middle for 3 yards (tackle by Daniel McCullers),0.740,0.600
4,3:55,2,7,NWE 30,14,28,Dion Lewis middle for 3 yards (tackle by Cam Thomas),0.600,0.300
4,3:13,3,4,NWE 33,14,28,Tom Brady pass incomplete short right intended for Dion Lewis,0.300,-1.180
4,3:09,4,4,NWE 33,14,28,"Ryan Allen punts 67 yards, touchback. Penalty on Eric Martin: Offensive Holding, 10 yards",-1.180,-0.940
4,2:59,1,10,PIT 30,14,28,Ben Roethlisberger pass incomplete short right intended for Heath Miller,0.940,0.390
4,2:52,2,10,PIT 30,14,28,Ben Roethlisberger pass complete short left to Darrius Heyward-Bey for 9 yards (tackle by Tarell Brown),0.390,0.890
4,2:18,3,1,PIT 39,14,28,Ben Roethlisberger pass complete short middle to Heath Miller for 7 yards (tackle by Patrick Chung and Jamie Collins),0.890,1.990
4,2:00,1,10,PIT 46,14,28,Ben Roethlisberger pass incomplete deep middle intended for Markus Wheaton,1.990,1.450
4,1:55,2,10,PIT 46,14,28,Ben Roethlisberger pass complete short left to Darrius Heyward-Bey for 2 yards (tackle by Bradley Fletcher),1.450,1.030
4,1:27,3,8,PIT 48,14,28,Ben Roethlisberger pass complete short middle to Antonio Brown for 13 yards (tackle by Malcolm Butler),1.030,1.030
4,1:17,3,8,PIT 48,14,28,Timeout #1 by Pittsburgh Steelers,1.030,2.980
4,1:17,1,10,NWE 39,14,28,"Ben Roethlisberger pass complete deep right to Antonio Brown for 29 yards (tackle by Malcolm Butler). Penalty on Kelvin Beachum: Illegal Use of Hands, 10 yards (no play)",2.980,2.320
4,1:10,1,20,NWE 49,14,28,Ben Roethlisberger sacked by Jabaal Sheard for -7 yards,2.320,0.140
4,0:36,2,27,PIT 44,14,28,Ben Roethlisberger pass complete short middle to Heath Miller for 18 yards (tackle by Dont'a Hightower),0.140,0.140
4,0:27,2,27,PIT 44,14,28,Timeout #2 by Pittsburgh Steelers,0.140,1.880
4,0:27,3,9,NWE 38,14,28,Ben Roethlisberger pass incomplete short left intended for Markus Wheaton,1.880,0.720
4,0:22,4,9,NWE 38,14,28,Ben Roethlisberger pass complete short left to Tyler Murphy for 16 yards (tackle by Bradley Fletcher),0.720,0.720
4,0:11,4,9,NWE 38,14,28,Timeout #3 by Pittsburgh Steelers,0.720,4.110
4,0:11,1,10,NWE 22,14,28,Ben Roethlisberger pass complete short left to Markus Wheaton for 11 yards,4.110,4.840
4,0:07,1,10,NWE 11,20,28,"Ben Roethlisberger pass complete short left to Antonio Brown for 11 yards, touchdown",4.840,7.000
4,0:07,,,NWE 11,21,28,Josh Scobee kicks extra point good,0.000,0.000
4,0:07,,,PIT 35,21,28,"Josh Scobee kicks onside 12 yards, recovered by Rob Gronkowski",0.000,1.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
