Quarter,Time,Down,ToGo,Location,LAR,ARI,Detail,EPB,EPA
1,5:34,2,10,ARI 31,3,0,Darrell Henderson up the middle for 7 yards (tackle by Isaiah Simmons and Cameron Thomas),2.970,3.200
1,4:54,3,3,ARI 24,3,0,Matthew Stafford scrambles up the middle for 4 yards (tackle by Dennis Gardeck),3.200,4.240
1,4:06,1,10,ARI 20,9,0,"Cooper Kupp left end for 20 yards, touchdown",4.240,7.000
1,4:00,,,ARI 15,10,0,Matt Gay kicks extra point good,0.000,0.000
1,4:00,,,LAR 35,10,0,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
1,4:00,1,10,ARI 25,10,0,Kyler Murray pass complete short left to Marquise Brown for 13 yards (tackle by Derion Kendrick),0.610,1.470
1,3:18,1,10,ARI 38,10,0,Kyler Murray pass complete short left to James Conner for 4 yards (tackle by Derion Kendrick),1.470,1.460
1,2:42,2,6,ARI 42,10,0,Kyler Murray sacked by Aaron Donald for -15 yards,1.460,-1.220
1,2:17,3,21,ARI 27,10,0,Kyler Murray pass complete short middle to Marquise Brown for 14 yards (tackle by Taylor Rapp),-1.220,-0.650
1,1:42,4,7,ARI 41,10,0,"Andy Lee punts 50 yards, returned by Brandon Powell for 11 yards (tackle by Victor Dimukeje)",-0.650,-0.280
1,1:31,1,10,LAR 20,10,0,Matthew Stafford pass complete short middle to Kendall Blanton for 28 yards (tackle by Budda Baker and Nick Vigil),0.280,2.130
1,0:47,1,10,LAR 48,10,0,Matthew Stafford pass complete deep left to Ben Skowronek for 26 yards (tackle by Byron Murphy),2.130,3.840
1,0:01,1,10,ARI 26,10,0,"Penalty on Coleman Shelton: False Start, 5 yards (accepted) (no play)",3.840,3.510
Quarter,Time,Down,ToGo,Location,LAR,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,15,ARI 31,10,0,Darrell Henderson up the middle for 3 yards (tackle by Zach Allen and Nick Vigil),3.510,3.030
2,14:19,2,12,ARI 28,10,0,Matthew Stafford pass incomplete deep left intended for Cooper Kupp,3.030,2.350
2,14:13,3,12,ARI 28,10,0,Matthew Stafford pass complete short left to Tyler Higbee for 6 yards (tackle by Dennis Gardeck),2.350,2.020
2,13:28,4,6,ARI 22,13,0,Matt Gay 40 yard field goal good,2.020,3.000
2,13:23,,,LAR 35,13,0,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
2,13:23,1,10,ARI 25,13,0,Kyler Murray pass incomplete short right intended for James Conner,0.610,0.060
2,13:18,2,10,ARI 25,13,0,Kyler Murray sacked by Terrell Lewis for -4 yards,0.060,-1.150
2,12:43,3,14,ARI 21,13,0,Kyler Murray pass incomplete short middle intended for Zach Ertz (defended by Jalen Ramsey),-1.150,-1.960
2,12:37,4,14,ARI 21,13,0,"Andy Lee punts 54 yards, returned by Brandon Powell for 10 yards (tackle by Dennis Gardeck and Deionte Thompson)",-1.960,-1.270
2,12:23,1,10,LAR 35,13,0,Matthew Stafford pass complete short middle to Allen Robinson for 8 yards (tackle by Zaven Collins),1.270,1.800
2,11:43,2,2,LAR 43,13,0,Matthew Stafford pass incomplete deep middle intended for Tutu Atwell,1.800,1.090
2,11:35,3,2,LAR 43,13,0,"Penalty on Alaric Jackson: False Start, 5 yards (accepted) (no play)",1.090,0.430
2,11:35,,,,,,Timeout #2 by Los Angeles Rams,,
2,11:35,3,7,LAR 38,13,0,Matthew Stafford pass incomplete short right intended for Darrell Henderson,0.430,-0.850
2,11:32,4,7,LAR 38,13,0,"Riley Dixon punts 42 yards, returned by Greg Dortch for 10 yards (tackle by Christian Rozeboom)",-0.850,-0.940
2,11:21,1,10,ARI 30,13,0,"James Conner up the middle for no gain (tackle by Nick Scott). Penalty on Rodney Hudson: Offensive Holding, 10 yards (accepted) (no play)",0.940,0.280
2,10:59,1,20,ARI 20,13,0,Kyler Murray pass complete short left to Marquise Brown for 2 yards (tackle by Jalen Ramsey),0.280,-0.690
2,10:22,2,18,ARI 22,13,0,Kyler Murray pass complete short left to James Conner for 7 yards (tackle by Terrell Lewis),-0.690,-0.430
2,9:51,3,11,ARI 29,13,0,Kyler Murray pass complete short left to Marquise Brown for 10 yards (tackle by Jalen Ramsey),-0.430,-0.780
2,9:11,4,1,ARI 39,13,0,James Conner up the middle for 2 yards (tackle by Leonard Floyd),-0.780,1.660
2,8:26,1,10,ARI 41,13,0,Kyler Murray pass incomplete short right,1.660,1.120
2,8:20,2,10,ARI 41,13,0,Eno Benjamin up the middle for 9 yards (tackle by Nick Scott),1.120,1.620
2,7:36,3,1,ARI 50,13,0,James Conner right end for -1 yards (tackle by Jalen Ramsey),1.620,-0.130
2,6:51,4,2,ARI 49,13,0,Kyler Murray pass complete short right to Marquise Brown for 4 yards (tackle by Nick Scott),-0.130,2.460
2,6:25,1,10,LAR 47,13,0,Kyler Murray pass complete short left to Marquise Brown for 20 yards (tackle by Taylor Rapp),2.460,3.780
2,5:44,1,10,LAR 27,13,0,Eno Benjamin right end for no gain (tackle by Grant Haley and Leonard Floyd),3.780,3.230
2,5:09,2,10,LAR 27,13,0,Kyler Murray pass incomplete short right intended for Eno Benjamin,3.230,2.540
2,5:05,3,10,LAR 27,13,0,"Kyler Murray pass complete short left to Greg Dortch for 13 yards (tackle by Taylor Rapp). Penalty on Leonard Floyd: Defensive Offside, 5 yards (declined)",2.540,4.650
2,4:32,,,,,,Timeout #1 by Arizona Cardinals,,
2,4:32,1,10,LAR 14,13,0,Kyler Murray pass complete short middle to Eno Benjamin for 1 yard (tackle by Aaron Donald and Justin Hollins),4.650,4.160
2,3:55,2,9,LAR 13,13,0,Kyler Murray pass complete short middle to Zach Ertz for 8 yards (tackle by Justin Hollins),4.160,4.960
2,3:18,3,1,LAR 5,13,0,James Conner up the middle for 2 yards (tackle by Justin Hollins),4.960,6.510
2,2:47,1,3,LAR 3,13,0,James Conner right tackle for -2 yards (tackle by Jalen Ramsey and Bobby Wagner),6.510,5.150
2,2:01,2,5,LAR 5,13,0,Kyler Murray pass incomplete short right intended for Zach Ertz,5.150,4.260
2,1:57,3,5,LAR 5,13,0,Kyler Murray pass incomplete short left intended for James Conner,4.260,3.010
2,1:54,4,5,LAR 5,13,3,Matt Prater 23 yard field goal good,3.010,3.000
2,1:51,,,ARI 35,13,3,"Matt Prater kicks off 65 yards, touchback.",0.000,0.610
2,1:51,1,10,LAR 25,13,3,Darrell Henderson left end for 1 yard (tackle by Zaven Collins),0.610,0.200
2,1:45,2,9,LAR 26,13,3,Matthew Stafford pass complete short left to Ben Skowronek for 4 yards (tackle by Jace Whittaker and Budda Baker),0.200,0.040
2,1:03,3,5,LAR 30,13,3,Matthew Stafford pass incomplete deep left intended for Allen Robinson,0.040,-1.370
2,0:58,4,5,LAR 30,13,3,"Riley Dixon punts 42 yards, returned by Greg Dortch for no gain (tackle by Jacob Harris)",-1.370,-0.810
2,0:48,1,10,ARI 28,13,3,Kyler Murray pass incomplete short right intended for A.J. Green,0.810,0.260
2,0:43,,,,,,Timeout #2 by Arizona Cardinals,,
2,0:43,2,10,ARI 28,13,3,Kyler Murray pass complete short left to Zach Ertz for 10 yards (tackle by Taylor Rapp),0.260,1.470
2,0:38,1,10,ARI 38,13,3,Kyler Murray pass incomplete short middle intended for Zach Ertz,1.470,0.920
2,0:35,2,10,ARI 38,13,3,Kyler Murray pass complete short left to Marquise Brown for 11 yards (tackle by Jalen Ramsey),0.920,2.190
2,0:29,1,10,ARI 49,13,3,"Kyler Murray pass complete to Greg Dortch for 3 yards (tackle by Grant Haley). Penalty on Andy Isabella: Offensive Holding, 10 yards (accepted)",2.190,1.730
2,0:25,1,17,ARI 42,13,3,Kyler Murray pass complete short left to Marquise Brown for 13 yards (tackle by Derion Kendrick),1.730,2.460
2,0:20,2,4,LAR 45,13,3,"Kyler Murray pass incomplete deep left intended for Marquise Brown. Penalty on D.J. Humphries: Offensive Holding, 10 yards (accepted) (no play)",2.460,1.110
2,0:15,2,14,ARI 45,13,3,Kyler Murray pass complete deep right to Greg Dortch for 30 yards (tackle by Nick Scott),1.110,3.910
2,0:07,,,,,,Timeout #3 by Arizona Cardinals,,
2,0:07,1,10,LAR 25,13,6,Matt Prater 43 yard field goal good,3.910,3.000
2,0:02,,,ARI 35,13,6,"Matt Prater kicks off 73 yards, returned by Brandon Powell for 31 yards (tackle by Trayvon Mullen). Penalty on Christian Rozeboom: Offensive Holding (accepted)",0.000,1.270
Quarter,Time,Down,ToGo,Location,LAR,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,13,6,"Matt Prater kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,LAR 25,13,6,Cam Akers up the middle for 5 yards (tackle by Zach Allen and Nick Vigil),0.610,0.740
3,14:26,2,5,LAR 30,13,6,Matthew Stafford sacked by J.J. Watt for -10 yards,0.740,-1.290
3,13:44,3,15,LAR 20,13,6,Matthew Stafford pass complete short right to Tyler Higbee for 10 yards (tackle by Jace Whittaker),-1.290,-1.370
3,13:06,4,5,LAR 30,13,6,"Riley Dixon punts 51 yards, returned by Greg Dortch for 2 yards (tackle by Robert Rochell). Penalty on Tanner Vallejo: Illegal Block Above the Waist, 10 yards (accepted)",-1.370,0.370
3,12:57,1,10,ARI 11,13,6,Kyler Murray pass complete short left to Marquise Brown for 5 yards (tackle by Derion Kendrick),-0.370,-0.300
3,12:27,2,5,ARI 16,13,6,Kyler Murray pass complete short right to Greg Dortch for 4 yards (tackle by Jalen Ramsey),-0.300,-0.370
3,11:52,3,1,ARI 20,13,6,James Conner up the middle for no gain (tackle by Aaron Donald and Bobby Wagner),-0.370,-2.030
3,11:21,4,1,ARI 20,13,6,James Conner up the middle for 5 yards (tackle by Aaron Donald and Leonard Floyd),-2.030,0.610
3,10:59,1,10,ARI 25,13,6,James Conner up the middle for 4 yards (tackle by A'Shawn Robinson),0.610,0.600
3,10:29,2,6,ARI 29,13,6,Kyler Murray pass complete short middle to Greg Dortch for 4 yards (tackle by Ernest Jones and Taylor Rapp),0.600,0.430
3,9:46,3,2,ARI 33,13,6,Kyler Murray pass complete short left to Marquise Brown for 10 yards (tackle by Derion Kendrick),0.430,1.800
3,9:05,1,10,ARI 43,13,6,Darrel Williams up the middle for 7 yards (tackle by Bobby Wagner and Grant Haley),1.800,2.200
3,8:27,2,3,ARI 50,13,6,Kyler Murray pass incomplete short left intended for Darrel Williams,2.200,1.490
3,8:23,3,3,ARI 50,13,6,James Conner left end for 6 yards (tackle by Bobby Wagner),1.490,2.650
3,7:43,1,10,LAR 44,13,6,Kyler Murray pass complete short right to James Conner for 7 yards (tackle by A'Shawn Robinson),2.650,3.060
3,7:13,2,3,LAR 37,13,6,Eno Benjamin left tackle for 5 yards (tackle by Bobby Wagner and Nick Scott),3.060,3.450
3,6:47,1,10,LAR 32,13,6,Kyler Murray pass complete short right to Greg Dortch for 2 yards (tackle by Grant Haley),3.450,3.240
3,6:04,2,7,LAR 30,13,6,Eno Benjamin up the middle for -1 yards (tackle by Aaron Donald),3.240,2.410
3,5:19,3,8,LAR 31,13,6,Kyler Murray pass incomplete deep right intended for Andy Isabella,2.410,1.320
3,5:15,4,8,LAR 31,13,9,Matt Prater 49 yard field goal good,1.320,3.000
3,5:10,,,ARI 35,13,9,"Matt Prater kicks off 65 yards, touchback.",0.000,0.610
3,5:10,1,10,LAR 25,13,9,"Cam Akers up the middle for no gain (tackle by Budda Baker). Penalty on Coleman Shelton: Offensive Holding, 10 yards (accepted) (no play)",0.610,-0.410
3,4:44,1,20,LAR 15,13,9,Cam Akers up the middle for 9 yards (tackle by Marco Wilson),-0.410,-0.070
3,4:22,2,11,LAR 24,13,9,Matthew Stafford pass incomplete deep middle intended for Cooper Kupp,-0.070,-0.760
3,4:16,3,11,LAR 24,13,9,Matthew Stafford pass complete short middle to Cooper Kupp for 11 yards (tackle by Jalen Thompson),-0.760,1.270
3,3:35,1,10,LAR 35,13,9,Matthew Stafford pass complete short right to Tyler Higbee for 26 yards (tackle by Jalen Thompson),1.270,2.980
3,2:55,1,10,ARI 39,13,9,Cam Akers up the middle for 5 yards (tackle by Michael Dogbe),2.980,3.120
3,2:25,2,5,ARI 34,13,9,Cam Akers up the middle for 14 yards (tackle by Jace Whittaker),3.120,4.240
3,1:51,1,10,ARI 20,13,9,Cam Akers up the middle for 6 yards (tackle by Ben Niemann and Jalen Thompson),4.240,4.640
3,1:07,2,4,ARI 14,19,9,"Cam Akers left tackle for 14 yards, touchdown",4.640,7.000
3,1:00,,,ARI 15,20,9,Matt Gay kicks extra point good,0.000,0.000
3,1:00,,,LAR 35,20,9,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
3,1:00,1,10,ARI 25,20,9,Kyler Murray pass complete short left to Marquise Brown for 5 yards (tackle by Bobby Wagner),0.610,0.740
3,0:24,2,5,ARI 30,20,9,"Penalty on Darrel Williams: False Start, 5 yards (accepted) (no play)",0.740,0.060
3,0:09,2,10,ARI 25,20,9,Kyler Murray pass incomplete deep left intended for Marquise Brown,0.060,-0.620
3,0:03,3,10,ARI 25,20,9,Kyler Murray pass complete short left to Andy Isabella for 11 yards (tackle by Terrell Burgess),-0.620,1.330
Quarter,Time,Down,ToGo,Location,LAR,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ARI 36,20,9,"Kyler Murray for no gain. Kyler Murray fumbles, recovered by Kyler Murray at ARI-36 to Zach Ertz for 4 yards Kyler Murray pass complete short right (tackle by Derion Kendrick)",1.330,1.330
4,14:18,2,6,ARI 40,20,9,James Conner left tackle for 7 yards (tackle by Ernest Jones and Terrell Burgess),1.330,2.060
4,13:53,1,10,ARI 47,20,9,Kyler Murray pass complete short left to Greg Dortch for 10 yards (tackle by Jalen Ramsey),2.060,2.720
4,13:23,1,10,LAR 43,20,9,Kyler Murray pass incomplete deep right intended for Andre Baccellia,2.720,2.180
4,13:20,2,10,LAR 43,20,9,Kyler Murray pass complete short left to Marquise Brown for 11 yards (tackle by Jalen Ramsey),2.180,3.450
4,12:58,1,10,LAR 32,20,9,Eno Benjamin up the middle for 3 yards (tackle by Greg Gaines),3.450,3.310
4,12:20,2,7,LAR 29,20,9,Kyler Murray pass complete short right to Andre Baccellia for 3 yards (tackle by Derion Kendrick),3.310,3.010
4,11:39,3,4,LAR 26,20,9,Kyler Murray pass incomplete short left intended for Marquise Brown,3.010,1.810
4,11:35,,,,,,Timeout #1 by Arizona Cardinals,,
4,11:35,4,4,LAR 26,20,9,Kyler Murray pass incomplete short left intended for Marquise Brown (defended by Derion Kendrick),1.810,-0.670
4,11:29,1,10,LAR 26,20,9,Cam Akers right tackle for -2 yards (tackle by Zach Allen),0.670,-0.140
4,10:47,2,12,LAR 24,20,9,Matthew Stafford pass complete short left to Brandon Powell for 11 yards (tackle by Markus Golden),-0.140,0.630
4,10:02,3,1,LAR 35,20,9,Matthew Stafford pass complete short left to Ben Skowronek for 32 yards (tackle by Jalen Thompson),0.630,3.380
4,9:39,1,10,ARI 33,20,9,Cam Akers up the middle for 12 yards (tackle by Byron Murphy and Budda Baker),3.380,4.170
4,9:02,1,10,ARI 21,20,9,Matthew Stafford pass complete short right to Ben Skowronek for 4 yards (tackle by Byron Murphy),4.170,4.200
4,8:19,2,6,ARI 17,20,9,Matthew Stafford pass complete short left to Allen Robinson for 15 yards (tackle by Jalen Thompson),4.200,6.740
4,7:30,1,2,ARI 2,20,9,Cam Akers up the middle for 1 yard (tackle by Michael Dogbe and Leki Fotu),6.740,5.910
4,6:46,2,1,ARI 1,20,9,"Cam Akers up the middle for -2 yards. Cam Akers fumbles (forced by Budda Baker), recovered by Jalen Thompson at ARI-3",5.910,0.380
4,6:39,1,10,ARI 3,20,9,James Conner up the middle for 10 yards (tackle by Bobby Wagner),-0.380,-0.320
4,6:13,,,,,,Timeout #1 by Los Angeles Rams,,
4,6:13,1,10,ARI 13,20,9,Kyler Murray pass incomplete short right intended for Andre Baccellia,-0.320,-0.770
4,6:08,2,10,ARI 13,20,9,Kyler Murray pass complete short left to Marquise Brown for 8 yards (tackle by Grant Haley),-0.770,-0.470
4,5:40,3,2,ARI 21,20,9,James Conner up the middle for 2 yards (tackle by Ernest Jones and Leonard Floyd),-0.470,0.480
4,5:06,1,10,ARI 23,20,9,Kyler Murray pass complete short right to Zach Ertz for 5 yards (tackle by Aaron Donald),0.480,0.610
4,4:39,2,5,ARI 28,20,9,Kyler Murray pass complete short right to Andre Baccellia for 10 yards (tackle by Derion Kendrick),0.610,1.470
4,4:19,1,10,ARI 38,20,9,Kyler Murray scrambles right end for 2 yards (tackle by Nick Scott),1.470,1.190
4,3:52,2,8,ARI 40,20,9,Kyler Murray pass incomplete short right intended for Eno Benjamin,1.190,0.500
4,3:43,3,8,ARI 40,20,9,"Penalty on Zach Ertz: False Start, 5 yards (accepted) (no play)",0.500,-0.160
4,3:43,3,13,ARI 35,20,9,Kyler Murray scrambles left end for 6 yards (tackle by Ernest Jones and Justin Hollins),-0.160,-0.650
4,3:05,4,7,ARI 41,20,9,Kyler Murray pass complete short left to Marquise Brown for 14 yards (tackle by Derion Kendrick),-0.650,2.590
4,2:26,1,10,LAR 45,20,9,Kyler Murray pass incomplete short right,2.590,2.040
4,2:22,2,10,LAR 45,20,9,Kyler Murray pass complete short middle to Zach Ertz for 12 yards (tackle by Nick Scott),2.040,3.380
4,2:00,1,10,LAR 33,20,9,Kyler Murray pass complete short left to Greg Dortch for 14 yards (tackle by Taylor Rapp),3.380,4.310
4,1:42,1,10,LAR 19,20,9,Kyler Murray pass complete short right to Greg Dortch for no gain (tackle by Bobby Wagner),4.310,3.750
4,1:18,2,10,LAR 19,20,9,Kyler Murray pass incomplete short right intended for Zach Ertz,3.750,3.030
4,1:16,,,,,,Timeout #2 by Los Angeles Rams,,
4,1:16,3,10,LAR 19,20,9,Kyler Murray pass complete short right to Eno Benjamin for 6 yards (tackle by Ernest Jones),3.030,2.640
4,1:10,,,,,,Timeout #2 by Arizona Cardinals,,
4,1:10,4,4,LAR 13,20,12,Matt Prater 31 yard field goal good,2.640,3.000
4,1:07,,,ARI 35,20,12,"Matt Prater kicks onside 12 yards, returned by Tyler Higbee for no gain",0.000,2.460
4,1:06,1,10,ARI 47,20,12,Matthew Stafford kneels for -1 yards,2.460,1.780
4,0:29,2,11,ARI 48,20,12,Matthew Stafford kneels for -1 yards,1.780,0.960
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
