Quarter,Time,Down,ToGo,Location,PHI,SFO,Detail,EPB,EPA
1,6:34,3,15,SFO 34,0,0,Koy Detmer pass complete to Antonio Freeman for 4 yards (tackle by Jason Webster),1.750,1.410
1,5:59,4,11,SFO 30,0,0,David Akers 48 yard field goal no good,1.410,-1.470
1,5:54,1,10,SFO 38,0,0,Garrison Hearst right tackle for 6 yards (tackle by Carlos Emmons),1.470,1.730
1,5:16,2,4,SFO 44,0,0,Garrison Hearst left end for 3 yards (tackle by Levon Kirkland),1.730,1.420
1,4:37,3,1,SFO 47,0,0,Jeff Garcia pass incomplete intended for Terrell Owens,1.420,-0.260
1,4:32,4,1,SFO 47,0,0,"Jason Baker punts 43 yards, fair catch by Brian Mitchell",-0.260,0.380
1,4:24,1,10,PHI 10,0,0,Duce Staley middle for 4 yards (tackle by Ronnie Heard),-0.380,-0.460
1,3:51,2,6,PHI 14,0,0,Dorsey Levens right end for 3 yards (tackle by Derek Smith),-0.460,-0.600
1,3:09,3,3,PHI 17,0,0,James Thrash left end for 12 yards (tackle by Mike Rumph and Ronnie Heard),-0.600,0.870
1,2:31,1,10,PHI 29,0,0,Koy Detmer pass incomplete intended for Chad Lewis,0.870,0.330
1,2:27,2,10,PHI 29,0,0,Koy Detmer pass complete to Chad Lewis for 6 yards (tackle by Derek Smith and Jason Webster),0.330,0.430
1,1:47,3,4,PHI 35,0,0,Koy Detmer pass complete to Todd Pinkston for 7 yards (tackle by Jason Webster),0.430,1.730
1,1:15,1,10,PHI 42,0,0,Koy Detmer pass complete to Chad Lewis for 9 yards (tackle by Julian Peterson),1.730,2.400
1,0:38,2,1,SFO 49,0,0,Duce Staley right end for 6 yards (tackle by Chike Okeafor and Derek Smith),2.400,2.720
1,0:10,1,10,SFO 43,0,0,Dorsey Levens middle for 7 yards (tackle by Derek Smith),2.720,3.120
Quarter,Time,Down,ToGo,Location,PHI,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,3,SFO 36,0,0,Duce Staley middle for 8 yards (tackle by Julian Peterson),3.120,3.710
2,14:27,1,10,SFO 28,0,0,Brian Westbrook middle for 3 yards (tackle by Rashad Holman and Derek Smith),3.710,3.570
2,13:52,2,7,SFO 25,6,0,"Koy Detmer pass complete to Todd Pinkston for 25 yards, touchdown",3.570,7.000
2,13:52,,,SFO 25,7,0,David Akers kicks extra point good,0.000,0.000
2,13:52,,,PHI 30,7,0,"David Akers kicks off 64 yards, returned by Jimmy Williams for 12 yards (tackle by Sheldon Brown)",0.000,0.040
2,13:39,1,10,SFO 18,7,0,Jeff Garcia pass complete to Terrell Owens for 3 yards (tackle by Troy Vincent and Brian Dawkins),0.040,0.010
2,12:59,2,7,SFO 21,7,0,Kevan Barlow middle for 1 yard (tackle by Corey Simon),0.010,-0.660
2,12:18,3,6,SFO 22,7,0,Jeff Garcia pass complete to Tai Streets for 12 yards (tackle by Al Harris),-0.660,1.200
2,11:55,1,10,SFO 34,7,0,Garrison Hearst middle for -2 yards (tackle by Levon Kirkland and Brandon Whiting),1.200,0.390
2,11:17,2,12,SFO 32,7,0,Jeff Garcia pass incomplete intended for Justin Swift,0.390,-0.300
2,11:12,3,12,SFO 32,7,0,Jeff Garcia pass complete to Garrison Hearst for 8 yards (tackle by Bobby Taylor and Ike Reese),-0.300,-0.720
2,10:35,4,4,SFO 40,13,0,"Jason Baker punts 36 yards, returned by Brian Mitchell for 76 yards, touchdown",-0.720,-7.000
2,10:19,,,SFO 40,14,0,David Akers kicks extra point good,0.000,0.000
2,10:19,,,PHI 30,14,0,"David Akers kicks off 58 yards, returned by Jimmy Williams for 33 yards (tackle by Keith Adams)",0.000,1.930
2,10:11,1,10,SFO 45,14,0,Garrison Hearst right end for 2 yards (tackle by Troy Vincent and Levon Kirkland),1.930,1.650
2,9:32,2,8,SFO 47,14,0,Jeff Garcia pass complete to Terrell Owens for 32 yards (tackle by Blaine Bishop and Brian Dawkins),1.650,4.170
2,8:52,1,10,PHI 21,14,0,Jeff Garcia pass incomplete intended for Tai Streets,4.170,3.630
2,8:45,2,10,PHI 21,14,0,Jeff Garcia pass complete to Justin Swift for 8 yards (tackle by Carlos Emmons),3.630,4.240
2,8:23,3,2,PHI 13,14,0,Jeff Garcia pass complete to Tai Streets for 4 yards (tackle by Bobby Taylor),4.240,5.140
2,7:44,1,9,PHI 9,14,0,Garrison Hearst right tackle for 1 yard (tackle by Brian Dawkins and Troy Vincent),5.140,4.570
2,7:05,2,8,PHI 8,14,0,Jeff Garcia middle for 5 yards (tackle by Levon Kirkland),4.570,4.720
2,6:20,3,3,PHI 3,14,6,"Jeff Garcia pass complete to Terrell Owens for 3 yards, touchdown",4.720,7.000
2,6:20,,,PHI 3,14,7,Jeff Chandler kicks extra point good,0.000,0.000
2,6:20,,,SFO 30,14,7,"Jeff Chandler kicks off 70 yards, touchback",0.000,0.280
2,6:16,1,10,PHI 20,14,7,Koy Detmer pass incomplete intended for Antonio Freeman,0.280,-0.270
2,6:11,2,10,PHI 20,14,7,Dorsey Levens middle for 1 yard (tackle by Andre Carter),-0.270,-0.820
2,5:32,3,9,PHI 21,14,7,Koy Detmer pass incomplete intended for Antonio Freeman,-0.820,-1.960
2,5:27,4,9,PHI 21,14,7,"Sean Landeta punts 46 yards, returned by Jimmy Williams for 4 yards (tackle by Michael Lewis). Penalty on SFO: Illegal Block Above the Waist, 10 yards",-1.960,-0.740
2,5:13,1,10,SFO 27,14,7,Jeff Garcia pass complete to Terrell Owens for 19 yards (tackle by Levon Kirkland),0.740,1.990
2,4:48,1,10,SFO 46,14,7,Jeff Garcia pass incomplete intended for Fred Beasley (defended by Brian Dawkins),1.990,1.450
2,4:41,2,10,SFO 46,14,7,Kevan Barlow left guard for -3 yards (tackle by Paul Grasmanis),1.450,0.370
2,3:59,3,13,SFO 43,14,7,Jeff Garcia pass incomplete intended for Tai Streets (defended by Sheldon Brown),0.370,-0.520
2,3:54,4,13,SFO 43,14,7,"Jason Baker punts 46 yards, returned by Brian Mitchell for 15 yards (tackle by Quincy Stewart)",-0.520,-0.670
2,3:42,1,10,PHI 26,14,7,Duce Staley right guard for 2 yards (tackle by Dana Stubblefield),0.670,0.400
2,3:07,2,8,PHI 28,14,7,James Thrash left end for 21 yards (tackle by Ronnie Heard),0.400,2.190
2,2:26,1,10,PHI 49,14,7,Koy Detmer pass complete to Duce Staley for 5 yards (tackle by Jason Webster),2.190,2.320
2,2:00,2,5,SFO 46,14,7,Koy Detmer pass complete to Chad Lewis for 21 yards (tackle by Mike Rumph and Ronnie Heard),2.320,3.910
2,1:54,1,10,SFO 25,14,7,Dorsey Levens middle for 4 yards (tackle by Jason Webster),3.910,3.900
2,1:19,2,6,SFO 21,14,7,Koy Detmer pass complete to Duce Staley for 7 yards (tackle by Jeff Ulbrich and Bryant Young),3.900,4.650
2,1:04,2,6,SFO 21,,,Timeout #1 by Philadelphia Eagles,3.900,4.650
2,1:04,1,10,SFO 14,14,7,Brian Westbrook right end for 3 yards (tackle by Julian Peterson),4.650,4.520
2,0:59,1,10,SFO 14,,,Timeout #2 by Philadelphia Eagles,4.650,4.520
2,0:59,2,7,SFO 11,20,7,"Koy Detmer pass complete to Antonio Freeman for 11 yards, touchdown",4.520,7.000
2,0:59,,,SFO 11,21,7,David Akers kicks extra point good,0.000,0.000
2,0:59,,,PHI 30,21,7,"David Akers kicks off 53 yards, returned by Jimmy Williams for 16 yards (tackle by Barry Gardner)",0.000,1.140
2,0:50,1,10,SFO 33,21,7,Jeff Garcia pass complete to J.J. Stokes for 3 yards (tackle by Al Harris),1.140,1.000
2,0:29,2,7,SFO 36,21,7,Jeff Garcia pass complete to Tai Streets for 1 yard (tackle by Al Harris),1.000,0.430
2,0:25,3,6,SFO 37,21,7,Jeff Garcia pass complete to Terrell Owens for 10 yards (tackle by Bobby Taylor),0.430,2.060
2,0:20,3,6,SFO 37,,,Timeout #1 by San Francisco 49ers,0.430,2.060
2,0:20,1,10,SFO 47,21,7,"Jeff Garcia pass incomplete intended for Tai Streets. Penalty on Ron Stone: Offensive Holding, 10 yards (no play)",2.060,1.400
2,0:14,1,20,SFO 37,21,7,Jeff Garcia pass complete to Garrison Hearst for 9 yards (tackle by Brian Dawkins and Ike Reese),1.400,1.380
2,0:04,1,20,SFO 37,,,Timeout #2 by San Francisco 49ers,1.400,1.380
2,0:04,2,11,SFO 46,21,7,Jeff Garcia pass incomplete intended for Eric Johnson,1.380,0.700
Quarter,Time,Down,ToGo,Location,PHI,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 30,21,7,"Jeff Chandler kicks off 67 yards, returned by Brian Mitchell for 25 yards (tackle by John Engelberger)",0.000,0.810
3,14:53,1,10,PHI 28,21,7,Duce Staley right guard for 1 yard (tackle by Andre Carter and Derek Smith),0.810,0.400
3,14:17,2,9,PHI 29,21,7,"James Thrash for 4 yards (tackle by Julian Peterson and Ronnie Heard). Penalty on Todd Pinkston: Offensive Holding, 10 yards",0.400,-0.410
3,14:17,2,15,PHI 23,21,7,Koy Detmer pass complete to Dorsey Levens for 2 yards (tackle by Dana Stubblefield),-0.410,-0.820
3,13:22,3,13,PHI 25,21,7,Koy Detmer pass complete to Todd Pinkston for 11 yards (tackle by Ahmed Plummer and Andre Carter),-0.820,-0.980
3,12:40,4,2,PHI 36,21,7,"Sean Landeta punts 40 yards, fair catch by Jimmy Williams",-0.980,-0.540
3,12:35,1,10,SFO 24,21,7,Jeff Garcia pass complete to Terrell Owens for 21 yards,0.540,1.930
3,12:04,1,10,SFO 45,21,7,Jeff Garcia pass complete to Terrell Owens for 11 yards (tackle by Brian Dawkins),1.930,2.650
3,11:27,1,10,PHI 44,21,7,Garrison Hearst left end for 12 yards (tackle by Bobby Taylor),2.650,3.450
3,10:42,1,10,PHI 32,21,7,Jeff Garcia pass incomplete intended for Fred Beasley,3.450,2.900
3,10:37,2,10,PHI 32,21,7,"Penalty on Paul Grasmanis: Encroachment, 5 yards (no play)",2.900,3.580
3,10:37,2,5,PHI 27,21,7,Jeff Garcia pass complete to J.J. Stokes for 5 yards (tackle by Bobby Taylor and Brian Dawkins),3.580,4.110
3,10:00,1,10,PHI 22,21,7,Jeff Garcia pass incomplete intended for J.J. Stokes,4.110,3.560
3,9:51,2,10,PHI 22,21,7,Jeff Garcia pass incomplete intended for Eric Johnson,3.560,2.870
3,9:46,3,10,PHI 22,21,7,Jeff Garcia pass complete to Terrell Owens for 5 yards (tackle by Brian Dawkins),2.870,2.360
3,9:09,4,5,PHI 17,21,10,Jeff Chandler 35 yard field goal good,2.360,3.000
3,9:09,,,SFO 30,21,10,"Jeff Chandler kicks off 59 yards, returned by Brian Mitchell for 25 yards (tackle by Quincy Stewart)",0.000,1.330
3,8:58,1,10,PHI 36,21,10,Koy Detmer pass complete to Todd Pinkston for 8 yards (tackle by Jason Webster),1.330,1.870
3,8:36,2,2,PHI 44,21,10,Duce Staley left guard for no gain (tackle by Dana Stubblefield),1.870,1.160
3,7:56,3,2,PHI 44,21,10,Koy Detmer pass complete to Chad Lewis for 4 yards (tackle by Julian Peterson),1.160,2.130
3,7:35,1,10,PHI 48,21,10,Koy Detmer pass complete to Todd Pinkston for 11 yards (tackle by Ronnie Heard),2.130,2.850
3,7:35,1,10,SFO 41,21,10,Koy Detmer pass complete to Antonio Freeman for 3 yards (tackle by Jeff Ulbrich),2.850,2.710
3,6:33,2,7,SFO 38,21,10,Koy Detmer pass complete to James Thrash for 37 yards (tackle by Ronnie Heard),2.710,6.970
3,5:46,2,7,SFO 38,,,Timeout #1 by Philadelphia Eagles,2.710,6.970
3,5:46,1,1,SFO 1,27,10,"Koy Detmer middle for 1 yard, touchdown",6.970,7.000
3,5:46,,,SFO 1,28,10,David Akers kicks extra point good,0.000,0.000
3,5:46,,,PHI 30,28,10,"David Akers kicks off 64 yards, returned by Jimmy Williams for 25 yards (tackle by Dameane Douglas)",0.000,1.000
3,5:30,1,10,SFO 31,28,10,Jeff Garcia pass complete to Kevan Barlow for 3 yards (tackle by Paul Grasmanis),1.000,0.870
3,5:03,2,7,SFO 34,28,10,Jeff Garcia pass incomplete intended for J.J. Stokes (defended by Al Harris),0.870,0.170
3,4:58,3,7,SFO 34,28,10,"Jeremy Newberry for no gain. Jeremy Newberry fumbles, recovered by Jeff Garcia at SFO-8. Penalty on Jeff Garcia: Intentional Grounding, 26 yards",0.170,-2.490
3,4:58,4,33,SFO 8,28,10,"Penalty on Paul Smith: Offensive Holding, 4 yards (no play)",-2.490,-2.490
3,4:58,4,37,SFO 4,28,10,"Jason Baker punts 37 yards, fair catch by Brian Mitchell",-2.490,-2.850
3,4:30,1,10,SFO 41,28,10,Duce Staley middle for 11 yards (tackle by Tony Parrish),2.850,3.580
3,4:02,1,10,SFO 30,28,10,Koy Detmer pass incomplete intended for Todd Pinkston (defended by Jason Webster),3.580,3.030
3,3:58,2,10,SFO 30,28,10,Koy Detmer pass complete to Jeff Thomason for 24 yards (tackle by Jason Webster and Ronnie Heard),3.030,5.830
3,3:32,1,6,SFO 6,28,10,Duce Staley right end for -1 yards (tackle by Bryant Young and Ahmed Plummer),5.830,4.760
3,2:51,2,7,SFO 7,28,10,--,4.760,6.970
3,2:46,1,1,SFO 1,34,10,", touchdown",6.970,7.000
3,2:46,,,SFO 1,35,10,David Akers kicks extra point good,0.000,0.000
3,2:46,,,PHI 30,35,10,"David Akers kicks off 56 yards, returned by Jimmy Williams for 18 yards (tackle by Brian Westbrook)",0.000,1.070
3,2:35,1,10,SFO 32,35,10,Jeff Garcia pass complete to Garrison Hearst for 9 yards (tackle by Darwin Walker),1.070,1.740
3,2:06,2,1,SFO 41,35,10,Jeff Garcia pass complete to Tai Streets for 7 yards (tackle by Troy Vincent),1.740,2.130
3,1:39,1,10,SFO 48,35,10,Jeff Garcia pass complete to Tai Streets for 14 yards (tackle by Troy Vincent),2.130,3.050
3,1:14,1,10,PHI 38,35,10,"Jeff Garcia pass incomplete intended for Tai Streets is intercepted by Troy Vincent at PHI-18. Penalty on Troy Vincent: Defensive Pass Interference, 20 yards (no play)",3.050,4.370
3,1:06,1,10,PHI 18,35,16,"Jeff Garcia pass complete to Terrell Owens for 18 yards, touchdown",4.370,7.000
3,1:06,,,PHI 18,35,17,Jeff Chandler kicks extra point good,0.000,0.000
3,1:06,,,SFO 30,35,17,"Jeff Chandler kicks off 60 yards, returned by Brian Mitchell for 57 yards (tackle by Mike Rumph)",0.000,3.380
3,0:51,1,10,SFO 33,35,17,James Thrash left end for -8 yards (tackle by Julian Peterson),3.380,1.760
3,0:10,2,18,SFO 41,35,17,(tackle by Jeff Ulbrich and Tony Parrish),1.760,2.150
Quarter,Time,Down,ToGo,Location,PHI,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,10,SFO 33,35,17,(tackle by Ahmed Plummer),2.150,1.930
4,14:42,4,2,SFO 25,38,17,David Akers 43 yard field goal good,1.930,3.000
4,14:42,,,PHI 30,38,17,"David Akers kicks off 66 yards, returned by Jimmy Williams for 21 yards (tackle by Jeff Thomason). Penalty on Mike Rumph: Illegal Block Above the Waist, 10 yards",0.000,-0.220
4,14:28,1,10,SFO 15,38,17,Jeff Garcia middle for 1 yard (tackle by Darwin Walker and N.D. Kalu),-0.220,-0.580
4,13:59,2,9,SFO 16,38,17,Jeff Garcia pass incomplete,-0.580,-1.250
,,,,,,,"SFO challenged the ruling, and the original play was overturned.",,
4,13:56,3,9,SFO 16,38,17,Jeff Garcia pass complete to J.J. Stokes for 9 yards (tackle by Troy Vincent),-1.250,0.610
,,,,,,,"SFO challenged the ruling, and the original play was overturned.",,
4,13:31,1,10,SFO 25,38,17,Jeff Garcia pass incomplete intended for J.J. Stokes,0.610,0.060
4,13:25,2,10,SFO 25,38,17,Garrison Hearst for 28 yards (tackle by Troy Vincent),0.060,2.460
4,12:59,1,10,PHI 47,38,17,Jeff Garcia pass complete to Terrell Owens for 7 yards (tackle by Ike Reese),2.460,2.860
4,12:36,2,3,PHI 40,38,17,Jeff Garcia pass incomplete intended for J.J. Stokes (defended by Darwin Walker),2.860,2.150
4,12:32,3,3,PHI 40,38,17,Garrison Hearst right guard for 6 yards (tackle by Blaine Bishop),2.150,3.310
4,12:10,1,10,PHI 34,38,17,Jeff Garcia pass incomplete intended for Garrison Hearst,3.310,2.770
4,12:05,2,10,PHI 34,38,17,Jeff Garcia pass complete to Tai Streets for 4 yards (tackle by Sheldon Brown),2.770,2.610
4,11:37,3,6,PHI 30,38,17,Jeff Garcia sacked by Sheldon Brown for -9 yards,2.610,0.660
4,11:06,4,15,PHI 39,38,17,Jeff Garcia pass incomplete intended for Terrell Owens,0.660,-1.530
4,10:58,1,10,PHI 39,38,17,Duce Staley middle for 7 yards (tackle by Derek Smith and Ahmed Plummer),1.530,1.930
4,10:17,2,3,PHI 46,38,17,Duce Staley right guard for 7 yards (tackle by Chike Okeafor),1.930,2.460
4,9:35,1,10,SFO 47,38,17,Duce Staley right end for -2 yards (tackle by John Keith and Jason Webster),2.460,1.640
4,8:53,2,12,SFO 49,38,17,Duce Staley right guard for 2 yards (tackle by Bryant Young),1.640,1.220
4,8:08,3,10,SFO 47,38,17,Duce Staley right end for 4 yards (tackle by Ahmed Plummer and Derek Smith),1.220,0.400
4,7:36,4,6,SFO 43,38,17,"Sean Landeta punts 29 yards, returned by Jimmy Williams for 1 yard (tackle by Shawn Barber)",0.400,0.220
4,7:27,1,10,SFO 15,38,17,Jeff Garcia pass incomplete intended for Terrell Owens,-0.220,-0.710
4,7:22,2,10,SFO 15,38,17,Jeff Garcia pass complete to Garrison Hearst for 5 yards (tackle by Bobby Taylor),-0.710,-0.760
4,6:57,3,5,SFO 20,38,17,Jeff Garcia pass complete to Terrell Owens for 26 yards (tackle by Shawn Barber),-0.760,1.990
4,6:29,1,10,SFO 46,38,17,"Jeremy Newberry for -6 yards. Jeremy Newberry fumbles, recovered by Jeff Garcia at SFO-40",1.990,0.640
4,6:29,2,16,SFO 40,38,17,Jeff Garcia pass complete to J.J. Stokes for 9 yards (tackle by Ike Reese),0.640,1.160
4,6:29,3,7,SFO 49,38,17,"Penalty on SFO: False Start, 5 yards (no play)",1.160,0.500
4,5:37,3,12,SFO 44,38,17,Jeff Garcia pass incomplete intended for Terrell Owens,0.500,-0.460
4,5:32,4,12,SFO 44,38,17,Jeff Garcia sacked by Hugh Douglas for -11 yards,-0.460,-3.380
4,5:22,1,10,SFO 33,38,17,Duce Staley right guard for 2 yards (tackle by Brandon Moore),3.380,3.110
4,5:16,1,10,SFO 33,,,Timeout #1 by San Francisco 49ers,3.380,3.110
4,5:16,2,8,SFO 31,38,17,Duce Staley right end for no gain (tackle by Chike Okeafor and Jeff Ulbrich),3.110,2.410
4,5:07,2,8,SFO 31,,,Timeout #2 by San Francisco 49ers,3.110,2.410
4,5:07,3,8,SFO 31,38,17,James Thrash left end for no gain (tackle by Jason Webster),2.410,1.320
4,4:59,3,8,SFO 31,,,Timeout #3 by San Francisco 49ers,2.410,1.320
4,4:59,4,8,SFO 31,38,17,Sean Landeta punts 26 yards,1.320,0.380
4,4:51,1,10,SFO 5,38,17,Tim Rattay pass incomplete intended for Tai Streets (defended by Hugh Douglas),-0.380,-0.780
4,4:46,2,10,SFO 5,38,17,Paul Smith left guard for 13 yards (tackle by Michael Lewis and Sheldon Brown),-0.780,0.040
4,4:21,1,10,SFO 18,38,17,Tim Rattay pass incomplete intended for Tai Streets,0.040,-0.490
4,4:14,2,10,SFO 18,38,17,Tim Rattay pass complete to J.J. Stokes for 2 yards (tackle by Al Harris),-0.490,-0.910
4,4:09,3,8,SFO 20,38,17,Tim Rattay pass complete to Paul Smith for 5 yards (tackle by Lito Sheppard),-0.910,-1.700
4,3:26,4,3,SFO 25,38,17,Tim Rattay pass complete to Terrell Owens for 7 yards (tackle by Ike Reese and Lito Sheppard),-1.700,1.070
4,3:03,1,10,SFO 32,38,17,Tim Rattay pass incomplete intended for Paul Smith,1.070,0.530
4,2:59,2,10,SFO 32,38,17,Tim Rattay pass complete to Cedrick Wilson for 9 yards (tackle by Carlos Emmons),0.530,1.030
4,2:36,3,1,SFO 41,38,17,Paul Smith middle for 16 yards (tackle by Ike Reese and Michael Lewis),1.030,2.720
4,2:16,1,10,PHI 43,38,17,Tim Rattay pass complete to Paul Smith for 7 yards (tackle by Lito Sheppard),2.720,3.120
4,2:00,2,3,PHI 36,38,17,Tim Rattay pass complete to Tai Streets for 14 yards (tackle by Michael Lewis),3.120,4.110
4,1:41,1,10,PHI 22,38,17,Tim Rattay pass complete to Tai Streets for 9 yards (tackle by Lito Sheppard),4.110,5.060
4,1:22,2,1,PHI 13,38,17,Tim Rattay sacked by Darwin Walker for -6 yards,5.060,3.260
4,0:59,3,7,PHI 19,38,17,Tim Rattay pass incomplete intended for Cedrick Wilson,3.260,2.180
4,0:55,4,7,PHI 19,38,17,Tim Rattay pass incomplete intended for James Jordan. Penalty on James Jordan: Offensive Pass Interference (Declined),2.180,-0.150
4,0:50,1,10,PHI 19,38,17,A.J. Feeley kneels for -2 yards,0.150,-0.720
4,0:29,2,12,PHI 17,38,17,A.J. Feeley kneels for -1 yards,-0.720,-1.590
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
