Quarter,Time,Down,ToGo,Location,CAR,WAS,Detail,EPB,EPA
1,4:21,2,10,WAS 30,0,0,Jake Delhomme pass complete short left to Nick Goings for 6 yards (tackle by Carlos Rogers and Kenny Wright),3.030,3.140
1,3:40,3,4,WAS 24,0,0,Jake Delhomme pass incomplete short middle intended for Drew Carter (defended by Kenny Wright),3.140,1.940
1,3:35,4,4,WAS 24,3,0,John Kasay 42 yard field goal good,1.940,3.000
1,3:30,,,CAR 30,3,0,"John Kasay kicks off 63 yards, returned by Rock Cartwright for 33 yards (tackle by Richard Marshall)",0.000,1.600
1,3:24,1,10,WAS 40,3,0,Ladell Betts left guard for no gain (tackle by Julius Peppers),1.600,1.050
1,2:49,2,10,WAS 40,3,0,Jason Campbell pass complete deep middle to Chris Cooley for 17 yards (tackle by Shaun Williams),1.050,2.720
1,2:03,1,10,CAR 43,3,0,Ladell Betts right tackle for 13 yards (tackle by Thomas Davis),2.720,3.580
1,1:22,1,10,CAR 30,3,0,T.J. Duckett right end for no gain (tackle by Mike Rucker),3.580,3.030
1,0:41,2,10,CAR 30,3,0,"Jason Campbell pass complete short right to Santana Moss for no gain. Santana Moss fumbles (forced by Chris Draft), ball out of bounds at CAR-30",3.030,2.340
1,0:14,3,10,CAR 30,3,0,Jason Campbell middle for 10 yards (tackle by Shaun Williams),2.340,4.240
Quarter,Time,Down,ToGo,Location,CAR,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CAR 20,3,0,Jason Campbell pass incomplete short right intended for Brandon Lloyd,4.240,3.690
2,14:55,2,10,CAR 20,3,0,"T.J. Duckett right end for 1 yard (tackle by Richard Marshall). T.J. Duckett fumbles (forced by Richard Marshall), recovered by Chris Cooley at CAR-19",3.690,3.100
2,14:12,3,9,CAR 19,3,0,Jason Campbell pass incomplete short middle intended for Brandon Lloyd (defended by Thomas Davis),3.100,2.180
2,14:07,4,9,CAR 19,3,0,Nick Novak 37 yard field goal no good,2.180,-0.740
2,14:02,1,10,CAR 27,3,0,Jake Delhomme pass complete short right to Steve Smith for no gain,0.740,0.200
2,13:23,2,10,CAR 27,3,0,DeAngelo Williams left tackle for 1 yard (tackle by Marcus Washington),0.200,-0.360
2,12:39,3,9,CAR 28,3,0,Nick Goings left guard for 5 yards (tackle by Phillip Daniels),-0.360,-1.180
2,12:08,4,4,CAR 33,3,0,"Jason Baker punts 47 yards, muffed catch by Antwaan Randle El, ball out of bounds at WAS-24",-1.180,-0.540
2,11:57,1,10,WAS 24,3,0,Ladell Betts right end for 3 yards (tackle by Ma'ake Kemoeatu),0.540,0.400
2,11:24,2,7,WAS 27,3,0,Ladell Betts left end for 6 yards (tackle by Mike Minter and Na'il Diggs),0.400,0.500
2,10:42,3,1,WAS 33,3,0,T.J. Duckett right tackle for no gain (tackle by Ma'ake Kemoeatu and Na'il Diggs),0.500,-1.180
2,10:18,4,1,WAS 33,3,0,"Derrick Frost punts 56 yards, returned by Chris Gamble for -1 yards (tackle by Rock Cartwright)",-1.180,0.380
2,10:06,1,10,CAR 10,3,0,Jake Delhomme pass incomplete deep middle intended for Steve Smith,-0.380,-0.780
2,10:01,2,10,CAR 10,3,0,DeAngelo Williams left guard for no gain (tackle by Kedric Golston and Marcus Washington),-0.780,-1.420
2,9:18,3,10,CAR 10,3,0,Jake Delhomme pass incomplete short right intended for Keyshawn Johnson,-1.420,-2.490
2,9:14,4,10,CAR 10,3,0,"Jason Baker punts 38 yards, returned by Antwaan Randle El for 3 yards (tackle by Brad Hoover). Penalty on Sean Taylor: Illegal Block Above the , 10 yards",-2.490,-1.930
2,9:02,1,10,WAS 45,3,0,Jason Campbell pass complete short middle to Chris Cooley for 6 yards (tackle by Richard Marshall),1.930,2.190
2,8:24,2,4,CAR 49,3,0,Ladell Betts left tackle for 3 yards (tackle by Na'il Diggs),2.190,1.880
2,7:44,3,1,CAR 46,3,0,T.J. Duckett right tackle for 2 yards (tackle by Chris Draft and Julius Peppers),1.880,2.650
2,7:01,1,10,CAR 44,3,0,Jason Campbell pass incomplete short right intended for Brandon Lloyd (defended by Julius Peppers),2.650,2.110
2,6:56,2,10,CAR 44,3,0,Mike Sellers left guard for 13 yards (tackle by Thomas Davis and Christian Morton),2.110,3.510
2,6:10,1,10,CAR 31,3,0,Ladell Betts right guard for -3 yards (tackle by Julius Peppers),3.510,2.560
2,5:28,2,13,CAR 34,3,0,Jason Campbell pass incomplete short right intended for Chris Cooley,2.560,1.880
2,5:23,,,,3,0,Timeout #1 by Washington Redskins,0.000,1.880
2,5:23,3,13,CAR 34,3,0,Jason Campbell pass complete short middle to Santana Moss for 10 yards (tackle by Chris Draft),1.880,1.970
2,4:40,4,3,CAR 24,3,3,Nick Novak 42 yard field goal good,1.970,3.000
2,4:35,,,WAS 30,3,3,"Nick Novak kicks off 55 yards, returned by Nick Goings for 20 yards (tackle by Khary Campbell)",0.000,1.270
2,4:30,1,10,CAR 35,3,3,DeAngelo Williams right end for 5 yards (tackle by Vernon Fox and Joe Salave'a),1.270,1.400
2,3:50,2,5,CAR 40,3,3,DeAngelo Williams left tackle for 4 yards (tackle by Marcus Washington),1.400,1.220
2,3:11,3,1,CAR 44,3,3,DeAngelo Williams right tackle for 3 yards (tackle by Kedric Golston),1.220,2.060
2,2:35,1,10,CAR 47,3,3,Jake Delhomme pass incomplete short right intended for Keyshawn Johnson (defended by Phillip Daniels),2.060,1.520
2,2:30,2,10,CAR 47,3,3,Eric Shelton right end for 7 yards (tackle by Carlos Rogers and Marcus Washington),1.520,1.750
2,2:00,3,3,WAS 46,3,3,"Penalty on Jordan Gross: False Start, 5 yards (no play)",1.750,1.090
2,2:00,3,8,CAR 49,3,3,Jake Delhomme pass incomplete short left intended for Keyshawn Johnson,1.090,-0.130
2,1:55,4,8,CAR 49,3,3,"Jason Baker punts 51 yards, touchback",-0.130,-0.280
2,1:43,1,10,WAS 20,3,3,Ladell Betts left guard for 9 yards (tackle by Shaun Williams and Mike Rucker),0.280,0.950
2,1:09,2,1,WAS 29,3,3,Ladell Betts left end for 5 yards (tackle by Kris Jenkins),0.950,1.200
2,0:44,1,10,WAS 34,3,3,Jason Campbell pass incomplete deep right intended for Antwaan Randle El,1.200,0.660
2,0:35,2,10,WAS 34,3,3,Jason Campbell pass incomplete short left intended for Santana Moss,0.660,-0.030
2,0:32,3,10,WAS 34,3,3,Jason Campbell pass complete short left to Ladell Betts for 8 yards (tackle by Christian Morton),-0.030,-0.590
2,0:21,,,,3,3,Timeout #1 by Carolina Panthers,0.000,-0.590
2,0:21,4,2,WAS 42,3,3,Derrick Frost punts 2 yards,-0.590,-2.650
2,0:13,1,10,WAS 44,3,3,DeAngelo Williams middle for 4 yards (tackle by Phillip Daniels and Lemar Marshall),2.650,2.650
2,0:09,2,6,WAS 40,3,3,Jake Delhomme pass complete short left to Keyshawn Johnson for 7 yards,2.650,3.380
2,0:04,1,10,WAS 33,6,3,John Kasay 51 yard field goal good,3.380,3.000
Quarter,Time,Down,ToGo,Location,CAR,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 30,6,3,"Nick Novak kicks off 63 yards, returned by Nick Goings for 28 yards (tackle by Khary Campbell)",0.000,1.270
3,14:54,1,10,CAR 35,6,3,DeAngelo Williams left guard for 4 yards (tackle by Andre Carter and Kedric Golston),1.270,1.260
3,14:15,2,6,CAR 39,6,3,Jake Delhomme pass incomplete short left intended for Steve Smith,1.260,0.560
3,14:11,3,6,CAR 39,6,3,Jake Delhomme pass complete short middle to Drew Carter for 5 yards (tackle by Kenny Wright),0.560,-0.460
3,13:31,4,1,CAR 44,6,3,"Jason Baker punts 40 yards, returned by Antwaan Randle El for 7 yards (tackle by Karl Hankton). Penalty on Thomas Davis: Unnecessary Roughness, 15 yards",-0.460,-1.470
3,13:19,1,10,WAS 38,6,3,"Jason Campbell pass complete short right to Chris Cooley for 2 yards (tackle by Julius Peppers and Shaun Williams). Penalty on Randy Thomas: Offensive Holding, 10 yards (no play)",1.470,0.810
3,12:48,1,20,WAS 28,6,3,Ladell Betts right tackle for 3 yards (tackle by Damione Lewis),0.810,-0.020
3,12:10,2,17,WAS 31,6,3,"Jason Campbell pass incomplete intended for Santana Moss is intercepted by Richard Marshall at WAS-45. Penalty on Julius Peppers: Roughing the Passer, 15 yards (no play)",-0.020,1.990
3,12:03,1,10,WAS 46,6,3,Ladell Betts middle for 11 yards (tackle by Al Wallace),1.990,2.720
3,11:30,1,10,CAR 43,6,3,Ladell Betts left end for 3 yards (tackle by Chris Draft),2.720,2.580
3,11:03,2,7,CAR 40,6,3,Jason Campbell pass incomplete deep right intended for Chris Cooley,2.580,1.880
3,10:57,3,7,CAR 40,6,3,Jason Campbell pass incomplete short middle intended for Chris Cooley,1.880,0.590
3,10:52,4,7,CAR 40,6,3,"Derrick Frost punts 40 yards, touchback",0.590,-0.280
3,10:43,1,10,CAR 20,6,3,Jake Delhomme pass complete short right to Brad Hoover for 1 yard (tackle by Lemar Marshall),0.280,-0.130
3,10:04,2,9,CAR 21,6,3,Jake Delhomme sacked by Phillip Daniels for -5 yards,-0.130,-1.690
3,9:30,3,14,CAR 16,6,3,Nick Goings right tackle for 6 yards (tackle by Marcus Washington and Lemar Marshall),-1.690,-1.900
3,8:53,4,8,CAR 22,6,3,"Jason Baker punts 42 yards, returned by Antwaan Randle El for 5 yards (tackle by Nick Goings)",-1.900,-1.660
3,8:43,1,10,WAS 41,6,3,Ladell Betts left end for 12 yards (tackle by Thomas Davis),1.660,2.460
3,8:20,1,10,CAR 47,6,3,Ladell Betts right end for 2 yards (tackle by Kris Jenkins and Mike Minter),2.460,2.180
3,7:42,2,8,CAR 45,6,3,Ladell Betts left guard for -1 yards (tackle by Chris Gamble and Al Wallace),2.180,1.350
3,6:59,3,9,CAR 46,6,3,Jason Campbell sacked by Chris Draft for -8 yards,1.350,-0.320
3,6:32,4,17,WAS 46,6,3,"Derrick Frost punts 41 yards, returned by Chris Gamble for 7 yards (tackle by Jeff Posey)",-0.320,-0.280
3,6:21,1,10,CAR 20,6,3,Brad Hoover left guard for 1 yard (tackle by Renaldo Wynn and Joe Salave'a),0.280,-0.130
3,5:43,2,9,CAR 21,6,3,DeAngelo Williams right end for -1 yards (tackle by Warrick Holdman),-0.130,-0.960
3,4:57,3,10,CAR 20,6,3,Jake Delhomme pass complete short left to Drew Carter for 5 yards (tackle by Kenny Wright),-0.960,-1.700
3,4:18,4,5,CAR 25,6,3,Jason Baker punts 11 yards,-1.700,-3.180
3,4:04,1,10,CAR 36,6,3,Ladell Betts right guard for 3 yards (tackle by Kris Jenkins),3.180,3.040
3,3:36,2,7,CAR 33,6,3,Ladell Betts left end for 7 yards (tackle by Thomas Davis),3.040,3.840
3,2:58,1,10,CAR 26,6,3,T.J. Duckett left tackle for 2 yards (tackle by Chris Draft and Ma'ake Kemoeatu),3.840,3.570
3,2:21,2,8,CAR 24,6,3,T.J. Duckett right tackle for 19 yards (tackle by Shaun Williams),3.570,6.060
3,1:37,,,,6,3,Timeout #1 by Carolina Panthers,0.000,6.060
3,1:37,1,5,CAR 5,6,3,T.J. Duckett left tackle for no gain (tackle by Na'il Diggs and Ma'ake Kemoeatu),6.060,5.150
3,0:51,2,5,CAR 5,6,3,Jason Campbell pass complete short left to Brian Kozlowski for 1 yard (tackle by Na'il Diggs),5.150,4.490
3,0:08,3,4,CAR 4,6,9,"Jason Campbell pass complete short middle to Antwaan Randle El for 4 yards, touchdown",4.490,7.000
3,0:08,,,CAR 2,6,10,Nick Novak kicks extra point good,0.000,0.000
3,0:02,,,WAS 30,6,10,"Nick Novak kicks off 60 yards, returned by Nick Goings for 16 yards (tackle by Rocky McIntosh)",0.000,0.670
Quarter,Time,Down,ToGo,Location,CAR,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CAR 26,6,10,Jake Delhomme pass complete short left to Brad Hoover for 6 yards (tackle by Warrick Holdman),0.670,0.940
4,14:21,2,4,CAR 32,6,10,DeAngelo Williams left guard for 1 yard (tackle by Cornelius Griffin),0.940,0.370
4,13:41,3,3,CAR 33,6,10,Jake Delhomme pass complete short right to Keyshawn Johnson for 6 yards (tackle by Carlos Rogers),0.370,1.530
4,13:04,1,10,CAR 39,6,10,Jake Delhomme pass complete short left to Steve Smith for 9 yards (tackle by Shawn Springs),1.530,2.200
4,12:16,2,1,CAR 48,6,10,DeAngelo Williams right guard for 2 yards (tackle by Marcus Washington and Sean Taylor),2.200,2.260
4,11:35,1,10,WAS 50,6,10,Steve Smith right end for 4 yards (tackle by Sean Taylor),2.260,2.250
4,11:13,2,6,WAS 46,6,10,Jake Delhomme pass incomplete short left intended for Brad Hoover,2.250,1.550
4,11:07,3,6,WAS 46,6,10,Jake Delhomme pass complete short right to Brad Hoover for 16 yards (tackle by Sean Taylor),1.550,3.580
4,10:24,1,10,WAS 30,6,10,Jake Delhomme pass incomplete deep left intended for Steve Smith (defended by Carlos Rogers),3.580,3.030
4,10:19,2,10,WAS 30,6,10,"Jake Delhomme pass incomplete short right intended for Drew Carter (defended by Renaldo Wynn). Penalty on Shawn Springs: Defensive Holding, 5 yards (no play)",3.030,3.910
4,10:15,1,10,WAS 25,6,10,Jake Delhomme pass incomplete short left intended for Brad Hoover,3.910,3.360
4,10:09,,,,6,10,Timeout #1 by Washington Redskins,0.000,3.360
4,10:09,2,10,WAS 25,6,10,Jake Delhomme pass complete short left to DeAngelo Williams for 9 yards (tackle by Andre Carter),3.360,4.060
4,9:26,3,1,WAS 16,6,10,Brad Hoover right guard for 5 yards (tackle by Warrick Holdman and Lemar Marshall),4.060,4.840
4,8:48,1,10,WAS 11,6,10,DeAngelo Williams left end for 3 yards (tackle by Carlos Rogers),4.840,4.700
4,8:07,2,7,WAS 8,6,10,Jake Delhomme pass incomplete short middle intended for Keyshawn Johnson (defended by Carlos Rogers),4.700,3.760
4,8:02,3,7,WAS 8,12,10,"Jake Delhomme pass complete short right to Steve Smith for 8 yards, touchdown",3.760,7.000
,,,,,,,"WAS challenged the ruling, and the play was upheld.",,
4,8:02,,,WAS 2,13,10,John Kasay kicks extra point good,0.000,0.000
4,7:55,,,CAR 30,13,10,"John Kasay kicks off 68 yards, returned by Rock Cartwright for 24 yards (tackle by Christian Morton)",0.000,0.670
4,7:48,1,10,WAS 26,13,10,Jason Campbell pass incomplete deep left intended for Santana Moss is intercepted by Richard Marshall at CAR-26 and returned for 1 yard,0.670,-0.740
4,7:39,1,10,CAR 27,13,10,Brad Hoover middle for 1 yard (tackle by Andre Carter and Joe Salave'a),0.740,0.330
4,6:57,2,9,CAR 28,13,10,Jake Delhomme pass incomplete deep middle intended for Drew Carter (defended by Carlos Rogers),0.330,-0.360
4,6:49,3,9,CAR 28,13,10,Jake Delhomme pass complete short right to Steve Smith for 7 yards (tackle by Shawn Springs),-0.360,-1.040
4,6:49,4,2,CAR 35,13,10,"Penalty on Thomas Davis: False Start, 5 yards (no play)",-1.040,-1.370
4,6:01,4,7,CAR 30,13,10,"Jason Baker punts 70 yards, touchback",-1.370,-0.280
4,5:51,1,10,WAS 20,13,10,Ladell Betts right guard for 12 yards (tackle by Thomas Davis and Mike Minter),0.280,1.070
4,5:23,1,10,WAS 32,13,10,Ladell Betts left end for 2 yards (tackle by Na'il Diggs),1.070,0.800
4,4:44,2,8,WAS 34,13,10,Jason Campbell pass incomplete short right intended for Mike Sellers,0.800,0.100
4,4:37,3,8,WAS 34,13,16,"Jason Campbell pass complete short middle to Chris Cooley for 66 yards, touchdown",0.100,7.000
4,4:37,,,CAR 2,13,17,Nick Novak kicks extra point good,0.000,0.000
4,4:26,,,WAS 30,13,17,"Nick Novak kicks off 51 yards, returned by Michael Gaines for 17 yards (tackle by Vernon Fox)",0.000,1.330
4,4:19,1,10,CAR 36,13,17,Jake Delhomme pass complete short left to Keyshawn Johnson for 15 yards (tackle by Vernon Fox),1.330,2.320
4,4:13,1,10,WAS 49,13,17,Jake Delhomme pass complete short right to Keyshawn Johnson for 3 yards,2.320,2.190
4,4:07,2,7,WAS 46,13,17,Eric Shelton middle for 9 yards (tackle by Vernon Fox),2.190,3.120
4,3:44,1,10,WAS 37,13,17,Jake Delhomme pass incomplete short right intended for Drew Carter,3.120,2.570
4,3:39,2,10,WAS 37,13,17,DeAngelo Williams left tackle for no gain (tackle by Andre Carter),2.570,1.880
4,2:57,3,10,WAS 37,13,17,DeAngelo Williams right tackle for 4 yards (tackle by Phillip Daniels and Vernon Fox),1.880,1.160
4,2:16,4,6,WAS 33,13,17,Jake Delhomme pass complete short middle to Drew Carter for 4 yards (tackle by Sean Taylor),1.160,-0.940
4,2:09,1,10,WAS 30,13,17,"Penalty on Mike Pucillo: False Start, 5 yards (no play)",0.940,0.610
4,2:09,1,15,WAS 25,13,17,Ladell Betts left end for 2 yards (tackle by Shaun Williams and Thomas Davis),0.610,-0.010
4,2:00,2,13,WAS 27,13,17,Ladell Betts left end for 1 yard (tackle by Kris Jenkins),-0.010,-0.560
4,1:54,,,,13,17,Timeout #2 by Carolina Panthers,0.000,-0.560
4,1:54,3,12,WAS 28,13,17,"Penalty on Derrick Dockery: False Start, 5 yards (no play)",-0.560,-1.220
4,1:54,3,17,WAS 23,13,17,Jason Campbell pass incomplete short middle intended for Chris Cooley,-1.220,-1.830
4,1:49,4,17,WAS 23,13,17,"Derrick Frost punts 48 yards, returned by Steve Smith for no gain",-1.830,-0.870
4,1:40,1,10,CAR 29,13,17,Jake Delhomme pass complete short right to Nick Goings for 11 yards (tackle by Lemar Marshall and Vernon Fox),0.870,1.600
4,1:17,1,10,CAR 40,13,17,Jake Delhomme pass complete short left to Kris Mangum for 19 yards,1.600,2.850
4,1:10,1,10,WAS 41,13,17,"Jake Delhomme pass incomplete deep middle intended for Steve Smith is intercepted by Sean Taylor at WAS--5 and returned for 25 yards. Penalty on Joe Salave'a: Illegal Substitution, 5 yards",2.850,0.220
4,0:55,1,10,WAS 15,13,17,Jason Campbell kneels for -1 yards,-0.220,-0.820
4,0:53,,,,13,17,Timeout #3 by Carolina Panthers,0.000,-0.820
4,0:53,2,11,WAS 14,13,17,Jason Campbell kneels for -1 yards,-0.820,-1.640
4,0:14,3,12,WAS 13,13,17,Jason Campbell kneels for -1 yards,-1.640,-2.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
