Quarter,Time,Down,ToGo,Location,DAL,NYG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Giants won the coin toss, Giants to receive the opening kickoff.",,
1,15:00,,,DAL 30,0,0,"Billy Cundiff kicks off 60 yards, returned by Chad Morton for 17 yards (tackle by Lynn Scott)",0.000,0.740
1,14:55,1,10,NYG 27,0,0,Tiki Barber right tackle for 4 yards (tackle by Scott Shanle and Jason Ferguson),0.740,0.740
1,14:23,2,6,NYG 31,0,0,Eli Manning pass complete to Jeremy Shockey for 7 yards (tackle by Roy Williams and Bradie James),0.740,1.470
1,13:48,1,10,NYG 38,0,0,Eli Manning pass incomplete intended for Tiki Barber,1.470,0.920
1,13:37,2,10,NYG 38,0,0,Eli Manning pass complete to Plaxico Burress for 18 yards (tackle by Keith Davis),0.920,2.650
1,13:05,1,10,DAL 44,0,0,Tiki Barber right guard for 1 yard (tackle by Bradie James and Jason Ferguson),2.650,2.250
1,12:26,2,9,DAL 43,0,0,Eli Manning pass incomplete intended for Tiki Barber,2.250,1.550
1,12:15,3,9,DAL 43,0,0,Eli Manning pass incomplete,1.550,0.400
1,12:07,4,9,DAL 43,0,0,Jeff Feagles punts 41 yards,0.400,0.380
1,11:57,1,10,DAL 2,0,0,"Penalty on Rob Petitti: False Start, 1 yards (no play)",-0.380,-0.420
1,11:57,1,11,DAL 1,0,0,Julius Jones up the middle for 2 yards (tackle by Kendrick Clancy and Osi Umenyiora),-0.420,-0.710
1,11:23,2,9,DAL 3,0,0,Julius Jones right end for 4 yards (tackle by Nick Greisen),-0.710,-0.840
1,10:40,3,5,DAL 7,0,0,"Penalty on Fred Robbins: Encroachment, 5 yards (no play)",-0.840,-0.350
1,10:21,1,10,DAL 12,0,0,Marion Barber up the middle for 2 yards (tackle by Will Allen),-0.350,-0.610
1,9:41,2,8,DAL 14,0,0,Drew Bledsoe pass incomplete intended for Terry Glenn,-0.610,-1.190
1,9:31,3,8,DAL 14,0,0,"Drew Bledsoe pass incomplete intended for Terry Glenn (defended by Frank Walker). Penalty on Frank Walker: Defensive Pass Interfere, 9 yards (no play)",-1.190,0.480
1,9:26,1,10,DAL 23,0,0,Julius Jones left tackle for 1 yard (tackle by Nick Greisen and Gibril Wilson),0.480,0.070
1,8:49,2,9,DAL 24,0,0,Julius Jones up the middle for -3 yards (tackle by Osi Umenyiora and Gibril Wilson),0.070,-1.020
1,8:07,3,12,DAL 21,0,0,"Drew Bledsoe pass incomplete intended for Jason Witten. Penalty on Frank Walker: Personal Foul, 15 yards (no play)",-1.020,1.330
1,7:57,1,10,DAL 36,0,0,Julius Jones up the middle for 12 yards (tackle by Brent Alexander and Curtis DeLoatch),1.330,2.130
1,7:26,1,10,DAL 48,0,0,Julius Jones up the middle for -1 yards (tackle by Fred Robbins and Kendrick Clancy),2.130,1.450
1,6:51,2,11,DAL 47,0,0,Drew Bledsoe pass incomplete intended for Terry Glenn,1.450,0.760
1,6:39,3,11,DAL 47,0,0,Drew Bledsoe pass incomplete intended for Marion Barber,0.760,-0.260
1,6:35,4,11,DAL 47,0,0,"Mat McBriar punts 41 yards, returned by Chad Morton for 10 yards (tackle by Willie Pile). Penalty on David Tyree: Defensive Offside, 5 yards (no play)",-0.260,0.070
1,6:24,4,6,NYG 48,0,0,"Mat McBriar punts 33 yards, fair catch by Chad Morton",0.070,0.220
1,6:16,1,10,NYG 15,0,0,Tiki Barber right end for 2 yards (tackle by Bradie James),-0.220,-0.440
1,5:47,2,8,NYG 17,0,0,Tim Carter right end for 6 yards (tackle by Roy Williams),-0.440,-0.390
1,5:06,3,2,NYG 23,0,0,Tiki Barber right guard for -1 yards (tackle by Bradie James),-0.390,-1.900
1,4:31,4,3,NYG 22,0,0,"Jeff Feagles punts 51 yards, returned by Patrick Crayton for 4 yards (tackle by Antonio Pierce)",-1.900,-1.000
1,4:13,1,10,DAL 31,0,0,Drew Bledsoe pass complete to Jason Witten for 5 yards (tackle by Carlos Emmons),1.000,1.140
1,3:48,2,5,DAL 36,0,0,"Penalty on Marco Rivera: False Start, 5 yards (no play)",1.140,0.460
1,3:30,2,10,DAL 31,0,0,Julius Jones left tackle for 2 yards (tackle by Michael Strahan and Antonio Pierce),0.460,0.040
1,2:43,3,8,DAL 33,0,0,Drew Bledsoe sacked by Osi Umenyiora for -6 yards,0.040,-1.570
1,2:17,4,14,DAL 27,0,0,"Mat McBriar punts 50 yards, returned by Chad Morton for 4 yards (tackle by Nate Jones)",-1.570,-0.740
