Quarter,Time,Down,ToGo,Location,STL,SEA,Detail,EPB,EPA
2,7:14,1,10,STL 38,3,7,"Marc Bulger pass complete to Torry Holt for 12 yards. Penalty on Isaac Bruce: Illegal Formation, 5 yards (no play)",1.470,1.140
2,6:50,1,15,STL 33,3,7,Marc Bulger pass complete to Marshall Faulk for 14 yards (tackle by Marquand Manuel and Michael Boulware),1.140,2.140
2,6:02,2,1,STL 47,3,7,Marc Bulger pass complete to Cam Cleeland for 4 yards (tackle by Marquand Manuel and Grant Wistrom),2.140,2.320
2,5:18,1,10,SEA 49,3,7,Marc Bulger up the middle for 5 yards (tackle by Rodney Bailey),2.320,2.460
2,4:31,2,5,SEA 44,3,7,Marc Bulger pass incomplete intended for Kevin Curtis is intercepted by Michael Boulware at SEA-5 and returned for 4 yards,2.460,0.380
2,4:22,1,10,SEA 9,3,7,Shaun Alexander up the middle for 9 yards (tackle by DeJuan Groce),-0.380,0.140
2,3:48,2,1,SEA 18,3,7,Mack Strong up the middle for 3 yards (tackle by Chris Claiborne and Brandon Green),0.140,0.340
2,3:07,1,10,SEA 21,3,7,Shaun Alexander left guard for no gain (tackle by Pisa Tinoisamoa and Adam Archuleta),0.340,-0.200
2,2:29,2,10,SEA 21,3,7,"Matt Hasselbeck pass complete to Jerramy Stevens for 9 yards (tackle by Travis Fisher). Penalty on Brandon Green: Defensive Offside, 5 yards (no play)",-0.200,0.480
2,2:05,2,5,SEA 26,3,7,Shaun Alexander up the middle for no gain (tackle by Brandon Green and Pisa Tinoisamoa),0.480,-0.230
2,2:00,3,5,SEA 26,3,7,Matt Hasselbeck pass complete to Joe Jurevicius for 11 yards (tackle by Corey Ivy),-0.230,1.400
2,1:54,1,10,SEA 37,3,7,Matt Hasselbeck pass complete to Shaun Alexander for 9 yards (tackle by Pisa Tinoisamoa),1.400,2.070
2,1:28,2,1,SEA 46,3,7,Shaun Alexander left guard for 6 yards (tackle by Pisa Tinoisamoa and DeJuan Groce),2.070,2.390
2,1:22,,,,3,7,Timeout #1 by Seattle Seahawks,0.000,2.390
2,1:22,1,10,STL 48,3,7,Matt Hasselbeck pass complete to Joe Jurevicius for 6 yards (tackle by DeJuan Groce),2.390,2.660
2,1:08,2,4,STL 42,3,7,Matt Hasselbeck pass incomplete intended for Bobby Engram (defended by Ryan Pickett),2.660,1.950
2,1:02,3,4,STL 42,3,7,Matt Hasselbeck pass complete to Bobby Engram for 27 yards (tackle by Corey Ivy),1.950,4.580
2,0:38,1,10,STL 15,3,7,Matt Hasselbeck pass incomplete intended for Jerramy Stevens,4.580,3.950
2,0:34,2,10,STL 15,3,7,Shaun Alexander up the middle for 2 yards (tackle by Anthony Hargrove),3.950,3.400
2,0:22,,,,3,7,Timeout #2 by Seattle Seahawks,0.000,3.400
2,0:22,3,8,STL 13,3,7,Matt Hasselbeck pass incomplete intended for Joe Jurevicius,3.400,2.570
2,0:19,4,8,STL 13,3,10,Josh Brown 31 yard field goal good,2.570,3.000
2,,,,SEA 30,3,10,"Josh Brown kicks off 69 yards, returned by David Allen for 24 yards (tackle by Joe Tafoya)",0.000,0.610
2,0:09,1,10,STL 25,3,10,Steven Jackson left tackle for 4 yards (tackle by Rocky Bernard),0.610,0.600
Quarter,Time,Down,ToGo,Location,STL,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 30,3,10,"Jeff Wilkins kicks off 60 yards, returned by Josh Scobey for 26 yards (tackle by Arlen Harris)",0.000,1.330
3,14:55,1,10,SEA 36,3,10,Matt Hasselbeck pass incomplete intended for Ryan Hannam is intercepted by Dexter Coakley at SEA-43 and returned for 16 yards,1.330,-3.780
3,14:45,1,10,SEA 27,3,10,Steven Jackson right tackle for 14 yards (tackle by Marquand Manuel),3.780,4.710
3,14:10,1,10,SEA 13,3,10,Steven Jackson up the middle for 4 yards (tackle by Rocky Bernard and D.D. Lewis),4.710,4.770
3,13:30,2,6,SEA 9,3,10,Steven Jackson right tackle for -3 yards (tackle by Kelly Herndon),4.770,3.280
3,12:51,3,9,SEA 12,3,10,Marc Bulger sacked by Rocky Bernard for -6 yards,3.280,2.250
3,12:25,4,15,SEA 18,6,10,Jeff Wilkins 36 yard field goal good,2.250,3.000
3,,,,STL 30,6,10,"Jeff Wilkins kicks off 62 yards, returned by Josh Scobey for 23 yards (tackle by Jerome Carter)",0.000,1.000
3,12:17,1,10,SEA 31,6,10,Shaun Alexander left tackle for 1 yard (tackle by Ryan Pickett and Dexter Coakley),1.000,0.600
3,11:44,2,9,SEA 32,6,10,Matt Hasselbeck pass complete to Jerramy Stevens for 10 yards (tackle by DeJuan Groce and Adam Archuleta),0.600,1.730
3,11:15,1,10,SEA 42,6,10,Matt Hasselbeck pass complete to Jerramy Stevens for 9 yards (tackle by Adam Archuleta),1.730,2.400
3,10:48,2,1,STL 49,6,10,Shaun Alexander left tackle for 37 yards (tackle by Travis Fisher),2.400,4.780
3,10:01,1,10,STL 12,6,10,Shaun Alexander left tackle for 8 yards (tackle by Tyoka Jackson),4.780,5.600
3,9:24,2,2,STL 4,6,16,"Shaun Alexander left tackle for 4 yards, touchdown",5.600,7.000
3,,,,STL 2,6,17,Josh Brown kicks extra point good,0.000,0.000
3,,,,SEA 30,6,17,"Josh Brown kicks off 60 yards, returned by David Allen for 4 yards (tackle by Maurice Morris)",0.000,-0.280
3,9:14,1,10,STL 14,6,17,Marc Bulger pass incomplete intended for Torry Holt (defended by Andre Dyson),-0.280,-0.750
3,9:09,2,10,STL 14,6,17,Marc Bulger sacked by LeRoy Hill for -9 yards,-0.750,-2.470
3,8:29,3,19,STL 5,6,17,Steven Jackson up the middle for 15 yards (tackle by Marquand Manuel and Michael Boulware),-2.470,-2.030
3,7:51,4,4,STL 20,6,17,"Bryan Barker punts 46 yards, returned by Jimmy Williams for 19 yards (tackle by Chris Massey)",-2.030,-2.460
3,7:41,1,10,STL 47,6,17,Shaun Alexander right guard for 1 yard (tackle by Trev Faulk and Leonard Little),2.460,2.050
3,7:03,2,9,STL 46,6,17,Shaun Alexander up the middle for 3 yards (tackle by Adam Archuleta and Trev Faulk),2.050,1.750
3,6:28,3,6,STL 43,6,17,"Matt Hasselbeck pass incomplete intended for Bobby Engram. Penalty on Pisa Tinoisamoa: Defensive Offside, 4 yards (no play)",1.750,2.280
3,6:23,3,2,STL 39,6,17,Shaun Alexander up the middle for 10 yards (tackle by Adam Archuleta),2.280,3.640
3,5:44,1,10,STL 29,6,17,Shaun Alexander up the middle for -2 yards (tackle by Pisa Tinoisamoa),3.640,2.830
3,5:05,2,12,STL 31,6,23,"Matt Hasselbeck pass complete to D.J. Hackett for 31 yards, touchdown",2.830,7.000
3,,,,STL 2,6,24,Josh Brown kicks extra point good,0.000,0.000
3,,,,SEA 30,6,24,"Josh Brown kicks off 64 yards, returned by David Allen for 25 yards (tackle by Josh Scobey)",0.000,1.000
3,4:54,1,10,STL 31,6,24,Marc Bulger pass complete to Isaac Bruce for 16 yards (tackle by Andre Dyson),1.000,2.060
3,4:17,1,10,STL 47,6,24,"Marc Bulger pass incomplete intended for Kevin Curtis. Penalty on Kelly Herndon: Defensive Pass Interfere, 31 yards (no play)",2.060,4.110
3,4:11,1,10,SEA 22,6,24,"Marc Bulger pass complete to Brandon Manumaleuna for 22 yards. Penalty on Alex Barron: Offensive Holding, 10 yards, Penalty on Rex Tucker: Ineligible Downfield Pas (Declined) (no play)",4.110,3.450
3,4:01,1,20,SEA 32,6,24,Steven Jackson right tackle for -1 yards (tackle by Lofa Tatupu and Kelly Herndon),3.450,2.080
3,3:19,2,21,SEA 33,6,24,Marc Bulger pass complete to Steven Jackson for 18 yards (tackle by Andre Dyson and Bryce Fisher),2.080,3.930
3,2:30,3,3,SEA 15,6,24,Steven Jackson left end for 5 yards (tackle by Marquand Manuel),3.930,4.910
3,1:57,1,10,SEA 10,6,24,Marshall Faulk up the middle for no gain (tackle by Rocky Bernard),4.910,4.190
3,1:20,2,10,SEA 10,6,24,Marc Bulger sacked by Lofa Tatupu for -11 yards,4.190,2.210
3,0:50,3,21,SEA 21,6,24,Marc Bulger pass incomplete intended for Torry Holt,2.210,2.060
3,0:44,4,21,SEA 21,9,24,Jeff Wilkins 39 yard field goal good,2.060,3.000
3,,,,STL 30,9,24,"Jeff Wilkins kicks off 60 yards, returned by Josh Scobey for 24 yards (tackle by Brandon Green)",0.000,1.200
3,0:35,1,10,SEA 34,9,24,Shaun Alexander right guard for 5 yards (tackle by Anthony Hargrove),1.200,1.330
Quarter,Time,Down,ToGo,Location,STL,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,SEA 39,9,24,Shaun Alexander right tackle for no gain (tackle by Damione Lewis),1.330,0.630
4,14:15,3,5,SEA 39,9,24,Mack Strong right tackle for 4 yards (tackle by Damione Lewis and Jerome Carter),0.630,-0.520
4,13:39,4,1,SEA 43,9,24,"Tom Rouen punts 44 yards, returned by David Allen for 7 yards (tackle by Isaiah Kacyvenski). Penalty on Joe Tafoya: Ineligible Downfield Kic, 5 yards",-0.520,-0.610
4,13:29,1,10,STL 25,9,24,Marc Bulger pass complete to Torry Holt for 10 yards (tackle by Marcus Trufant),0.610,1.270
4,12:53,1,10,STL 35,9,24,Marc Bulger pass complete to Torry Holt for 17 yards (tackle by Kelly Herndon),1.270,2.390
4,12:14,1,10,SEA 48,9,24,Steven Jackson up the middle for -1 yards (tackle by Craig Terrill),2.390,1.710
4,11:34,2,11,SEA 49,9,24,Marc Bulger pass complete to Kevin Curtis for 6 yards (tackle by D.D. Lewis and Kelly Herndon),1.710,1.820
4,10:43,3,5,SEA 43,9,24,Marc Bulger pass complete to Shaun McDonald for 14 yards (tackle by Michael Boulware),1.820,3.640
4,10:21,1,10,SEA 29,9,24,Marc Bulger pass incomplete intended for Marshall Faulk,3.640,3.100
4,10:18,2,10,SEA 29,9,24,Marc Bulger pass complete to Marshall Faulk for 9 yards (tackle by Lofa Tatupu),3.100,3.600
4,9:33,3,1,SEA 20,9,24,"Marc Bulger pass complete to Brandon Manumaleuna for 7 yards (tackle by Rodney Bailey). Brandon Manumaleuna fumbles (forced by Rodney Bailey), recovered by Marquand Manuel at SEA-11 (tackle by Brandon Manumaleuna)",3.600,0.370
4,9:26,1,10,SEA 11,9,24,Shaun Alexander left tackle for 2 yards (tackle by Ryan Pickett and Jimmy Kennedy),-0.370,-0.630
4,8:54,2,8,SEA 13,9,24,Matt Hasselbeck pass incomplete intended for Bobby Engram,-0.630,-1.190
4,8:48,3,8,SEA 13,9,24,Matt Hasselbeck pass incomplete intended for Bobby Engram,-1.190,-2.490
4,8:42,4,8,SEA 13,9,24,"Tom Rouen punts 33 yards, fair catch by David Allen",-2.490,-2.520
4,8:35,1,10,SEA 46,9,24,"Marc Bulger pass incomplete intended for Torry Holt. Penalty on Andre Dyson: Defensive Pass Interfere, 33 yards (no play)",2.520,4.710
4,8:29,1,10,SEA 13,9,24,Marc Bulger pass complete to Kevin Curtis for 3 yards (tackle by Lofa Tatupu),4.710,4.580
4,7:53,2,7,SEA 10,9,24,Steven Jackson right guard for 1 yard (tackle by Marquand Manuel and Chartric Darby),4.580,3.880
4,7:10,3,6,SEA 9,9,24,Marc Bulger pass incomplete intended for Shaun McDonald (defended by Bryce Fisher),3.880,2.850
4,7:04,4,6,SEA 9,9,24,"Penalty on Alex Barron: False Start, 5 yards (no play)",2.850,2.510
4,7:04,4,11,SEA 14,15,24,"Marc Bulger pass complete to Torry Holt for 14 yards, touchdown",2.510,7.000
4,,,,SEA 2,16,24,Jeff Wilkins kicks extra point good,0.000,0.000
4,,,,STL 30,16,24,"Jeff Wilkins kicks off 62 yards, returned by Josh Scobey for 23 yards (tackle by Brandon Chillar)",0.000,1.000
4,6:53,1,10,SEA 31,16,24,Shaun Alexander left tackle for -1 yards (tackle by Leonard Little and Anthony Hargrove),1.000,0.320
4,6:11,2,11,SEA 30,16,24,Matt Hasselbeck pass complete to Joe Jurevicius for 10 yards (tackle by Travis Fisher),0.320,0.960
4,5:32,3,1,SEA 40,16,24,Shaun Alexander left tackle for 2 yards (tackle by DeJuan Groce),0.960,1.730
4,4:50,1,10,SEA 42,16,24,Shaun Alexander left end for -1 yards (tackle by Dexter Coakley),1.730,1.050
4,4:38,,,,16,24,Timeout #1 by St. Louis Rams,0.000,1.050
4,4:38,2,11,SEA 41,16,24,Shaun Alexander right tackle for 10 yards (tackle by Jimmy Kennedy and Mike Furrey),1.050,1.690
4,3:56,3,1,STL 49,16,24,Matt Hasselbeck up the middle for 2 yards (tackle by Tyoka Jackson),1.690,2.460
4,3:14,1,10,STL 47,16,24,Shaun Alexander right end for 3 yards (tackle by Brandon Green and Jimmy Kennedy),2.460,2.320
4,3:07,,,,16,24,Timeout #2 by St. Louis Rams,0.000,2.320
4,3:07,2,7,STL 44,16,24,Shaun Alexander left tackle for -1 yards (tackle by Ryan Pickett and Leonard Little),2.320,1.490
4,3:02,,,,16,24,Timeout #3 by St. Louis Rams,0.000,1.490
4,3:02,3,8,STL 45,16,24,"Matt Hasselbeck sacked by Adam Archuleta for -7 yards. Penalty on Leonard Little: Defensive Offside, 5 yards (no play)",1.490,2.150
4,2:58,3,3,STL 40,16,24,Matt Hasselbeck pass complete to Bobby Engram for 14 yards (tackle by Mike Furrey),2.150,3.840
4,2:15,1,10,STL 26,16,24,Shaun Alexander left tackle for 3 yards (tackle by Damione Lewis),3.840,3.700
4,2:00,2,7,STL 23,16,24,Shaun Alexander right tackle for 6 yards (tackle by Ryan Pickett and Adam Archuleta),3.700,3.950
4,1:18,3,1,STL 17,16,30,"Shaun Alexander left end for 17 yards, touchdown",3.950,7.000
4,,,,STL 2,16,31,Josh Brown kicks extra point good,0.000,0.000
4,,,,SEA 30,16,31,"Josh Brown kicks off 59 yards, returned by David Allen for 19 yards (tackle by Niko Koutouvides)",0.000,0.940
4,1:07,1,10,STL 30,16,31,Marc Bulger pass complete to Kevin Curtis for 12 yards (tackle by Marcus Trufant),0.940,1.730
4,0:46,1,10,STL 42,16,31,Marc Bulger pass complete to Steven Jackson for 12 yards (tackle by Marquand Manuel),1.730,2.520
4,0:39,1,10,SEA 46,16,31,Marc Bulger pass complete to Dane Looker for 12 yards,2.520,3.310
4,0:33,1,10,SEA 34,16,31,Marc Bulger pass incomplete intended for Torry Holt (defended by Marquand Manuel),3.310,2.770
4,0:28,2,10,SEA 34,16,31,Marc Bulger pass incomplete intended for Shaun McDonald,2.770,2.080
4,0:23,3,10,SEA 34,16,31,Marc Bulger pass complete to Shaun McDonald for 12 yards (tackle by Jordan Babineaux),2.080,4.110
4,0:04,1,10,SEA 22,16,31,Marc Bulger pass complete to Kevin Curtis for 11 yards (tackle by Andre Dyson),4.110,3.380
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
