Quarter,Time,Down,ToGo,Location,IND,TEN,Detail,EPB,EPA
2,1:07,3,11,IND 23,3,9,"Matt Hasselbeck pass complete deep left to Kendall Wright for 23 yards, touchdown",2.740,7.000
2,1:07,,,IND 2,3,10,Rob Bironas kicks extra point good,0.000,0.000
2,1:00,,,TEN 35,3,10,"Rob Bironas kicks off 65 yards, returned by Mewelde Moore for 19 yards (tackle by Scott Solomon)",0.000,0.150
2,0:56,1,10,IND 19,3,10,Donald Brown for 3 yards (tackle by Jason McCourty),0.150,0.070
2,0:49,2,7,IND 22,3,10,Andrew Luck pass complete deep left to Reggie Wayne for 22 yards (tackle by Michael Griffin),0.070,0.000
2,0:41,,,,3,10,Timeout #1 by Indianapolis Colts,0.000,1.860
2,0:40,1,10,IND 44,3,10,"Andrew Luck sacked by Derrick Morgan and Kamerion Wimbley for -4 yards. Andrew Luck fumbles (forced by Derrick Morgan), recovered by Anthony Castonzo at IND-40",1.860,0.000
2,0:30,,,,3,10,Timeout #2 by Indianapolis Colts,0.000,0.780
2,0:30,2,14,IND 40,3,10,"Andrew Luck pass complete deep middle to Donnie Avery for 17 yards (tackle by Jordan Babineaux). Penalty on Markelle Martin: Roughing the Passer, 15 yards",0.780,3.710
2,0:23,1,10,TEN 28,3,10,Andrew Luck pass incomplete short middle intended for Mewelde Moore,3.710,3.170
2,0:18,2,10,TEN 28,3,10,Andrew Luck pass complete short middle to Coby Fleener for 9 yards (tackle by Jordan Babineaux),3.170,0.000
2,0:10,,,,3,10,Timeout #3 by Indianapolis Colts,0.000,3.720
2,0:10,3,1,TEN 19,3,10,Andrew Luck pass incomplete deep right intended for Donnie Avery,3.720,2.340
2,0:04,4,1,TEN 19,3,10,"Adam Vinatieri 37 yard field goal no good, blocked by Michael Griffin, recovered by Jordan Babineaux and returned for 42 yards",2.340,0.000
Quarter,Time,Down,ToGo,Location,IND,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,3,10,"Rob Bironas kicks off 49 yards, returned by Cassius Vaughn for 9 yards (tackle by Jordan Babineaux)",0.000,0.610
3,14:51,1,10,IND 25,3,10,Andrew Luck pass complete short right to T.Y. Hilton for 9 yards,0.610,1.280
3,14:30,2,1,IND 34,3,10,Vick Ballard up the middle for 2 yards (tackle by Jurrell Casey),1.280,1.330
3,13:57,1,10,IND 36,3,10,Andrew Luck pass incomplete short middle intended for Reggie Wayne,1.330,0.790
3,13:51,2,10,IND 36,3,10,Andrew Luck pass complete short left to T.Y. Hilton for 8 yards (tackle by SenDerrick Marks),0.790,1.160
3,13:07,3,2,IND 44,3,10,Andrew Luck pass complete short left to Reggie Wayne for 4 yards (tackle by Ryan Mouton),1.160,2.130
3,12:33,1,10,IND 48,3,10,Andrew Luck pass complete deep right to Reggie Wayne for 22 yards (tackle by Michael Griffin),2.130,3.580
3,12:04,1,10,TEN 30,3,10,Vick Ballard left tackle for -2 yards (tackle by Alterraun Verner),3.580,2.760
3,11:25,2,12,TEN 32,3,10,Andrew Luck sacked by Akeem Ayers for -7 yards,2.760,1.160
3,10:46,3,19,TEN 39,3,10,Andrew Luck pass complete short left to Mewelde Moore for 13 yards (tackle by Alterraun Verner),1.160,1.760
3,10:26,4,6,TEN 26,6,10,Adam Vinatieri 44 yard field goal good,1.760,3.000
3,10:20,,,IND 35,6,10,"Pat McAfee kicks off 65 yards, touchback",0.000,0.280
3,10:20,1,10,TEN 20,6,10,Matt Hasselbeck pass complete short right to Jared Cook for no gain,0.280,-0.270
3,9:45,2,10,TEN 20,6,10,Chris Johnson right guard for 2 yards (tackle by Cory Redding and Jerrell Freeman),-0.270,-0.690
3,9:01,3,8,TEN 22,6,10,Matt Hasselbeck pass incomplete deep left intended for Kendall Wright (defended by Cassius Vaughn),-0.690,-1.900
3,8:55,4,8,TEN 22,6,10,Brett Kern punts 34 yards,-1.900,-1.860
3,8:46,1,10,IND 44,6,10,Donald Brown up the middle for 5 yards (tackle by Zach Brown),1.860,1.990
3,8:11,2,5,IND 49,6,10,Donald Brown left tackle for 19 yards (tackle by Michael Griffin and Alterraun Verner),1.990,3.450
3,7:29,1,10,TEN 32,6,10,Andrew Luck pass incomplete deep right intended for Reggie Wayne is intercepted by Michael Griffin at TEN--3,3.450,-0.280
3,7:21,1,10,TEN 20,6,10,Chris Johnson up the middle for 3 yards (tackle by Jerrell Freeman),0.280,0.140
3,6:49,2,7,TEN 23,6,10,Matt Hasselbeck pass complete short right to Nate Washington for 16 yards (tackle by Jerraud Powers),0.140,1.530
3,6:04,1,10,TEN 39,6,10,Matt Hasselbeck pass complete deep right to Nate Washington for 29 yards (tackle by Antoine Bethea),1.530,3.450
3,5:38,1,10,IND 32,6,10,Matt Hasselbeck pass complete short right to Damian Williams for no gain,3.450,2.900
3,4:56,2,10,IND 32,6,10,Chris Johnson up the middle for 1 yard (tackle by Kavell Conner),2.900,2.340
3,4:13,3,9,IND 31,6,10,Matt Hasselbeck pass complete short left to Kendall Wright for 4 yards (tackle by Cassius Vaughn),2.340,1.720
3,3:28,4,5,IND 27,6,10,Rob Bironas 45 yard field goal no good,1.720,-1.270
3,3:22,1,10,IND 35,6,10,Vick Ballard up the middle for 17 yards (tackle by Jordan Babineaux),1.270,2.390
3,2:56,1,10,TEN 48,6,10,"Vick Ballard right guard for 13 yards (tackle by Jordan Babineaux). Penalty on Samson Satele: Unsportsmanlike Conduct, 15 yards",2.390,2.260
3,2:25,1,10,,6,10,Vick Ballard right end for -1 yards (tackle by Ryan Mouton),2.260,1.580
3,1:45,2,11,IND 49,6,10,Andrew Luck pass incomplete short right intended for Coby Fleener,1.580,0.890
3,1:40,3,11,IND 49,6,10,Andrew Luck right end for 3 yards (tackle by Kamerion Wimbley). Penalty on Winston Justice: Offensive Holding (Declined),0.890,0.070
3,1:13,4,8,TEN 48,6,10,"Pat McAfee punts 48 yards, touchback",0.070,-0.280
3,1:05,1,10,TEN 20,6,10,Chris Johnson right end for 5 yards (tackle by Jerrell Freeman),0.280,0.410
3,0:33,2,5,TEN 25,6,10,Chris Johnson left tackle for 5 yards (tackle by Jerrell Freeman),0.410,0.940
Quarter,Time,Down,ToGo,Location,IND,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TEN 30,6,10,Matt Hasselbeck pass complete deep right to Jared Cook for 29 yards (tackle by Jerraud Powers),0.940,2.850
4,14:21,1,10,IND 41,6,10,Chris Johnson left tackle for 11 yards (tackle by Jerrell Freeman),2.850,3.580
4,13:41,1,10,IND 30,6,10,Matt Hasselbeck pass complete short right to Lavelle Hawkins for 7 yards (tackle by Jerraud Powers),3.580,3.980
4,13:09,2,3,IND 23,6,10,Chris Johnson left guard for 14 yards (tackle by Jerrell Freeman),3.980,5.140
4,12:30,1,9,IND 9,6,10,Chris Johnson right tackle for 2 yards (tackle by Jerrell Freeman),5.140,4.760
4,11:54,2,7,IND 7,6,10,"Matt Hasselbeck for no gain. Matt Hasselbeck fumbles, recovered by Matt Hasselbeck at IND-11",4.760,3.120
4,11:18,3,11,IND 11,6,10,Matt Hasselbeck sacked by Jerry Hughes for -1 yards,3.120,2.630
4,10:30,4,12,IND 12,6,13,Rob Bironas 30 yard field goal good,2.630,3.000
4,10:26,,,TEN 35,6,13,"Rob Bironas kicks off 65 yards, touchback",0.000,0.280
4,10:26,1,10,IND 20,6,13,Andrew Luck pass complete short left to Reggie Wayne for 10 yards (tackle by Coty Sensabaugh),0.280,0.940
4,9:54,1,10,IND 30,6,13,Donald Brown left end for no gain (tackle by Alterraun Verner and Jordan Babineaux),0.940,0.390
4,9:24,2,10,IND 30,6,13,Andrew Luck pass complete short middle to Dwayne Allen for 13 yards (tackle by Zach Brown),0.390,1.800
4,8:56,1,10,IND 43,6,13,Donald Brown up the middle for 4 yards (tackle by Colin McCarthy),1.800,1.790
4,8:24,2,6,IND 47,6,13,Andrew Luck pass complete short left to Donnie Avery for 5 yards (tackle by Michael Griffin),1.790,1.750
4,8:04,3,1,TEN 48,6,13,Andrew Luck up the middle for 7 yards (tackle by Colin McCarthy),1.750,2.850
4,7:19,1,10,TEN 41,6,13,"Penalty on Andrew Luck: Delay of Game, 5 yards (no play)",2.850,2.520
4,6:57,1,15,TEN 46,6,13,Andrew Luck pass complete short right to T.Y. Hilton for 14 yards,2.520,3.520
4,6:30,2,1,TEN 32,6,13,Donald Brown up the middle for 4 yards (tackle by SenDerrick Marks),3.520,3.710
4,5:44,1,10,TEN 28,6,13,Andrew Luck pass complete short right to Weslye Saunders for 11 yards (tackle by Colin McCarthy),3.710,4.440
4,5:03,1,10,TEN 17,6,13,Andrew Luck pass incomplete short middle intended for Donald Brown,4.440,3.850
4,4:59,2,10,TEN 17,6,13,Andrew Luck pass incomplete short middle intended for Donnie Avery,3.850,3.070
4,4:54,3,10,TEN 17,6,13,Andrew Luck pass complete short left to LaVon Brazill for 9 yards (tackle by Alterraun Verner),3.070,2.990
4,4:11,4,1,TEN 8,6,13,Delone Carter up the middle for 7 yards (tackle by Michael Griffin),2.990,6.970
4,3:28,1,1,TEN 1,12,13,"Delone Carter up the middle for 1 yard, touchdown",6.970,7.000
4,3:28,,,TEN 2,13,13,Adam Vinatieri kicks extra point good,0.000,0.000
4,3:24,,,IND 35,13,13,"Pat McAfee kicks off 52 yards, returned by Darius Reynaud for 7 yards (tackle by Justin Hickman)",0.000,0.280
4,3:19,1,10,TEN 20,13,13,Matt Hasselbeck pass incomplete short left intended for Chris Johnson,0.280,-0.270
4,3:14,2,10,TEN 20,13,13,Chris Johnson left end for 11 yards (tackle by Cassius Vaughn),-0.270,1.000
4,3:08,1,10,TEN 31,13,13,Chris Johnson right tackle for 3 yards (tackle by Jerraud Powers),1.000,0.870
4,2:33,2,7,TEN 34,13,13,Matt Hasselbeck pass complete short right to Kendall Wright for 13 yards (tackle by Jerraud Powers),0.870,2.060
4,2:00,1,10,TEN 47,13,13,Matt Hasselbeck pass complete short middle to Chris Johnson for 11 yards (tackle by Cory Redding and Cassius Vaughn),2.060,2.790
4,1:21,1,10,IND 42,13,13,Chris Johnson left tackle for 1 yard (tackle by Cory Redding),2.790,0.000
4,1:15,,,,13,13,Timeout #1 by Indianapolis Colts,0.000,2.380
4,1:15,2,9,IND 41,13,13,Matt Hasselbeck pass incomplete deep middle intended for Jared Cook,2.380,1.680
4,1:10,3,9,IND 41,13,13,Matt Hasselbeck pass incomplete short left intended for Kenny Britt (defended by Pat Angerer),1.680,0.530
4,1:07,4,9,IND 41,13,13,Brett Kern punts 35 yards,0.530,0.380
4,0:56,1,10,IND 6,13,13,Vick Ballard up the middle for 3 yards (tackle by Colin McCarthy),-0.380,0.000
4,0:52,,,,13,13,Timeout #1 by Tennessee Titans,0.000,-0.560
4,0:52,2,7,IND 9,13,13,Vick Ballard up the middle for 2 yards (tackle by Akeem Ayers and Derrick Morgan),-0.560,0.000
4,0:47,,,,13,13,Timeout #2 by Tennessee Titans,0.000,0.000
4,0:47,,,,13,13,Timeout #2 by Indianapolis Colts,0.000,-0.840
4,0:47,3,5,IND 11,13,13,Andrew Luck pass complete short right to Donnie Avery for 10 yards (tackle by Zach Brown),-0.840,0.340
4,0:26,1,10,IND 21,13,13,Andrew Luck pass complete short middle to Dwayne Allen for 7 yards (tackle by Colin McCarthy and Akeem Ayers),0.340,0.000
4,0:18,,,,13,13,Timeout #3 by Indianapolis Colts,0.000,0.750
4,0:18,2,3,IND 28,13,13,Andrew Luck kneels for -1 yards,0.750,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,IND,TEN,Detail,EPB,EPA
,,,,,,,"Colts won the coin toss, Colts to receive the overtime kickoff.",,
OT,15:00,,,TEN 35,13,13,"Rob Bironas kicks off 65 yards, touchback",0.000,0.280
OT,15:00,1,10,IND 20,13,13,"Donald Brown up the middle for 4 yards (tackle by Colin McCarthy). Penalty on Akeem Ayers: Illegal Use of Hands, 5 yards",0.280,0.870
OT,14:42,1,10,IND 29,13,13,Donald Brown up the middle for 19 yards (tackle by Jordan Babineaux),0.870,2.130
OT,14:13,1,10,IND 48,13,13,Donald Brown left tackle for 9 yards (tackle by Jordan Babineaux),2.130,2.800
OT,13:38,2,1,TEN 43,13,13,Donald Brown up the middle for 5 yards (tackle by Colin McCarthy),2.800,3.050
OT,13:00,1,10,TEN 38,13,13,Donald Brown up the middle for 5 yards (tackle by Zach Brown),3.050,3.180
OT,12:28,2,5,TEN 33,13,13,Donald Brown up the middle for -3 yards (tackle by Colin McCarthy),3.180,2.080
OT,11:46,3,8,TEN 36,13,13,Andrew Luck pass complete deep middle to Reggie Wayne for 20 yards (tackle by Ryan Mouton),2.080,4.510
OT,11:06,1,10,TEN 16,13,13,Vick Ballard left guard for no gain (tackle by Jordan Babineaux and Colin McCarthy),4.510,3.900
OT,10:24,2,10,TEN 16,19,13,"Andrew Luck pass complete short left to Vick Ballard for 16 yards, touchdown",3.900,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
