Unnamed: 0_level_0,Unnamed: 1_level_0,Scoring,Scoring,Scoring,Scoring,Punting,Punting,Punting,Punting
Player,Tm,XPM,XPA,FGM,FGA,Pnt,Yds,Y/P,Lng
Gary Anderson,MIN,3,3,1,1,0,0,,
Kyle Richardson,MIN,,,,,5,196,39.2,47
,,Scoring,Scoring,Scoring,Scoring,Punting,Punting,Punting,Punting
Player,Tm,XPM,XPA,FGM,FGA,Pnt,Yds,Y/P,Lng
John Carney,NOR,2,2,3,3,0,0,,
Toby Gowin,NOR,,,,,3,139,46.3,59
