Quarter,Time,Down,ToGo,Location,NWE,PIT,Detail,EPB,EPA
1,9:02,1,10,NWE 31,0,0,LeGarrette Blount left guard for 7 yards (tackle by Jarvis Jones and Vince Williams),1.000,1.410
1,8:29,2,3,NWE 38,0,0,LeGarrette Blount middle for 9 yards (tackle by Mike Mitchell),1.410,2.060
1,7:55,1,10,NWE 47,0,0,LeGarrette Blount right tackle for 3 yards (tackle by Jarvis Jones),2.060,1.920
1,7:26,2,7,NWE 50,0,0,Tom Brady pass complete short left to Julian Edelman for -2 yards (tackle by Lawrence Timmons),1.920,0.960
1,6:44,3,9,NWE 48,0,0,Tom Brady pass complete short right to James White for 13 yards,0.960,2.980
1,6:12,1,10,PIT 39,0,0,LeGarrette Blount right tackle for 9 yards (tackle by Lawrence Timmons),2.980,3.660
1,5:35,2,1,PIT 30,0,0,LeGarrette Blount middle for -1 yards (tackle by Jarvis Jones),3.660,2.810
1,4:55,3,2,PIT 31,0,0,Tom Brady left guard for 5 yards (tackle by William Gay),2.810,3.840
1,4:18,1,10,PIT 26,0,0,LeGarrette Blount right tackle for 1 yard (tackle by Robert Golden and Arthur Moats),3.840,3.430
1,3:43,2,9,PIT 25,0,0,Tom Brady pass complete short middle to Julian Edelman for 6 yards (tackle by Lawrence Timmons),3.430,3.570
1,3:03,3,3,PIT 19,6,0,"Tom Brady pass complete short left to James White for 19 yards, touchdown",3.570,7.000
1,3:03,,,PIT 19,7,0,Stephen Gostkowski kicks extra point good,0.000,0.000
1,3:03,,,NWE 35,7,0,"Stephen Gostkowski kicks off 59 yards, returned by Fitzgerald Toussaint for 22 yards (tackle by Patrick Chung)",0.000,-0.810
1,2:49,1,10,PIT 28,7,0,Le'Veon Bell middle for 2 yards (tackle by Devin McCourty),0.810,0.530
1,2:13,2,8,PIT 30,7,0,"Landry Jones pass incomplete deep left intended for Darrius Heyward-Bey. Penalty on Darrius Heyward-Bey: Offensive Pass Interference, 10 yards (no play)",0.530,-0.820
1,2:05,2,18,PIT 20,7,0,Landry Jones pass complete short middle to David Johnson for 5 yards (tackle by Rob Ninkovich and Dont'a Hightower),-0.820,-0.820
1,1:24,3,13,PIT 25,7,0,Landry Jones pass complete short middle to Antonio Brown for 9 yards (tackle by Jamie Collins),-0.820,-1.110
1,1:00,4,4,PIT 34,7,0,"Jordan Berry punts 50 yards, fair catch by Julian Edelman. Penalty on PIT: Illegal Formation, 5 yards (no play)",-1.110,-1.440
1,0:52,4,9,PIT 29,7,0,"Jordan Berry punts 55 yards, out of bounds",-1.440,0.140
1,0:44,1,10,NWE 16,7,0,LeGarrette Blount right tackle for no gain (tackle by Stephon Tuitt and Arthur Moats),-0.140,-0.660
1,0:05,2,10,NWE 16,7,0,Tom Brady pass complete short left to Julian Edelman for 9 yards (tackle by Lawrence Timmons),-0.660,-0.200
Quarter,Time,Down,ToGo,Location,NWE,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,NWE 25,7,0,LeGarrette Blount middle for 9 yards (tackle by Lawrence Timmons),-0.200,1.200
2,14:26,1,10,NWE 34,7,0,Tom Brady pass complete short middle to Julian Edelman for 11 yards (tackle by Lawrence Timmons),1.200,1.930
2,13:53,1,10,NWE 45,7,0,"Tom Brady pass complete short right to Chris Hogan for 13 yards (tackle by Artie Burns). Penalty on Artie Burns: Unnecessary Roughness, 15 yards",1.930,3.780
2,13:24,1,10,PIT 27,7,0,Tom Brady pass incomplete short left intended for James White (defended by Ryan Shazier),3.780,3.230
2,13:18,2,10,PIT 27,7,0,"Penalty on Joe Thuney: False Start, 5 yards (no play)",3.230,2.560
2,13:18,2,15,PIT 32,7,0,Tom Brady pass complete short right to Julian Edelman for 6 yards (tackle by Artie Burns),2.560,2.680
2,12:46,3,9,PIT 26,7,0,Tom Brady pass complete short middle to Rob Gronkowski for 13 yards (tackle by Mike Mitchell),2.680,4.710
,,,,,,,"PIT challenged the pass completion ruling, and the play was upheld.",,
2,11:59,1,10,PIT 13,7,0,LeGarrette Blount left end for 6 yards (tackle by Lawrence Timmons and James Harrison),4.710,5.150
2,11:23,2,4,PIT 7,7,0,LeGarrette Blount left guard for 4 yards (tackle by Robert Golden),5.150,6.510
2,11:01,1,3,PIT 3,13,0,"LeGarrette Blount left guard for 3 yards, touchdown",6.510,7.000
2,11:01,,,PIT 3,14,0,Stephen Gostkowski kicks extra point good,0.000,0.000
2,11:01,,,NWE 35,14,0,"Stephen Gostkowski kicks off 63 yards, returned by Fitzgerald Toussaint for 27 yards (tackle by Nate Ebner)",0.000,-0.870
2,10:52,1,10,PIT 29,14,0,Landry Jones pass incomplete short left intended for Xavier Grimble,0.870,0.330
2,10:47,2,10,PIT 29,14,0,Landry Jones pass complete deep right to Antonio Brown for 51 yards (tackle by Duron Harmon and Malcolm Butler),0.330,4.240
2,10:23,1,10,NWE 20,14,0,Le'Veon Bell middle for 5 yards (tackle by Elandon Roberts),4.240,4.450
2,9:45,2,5,NWE 15,14,0,Le'Veon Bell left end for 1 yard (tackle by Malcolm Butler),4.450,3.890
2,9:10,3,4,NWE 14,14,6,"Landry Jones pass complete short left to Darrius Heyward-Bey for 14 yards, touchdown",3.890,7.000
2,9:10,,,NWE 14,14,7,Chris Boswell kicks extra point good,0.000,0.000
2,9:10,,,PIT 35,14,7,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.610
2,9:02,1,10,NWE 25,14,7,LeGarrette Blount middle for 3 yards (tackle by Lawrence Timmons),0.610,0.470
2,8:26,2,7,NWE 28,14,7,Tom Brady pass incomplete short left intended for Martellus Bennett,0.470,-0.230
2,8:22,3,7,NWE 28,14,7,Tom Brady pass incomplete short right intended for Brandon Bolden,-0.230,-1.500
2,8:16,4,7,NWE 28,14,7,"Ryan Allen punts 25 yards, out of bounds",-1.500,-2.060
2,8:10,1,10,PIT 47,14,7,Le'Veon Bell right tackle for 1 yard (tackle by Malcom Brown),2.060,1.650
2,7:26,2,9,PIT 48,14,7,"Landry Jones pass complete short right to Le'Veon Bell for 4 yards (tackle by Jamie Collins). Penalty on Dont'a Hightower: Unnecessary Roughness, 15 yards",1.650,3.380
2,6:56,1,10,NWE 33,14,7,Le'Veon Bell left tackle for 12 yards (tackle by Eric Rowe),3.380,4.170
2,6:10,1,10,NWE 21,14,7,Le'Veon Bell right guard for 2 yards (tackle by Malcom Brown),4.170,3.900
2,5:38,2,8,NWE 19,14,7,Landry Jones pass complete short right to Antonio Brown for 5 yards (tackle by Eric Rowe),3.900,4.020
2,5:00,3,3,NWE 14,14,7,"Landry Jones pass complete short left to Darrius Heyward-Bey for 14 yards. Penalty on Chris Hubbard: Offensive Holding, 10 yards (no play)",4.020,4.020
2,4:53,3,3,NWE 14,14,7,Timeout #1 by New England Patriots,4.020,2.540
2,4:53,3,13,NWE 24,14,7,Landry Jones pass incomplete deep right intended for Antonio Brown,2.540,1.870
2,4:47,4,13,NWE 24,14,7,Chris Boswell 42 yard field goal no good,1.870,-1.070
2,4:42,1,10,NWE 32,14,7,Tom Brady pass incomplete short left intended for James White (defended by Leterrius Walton),1.070,0.530
2,4:39,2,10,NWE 32,14,7,Tom Brady pass complete short right to Julian Edelman for 7 yards (tackle by William Gay),0.530,0.760
2,3:56,3,3,NWE 39,14,7,Tom Brady right tackle for 4 yards,0.760,1.800
2,3:11,1,10,NWE 43,14,7,LeGarrette Blount left tackle for no gain (tackle by Vince Williams),1.800,1.250
2,2:31,2,10,NWE 43,14,7,Tom Brady pass complete short right to LeGarrette Blount for 7 yards (tackle by Vince Williams),1.250,1.490
2,2:00,3,3,NWE 50,14,7,Tom Brady pass incomplete short middle intended for Julian Edelman. Penalty on Shaq Mason: Offensive Holding (Declined),1.490,-0.060
2,1:56,4,3,NWE 50,14,7,"Ryan Allen punts 50 yards, touchback",-0.060,-0.280
2,1:47,1,10,PIT 20,14,7,Le'Veon Bell middle for 8 yards (tackle by Patrick Chung and Anthony Johnson),0.280,0.810
2,1:05,2,2,PIT 28,14,7,Landry Jones pass complete short middle to Le'Veon Bell for 10 yards (tackle by Eric Rowe),0.810,0.810
2,0:55,2,2,PIT 28,14,7,Timeout #2 by Pittsburgh Steelers,0.810,1.470
2,0:52,1,10,PIT 38,14,7,Landry Jones pass complete short left to Le'Veon Bell for 7 yards (tackle by Logan Ryan),1.470,1.870
2,0:49,2,3,PIT 45,14,7,Landry Jones pass incomplete deep right intended for Cobi Hamilton (defended by Logan Ryan),1.870,1.160
2,0:43,3,3,PIT 45,14,7,Landry Jones pass complete short right to Darrius Heyward-Bey for 9 yards (tackle by Logan Ryan),1.160,2.520
2,0:25,1,10,NWE 46,14,7,Landry Jones spiked the ball,2.520,1.980
2,0:25,2,10,NWE 46,14,7,Landry Jones pass complete short right to Le'Veon Bell for 22 yards (tackle by Malcolm Butler and Duron Harmon),1.980,1.980
2,0:15,2,10,NWE 46,14,7,Timeout #3 by Pittsburgh Steelers,1.980,3.970
2,0:15,1,10,NWE 24,14,7,Landry Jones pass complete short left to Jesse James for 10 yards (tackle by Eric Rowe),3.970,4.650
2,0:11,1,10,NWE 14,14,7,Landry Jones pass incomplete short right intended for Darrius Heyward-Bey (defended by Malcolm Butler),4.650,4.000
2,0:06,2,10,NWE 14,14,10,Chris Boswell 32 yard field goal good,4.000,3.000
2,0:06,,,PIT 35,14,10,"Chris Boswell kicks off 52 yards, returned by Danny Amendola for 6 yards (tackle by Steven Johnson)",0.000,1.270
Quarter,Time,Down,ToGo,Location,NWE,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,14,10,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,NWE 25,14,10,Tom Brady pass incomplete short left intended for James White,0.610,0.060
3,14:54,2,10,NWE 25,14,10,"Tom Brady pass incomplete deep left intended for James White. Penalty on Nate Solder: Offensive Holding, 10 yards (no play)",0.060,-1.430
3,14:48,2,20,NWE 15,14,10,Tom Brady middle for 3 yards (tackle by Jarvis Jones and Anthony Chickillo). Penalty on Nate Solder: Offensive Holding (Declined),-1.430,-1.720
3,14:20,3,17,NWE 18,14,10,Tom Brady pass complete short middle to Martellus Bennett for 5 yards (tackle by William Gay),-1.720,-1.830
3,13:42,4,12,NWE 23,14,10,"Ryan Allen punts 43 yards, fair catch by Antonio Brown. Penalty on Roosevelt Nix: Offensive Holding, 10 yards",-1.830,-0.540
3,13:33,1,10,PIT 24,14,10,Le'Veon Bell left guard for 7 yards (tackle by Chris Long and Logan Ryan),0.540,0.940
3,12:54,2,3,PIT 31,14,10,Antonio Brown for 13 yards,0.940,1.860
3,12:15,1,10,PIT 44,14,10,Le'Veon Bell right end for 11 yards (tackle by Patrick Chung),1.860,1.860
3,11:42,1,10,PIT 44,14,10,Timeout #1 by Pittsburgh Steelers,1.860,2.590
3,11:42,1,10,NWE 45,14,10,Le'Veon Bell left guard for 2 yards (tackle by Anthony Johnson and Alan Branch),2.590,2.310
3,11:08,2,8,NWE 43,14,10,Le'Veon Bell middle for 9 yards (tackle by Devin McCourty),2.310,3.310
3,10:27,1,10,NWE 34,14,10,Landry Jones pass complete short right to Le'Veon Bell for 5 yards (tackle by Eric Rowe and Patrick Chung),3.310,3.450
3,9:38,2,5,NWE 29,14,10,Le'Veon Bell left guard for 1 yard (tackle by Jamie Collins and Chris Long),3.450,2.870
3,8:57,3,4,NWE 28,14,10,Landry Jones pass incomplete short left intended for Xavier Grimble (defended by Malcolm Butler),2.870,1.650
3,8:49,4,4,NWE 28,14,13,Chris Boswell 46 yard field goal good,1.650,3.000
3,8:49,,,PIT 35,14,13,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.610
3,8:44,1,10,NWE 25,14,13,LeGarrette Blount middle for 11 yards (tackle by Mike Mitchell),0.610,1.330
3,8:20,1,10,NWE 36,14,13,LeGarrette Blount left tackle for 25 yards (tackle by Robert Golden and Ryan Shazier),1.330,2.980
3,7:40,1,10,PIT 39,14,13,LeGarrette Blount middle for no gain (tackle by Stephon Tuitt),2.980,2.440
3,7:04,2,10,PIT 39,14,13,Tom Brady pass complete short right to Julian Edelman for 3 yards (tackle by Ross Cockrell),2.440,2.150
3,6:27,3,7,PIT 36,20,13,"Tom Brady pass complete deep middle to Rob Gronkowski for 36 yards, touchdown",2.150,7.000
3,6:27,,,PIT 36,20,13,Stephen Gostkowski kicks extra point no good,0.000,-1.000
3,6:27,,,NWE 35,20,13,"Stephen Gostkowski kicks off 65 yards, returned by Justin Gilbert for 32 yards (tackle by Geneo Grissom)",0.000,-1.070
3,6:10,1,10,PIT 32,20,13,Landry Jones pass complete short middle to Antonio Brown for 6 yards (tackle by Malcolm Butler),1.070,1.340
3,5:32,2,4,PIT 38,20,13,Le'Veon Bell left end for 4 yards (tackle by Patrick Chung),1.340,1.730
3,4:57,1,10,PIT 42,20,13,"Penalty on Xavier Grimble: False Start, 5 yards (no play)",1.730,1.400
3,4:31,1,15,PIT 37,20,13,Landry Jones pass complete short right to Cobi Hamilton for 4 yards (tackle by Eric Rowe),1.400,1.050
3,3:51,2,11,PIT 41,20,13,Landry Jones pass complete short left to Le'Veon Bell for 1 yard (tackle by Patrick Chung),1.050,0.500
3,3:13,3,10,PIT 42,20,13,Landry Jones pass complete short left to Cobi Hamilton for 15 yards (tackle by Devin McCourty),0.500,2.720
3,2:29,1,10,NWE 43,20,13,Le'Veon Bell right tackle for 3 yards (tackle by Malcom Brown and Patrick Chung),2.720,2.580
3,1:50,2,7,NWE 40,20,13,"Penalty on Alejandro Villanueva: False Start, 5 yards (no play)",2.580,1.910
3,1:26,2,12,NWE 45,20,13,Le'Veon Bell left tackle for 2 yards (tackle by Patrick Chung),1.910,1.490
3,0:43,3,10,NWE 43,20,13,Landry Jones pass complete deep middle to Cobi Hamilton for 17 yards (tackle by Logan Ryan),1.490,3.840
3,0:02,1,10,NWE 26,20,13,Le'Veon Bell left tackle for no gain (tackle by Dont'a Hightower),3.840,3.300
Quarter,Time,Down,ToGo,Location,NWE,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,NWE 26,20,13,Landry Jones pass incomplete deep right intended for Le'Veon Bell (defended by Patrick Chung). Penalty on PIT: Illegal Formation (Declined),3.300,2.610
4,14:54,3,10,NWE 26,20,13,Landry Jones pass incomplete short middle intended for Antonio Brown,2.610,1.740
4,14:49,4,10,NWE 26,20,16,Chris Boswell 44 yard field goal good,1.740,3.000
4,14:49,,,PIT 35,20,16,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.610
4,14:44,1,10,NWE 25,20,16,Tom Brady pass complete short middle to Julian Edelman for 11 yards (tackle by Ross Cockrell),0.610,1.330
4,14:09,1,10,NWE 36,20,16,LeGarrette Blount left tackle for 11 yards (tackle by Artie Burns and Jarvis Jones),1.330,2.060
4,13:33,1,10,NWE 47,20,16,LeGarrette Blount left guard for 4 yards (tackle by Lawrence Timmons),2.060,2.060
4,12:58,2,6,PIT 49,20,16,Tom Brady pass complete short right to Rob Gronkowski for 7 yards (tackle by Lawrence Timmons),2.060,2.790
4,12:21,1,10,PIT 42,20,16,Tom Brady pass complete deep left to Rob Gronkowski for 37 yards (tackle by Artie Burns),2.790,6.060
4,11:47,1,5,PIT 5,26,16,"LeGarrette Blount left tackle for 5 yards, touchdown",6.060,7.000
4,11:47,,,PIT 5,27,16,Stephen Gostkowski kicks extra point good,0.000,0.000
4,11:47,,,NWE 35,27,16,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
4,11:44,1,10,PIT 25,27,16,Landry Jones pass incomplete deep left intended for Cobi Hamilton (defended by Patrick Chung),0.610,0.060
4,11:36,2,10,PIT 25,27,16,Le'Veon Bell right tackle for 3 yards (tackle by Malcom Brown),0.060,-0.230
4,10:55,3,7,PIT 28,27,16,Landry Jones pass incomplete short left intended for Darrius Heyward-Bey (defended by Justin Coleman),-0.230,-1.500
4,10:50,4,7,PIT 28,27,16,"Jordan Berry punts 43 yards, returned by Julian Edelman for 12 yards (tackle by Steven Johnson). Julian Edelman fumbles (forced by Steven Johnson), recovered by Greg Warren at NWE-43",-1.500,2.720
4,10:37,1,10,NWE 43,27,16,Le'Veon Bell left guard for -1 yards (tackle by Alan Branch),2.720,2.040
4,10:05,2,11,NWE 44,27,16,Landry Jones pass complete short left to Jesse James for 8 yards (tackle by Jamie Collins),2.040,2.410
4,9:14,3,3,NWE 36,27,16,Landry Jones pass incomplete short left intended for Le'Veon Bell,2.410,0.890
4,9:05,4,3,NWE 36,27,16,Chris Boswell 54 yard field goal no good,0.890,-1.860
4,9:00,1,10,NWE 44,27,16,"Tom Brady sacked by Arthur Moats for -1 yards. Penalty on David Andrews: Offensive Holding, 10 yards (no play)",1.860,1.200
4,8:38,1,20,NWE 34,27,16,LeGarrette Blount left guard for 3 yards (tackle by William Gay and Ryan Shazier),1.200,0.370
4,7:58,2,17,NWE 37,27,16,LeGarrette Blount right guard for 6 yards (tackle by Lawrence Timmons),0.370,0.500
4,7:16,3,11,NWE 43,27,16,Tom Brady pass incomplete deep right intended for Malcolm Mitchell,0.500,-0.520
4,7:04,4,11,NWE 43,27,16,"Ryan Allen punts 57 yards, touchback",-0.520,-0.280
4,6:57,1,10,PIT 20,27,16,"Le'Veon Bell left tackle for 6 yards (tackle by Devin McCourty and Jamie Collins). Penalty on Maurkice Pouncey: Offensive Holding, 10 yards (no play)",0.280,0.280
4,6:24,1,10,PIT 20,27,16,Timeout #2 by Pittsburgh Steelers,0.280,-0.760
4,6:24,1,20,PIT 10,27,16,Landry Jones pass incomplete short left intended for Xavier Grimble (defended by Eric Rowe),-0.760,-1.510
4,6:16,2,20,PIT 10,27,16,Landry Jones pass complete short left to Antonio Brown for 7 yards (tackle by Malcolm Butler),-1.510,-1.510
4,5:38,3,13,PIT 17,27,16,Landry Jones pass incomplete short left intended for Antonio Brown,-1.510,-2.320
4,5:29,4,13,PIT 17,27,16,"Jordan Berry punts 52 yards, returned by Danny Amendola for 6 yards (tackle by Steven Johnson)",-2.320,-1.400
4,5:19,1,10,NWE 37,27,16,LeGarrette Blount left guard for 1 yard (tackle by Ricardo Mathews),1.400,0.990
4,4:38,2,9,NWE 38,27,16,LeGarrette Blount middle for 7 yards (tackle by Jarvis Jones and Ricardo Mathews),0.990,1.220
4,3:54,3,2,NWE 45,27,16,LeGarrette Blount left guard for 1 yard (tackle by William Gay),1.220,-0.320
4,3:13,4,1,NWE 46,27,16,Ryan Allen punts 28 yards,-0.320,-0.670
4,3:02,1,10,PIT 26,27,16,Landry Jones pass complete short left to Le'Veon Bell for 5 yards (tackle by Jamie Collins and Patrick Chung),0.670,0.810
4,2:33,2,5,PIT 31,27,16,Landry Jones pass complete short right to Le'Veon Bell for 3 yards (tackle by Dont'a Hightower),0.810,0.500
4,2:08,3,2,PIT 34,27,16,Landry Jones pass complete short middle to Xavier Grimble for 9 yards (tackle by Justin Coleman),0.500,1.800
4,2:00,1,10,PIT 43,27,16,Landry Jones pass incomplete short right intended for Darrius Heyward-Bey,1.800,1.250
4,1:56,2,10,PIT 43,27,16,Landry Jones pass incomplete short right intended for Le'Veon Bell,1.250,0.560
4,1:51,3,10,PIT 43,27,16,Landry Jones pass complete short right to Darrius Heyward-Bey for 7 yards (tackle by Justin Coleman),0.560,-0.060
4,1:41,4,3,PIT 50,27,16,Landry Jones pass complete short middle to Le'Veon Bell for 6 yards (tackle by Jamie Collins),-0.060,2.650
4,1:17,1,10,NWE 44,27,16,Landry Jones pass incomplete short left intended for Cobi Hamilton,2.650,2.110
4,1:13,2,10,NWE 44,27,16,"Landry Jones pass incomplete deep right intended for Sammie Coates (defended by Duron Harmon). Penalty on Sammie Coates: Offensive Pass Interference, 10 yards (no play)",2.110,0.760
4,1:06,2,20,PIT 46,27,16,Landry Jones pass complete short left to Le'Veon Bell for 5 yards (tackle by Dont'a Hightower),0.760,0.760
4,1:00,3,15,NWE 49,27,16,Landry Jones pass complete short right to Sammie Coates for 4 yards (tackle by Jamie Collins),0.760,0.270
4,0:16,4,11,NWE 45,27,16,Landry Jones pass incomplete short middle intended for Darrius Heyward-Bey,0.270,-1.930
4,0:12,1,10,NWE 45,27,16,Tom Brady kneels for -1 yards,1.930,1.250
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
