Quarter,Time,Tm,Detail,NWE,PIT
1.0,2:55,Patriots,James White 19 yard pass from Tom Brady (Stephen Gostkowski kick),7,0
2.0,10:58,Patriots,LeGarrette Blount 3 yard rush (Stephen Gostkowski kick),14,0
,9:02,Steelers,Darrius Heyward-Bey 14 yard pass from Landry Jones (Chris Boswell kick),14,7
,0:02,Steelers,Chris Boswell 32 yard field goal,14,10
3.0,8:44,Steelers,Chris Boswell 46 yard field goal,14,13
,6:19,Patriots,Rob Gronkowski 36 yard pass from Tom Brady (Stephen Gostkowski kick failed),20,13
4.0,14:44,Steelers,Chris Boswell 44 yard field goal,20,16
,11:44,Patriots,LeGarrette Blount 5 yard rush (Stephen Gostkowski kick),27,16
