Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Joe Thuney,G,57,100%,0,0%,4,13%
Nate Solder,T,57,100%,0,0%,4,13%
Marcus Cannon,T,57,100%,0,0%,4,13%
David Andrews,C,57,100%,0,0%,0,0%
Tom Brady,QB,57,100%,0,0%,0,0%
Shaq Mason,G,57,100%,0,0%,0,0%
Rob Gronkowski,TE,52,91%,0,0%,1,3%
Julian Edelman,WR,51,89%,0,0%,4,13%
Chris Hogan,WR,33,58%,0,0%,1,3%
LeGarrette Blount,RB,31,54%,0,0%,0,0%
Martellus Bennett,TE,30,53%,0,0%,4,13%
Malcolm Mitchell,WR,30,53%,0,0%,0,0%
James White,RB,24,42%,0,0%,0,0%
Danny Amendola,WR,19,33%,0,0%,6,20%
James Develin,FB,11,19%,0,0%,14,47%
Brandon Bolden,RB,3,5%,0,0%,20,67%
Matthew Slater,WR,1,2%,0,0%,20,67%
Devin McCourty,FS,0,0%,73,100%,10,33%
Eric Rowe,CB,0,0%,73,100%,2,7%
Malcolm Butler,CB,0,0%,73,100%,0,0%
Patrick Chung,SS,0,0%,71,97%,16,53%
Dont'a Hightower,LB,0,0%,68,93%,6,20%
Jamie Collins,LB,0,0%,65,89%,0,0%
Rob Ninkovich,DE,0,0%,57,78%,6,20%
Duron Harmon,SS,0,0%,51,70%,8,27%
Chris Long,DE,0,0%,50,68%,0,0%
Alan Branch,DT,0,0%,40,55%,9,30%
Malcom Brown,DT,0,0%,35,48%,6,20%
Jabaal Sheard,DE,0,0%,35,48%,0,0%
Logan Ryan,CB,0,0%,31,42%,0,0%
Anthony Johnson,DT,0,0%,21,29%,10,33%
Trey Flowers,DE,0,0%,20,27%,0,0%
Justin Coleman,CB,0,0%,17,23%,6,20%
Elandon Roberts,LB,0,0%,13,18%,0,0%
Shea McClellin,LB,0,0%,10,14%,15,50%
Barkevious Mingo,LB,0,0%,0,0%,26,87%
Geneo Grissom,DE,0,0%,0,0%,26,87%
Nate Ebner,FS,0,0%,0,0%,26,87%
Jonathan Jones,CB,0,0%,0,0%,21,70%
Brandon King,FS,0,0%,0,0%,20,67%
Joe Cardona,LS,0,0%,0,0%,9,30%
Stephen Gostkowski,K,0,0%,0,0%,9,30%
Ryan Allen,P,0,0%,0,0%,9,30%
Ted Karras,G,0,0%,0,0%,4,13%
Cameron Fleming,T,0,0%,0,0%,4,13%
