Quarter,Time,Down,ToGo,Location,HOU,JAX,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Texans won the coin toss, Texans to receive the opening kickoff.",,
1,15:00,,,JAX 35,0,0,"Josh Scobee kicks off 74 yards, returned by Trindon Holliday for 30 yards (tackle by Mike Harris)",0.000,0.340
1,14:54,1,10,HOU 21,0,0,Matt Schaub pass complete short left to James Casey for 9 yards (tackle by Aaron Ross),0.340,1.020
1,14:54,2,1,HOU 30,0,0,Matt Schaub pass complete short left to Kevin Walter for 6 yards (tackle by Russell Allen),1.020,1.330
1,13:49,1,10,HOU 36,0,0,Matt Schaub pass complete short left to Owen Daniels for 12 yards (tackle by Russell Allen),1.330,2.130
1,13:18,1,10,HOU 48,0,0,Matt Schaub pass complete short right to Ben Tate for 11 yards (tackle by Dawan Landry),2.130,2.850
1,12:56,1,10,JAX 41,0,0,Ben Tate up the middle for 5 yards (tackle by Dawan Landry),2.850,2.980
1,12:27,2,5,JAX 36,0,0,Arian Foster left end for 4 yards (tackle by Russell Allen),2.980,2.810
1,11:50,3,1,JAX 32,0,0,Arian Foster up the middle for 4 yards (tackle by Paul Posluszny),2.810,3.710
1,11:18,1,10,JAX 28,0,0,Matt Schaub pass complete short middle to Owen Daniels for 4 yards (tackle by Paul Posluszny),3.710,3.710
1,10:42,2,6,JAX 24,0,0,Ben Tate left end for 9 yards (tackle by William Middleton),3.710,4.580
1,10:13,1,10,JAX 15,0,0,Ben Tate up the middle for 2 yards (tackle by Tyson Alualu),4.580,4.280
1,9:38,2,8,JAX 13,0,0,Matt Schaub pass incomplete short middle intended for Arian Foster,4.280,3.400
1,9:34,3,8,JAX 13,0,0,Matt Schaub pass incomplete short middle intended for Kevin Walter,3.400,2.570
1,9:28,4,8,JAX 13,3,0,Shayne Graham 31 yard field goal good,2.570,3.000
1,9:25,,,HOU 35,3,0,"Shayne Graham kicks off 74 yards, touchback",0.000,0.280
1,9:25,1,10,JAX 20,3,0,"Blaine Gabbert pass incomplete short middle intended for Laurent Robinson. Penalty on Shaun Cody: Defensive Offside, 5 yards (no play)",0.280,1.010
1,9:20,1,5,JAX 25,3,0,Maurice Jones-Drew up the middle for 1 yard (tackle by J.J. Watt),1.010,0.540
1,8:43,2,4,JAX 26,3,0,"Maurice Jones-Drew up the middle for 2 yards (tackle by Brooks Reed). Penalty on Brooks Reed: Defensive Offside, 5 yards (no play)",0.540,1.000
1,8:23,1,10,JAX 31,3,0,Blaine Gabbert pass complete short left to Zach Potter for 4 yards (tackle by Johnathan Joseph),1.000,1.000
1,7:50,2,6,JAX 35,3,0,Maurice Jones-Drew right end for 14 yards (tackle by Glover Quin),1.000,2.190
1,7:18,1,10,JAX 49,3,0,Maurice Jones-Drew up the middle for 3 yards (tackle by Antonio Smith),2.190,2.050
1,6:35,2,7,HOU 48,3,0,Blaine Gabbert pass complete short right to Greg Jones for 4 yards (tackle by Connor Barwin),2.050,1.880
1,6:05,3,3,HOU 44,3,0,Blaine Gabbert pass incomplete short right intended for Laurent Robinson (defended by J.J. Watt),1.880,0.330
1,6:01,4,3,HOU 44,3,0,"Bryan Anger punts 32 yards, fair catch by Trindon Holliday",0.330,0.350
1,5:54,1,10,HOU 12,3,0,Matt Schaub pass incomplete short middle intended for Owen Daniels,-0.350,-0.780
1,5:49,2,10,HOU 12,3,0,Arian Foster left end for 1 yard (tackle by C.J. Mosley),-0.780,-1.300
1,5:17,3,9,HOU 13,3,0,Matt Schaub pass complete short left to Andre Johnson for 7 yards (tackle by Andre Branch),-1.300,-2.030
1,4:44,4,2,HOU 20,3,0,"Donnie Jones punts 58 yards, returned by Mike Thomas for 3 yards (tackle by Whitney Mercilus)",-2.030,-0.610
1,4:30,1,10,JAX 25,3,0,"Penalty on Herbert Taylor: False Start, 5 yards (no play)",0.610,0.280
1,4:30,1,15,JAX 20,3,0,Maurice Jones-Drew right end for no gain (tackle by J.J. Watt),0.280,-0.610
1,3:52,2,15,JAX 20,3,0,Blaine Gabbert pass incomplete short right intended for Zach Potter,-0.610,-1.290
1,3:52,3,15,JAX 20,3,0,"Penalty on Eugene Monroe: False Start, 5 yards (no play)",-1.290,-2.350
1,3:46,3,20,JAX 15,3,0,Blaine Gabbert up the middle for 5 yards,-2.350,-2.030
1,3:07,4,15,JAX 20,3,0,"Bryan Anger punts 57 yards, returned by Trindon Holliday for 36 yards (tackle by Bryan Anger)",-2.030,-2.850
1,2:52,1,10,JAX 41,3,0,Arian Foster right guard for 3 yards (tackle by Russell Allen),2.850,2.710
1,2:23,2,7,JAX 38,3,0,Matt Schaub pass complete short left to James Casey for 3 yards (tackle by William Middleton),2.710,2.410
1,1:56,3,4,JAX 35,3,0,Matt Schaub pass complete short left to Owen Daniels for 9 yards (tackle by Russell Allen),2.410,3.840
1,1:20,1,10,JAX 26,3,0,Ben Tate right guard for 25 yards (tackle by Dwight Lowery),3.840,6.970
,,,,,,,"Replay Assistant challenged the runner was in bounds ruling, and the original play was overturned.",,
1,1:01,1,1,JAX 1,3,0,Ben Tate right guard for no gain (tackle by C.J. Mosley),6.970,5.910
1,0:19,2,1,JAX 1,9,0,"Arian Foster up the middle for 1 yard, touchdown",5.910,7.000
1,0:19,,,JAX 2,10,0,Shayne Graham kicks extra point good,0.000,0.000
1,0:15,,,HOU 35,10,0,"Shayne Graham kicks off 67 yards, returned by Jalen Parmele for 23 yards (tackle by Jesse Nading)",0.000,0.000
1,0:10,,,,10,0,Timeout #1 by Jacksonville Jaguars,0.000,0.340
1,0:10,1,10,JAX 21,10,0,Maurice Jones-Drew up the middle for 12 yards (tackle by Danieal Manning),0.340,1.140
Quarter,Time,Down,ToGo,Location,HOU,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,JAX 33,10,0,"Blaine Gabbert pass incomplete short right intended for Marcedes Lewis. Penalty on Brian Cushing: Illegal Contact, 5 yards (no play)",1.140,1.470
2,14:55,1,10,JAX 38,10,0,Blaine Gabbert pass incomplete short middle intended for Justin Blackmon (defended by J.J. Watt),1.470,0.920
2,14:51,2,10,JAX 38,10,0,Maurice Jones-Drew up the middle for 3 yards (tackle by Brian Cushing),0.920,0.630
