Quarter,Time,Tm,Detail,SEA,SFO
1.0,5:04,49ers,Phil Dawson 23 yard field goal,0,3
,0:58,49ers,Phil Dawson 48 yard field goal,0,6
2.0,12:17,Seahawks,Marshawn Lynch 11 yard rush (Stephen Hauschka kick),7,6
,7:56,49ers,Phil Dawson 52 yard field goal,7,9
,3:47,Seahawks,Luke Willson 39 yard pass from Russell Wilson (Stephen Hauschka kick),14,9
,0:06,49ers,Vernon Davis 8 yard pass from Colin Kaepernick (Phil Dawson kick),14,16
4.0,6:20,Seahawks,Stephen Hauschka 31 yard field goal,17,16
,0:26,49ers,Phil Dawson 22 yard field goal,17,19
