Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
J.R. Sweezy,G,53,100%,0,0%,7,25%
Russell Okung,T,53,100%,0,0%,3,11%
Russell Wilson,QB,53,100%,0,0%,0,0%
Breno Giacomini,T,53,100%,0,0%,0,0%
Doug Baldwin,WR,48,91%,0,0%,6,21%
Zach Miller,TE,46,87%,0,0%,3,11%
Golden Tate,WR,45,85%,0,0%,5,18%
Marshawn Lynch,RB,45,85%,0,0%,0,0%
Max Unger,C,43,81%,0,0%,0,0%
Jermaine Kearse,WR,40,75%,0,0%,6,21%
James Carpenter,G,29,55%,0,0%,3,11%
Paul McQuistan,G,24,45%,0,0%,3,11%
Michael Robinson,FB,10,19%,0,0%,19,68%
Lemuel Jeanpierre,C,10,19%,0,0%,7,25%
Robert Turbin,RB,9,17%,0,0%,5,18%
Luke Willson,TE,9,17%,0,0%,2,7%
Kellen Davis,TE,6,11%,0,0%,8,29%
Ricardo Lockette,WR,6,11%,0,0%,2,7%
Alvin Bailey,T,1,2%,0,0%,3,11%
Kam Chancellor,SS,0,0%,68,100%,9,32%
Byron Maxwell,CB,0,0%,68,100%,6,21%
Earl Thomas,FS,0,0%,68,100%,4,14%
Richard Sherman,CB,0,0%,68,100%,1,4%
Bobby Wagner,LB,0,0%,67,99%,6,21%
Malcolm Smith,LB,0,0%,54,79%,18,64%
Brandon Mebane,DT,0,0%,46,68%,0,0%
Bruce Irvin,DE,0,0%,45,66%,0,0%
Tony McDaniel,DT,0,0%,44,65%,5,18%
Red Bryant,DE,0,0%,41,60%,5,18%
Chris Clemons,DE,0,0%,41,60%,5,18%
Michael Bennett,DE,0,0%,38,56%,5,18%
Cliff Avril,DE,0,0%,31,46%,0,0%
Clinton McDonald,DT,0,0%,28,41%,0,0%
K.J. Wright,LB,0,0%,22,32%,5,18%
Jeremy Lane,CB,0,0%,16,24%,18,64%
Chris Maragos,FS,0,0%,2,3%,25,89%
Jeron Johnson,SS,0,0%,1,1%,5,18%
Heath Farwell,LB,0,0%,0,0%,25,89%
Mike Morgan,LB,0,0%,0,0%,23,82%
DeShawn Shead,DB,0,0%,0,0%,15,54%
Derrick Coleman,FB,0,0%,0,0%,12,43%
O'Brien Schofield,DE,0,0%,0,0%,9,32%
Clint Gresham,LS,0,0%,0,0%,9,32%
Jon Ryan,P,0,0%,0,0%,9,32%
Stephen Hauschka,K,0,0%,0,0%,7,25%
