Quarter,Time,Down,ToGo,Location,DAL,NOR,Detail,EPB,EPA
1,5:43,3,3,NOR 35,0,0,Dak Prescott pass complete short left to Tony Pollard for 1 yard (tackle by Marcus Williams),,
1,5:18,4,2,NOR 34,0,0,Dak Prescott pass incomplete short middle intended for CeeDee Lamb,,
1,5:11,1,10,NOR 34,0,0,Taysom Hill up the middle for 3 yards (tackle by Tarell Basham),,
1,4:39,2,7,NOR 37,0,0,Taysom Hill pass incomplete deep left intended for Tre'Quan Smith (defended by Anthony Brown),,
1,4:31,3,7,NOR 37,0,0,Taysom Hill pass incomplete deep left intended for Marquez Callaway,,
1,4:27,4,7,NOR 37,0,0,"Blake Gillikin punts 59 yards, returned by CeeDee Lamb for 16 yards (tackle by J.T. Gray)",,
1,4:15,1,10,DAL 20,0,0,Tony Pollard left guard for 1 yard (tackle by Christian Ringo and David Onyemata),,
1,3:43,2,9,DAL 21,0,0,Tony Pollard left guard for 2 yards (tackle by Kwon Alexander and Carl Granderson),,
1,3:01,3,7,DAL 23,0,0,Dak Prescott pass complete deep middle to Amari Cooper for 41 yards (tackle by P.J. Williams),,
1,2:22,1,10,NOR 36,0,0,"Dak Prescott pass incomplete short left intended for Tony Pollard. Penalty on Connor McGovern: Ineligible Downfield Pass, 5 yards (accepted) (no play)",,
1,2:15,1,15,NOR 41,0,0,Dak Prescott pass complete short right to Dalton Schultz for 7 yards (tackle by Zack Baun),,
1,1:52,2,8,NOR 34,0,0,CeeDee Lamb left end for 33 yards (tackle by Marcus Williams),,
1,1:05,1,1,NOR 1,6,0,"Dak Prescott pass complete short right to Michael Gallup for 1 yard, touchdown",,
1,0:59,,,NOR 15,7,0,Greg Zuerlein kicks extra point good,,
1,0:59,,,DAL 35,7,0,"Greg Zuerlein kicks off 65 yards, touchback.",,
1,0:59,1,10,NOR 25,7,0,"Penalty on Will Clapp: False Start, 5 yards (accepted) (no play)",,
1,0:59,1,15,NOR 20,7,0,Taysom Hill pass complete deep right to Juwan Johnson for 27 yards (tackle by Jayron Kearse),,
1,0:29,1,10,NOR 47,7,0,Mark Ingram right tackle for 2 yards (tackle by Micah Parsons and Tarell Basham),,
Quarter,Time,Down,ToGo,Location,DAL,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,NOR 49,7,0,Taysom Hill pass incomplete short right intended for Ty Montgomery (defended by DeMarcus Lawrence),,
2,14:56,3,8,NOR 49,7,0,Taysom Hill scrambles left end for 9 yards (tackle by Trevon Diggs),,
2,14:21,1,10,DAL 42,7,0,Taysom Hill pass complete short right to Deonte Harty for 9 yards (tackle by Anthony Brown),,
2,13:42,2,1,DAL 33,7,0,Ty Montgomery right guard for 9 yards (tackle by Dorance Armstrong and Damontae Kazee),,
2,13:02,1,10,DAL 24,7,6,"Taysom Hill pass complete short left to Lil'Jordan Humphrey for 24 yards, touchdown",,
2,12:54,,,DAL 15,7,7,Brett Maher kicks extra point good,,
2,12:54,,,NOR 35,7,7,"Brett Maher kicks off 65 yards, touchback.",,
2,12:54,1,10,DAL 25,7,7,Dak Prescott pass complete short right to CeeDee Lamb for 21 yards (tackle by Demario Davis),,
2,12:21,1,10,DAL 46,7,7,Tony Pollard left guard for 2 yards (tackle by Pete Werner and Shy Tuttle),,
2,11:45,2,8,DAL 48,7,7,Dak Prescott pass complete short left to Malik Turner for 10 yards (tackle by Marshon Lattimore),,
2,11:10,1,10,NOR 42,7,7,Tony Pollard left guard for 1 yard (tackle by David Onyemata and Albert Huggins),,
2,10:31,2,9,NOR 41,7,7,"Dak Prescott pass incomplete short right intended for Michael Gallup. Penalty on Dalton Schultz: Offensive Holding, 10 yards (accepted) (no play)",,
2,10:31,2,19,DAL 49,7,7,Dak Prescott pass complete short middle to Dalton Schultz for 10 yards (tackle by Kwon Alexander and Marshon Lattimore),,
2,9:50,3,9,NOR 41,7,7,Dak Prescott pass complete short right to Michael Gallup for 5 yards (tackle by Kwon Alexander),,
2,9:10,4,4,NOR 36,10,7,Greg Zuerlein 55 yard field goal good,,
2,9:04,,,DAL 35,10,7,"Greg Zuerlein kicks off 65 yards, touchback.",,
2,9:04,1,10,NOR 25,10,7,Deonte Harty right end for 3 yards (tackle by Anthony Brown),,
2,8:29,2,7,NOR 28,10,7,Ty Montgomery left tackle for -1 yards (tackle by Osa Odighizuwa and Micah Parsons),,
2,7:54,3,8,NOR 27,10,7,Taysom Hill pass incomplete short right intended for Kenny Stills,,
2,7:44,4,8,NOR 27,10,7,"Blake Gillikin punts 52 yards, returned by Trevon Diggs for 9 yards (tackle by Dwayne Washington)",,
2,7:32,1,10,DAL 30,10,7,Dak Prescott pass incomplete deep left intended for Michael Gallup,,
2,7:26,2,10,DAL 30,10,7,Ezekiel Elliott left guard for 3 yards (tackle by Kwon Alexander),,
2,6:48,3,7,DAL 33,10,7,Dak Prescott sacked by P.J. Williams for -7 yards,,
2,6:14,4,14,DAL 26,10,7,"Bryan Anger punts 59 yards, returned by Deonte Harty for 19 yards (tackle by Corey Clement)",,
2,6:03,1,10,NOR 34,10,7,Taysom Hill pass complete short right to Garrett Griffin for 9 yards. Garrett Griffin fumbles (forced by Anthony Brown),,
2,5:23,2,1,NOR 43,10,7,"Mark Ingram left tackle for 1 yard (tackle by Jayron Kearse and Dorance Armstrong). Penalty on Nick Vannett: Offensive Holding, 10 yards (accepted)",,
2,4:57,2,10,NOR 34,10,7,Taysom Hill pass complete short right to Ty Montgomery for 1 yard (tackle by Anthony Brown),,
2,4:12,3,9,NOR 35,10,7,Taysom Hill pass complete short left to Tre'Quan Smith for 9 yards (tackle by Trevon Diggs),,
2,3:28,1,10,NOR 44,10,7,Taysom Hill pass incomplete short right intended for Ty Montgomery,,
2,3:22,2,10,NOR 44,10,7,Taysom Hill pass complete short left to Nick Vannett for 30 yards (tackle by Micah Parsons),,
2,2:34,1,10,DAL 26,10,7,Taysom Hill pass incomplete short right intended for Kenny Stills,,
2,2:28,2,10,DAL 26,10,7,Taysom Hill pass deep left intended for Kenny Stills is intercepted by Jayron Kearse at DAL-5 and returned for no gain,,
2,2:19,1,10,DAL 5,10,7,Ezekiel Elliott right guard for 4 yards (tackle by Kwon Alexander and David Onyemata),,
2,2:13,,,,,,Timeout #1 by New Orleans Saints,,
2,2:13,2,6,DAL 9,10,7,Dak Prescott pass complete deep left to Michael Gallup for 17 yards,,
2,2:00,1,10,DAL 26,10,7,Dak Prescott pass complete short left to Ezekiel Elliott for 1 yard (tackle by Marshon Lattimore),,
2,1:56,2,9,DAL 27,10,7,Dak Prescott pass complete short left to Dalton Schultz for 4 yards (tackle by Malcolm Jenkins),,
2,1:50,3,5,DAL 31,10,7,Dak Prescott pass complete short right to CeeDee Lamb for 20 yards (tackle by Marshon Lattimore),,
2,1:20,1,10,NOR 49,10,7,"Dak Prescott pass incomplete short left intended for Dalton Schultz. Penalty on Bradley Roby: Defensive Holding, 5 yards (accepted) (no play)",,
2,1:20,1,10,NOR 44,10,7,Dak Prescott pass incomplete short right intended for CeeDee Lamb (defended by Bradley Roby),,
2,1:18,2,10,NOR 44,10,7,Dak Prescott pass complete short right to Amari Cooper for no gain (tackle by Bradley Roby),,
2,0:38,3,10,NOR 44,10,7,"Dak Prescott pass incomplete short right intended for Amari Cooper. Penalty on Paulson Adebo: Defensive Pass Interference, 13 yards (accepted) (no play)",,
2,0:32,1,10,NOR 31,10,7,Dak Prescott pass complete short right to Dalton Schultz for 12 yards (tackle by P.J. Williams),,
2,0:26,,,,,,Timeout #1 by Dallas Cowboys,,
2,0:26,1,10,NOR 19,10,7,Dak Prescott pass complete short right to Tony Pollard for 2 yards (tackle by Kwon Alexander),,
2,0:22,2,8,NOR 17,10,7,Dak Prescott pass complete short right to Dalton Schultz for 10 yards (tackle by Malcolm Jenkins),,
2,0:10,1,7,NOR 7,10,7,"Dak Prescott pass incomplete short left intended for CeeDee Lamb. Penalty on Tyron Smith: Offensive Holding, 10 yards (accepted) (no play)",,
2,0:10,,,,,,Timeout #2 by New Orleans Saints,,
2,0:10,1,17,NOR 17,10,7,Dak Prescott pass complete short left to Ezekiel Elliott for 1 yard (tackle by P.J. Williams),,
2,0:04,2,16,NOR 16,13,7,Greg Zuerlein 34 yard field goal good,,
Quarter,Time,Down,ToGo,Location,DAL,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,13,7,"Brett Maher kicks off 68 yards, returned by Tony Pollard for 22 yards (tackle by J.T. Gray)",,
3,14:56,1,10,DAL 19,13,7,Ezekiel Elliott left tackle for -2 yards (tackle by Pete Werner),,
3,14:19,2,12,DAL 17,13,7,Dak Prescott pass complete short left to CeeDee Lamb for 3 yards (tackle by Marshon Lattimore),,
3,13:42,3,9,DAL 20,13,7,Dak Prescott pass incomplete short right intended for Michael Gallup (defended by Marshon Lattimore),,
3,13:36,4,9,DAL 20,13,7,"Bryan Anger punts 59 yards, fair catch by Deonte Harty at NO-21",,
3,13:29,1,10,NOR 21,13,7,Taysom Hill pass complete short left to Nick Vannett for 6 yards (tackle by Trevon Diggs),,
3,12:48,2,4,NOR 27,13,7,Taysom Hill scrambles right end for 24 yards (tackle by Jayron Kearse),,
3,12:10,1,10,DAL 49,13,7,Mark Ingram right tackle for 7 yards (tackle by Anthony Brown and Quinton Bohanna),,
3,11:32,2,3,DAL 42,13,7,Mark Ingram left guard for no gain (tackle by Jayron Kearse),,
3,10:53,3,3,DAL 42,13,7,Taysom Hill left tackle for 4 yards (tackle by Damontae Kazee),,
3,10:13,1,10,DAL 38,13,7,Taysom Hill left tackle for 8 yards (tackle by Jayron Kearse and Malik Hooker),,
3,9:31,2,2,DAL 30,13,7,Taysom Hill right guard for 6 yards (tackle by Leighton Vander Esch and Carlos Watkins),,
3,8:50,1,10,DAL 24,13,7,Taysom Hill pass incomplete deep left intended for Tre'Quan Smith,,
3,8:39,2,10,DAL 24,13,7,Taysom Hill pass incomplete short left intended for Mark Ingram,,
3,8:34,3,10,DAL 24,13,7,Taysom Hill pass incomplete short left intended for Ty Montgomery,,
3,8:31,4,10,DAL 24,13,10,Brett Maher 42 yard field goal good,,
3,8:26,,,NOR 35,13,10,"Brett Maher kicks off 65 yards, touchback.",,
3,8:26,1,10,DAL 25,13,10,Dak Prescott pass complete short right to Michael Gallup for 4 yards (tackle by P.J. Williams),,
3,7:57,2,6,DAL 29,13,10,Ezekiel Elliott right guard for 4 yards (tackle by Demario Davis),,
3,7:11,3,2,DAL 33,13,10,Dak Prescott pass incomplete short left intended for Tony Pollard,,
3,7:02,4,2,DAL 33,13,10,"Bryan Anger punts 54 yards, returned by Deonte Harty for 8 yards (tackle by Francis Bernard and Kelvin Joseph)",,
3,6:50,1,10,NOR 21,13,10,"Taysom Hill pass complete short right to Deonte Harty for 10 yards (tackle by Anthony Brown). Penalty on Garrett Griffin: Illegal Blindside Block, 11 yards (accepted) (no play)",,
3,6:28,1,21,NOR 10,13,10,Taysom Hill pass complete short right to Ty Montgomery for 1 yard (tackle by Anthony Brown),,
3,5:36,2,20,NOR 11,13,10,Ty Montgomery left guard for 5 yards (tackle by Dorance Armstrong and Keanu Neal),,
3,5:12,3,15,NOR 16,13,10,Taysom Hill pass incomplete short right intended for Nick Vannett,,
3,5:06,4,15,NOR 16,13,10,Blake Gillikin punts 55 yards out of bounds,,
3,4:58,1,10,DAL 29,13,10,Dak Prescott pass incomplete short left intended for Tony Pollard,,
3,4:51,2,10,DAL 29,13,10,Dak Prescott pass complete short middle to CeeDee Lamb for 13 yards (tackle by P.J. Williams),,
3,4:14,1,10,DAL 42,13,10,Dak Prescott pass incomplete deep right intended for Michael Gallup,,
3,4:06,2,10,DAL 42,19,10,"Tony Pollard left end for 58 yards, touchdown",,
3,3:55,,,NOR 15,20,10,Greg Zuerlein kicks extra point good,,
3,3:55,,,DAL 35,20,10,"Greg Zuerlein kicks off 65 yards, touchback.",,
3,3:55,1,10,NOR 25,20,10,Taysom Hill sacked by Keanu Neal for -1 yards,,
3,3:18,2,11,NOR 24,20,10,Mark Ingram right tackle for 9 yards (tackle by Keanu Neal and Anthony Brown),,
3,2:37,3,2,NOR 33,20,10,Taysom Hill left tackle for 23 yards (tackle by Carlos Watkins),,
3,1:53,1,10,DAL 44,20,10,Taysom Hill scrambles right end for 4 yards (tackle by Jourdan Lewis),,
3,1:08,2,6,DAL 40,20,10,Taysom Hill right end for 6 yards (tackle by Osa Odighizuwa),,
3,0:22,1,10,DAL 34,20,10,Taysom Hill pass incomplete short middle intended for Tre'Quan Smith (defended by Anthony Brown),,
3,0:17,2,10,DAL 34,20,10,Ty Montgomery right guard for 8 yards (tackle by Jayron Kearse and Micah Parsons),,
Quarter,Time,Down,ToGo,Location,DAL,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,14:53,3,2,DAL 26,20,10,Taysom Hill sacked by Micah Parsons for -11 yards,,
4,14:14,4,13,DAL 37,20,10,Blake Gillikin punts 33 yards downed by Lil'Jordan Humphrey,,
4,14:07,1,10,DAL 4,20,10,Ezekiel Elliott right guard for 2 yards (tackle by Cameron Jordan and Jalyn Holmes),,
4,13:33,2,8,DAL 6,20,10,Dak Prescott pass complete deep middle to CeeDee Lamb for 25 yards (tackle by Marcus Williams),,
4,13:04,1,10,DAL 31,20,10,Dak Prescott pass complete short left to Michael Gallup for 9 yards (tackle by Marshon Lattimore),,
4,12:26,2,1,DAL 40,20,10,Ezekiel Elliott left end for 10 yards (tackle by Kwon Alexander),,
4,11:47,1,10,DAL 50,20,10,Dak Prescott pass complete short middle to CeeDee Lamb for 4 yards (tackle by Kwon Alexander),,
4,11:13,2,6,NOR 46,20,10,Tony Pollard right tackle for 2 yards (tackle by Kwon Alexander),,
4,10:36,3,4,NOR 44,20,10,Dak Prescott pass incomplete short left intended for CeeDee Lamb (defended by Jalyn Holmes),,
4,10:30,4,4,NOR 44,20,10,Bryan Anger punts 31 yards out of bounds,,
4,10:21,1,10,NOR 13,20,10,Mark Ingram left tackle for no gain (tackle by Jourdan Lewis),,
4,9:48,2,10,NOR 13,20,10,Taysom Hill pass complete short right to Deonte Harty for 5 yards (tackle by Anthony Brown),,
4,9:14,3,5,NOR 18,20,10,"Taysom Hill pass incomplete short right intended for Tre'Quan Smith. Penalty on James Hurst: Offensive Holding, 10 yards (declined)",,
4,9:08,4,5,NOR 18,20,10,"Blake Gillikin punts 62 yards, returned by CeeDee Lamb for 12 yards (tackle by Jeff Heath)",,
4,8:57,1,10,DAL 32,20,10,Ezekiel Elliott right guard for 3 yards (tackle by Zack Baun),,
4,8:22,2,7,DAL 35,20,10,Dak Prescott pass incomplete short left intended for Ezekiel Elliott (defended by Marshon Lattimore),,
4,8:17,3,7,DAL 35,20,10,Dak Prescott pass deep middle intended for CeeDee Lamb is intercepted by Marshon Lattimore at NO-39 and returned for 15 yards (tackle by CeeDee Lamb),,
4,8:05,1,10,DAL 46,20,10,Taysom Hill left end for 7 yards (tackle by Keanu Neal),,
4,7:17,,,,,,Timeout #1 by New Orleans Saints,,
4,7:17,2,3,DAL 39,20,10,"Penalty on Erik McCoy: False Start, 5 yards (accepted) (no play)",,
4,7:19,2,8,DAL 44,20,10,"Taysom Hill sacked by DeMarcus Lawrence for no gain. Taysom Hill fumbles (forced by DeMarcus Lawrence), recovered by Carlos Watkins at NO-41 Replay Assistant challenged the fumble ruling, and the original play was overturned. Taysom Hill pass incomplete short right intended for Kenny Stills (defended by DeMarcus Lawrence)",,
4,7:16,3,8,DAL 44,20,10,Taysom Hill pass incomplete short right intended for Deonte Harty,,
4,7:12,4,8,DAL 44,20,10,Taysom Hill pass complete short middle to Deonte Harty for 12 yards (tackle by Anthony Brown),,
4,6:33,1,10,DAL 32,20,10,Taysom Hill pass short right (defended by Jourdan Lewis) intended for Tre'Quan Smith is intercepted by Damontae Kazee at DAL-18 and returned for 8 yards (tackle by Tre'Quan Smith),,
4,6:24,1,10,DAL 26,20,10,Tony Pollard left end for 5 yards (tackle by David Onyemata),,
4,5:40,2,5,DAL 31,20,10,Dak Prescott pass incomplete deep right intended for CeeDee Lamb,,
4,5:33,3,5,DAL 31,20,10,Dak Prescott pass incomplete short right intended for Michael Gallup,,
4,5:27,4,5,DAL 31,20,10,"Bryan Anger punts 37 yards, returned by Deonte Harty for 2 yards. Penalty on Ken Crawley: Offensive Holding, 10 yards (accepted)",,
4,5:20,1,10,NOR 24,20,10,Taysom Hill pass complete short middle to Ty Montgomery for 13 yards (tackle by Jayron Kearse),,
4,4:52,1,10,NOR 37,20,10,Taysom Hill pass deep right intended for Deonte Harty is intercepted by Trevon Diggs at DAL-41 and returned for no gain (tackle by Deonte Harty),,
4,4:42,1,10,DAL 41,20,10,Ezekiel Elliott right guard for 3 yards (tackle by Jalyn Holmes and Albert Huggins),,
4,4:37,,,,,,Timeout #2 by New Orleans Saints,,
4,4:37,2,7,DAL 44,20,10,Ezekiel Elliott left guard for 3 yards (tackle by Jalyn Holmes and Marshon Lattimore),,
4,4:33,,,,,,Timeout #3 by New Orleans Saints,,
4,4:33,3,4,DAL 47,20,10,Dak Prescott pass complete short middle to CeeDee Lamb for 3 yards (tackle by P.J. Williams),,
4,3:52,4,1,DAL 50,20,10,"Bryan Anger punts 37 yards, fair catch by Deonte Harty at NO-13",,
4,3:46,1,10,NOR 13,20,10,Taysom Hill scrambles right guard for 7 yards (tackle by Keanu Neal),,
4,3:23,2,3,NOR 20,20,10,Taysom Hill pass complete short left to Marquez Callaway for 13 yards (tackle by Trevon Diggs),,
4,3:04,1,10,NOR 34,20,10,Taysom Hill pass incomplete short middle intended for Marquez Callaway,,
4,3:00,2,10,NOR 33,26,10,"Taysom Hill pass short middle intended for Deonte Harty is intercepted by Carlos Watkins at NO-29 and returned for 29 yards, touchdown Penalty on NOR: Illegal Shift, 5 yards (declined)",,
4,2:52,,,NOR 15,27,10,Greg Zuerlein kicks extra point good,,
4,2:52,,,DAL 35,27,10,"Greg Zuerlein kicks off 65 yards, touchback.. Penalty on Kelvin Joseph: Offside on Free Kick, 5 yards (accepted)",,
4,2:52,1,10,NOR 30,27,10,Taysom Hill pass incomplete short middle intended for Deonte Harty,,
4,2:47,2,10,NOR 30,27,16,"Taysom Hill pass complete short middle to Deonte Harty for 70 yards, touchdown",,
4,2:32,,,DAL 15,27,17,Brett Maher kicks extra point good,,
4,2:32,,,NOR 35,27,17,"Brett Maher kicks onside 7 yards, returned by Francis Bernard for no gain",,
4,2:31,1,10,NOR 42,27,17,Ezekiel Elliott right guard for 10 yards (tackle by Demario Davis),,
4,2:00,1,10,NOR 32,27,17,Dak Prescott kneels for -1 yards,,
4,1:21,2,11,NOR 33,27,17,Dak Prescott kneels for -1 yards,,
4,0:39,3,12,NOR 34,27,17,Dak Prescott kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
