Quarter,Time,Down,ToGo,Location,HOU,TAM,Detail,EPB,EPA
1,8:50,4,2,HOU 28,10,0,"Peyton Barber left end for 2 yards (tackle by Tashaun Gipson). Penalty on Ishmael Hyman: Offensive Holding, 10 yards",1.700,0.880
1,8:32,4,10,HOU 36,10,0,"Matt Gay 54 yard field goal no good blocked by Angelo Blackson, recovered by Zach Cunningham (tackle by Matt Gay)",0.880,-2.190
1,8:21,1,10,HOU 49,10,0,Carlos Hyde right guard for no gain (tackle by Devin White),2.190,1.650
1,7:43,2,10,HOU 49,10,0,Deshaun Watson pass complete short left to Will Fuller for 7 yards (tackle by Jamel Dean),1.650,1.880
1,7:02,3,3,TAM 44,10,0,"Penalty on Shaquil Barrett: Neutral Zone Infraction, 5 yards (no play)",1.880,2.980
1,6:45,1,10,TAM 39,10,0,Carlos Hyde up the middle for 1 yard (tackle by Vita Vea and Devin White),2.980,2.580
1,6:15,2,9,TAM 38,10,0,Deshaun Watson pass complete short right to Darren Fells for no gain (tackle by Lavonte David),2.580,1.880
1,5:31,3,9,TAM 38,10,0,Deshaun Watson pass complete short left to DeAndre Hopkins for 2 yards (tackle by Lavonte David),1.880,0.880
1,4:45,4,7,TAM 36,10,0,Ka'imi Fairbairn punts 26 yards out of bounds,0.880,0.380
1,4:38,1,10,TAM 10,10,0,Ronald Jones up the middle for 4 yards (tackle by Tyrell Adams),-0.380,-0.460
1,4:03,2,6,TAM 14,10,0,Jameis Winston pass complete deep right to Breshad Perriman for 27 yards (tackle by Gareon Conley),-0.460,1.660
1,3:29,1,10,TAM 41,10,0,"Jameis Winston pass incomplete short left intended for Ronald Jones. Penalty on Ali Marpet: Offensive Holding, 10 yards (no play)",1.660,1.000
1,3:23,1,20,TAM 31,10,0,Ronald Jones up the middle for 5 yards (tackle by Brandon Dunn),1.000,0.450
1,2:43,2,15,TAM 36,10,0,Jameis Winston pass complete short left to O.J. Howard for 13 yards (tackle by Justin Reid),0.450,1.490
1,2:01,3,2,TAM 49,10,0,Jameis Winston pass complete short left to Dare Ogunbowale for 19 yards (tackle by Zach Cunningham),1.490,3.450
1,1:19,1,10,HOU 32,10,0,Jameis Winston pass incomplete deep right intended for Justin Watson,3.450,2.900
1,1:12,2,10,HOU 32,10,0,Jameis Winston pass incomplete deep middle intended for Breshad Perriman,2.900,2.210
1,1:06,3,10,HOU 32,10,0,Jameis Winston pass incomplete deep left intended for Justin Watson,2.210,1.240
1,1:01,4,10,HOU 32,10,3,Matt Gay 50 yard field goal good,1.240,3.000
1,0:56,,,TAM 35,10,3,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
1,0:56,1,10,HOU 25,10,3,Carlos Hyde up the middle for 2 yards (tackle by William Gholston),0.610,0.330
1,0:18,2,8,HOU 27,10,3,Deshaun Watson pass complete short left to Will Fuller for 4 yards (tackle by Lavonte David),0.330,0.170
Quarter,Time,Down,ToGo,Location,HOU,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,HOU 31,10,3,Deshaun Watson right end for 9 yards (tackle by Ndamukong Suh),0.170,1.600
2,14:23,1,10,HOU 40,10,3,"Duke Johnson left tackle for -2 yards (tackle by Lavonte David). Duke Johnson fumbles (forced by Lavonte David), recovered by Devin White at HOU-38 and returned for 7 yards (tackle by Deshaun Watson)",1.600,-3.510
2,14:15,1,10,HOU 31,10,3,Jameis Winston pass deep right intended for Breshad Perriman is intercepted by Johnathan Joseph at HOU-14 and returned for no gain,3.510,0.280
2,14:06,1,10,HOU 14,10,3,Carlos Hyde right tackle for -2 yards (tackle by Vita Vea),-0.280,-0.930
2,13:22,2,12,HOU 12,10,3,Deshaun Watson pass complete short left to DeAndre Hopkins for 4 yards (tackle by Sean Murphy-Bunting),-0.930,-1.160
2,12:39,3,8,HOU 16,10,3,Deshaun Watson pass incomplete short left intended for DeAndre Hopkins (defended by Sean Murphy-Bunting),-1.160,-2.390
2,12:34,4,8,HOU 16,10,3,"Bryan Anger punts 55 yards, returned by Spencer Schnell for 1 yard (tackle by A.J. Moore and Taiwan Jones)",-2.390,-0.940
2,12:24,1,10,TAM 30,10,3,"Peyton Barber up the middle for 7 yards (tackle by Tyrell Adams). Peyton Barber fumbles (forced by Tyrell Adams), recovered by Justin Reid at TB-42 (tackle by Peyton Barber)",0.940,-2.790
2,12:16,1,10,TAM 42,10,3,Deshaun Watson pass complete short right to Darren Fells for 17 yards (tackle by Devin White),2.790,3.910
2,11:33,1,10,TAM 25,10,3,Carlos Hyde up the middle for 5 yards (tackle by Devin White),3.910,4.040
2,10:57,2,5,TAM 20,10,3,Carlos Hyde left end for 6 yards (tackle by Mike Edwards),4.040,4.650
2,10:26,1,10,TAM 14,10,3,Carlos Hyde up the middle for 3 yards (tackle by Shaquil Barrett and Devin White),4.650,4.520
2,9:41,2,7,TAM 11,10,3,Deshaun Watson pass incomplete short middle intended for Jordan Akins,4.520,3.620
2,9:37,3,7,TAM 11,10,3,Deshaun Watson pass complete short middle to Darren Fells for 10 yards (tackle by Mike Edwards),3.620,6.970
2,9:25,1,1,TAM 1,16,3,"Carlos Hyde up the middle for 1 yard, touchdown",6.970,7.000
2,9:22,,,TAM 15,17,3,Ka'imi Fairbairn kicks extra point good,0.000,0.000
2,9:22,,,HOU 35,17,3,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
2,9:22,1,10,TAM 25,17,3,Jameis Winston pass complete deep right to O.J. Howard for 18 yards (tackle by Tyrell Adams),0.610,1.800
2,8:39,1,10,TAM 43,17,3,Ronald Jones right tackle for 3 yards (tackle by Zach Cunningham),1.800,1.660
2,8:03,2,7,TAM 46,17,3,Jameis Winston pass incomplete short right intended for Breshad Perriman (defended by Charles Omenihu),1.660,0.960
2,7:59,3,7,TAM 46,17,3,Jameis Winston right end for 2 yards (tackle by Peter Kalambayi),0.960,-0.190
2,7:18,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
2,7:18,4,5,TAM 48,17,3,"Bradley Pinion punts 42 yards, returned by DeAndre Carter for 10 yards (tackle by Justin Watson and Pat O'Connor)",-0.190,-0.280
2,7:08,1,10,HOU 20,17,3,Carlos Hyde up the middle for 2 yards (tackle by Vita Vea),0.280,0.000
2,6:34,2,8,HOU 22,17,3,Deshaun Watson sacked by Jason Pierre-Paul for -5 yards,0.000,-1.510
2,5:48,3,13,HOU 17,17,3,Deshaun Watson pass complete short right to Duke Johnson for 12 yards (tackle by Lavonte David). Penalty on Laremy Tunsil: Offensive Holding (Declined),-1.510,-1.440
2,5:21,4,1,HOU 29,17,3,"Bryan Anger punts 52 yards, fair catch by Spencer Schnell at TB-19",-1.440,-0.150
2,5:13,1,10,TAM 19,17,3,Jameis Winston pass complete short middle to O.J. Howard for 15 yards (tackle by Tashaun Gipson),0.150,1.200
2,4:38,1,10,TAM 34,17,3,Jameis Winston pass incomplete deep right intended for Justin Watson,1.200,0.660
2,4:33,2,10,TAM 34,17,3,Jameis Winston pass incomplete deep left intended for O.J. Howard,0.660,-0.030
2,4:25,3,10,TAM 34,17,3,Jameis Winston pass complete short left to Justin Watson for 12 yards (tackle by Justin Reid),-0.030,1.990
2,3:41,1,10,TAM 46,17,3,Jameis Winston pass incomplete deep right intended for Breshad Perriman,1.990,1.450
2,3:36,2,10,TAM 46,17,3,Jameis Winston pass complete short middle to Justin Watson for 7 yards (tackle by D.J. Reader),1.450,1.690
2,2:56,3,3,HOU 47,17,3,Jameis Winston pass complete short left to Breshad Perriman for 13 yards (tackle by Bradley Roby),1.690,3.310
2,2:18,1,10,HOU 34,17,3,Jameis Winston pass complete deep left to Codey McElroy for 30 yards (tackle by Bradley Roby),3.310,6.280
2,2:00,1,4,HOU 4,17,9,"Ronald Jones up the middle for 4 yards, touchdown",6.280,7.000
2,1:57,,,HOU 15,17,10,Matt Gay kicks extra point good,0.000,0.000
2,1:57,,,TAM 35,17,10,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,1:57,1,10,HOU 25,17,10,Duke Johnson up the middle for 6 yards (tackle by Ndamukong Suh),0.610,0.870
2,1:30,2,4,HOU 31,17,10,Deshaun Watson pass complete short left to DeAndre Hopkins for 4 yards,0.870,1.270
2,1:26,1,10,HOU 35,17,10,"Deshaun Watson sacked by Sean Murphy-Bunting for -7 yards. Deshaun Watson fumbles, ball out of bounds at HOU-28 (forced by Sean Murphy-Bunting)",1.270,-0.220
2,0:57,,,,,,Timeout #1 by Houston Texans,,
2,0:57,2,17,HOU 28,17,10,Deshaun Watson pass deep middle intended for Kenny Stills is intercepted by Jamel Dean at TB-30 and returned for 31 yards,-0.220,-2.980
2,0:42,1,10,HOU 39,17,10,Jameis Winston pass incomplete deep left intended for Justin Watson,2.980,2.440
2,0:37,2,10,HOU 39,17,10,Jameis Winston pass complete deep left to Ishmael Hyman for 31 yards (tackle by Tashaun Gipson),2.440,5.370
2,0:28,,,,,,Timeout #3 by Tampa Bay Buccaneers,,
2,0:28,1,8,HOU 8,17,10,Jameis Winston pass incomplete short middle intended for O.J. Howard (defended by Gareon Conley),5.370,4.570
2,0:25,2,8,HOU 8,17,10,Jameis Winston pass incomplete short left intended for Cameron Brate (defended by Bradley Roby),4.570,3.580
2,0:20,3,8,HOU 8,17,16,"Jameis Winston pass complete short right to Justin Watson for 8 yards, touchdown",3.580,7.000
2,0:13,,,HOU 15,17,17,Matt Gay kicks extra point good,0.000,0.000
2,0:13,,,TAM 35,17,17,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,0:13,1,10,HOU 25,17,17,Deshaun Watson kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,HOU,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,17,17,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,HOU 25,17,17,Deshaun Watson pass complete short right to Kenny Stills for 12 yards (tackle by Sean Murphy-Bunting),0.610,1.400
3,14:30,1,10,HOU 37,17,17,Deshaun Watson pass complete short right to DeAndre Hopkins for 7 yards (tackle by Carlton Davis and Lavonte David),1.400,1.800
3,13:51,2,3,HOU 44,17,17,Deshaun Watson pass complete short middle to Kenny Stills for 21 yards (tackle by Carlton Davis),1.800,3.250
3,13:17,1,10,TAM 35,17,17,Carlos Hyde up the middle for no gain (tackle by William Gholston),3.250,2.700
3,12:33,2,10,TAM 35,17,17,Deshaun Watson pass incomplete short right intended for Duke Johnson,2.700,2.010
3,12:29,3,10,TAM 35,17,17,Deshaun Watson pass complete short middle to Kenny Stills for 9 yards (tackle by Andrew Adams),2.010,1.890
3,11:48,4,1,TAM 26,17,17,Deshaun Watson left tackle for 2 yards (tackle by Lavonte David),1.890,3.970
3,11:10,1,10,TAM 24,17,17,Deshaun Watson pass incomplete short right intended for DeAndre Hopkins,3.970,3.430
3,11:07,2,10,TAM 24,17,17,Deshaun Watson pass incomplete short middle intended for Kenny Stills (defended by Lavonte David),3.430,2.740
3,11:02,3,10,TAM 24,17,17,"Penalty on Deshaun Watson: Delay of Game, 5 yards (no play)",2.740,2.080
3,11:02,3,15,TAM 29,17,17,Deshaun Watson left end for 19 yards (tackle by Mike Edwards),2.080,4.910
3,10:28,1,10,TAM 10,17,17,Carlos Hyde right guard for 3 yards (tackle by Devin White and Ndamukong Suh),4.910,4.760
3,9:42,2,7,TAM 7,17,17,Deshaun Watson pass incomplete short left intended for Duke Johnson,4.760,3.810
3,9:37,3,7,TAM 7,17,17,Deshaun Watson pass incomplete short middle intended for Duke Johnson (defended by Mike Edwards),3.810,2.970
3,9:33,4,7,TAM 7,20,17,Ka'imi Fairbairn 25 yard field goal good,2.970,3.000
3,9:30,,,HOU 35,20,17,"Ka'imi Fairbairn kicks off 63 yards, returned by Dare Ogunbowale for 18 yards (tackle by A.J. Moore)",0.000,0.280
3,9:25,1,10,TAM 20,20,17,Ronald Jones left guard for 2 yards (tackle by Angelo Blackson),0.280,0.000
3,8:49,2,8,TAM 22,20,17,Jameis Winston pass incomplete short right intended for Cameron Brate (defended by Brennan Scarlett),0.000,-0.690
3,8:45,3,8,TAM 22,20,17,Jameis Winston pass complete short left to Cameron Brate for 12 yards (tackle by Jahleel Addae),-0.690,1.200
3,8:07,1,10,TAM 34,20,17,Jameis Winston sacked by Brandon Dunn for -3 yards,1.200,0.250
3,7:27,2,13,TAM 31,20,17,Jameis Winston pass incomplete short right intended for Ronald Jones,0.250,-0.430
3,7:23,3,13,TAM 31,20,17,Jameis Winston up the middle for 14 yards (tackle by Zach Cunningham),-0.430,1.930
3,6:39,1,10,TAM 45,20,17,Jameis Winston pass complete short left to Breshad Perriman for 6 yards (tackle by Eddie Vanderdoes),1.930,2.190
3,6:02,2,4,HOU 49,20,17,Ronald Jones up the middle for 3 yards (tackle by Tyrell Adams),2.190,1.880
3,5:23,3,1,HOU 46,20,17,Ronald Jones up the middle for 1 yard (tackle by Whitney Mercilus and Tyrell Adams),1.880,2.590
3,4:43,1,10,HOU 45,20,17,Jameis Winston pass complete short left to Ronald Jones for 6 yards (tackle by Bradley Roby),2.590,2.850
3,4:02,2,4,HOU 39,20,17,Ronald Jones up the middle for 1 yard (tackle by Zach Cunningham),2.850,2.280
3,3:21,3,3,HOU 38,20,17,Jameis Winston pass complete short right to Dare Ogunbowale for 6 yards (tackle by Tashaun Gipson),2.280,3.450
3,2:48,1,10,HOU 32,20,17,Jameis Winston pass incomplete short right intended for Dare Ogunbowale,3.450,2.900
3,2:43,2,10,HOU 32,20,17,Jameis Winston pass complete short left to Justin Watson for 9 yards (tackle by Peter Kalambayi),2.900,3.400
3,2:01,3,1,HOU 23,20,17,Ronald Jones up the middle for no gain (tackle by Zach Cunningham),3.400,2.080
3,1:18,4,1,HOU 23,20,20,Matt Gay 41 yard field goal good,2.080,3.000
3,1:13,,,TAM 35,20,20,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,1:13,1,10,HOU 25,20,20,"Deshaun Watson pass incomplete short left intended for DeAndre Hopkins. Penalty on Nick Martin: Illegal Use of Hands, 10 yards (no play)",0.610,-0.410
3,1:10,1,20,HOU 15,20,20,Deshaun Watson left end for 1 yard (tackle by Shaquil Barrett),-0.410,-1.290
3,0:32,2,19,HOU 16,20,20,Deshaun Watson sacked by Jason Pierre-Paul for -4 yards,-1.290,-2.940
Quarter,Time,Down,ToGo,Location,HOU,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,23,HOU 12,20,20,Deshaun Watson pass complete short left to Kenny Stills for 4 yards (tackle by Carlton Davis),-2.940,-2.390
4,14:34,4,19,HOU 16,20,20,"Bryan Anger punts 54 yards, returned by Spencer Schnell for 2 yards (tackle by Buddy Howell)",-2.390,-1.070
4,14:23,1,10,TAM 32,20,20,Jameis Winston pass complete short middle to Breshad Perriman for 16 yards (tackle by Justin Reid),1.070,2.130
4,13:43,1,10,TAM 48,20,20,Peyton Barber left tackle for 1 yard (tackle by Bradley Roby),2.130,1.720
4,13:04,2,9,TAM 49,20,20,Jameis Winston pass incomplete deep left intended for O.J. Howard,1.720,1.020
4,12:58,3,9,TAM 49,20,20,Jameis Winston sacked by Whitney Mercilus for no gain,1.020,-0.130
4,12:11,4,9,TAM 49,20,20,Bradley Pinion punts 39 yards out of bounds,-0.130,0.350
4,12:01,1,10,HOU 12,20,20,Carlos Hyde up the middle for 4 yards (tackle by Darian Stewart and Rakeem Nunez-Roches),-0.350,-0.370
4,11:26,2,6,HOU 16,20,20,Deshaun Watson pass complete short middle to Carlos Hyde for 10 yards (tackle by Devin White),-0.370,0.670
4,10:53,1,10,HOU 26,20,20,Deshaun Watson sacked by Carl Nassib for no gain,0.670,0.130
4,10:19,2,10,HOU 26,20,20,Deshaun Watson left tackle for 4 yards (tackle by Carl Nassib),0.130,-0.030
4,9:31,3,6,HOU 30,20,20,Deshaun Watson pass complete deep left to DeAndre Carter for 39 yards (tackle by Lavonte David),-0.030,3.510
4,8:54,1,10,TAM 31,20,20,Deshaun Watson pass complete short left to DeAndre Hopkins for 6 yards (tackle by Carlton Davis),3.510,3.780
4,8:13,2,4,TAM 25,20,20,"Deshaun Watson pass incomplete short left intended for Jordan Akins. Penalty on Carlton Davis: Defensive Holding, 5 yards (no play)",3.780,4.240
4,8:07,1,10,TAM 20,20,20,Carlos Hyde up the middle for 1 yard (tackle by Lavonte David and Devin White),4.240,3.820
4,7:25,2,9,TAM 19,20,20,Deshaun Watson pass incomplete short middle intended for Jordan Akins (defended by Darian Stewart),3.820,3.100
4,7:21,3,9,TAM 19,20,20,Deshaun Watson pass incomplete deep left intended for Kenny Stills,3.100,2.180
4,7:16,4,9,TAM 19,23,20,Ka'imi Fairbairn 37 yard field goal good,2.180,3.000
4,7:11,,,HOU 35,23,20,"Ka'imi Fairbairn kicks off 62 yards, muffed catch by Dare Ogunbowale returned by Dare Ogunbowale for 9 yards (tackle by Lonnie Johnson)",0.000,-0.060
4,7:05,1,10,TAM 17,23,20,Ronald Jones up the middle for 3 yards (tackle by D.J. Reader and Angelo Blackson),-0.060,-0.060
4,6:28,2,7,TAM 20,23,20,Jameis Winston pass complete short middle to Ronald Jones for 3 yards (tackle by Zach Cunningham),-0.060,-0.490
4,5:47,3,4,TAM 23,23,20,Jameis Winston pass complete short left to Justin Watson for 7 yards (tackle by Vernon Hargreaves),-0.490,0.940
4,5:18,1,10,TAM 30,23,20,Jameis Winston pass complete short middle to Ronald Jones for 23 yards (tackle by Justin Reid),0.940,2.460
4,4:34,1,10,HOU 47,23,20,Jameis Winston pass incomplete deep left intended for O.J. Howard (defended by Zach Cunningham),2.460,1.910
4,4:27,2,10,HOU 47,23,20,Jameis Winston pass complete short right to Breshad Perriman for 9 yards,1.910,2.410
4,4:22,3,1,HOU 38,23,20,Ronald Jones left end for -2 yards (tackle by Vernon Hargreaves),2.410,0.590
4,3:38,4,3,HOU 40,23,20,Jameis Winston pass incomplete short right intended for Cameron Brate,0.590,-1.600
4,3:34,1,10,HOU 40,23,20,Deshaun Watson sacked by Jason Pierre-Paul for -7 yards,1.600,0.110
4,3:26,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
4,3:26,2,17,HOU 33,23,20,Deshaun Watson pass complete short right to Kenny Stills for 11 yards (tackle by Sean Murphy-Bunting),0.110,0.890
4,2:37,3,6,HOU 44,23,20,Deshaun Watson pass complete short right to DeAndre Carter for 5 yards (tackle by Lavonte David),0.890,-0.130
4,2:27,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
4,2:27,4,1,HOU 49,23,20,Bryan Anger punts 41 yards out of bounds,-0.130,0.380
4,2:21,1,10,TAM 10,23,20,Jameis Winston pass incomplete short middle,-0.380,-0.780
4,2:15,2,10,TAM 10,23,20,Jameis Winston pass complete deep right to Breshad Perriman for 19 yards (tackle by Gareon Conley),-0.780,0.870
4,2:00,1,10,TAM 29,23,20,Jameis Winston sacked by Whitney Mercilus for -3 yards,0.870,-0.080
4,1:38,2,13,TAM 26,23,20,Jameis Winston pass complete short left to Breshad Perriman for 12 yards,-0.080,0.830
4,1:31,3,1,TAM 38,23,20,Jameis Winston pass short left intended for Dare Ogunbowale is intercepted by Jahleel Addae at TB-41 and returned for 4 yards,0.830,-3.120
4,1:27,1,10,TAM 37,23,20,Carlos Hyde up the middle for -2 yards (tackle by Mike Edwards and Ndamukong Suh). Penalty on Zach Fulton: Offensive Holding (Declined),3.120,2.300
4,1:22,2,12,TAM 39,23,20,Carlos Hyde left tackle for 2 yards (tackle by Andrew Adams),2.300,1.880
4,1:13,,,,,,Timeout #3 by Tampa Bay Buccaneers,,
4,1:13,3,10,TAM 37,23,20,Carlos Hyde up the middle for -1 yards (tackle by Ndamukong Suh),1.880,0.720
4,0:28,4,11,TAM 38,23,20,"Penalty on HOU: Delay of Game, 5 yards (no play)",0.720,0.400
4,0:28,4,16,TAM 43,23,20,"Bryan Anger punts 39 yards, fair catch by Spencer Schnell at TB-4",0.400,0.380
4,0:21,1,10,TAM 4,23,20,Jameis Winston pass complete short middle to Dare Ogunbowale for 9 yards,-0.380,-0.120
4,0:04,2,1,TAM 13,23,20,Jameis Winston pass incomplete short left intended for Ishmael Hyman,-0.120,-0.370
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
