Quarter,Time,Down,ToGo,Location,NOR,CAR,Detail,EPB,EPA
1,5:22,2,5,NOR 11,3,0,Austin Johnson middle for 3 yards (tackle by Kony Ealy and Star Lotulelei),-0.420,-0.480
1,4:41,3,2,NOR 14,3,0,Luke McCown pass complete short left to Willie Snead for 4 yards (tackle by Bene Benwikere),-0.480,0.040
1,4:06,1,10,NOR 18,3,0,Luke McCown pass complete short right to Josh Hill for 10 yards (tackle by Bene Benwikere),0.040,0.040
1,3:17,1,10,NOR 18,3,0,Timeout #1 by New Orleans Saints,0.040,0.810
1,3:17,1,10,NOR 28,3,0,Luke McCown pass complete short left to Brandin Cooks for 10 yards (tackle by Bene Benwikere),0.810,1.470
1,3:06,1,10,NOR 38,3,0,Khiry Robinson right end for -1 yards (tackle by A.J. Klein),1.470,0.790
1,2:29,2,11,NOR 37,3,0,Luke McCown pass complete short right to Khiry Robinson for 4 yards (tackle by Roman Harper and Shaq Thompson),0.790,0.630
1,1:39,3,7,NOR 41,3,0,Luke McCown pass complete short right to Ben Watson for 10 yards (tackle by Mario Addison),0.630,2.320
1,1:04,1,10,CAR 49,3,0,Luke McCown pass complete short right to Ben Watson for 4 yards (tackle by Charles Tillman),2.320,2.320
1,0:26,2,6,CAR 45,3,0,Luke McCown pass complete short middle to Mark Ingram for 10 yards (tackle by Roman Harper and Thomas Davis),2.320,3.250
Quarter,Time,Down,ToGo,Location,NOR,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CAR 35,3,0,Khiry Robinson right end for 3 yards (tackle by Roman Harper),3.250,3.110
2,14:23,2,7,CAR 32,3,0,Luke McCown pass complete short right to Marques Colston for 5 yards (tackle by Thomas Davis),3.110,3.070
2,13:45,3,2,CAR 27,3,0,Mark Ingram middle for 5 yards (tackle by Star Lotulelei),3.070,4.110
2,13:09,1,10,CAR 22,3,0,"Luke McCown pass incomplete short middle intended for C.J. Spiller. Penalty on A.J. Klein: Defensive Holding, 5 yards (no play)",4.110,4.440
2,13:04,1,10,CAR 17,3,0,Mark Ingram right guard for 9 yards (tackle by Shaq Thompson and Thomas Davis),4.440,5.480
2,12:25,2,1,CAR 8,3,0,Mark Ingram right tackle for 3 yards (tackle by Josh Norman),5.480,6.060
2,11:50,1,5,CAR 5,9,0,"Mark Ingram right end for 5 yards, touchdown",6.060,7.000
2,11:50,,,CAR 5,10,0,Zach Hocker kicks extra point good,0.000,0.000
2,11:50,,,NOR 35,10,0,"Thomas Morstead kicks off 65 yards, touchback",0.000,-0.280
2,11:44,1,10,CAR 20,10,0,Cam Newton pass complete short left to Brenton Bersin for 13 yards (tackle by Brandon Browner),0.280,1.140
2,11:08,1,10,CAR 33,10,0,Jonathan Stewart right tackle for no gain (tackle by Cameron Jordan and Bobby Richardson),1.140,0.590
2,10:22,2,10,CAR 33,10,0,Cam Newton pass complete deep right to Greg Olsen for 27 yards (tackle by Kenny Vaccaro),0.590,2.920
2,9:50,1,10,NOR 40,10,0,"Cam Newton left tackle for 6 yards (tackle by Ramon Humber and Damian Swann). Penalty on Greg Olsen: Offensive Holding, 10 yards",2.920,2.650
2,9:30,1,14,NOR 44,10,0,Cam Newton pass complete short right to Mike Tolbert for 2 yards (tackle by Kenny Vaccaro),2.650,2.100
2,8:55,2,12,NOR 42,10,0,Jonathan Stewart middle for 14 yards (tackle by Ramon Humber and Kenny Vaccaro),2.100,3.710
2,8:16,1,10,NOR 28,10,0,Cam Newton pass complete short left to Ted Ginn for 14 yards (tackle by Brandon Browner),3.710,4.650
2,7:38,1,10,NOR 14,10,0,Mike Tolbert left end for 5 yards (tackle by David Hawthorne and John Jenkins),4.650,4.900
2,6:57,2,5,NOR 9,10,0,Mike Tolbert middle for 4 yards (tackle by John Jenkins and Bobby Richardson),4.900,4.960
2,6:17,3,1,NOR 5,10,0,Cam Newton middle for 1 yard (tackle by David Hawthorne and Kevin Williams),4.960,6.280
2,5:55,1,4,NOR 4,10,0,"Cam Newton pass complete short left to Greg Olsen for 4 yards. Penalty on Richie Brockel: Offensive Pass Interference, 10 yards (no play)",6.280,4.440
2,5:48,1,14,NOR 14,10,0,Jonathan Stewart right end for 3 yards (tackle by Kenny Phillips and Delvin Breaux),4.440,4.020
2,5:48,2,11,NOR 11,10,6,"Cam Newton pass complete short right to Greg Olsen for 11 yards, touchdown",4.020,7.000
2,5:48,,,NOR 11,10,7,Graham Gano kicks extra point good,0.000,0.000
2,5:48,,,CAR 35,10,7,"Graham Gano kicks off 70 yards, returned by Marcus Murphy for 35 yards (tackle by Joe Webb)",0.000,-0.940
2,5:08,1,10,NOR 30,10,7,Khiry Robinson right guard for no gain (tackle by Kony Ealy and A.J. Klein),0.940,0.390
2,4:34,2,10,NOR 30,10,7,"Penalty on Zach Strief: False Start, 5 yards (no play)",0.390,-0.280
2,4:13,2,15,NOR 25,10,7,"Luke McCown pass complete short left to Brandon Coleman for 6 yards (tackle by Bene Benwikere). Penalty on Tim Lelito: Offensive Holding, 10 yards (no play)",-0.280,-1.780
2,3:46,2,25,NOR 15,10,7,Luke McCown pass complete short left to Khiry Robinson for 4 yards (tackle by Shaq Thompson),-1.780,-1.870
2,2:58,3,21,NOR 19,10,7,Luke McCown pass complete deep middle to Ben Watson for 20 yards (tackle by Charles Tillman),-1.870,-0.780
,,,,,,,"CAR challenged the first down ruling, and the original play was overturned.",,
2,2:18,4,1,NOR 39,10,7,"Penalty on Don Jones: False Start, 5 yards (no play)",-0.780,-1.110
2,2:14,4,6,NOR 34,10,7,"Thomas Morstead punts 47 yards, out of bounds",-1.110,-0.150
2,2:06,1,10,CAR 19,10,7,Cam Newton pass complete deep left to Greg Olsen for 52 yards (tackle by Brandon Browner),0.150,3.640
2,1:58,1,10,NOR 29,10,7,Jonathan Stewart left end for -3 yards (tackle by Damian Swann),3.640,2.700
2,1:26,2,13,NOR 32,10,7,Cam Newton pass incomplete deep right intended for Ted Ginn (defended by Delvin Breaux),2.700,2.020
2,1:19,3,13,NOR 32,10,7,Cam Newton pass complete short middle to Mike Tolbert for 12 yards (tackle by Kenny Phillips),2.020,2.020
2,0:51,3,13,NOR 32,10,7,Timeout #2 by New Orleans Saints,2.020,2.020
2,0:51,3,13,NOR 32,10,7,Timeout #1 by Carolina Panthers,2.020,2.270
2,0:51,4,1,NOR 20,10,7,Cam Newton middle for 1 yard (tackle by Ramon Humber),2.270,4.310
2,0:35,1,10,NOR 19,10,7,Mike Tolbert right end for -2 yards (tackle by Cameron Jordan),4.310,4.310
2,0:31,1,10,NOR 19,10,7,Timeout #2 by Carolina Panthers,4.310,3.490
2,0:31,2,12,NOR 21,10,7,Cam Newton pass complete short right to Greg Olsen for 4 yards (tackle by Kenny Vaccaro),3.490,3.260
2,0:25,3,8,NOR 17,10,7,Cam Newton pass complete short left to Greg Olsen for 15 yards (tackle by Stephone Anthony),3.260,3.260
2,0:14,3,8,NOR 17,10,7,Timeout #3 by Carolina Panthers,3.260,6.740
2,0:14,1,2,NOR 2,10,7,Cam Newton pass incomplete short left intended for Greg Olsen (defended by Damian Swann),6.740,5.720
2,0:10,2,2,NOR 2,10,7,Cam Newton pass incomplete short left intended for Devin Funchess,5.720,4.950
2,0:04,3,2,NOR 2,10,10,Graham Gano 20 yard field goal good,4.950,3.000
2,0:04,,,CAR 35,10,10,"Graham Gano kicks off 53 yards, returned by Khiry Robinson for 14 yards (tackle by Brenton Bersin)",0.000,1.270
Quarter,Time,Down,ToGo,Location,NOR,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,10,10,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,CAR 20,10,10,Cam Newton pass complete short left to Mike Tolbert for 14 yards (tackle by John Jenkins and Kenny Vaccaro),0.280,1.200
3,14:17,1,10,CAR 34,10,10,Jonathan Stewart middle for 3 yards (tackle by Ramon Humber and Akiem Hicks),1.200,1.060
3,13:40,2,7,CAR 37,10,10,Cam Newton pass incomplete short middle intended for Ed Dickson,1.060,0.370
3,13:36,3,7,CAR 37,10,10,Cam Newton sacked by Hau'oli Kikaha for -3 yards,0.370,-1.110
3,13:02,4,10,CAR 34,10,10,"Brad Nortman punts 56 yards, muffed catch by Marcus Murphy, recovered by Marcus Murphy and returned for 3 yards (tackle by Mario Addison). Penalty on Teddy Williams: Unsportsmanlike Conduct, 15 yards (no play)",-1.110,-2.140
3,12:52,4,25,CAR 19,16,10,"Brad Nortman punts 55 yards, returned by Marcus Murphy for 74 yards, touchdown",-2.140,-7.000
3,12:31,,,CAR 19,16,10,Zach Hocker kicks extra point no good,0.000,-1.000
3,12:31,,,NOR 35,16,10,"Thomas Morstead kicks off 63 yards, returned by Joe Webb for 15 yards (tackle by Austin Johnson)",0.000,0.060
3,12:24,1,10,CAR 17,16,10,"Cam Newton pass incomplete deep right intended for Ted Ginn. Penalty on Trai Turner: Tripping, 8 yards, Penalty on Trai Turner: Offensive Holding (Declined) (no play)",-0.060,-0.680
3,12:17,1,18,CAR 9,16,10,Jonathan Stewart left end for 5 yards (tackle by Brandon Browner),-0.680,-0.970
3,11:35,2,13,CAR 14,16,10,"Cam Newton pass incomplete deep right intended for Greg Olsen (defended by Akiem Hicks). Penalty on Brandon Browner: Illegal Contact, 5 yards (no play)",-0.970,0.150
3,11:30,1,10,CAR 19,16,10,Cam Newton left tackle for 1 yard (tackle by Ramon Humber),0.150,-0.200
3,10:57,2,9,CAR 20,16,10,Cam Newton pass complete deep left to Ted Ginn for 55 yards (tackle by Brandon Browner),-0.200,3.910
3,10:17,1,10,NOR 25,16,10,"Penalty on NOR: Defensive 12 On-field, 5 yards (no play)",3.910,4.640
3,9:54,1,5,NOR 20,16,10,Cam Newton pass complete short left to Greg Olsen for 8 yards (tackle by David Hawthorne),4.640,4.780
3,9:22,1,10,NOR 12,16,10,Jonathan Stewart left tackle for 1 yard (tackle by Hau'oli Kikaha),4.780,4.270
3,8:48,2,9,NOR 11,16,16,"Cam Newton pass complete short middle to Greg Olsen for 11 yards, touchdown",4.270,7.000
3,8:48,,,NOR 11,16,17,Graham Gano kicks extra point good,0.000,0.000
3,8:48,,,CAR 35,16,17,"Graham Gano kicks off 70 yards, returned by Marcus Murphy for 24 yards (tackle by Colin Jones)",0.000,-0.150
3,8:37,1,10,NOR 19,16,17,Luke McCown pass complete short middle to Marques Colston for 11 yards (tackle by Charles Tillman),0.150,0.940
3,7:59,1,10,NOR 30,16,17,"Penalty on Zach Strief: False Start, 5 yards (no play)",0.940,0.610
3,7:39,1,15,NOR 25,16,17,Mark Ingram right guard for 4 yards (tackle by Kony Ealy and Thomas Davis),0.610,0.260
3,7:03,2,11,NOR 29,16,17,Luke McCown pass complete short left to Mark Ingram for 1 yard (tackle by A.J. Klein),0.260,-0.300
3,6:20,3,10,NOR 30,16,17,Luke McCown pass complete short right to Marques Colston for 9 yards (tackle by Josh Norman and Bene Benwikere),-0.300,-0.780
3,5:48,4,1,NOR 39,16,17,Austin Johnson middle for 1 yard (tackle by A.J. Klein and Charles Johnson),-0.780,1.600
,,,,,,,"CAR challenged the first down ruling, and the play was upheld.",,
3,5:26,1,10,NOR 40,16,17,"Mark Ingram left guard for -3 yards (tackle by A.J. Klein and Thomas Davis). Penalty on Kony Ealy: Illegal Use of Hands, 5 yards (no play)",1.600,1.930
3,5:05,1,10,NOR 45,16,17,Luke McCown pass incomplete deep right intended for Brandon Coleman,1.930,1.380
3,4:59,2,10,NOR 45,16,17,"Luke McCown pass complete short middle to Ben Watson for 8 yards (tackle by Thomas Davis). Ben Watson fumbles (forced by Thomas Davis), recovered by Roman Harper at CAR-41 and returned for 1 yards (tackle by Willie Snead)",1.380,-1.730
3,4:47,1,10,CAR 42,16,17,Cam Newton pass incomplete deep left intended for Ted Ginn,1.730,1.190
3,4:41,2,10,CAR 42,16,17,Jonathan Stewart left tackle for 12 yards (tackle by Stephone Anthony),1.190,2.520
3,4:00,1,10,NOR 46,16,17,Jonathan Stewart left guard for 2 yards (tackle by Kenny Vaccaro),2.520,2.250
3,3:23,2,8,NOR 44,16,17,Mike Tolbert left guard for 3 yards (tackle by Kenny Vaccaro and Bobby Richardson),2.250,1.950
3,2:52,3,5,NOR 41,16,17,Cam Newton left tackle for 9 yards (tackle by Kasim Edebali),1.950,3.450
3,2:21,1,10,NOR 32,16,17,Jonathan Stewart left tackle for 3 yards (tackle by Tavaris Barnes),3.450,3.310
3,1:47,2,7,NOR 29,16,17,Cam Newton pass incomplete short middle intended for Jonathan Stewart (defended by Kasim Edebali),3.310,3.310
3,1:41,2,7,NOR 29,16,17,Timeout #2 by Carolina Panthers,3.310,2.610
3,1:41,3,7,NOR 29,16,17,Cam Newton pass incomplete deep left intended for Devin Funchess,2.610,1.500
3,1:36,4,7,NOR 29,16,20,Graham Gano 47 yard field goal good,1.500,3.000
3,1:36,,,CAR 35,16,20,"Graham Gano kicks off 65 yards, returned by Marcus Murphy for 13 yards (tackle by Fozzy Whittaker)",0.000,0.320
3,1:26,1,10,NOR 13,16,20,Luke McCown pass complete short left to Willie Snead for 9 yards (tackle by Roman Harper and A.J. Klein),-0.320,0.490
3,0:47,2,1,NOR 22,16,20,Khiry Robinson left guard for -1 yards (tackle by Thomas Davis),0.490,-0.470
3,0:08,3,2,NOR 21,16,20,"Luke McCown pass incomplete short middle intended for Josh Hill. Penalty on Kawann Short: Roughing the Passer, 15 yards (no play)",-0.470,1.330
3,0:02,1,10,NOR 36,16,20,Mark Ingram left guard for 2 yards (tackle by Charles Tillman),1.330,1.060
Quarter,Time,Down,ToGo,Location,NOR,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,NOR 38,16,20,C.J. Spiller left tackle for 4 yards (tackle by A.J. Klein),1.060,0.890
4,14:25,3,4,NOR 42,16,20,Khiry Robinson left end for 1 yard (tackle by Thomas Davis),0.890,-0.520
4,13:45,4,3,NOR 43,16,20,"Thomas Morstead punts 45 yards, fair catch by Ted Ginn",-0.520,0.350
4,13:37,1,10,CAR 12,16,20,Cam Newton pass incomplete short right intended for Greg Olsen,-0.350,-0.780
4,13:30,2,10,CAR 12,16,20,Jonathan Stewart right tackle for 8 yards (tackle by Ramon Humber),-0.780,-0.480
4,13:01,3,2,CAR 20,16,20,Cam Newton pass complete short right to Fozzy Whittaker for 14 yards (tackle by Kenny Phillips),-0.480,1.200
4,12:31,1,10,CAR 34,16,20,"Cam Newton pass complete short right to Devin Funchess for 14 yards (tackle by Stephone Anthony). Penalty on Stephone Anthony: Unnecessary Roughness, 15 yards",1.200,3.120
4,12:16,1,10,NOR 37,16,20,Cam Newton pass complete short right to Ted Ginn for 6 yards (tackle by Damian Swann),3.120,3.380
4,11:42,2,4,NOR 31,16,20,Cam Newton pass complete short middle to Ed Dickson for 10 yards (tackle by David Hawthorne and Kenny Vaccaro),3.380,4.170
4,10:59,1,10,NOR 21,16,20,Cam Newton right guard for 2 yards (tackle by Kenny Vaccaro and Stephone Anthony),4.170,3.900
4,10:26,2,8,NOR 19,16,20,Mike Tolbert right guard for 6 yards (tackle by Hau'oli Kikaha and Ramon Humber),3.900,3.900
4,9:39,2,8,NOR 19,16,20,Timeout #3 by Carolina Panthers,3.900,4.240
4,9:39,3,2,NOR 13,16,26,"Cam Newton left end for 13 yards, touchdown",4.240,7.000
4,9:39,,,NOR 13,16,27,Graham Gano kicks extra point good,0.000,0.000
4,9:39,,,CAR 35,16,27,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
4,9:32,1,10,NOR 20,16,27,Luke McCown pass complete short right to Brandin Cooks for 13 yards (tackle by Tre Boston),0.280,1.140
4,8:56,1,10,NOR 33,16,27,Luke McCown pass incomplete short right intended for Brandon Coleman,1.140,0.590
4,8:53,2,10,NOR 33,16,27,Mark Ingram middle for 2 yards (tackle by Shaq Thompson and Mario Addison),0.590,0.170
4,8:14,3,8,NOR 35,16,27,Luke McCown pass complete short middle to Willie Snead for 15 yards (tackle by Josh Norman),0.170,2.260
4,7:23,1,10,,16,27,Luke McCown sacked by Shaq Thompson for 0 yards,2.260,1.710
4,6:56,2,10,,16,27,Luke McCown pass complete deep right to Marques Colston for 22 yards (tackle by Tre Boston),1.710,3.710
4,6:17,1,10,CAR 28,16,27,Mark Ingram right tackle for 4 yards (tackle by Tre Boston and Kony Ealy),3.710,3.710
4,5:43,2,6,CAR 24,16,27,Luke McCown pass complete short left to Mark Ingram for 3 yards (tackle by Shaq Thompson),3.710,3.400
4,5:01,3,3,CAR 21,16,27,Luke McCown pass complete short left to C.J. Spiller for 19 yards (tackle by Kurt Coleman),3.400,6.740
4,4:55,1,2,CAR 2,22,27,"Khiry Robinson left end for 2 yards, touchdown",6.740,7.000
4,4:55,1,,CAR 2,22,27,"Two Point Attempt: Luke McCown pass incomplete intended for Marques Colston, conversion fails",6.740,-1.000
4,4:55,,,NOR 35,22,27,"Thomas Morstead kicks off 65 yards, touchback",0.000,-0.280
4,4:50,1,10,CAR 20,22,27,Jonathan Stewart left end for no gain (tackle by Brandon Browner and David Hawthorne),0.280,0.280
4,4:40,1,10,CAR 20,22,27,Timeout #1 by New Orleans Saints,0.280,-0.270
4,4:40,2,10,CAR 20,22,27,Cam Newton pass complete short right to Greg Olsen for 6 yards (tackle by David Hawthorne),-0.270,-0.160
4,4:07,3,4,CAR 26,22,27,Cam Newton pass incomplete short right intended for Brenton Bersin,-0.160,-1.630
4,4:00,4,4,CAR 26,22,27,"Brad Nortman punts 53 yards, returned by Marcus Murphy for 8 yards (tackle by Ben Jacobs)",-1.630,-0.870
4,3:50,1,10,NOR 29,22,27,Mark Ingram left guard for 1 yard (tackle by Kawann Short and Kyle Love),0.870,0.460
4,3:16,2,9,NOR 30,22,27,Luke McCown pass complete short left to Mark Ingram for 12 yards (tackle by A.J. Klein),0.460,1.730
4,2:33,1,10,NOR 42,22,27,Luke McCown pass incomplete deep left intended for Willie Snead,1.730,1.190
4,2:27,2,10,NOR 42,22,27,"Luke McCown pass incomplete short middle intended for Marques Colston. Penalty on Ben Watson: Illegal Shift, 5 yards (no play)",1.190,0.510
4,2:22,2,15,NOR 37,22,27,"Luke McCown pass complete short left to Mark Ingram for -3 yards (tackle by Charles Tillman). Penalty on Mario Addison: Defensive Offside, 5 yards (no play)",0.510,1.190
4,2:16,2,10,NOR 42,22,27,Luke McCown pass incomplete short right intended for Marques Colston (defended by Bene Benwikere),1.190,0.500
4,2:11,3,10,NOR 42,22,27,Luke McCown pass complete deep middle to Brandin Cooks for 16 yards (tackle by Josh Norman),0.500,2.790
4,2:00,1,10,CAR 42,22,27,Luke McCown pass complete short left to Brandin Cooks for 15 yards (tackle by A.J. Klein),2.790,3.780
4,1:53,1,10,CAR 27,22,27,Luke McCown pass incomplete short right intended for Marques Colston,3.780,3.230
4,1:49,2,10,CAR 27,22,27,Mark Ingram middle for 4 yards (tackle by Mario Addison),3.230,3.070
4,1:17,3,6,CAR 23,22,27,Luke McCown pass incomplete deep right intended for Brandin Cooks is intercepted by Josh Norman at CAR--5,3.070,-0.280
4,1:09,1,10,CAR 20,22,27,Cameron Artis-Payne left tackle for 1 yard (tackle by David Hawthorne),0.280,0.280
4,1:04,1,10,CAR 20,22,27,Timeout #2 by New Orleans Saints,0.280,-0.130
4,1:04,2,9,CAR 21,22,27,Cameron Artis-Payne middle for 4 yards (tackle by John Jenkins and Bobby Richardson),-0.130,-0.130
4,0:58,2,9,CAR 21,22,27,Timeout #3 by New Orleans Saints,-0.130,-0.300
4,0:58,3,5,CAR 25,22,27,Cameron Artis-Payne middle for 1 yard (tackle by Hau'oli Kikaha),-0.300,-1.630
4,0:14,4,4,CAR 26,22,27,"Penalty on Brad Nortman: Delay of Game, 5 yards (no play)",-1.630,-1.960
4,0:14,4,9,CAR 21,22,27,"Brad Nortman punts 34 yards, fair catch by Marcus Murphy",-1.960,-1.930
4,0:10,1,10,NOR 45,22,27,Luke McCown pass complete short left to Brandin Cooks for 10 yards,1.930,2.590
4,0:06,1,10,CAR 45,22,27,Luke McCown pass complete short left to Mark Ingram for 23 yards (tackle by Kurt Coleman and Mario Addison),2.590,1.070
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
