Quarter,Time,Down,ToGo,Location,BUF,HOU,Detail,EPB,EPA
1,8:57,1,10,BUF 28,0,3,Drew Bledsoe pass incomplete intended for Eric Moulds,0.810,0.260
1,8:51,2,10,BUF 28,0,3,"Penalty on Travis Henry: Illegal Substitution, 5 yards (no play)",0.260,-0.410
1,8:51,2,15,BUF 23,0,3,Drew Bledsoe pass complete to Peerless Price for 9 yards (tackle by Kenny Wright and Marcus Coleman),-0.410,0.100
1,8:06,3,6,BUF 32,0,3,"Drew Bledsoe pass incomplete intended for Larry Centers (defended by Corey Sears). Penalty on HOU: Defensive 12 On-field, 5 yards (no play)",0.100,0.760
1,8:06,3,1,BUF 37,0,3,Drew Bledsoe pass incomplete (defended by Keith Mitchell),0.760,-0.910
1,7:55,4,1,BUF 37,0,3,"Brian Moorman punts 41 yards. Penalty on Jeff Posey: Running Into the Kicker, 5 yards (no play)",-0.910,1.730
1,7:41,1,10,BUF 42,0,3,Travis Henry for 9 yards (tackle by Matt Stevens),1.730,2.400
1,7:08,2,1,HOU 49,0,3,Drew Bledsoe pass complete to Larry Centers for 14 yards (tackle by Jamie Sharper),2.400,3.250
1,6:46,1,10,HOU 35,0,3,Drew Bledsoe pass complete to Jay Riemersma for 12 yards (tackle by Keith Mitchell). Penalty on Jay Foreman: Defensive Holding (Declined),3.250,4.040
1,6:27,1,10,HOU 23,0,3,Travis Henry middle for 4 yards (tackle by Jay Foreman and Jamie Sharper),4.040,4.050
1,5:52,2,6,HOU 19,0,3,Travis Henry right end for 4 yards (tackle by Eric Brown and Gary Walker),4.050,4.050
1,5:12,3,2,HOU 15,0,3,Drew Bledsoe pass incomplete intended for Josh Reed,4.050,2.570
1,5:04,4,2,HOU 15,3,3,Mike Hollis 33 yard field goal good,2.570,3.000
1,5:04,,,BUF 30,3,3,"Mike Hollis kicks off 59 yards, returned by Jermaine Lewis for 19 yards (tackle by Anthony Denman)",0.000,0.940
1,4:56,1,10,HOU 30,3,3,Jonathan Wells left end for no gain (tackle by Aaron Schobel and Pierson Prioleau),0.940,0.390
1,4:21,2,10,HOU 30,3,3,David Carr pass incomplete,0.390,-0.300
1,4:15,2,10,HOU 30,,,Timeout #3 by Houston Texans,0.390,-0.300
1,4:15,3,10,HOU 30,3,3,"Penalty on Jabar Gaffney: False Start, 5 yards (no play)",-0.300,-0.960
1,4:15,3,15,HOU 25,3,3,David Carr pass incomplete intended for Corey Bradford,-0.960,-1.700
1,4:07,4,15,HOU 25,3,3,"Chad Stanley punts 42 yards, fair catch by Charlie Rogers",-1.700,-1.140
1,3:59,1,10,BUF 33,3,3,Travis Henry left end for 7 yards (tackle by Jamie Sharper),1.140,1.540
1,3:20,2,3,BUF 40,3,3,Travis Henry middle for 4 yards (tackle by Jay Foreman and Aaron Glenn),1.540,1.860
1,2:36,1,10,BUF 44,3,3,"Penalty on Marques Sullivan: False Start, 5 yards (no play)",1.860,1.530
1,2:20,1,15,BUF 39,3,3,"Travis Henry left end for 3 yards (tackle by Jamie Sharper). Penalty on Jonas Jennings: Offensive Holding, 10 yards (no play)",1.530,0.870
1,1:53,1,25,BUF 29,3,3,"Drew Bledsoe sacked by Jeff Posey for -10 yards. Drew Bledsoe fumbles (forced by Jeff Posey), recovered by Ruben Brown at BUF-19",0.870,-2.130
1,1:08,2,35,BUF 19,3,3,Travis Henry middle for 14 yards (tackle by Marcus Coleman and Jeff Posey),-2.130,-0.820
1,0:23,3,21,BUF 33,3,3,Drew Bledsoe pass incomplete intended for Eric Moulds (defended by Aaron Glenn),-0.820,-1.180
1,0:17,4,21,BUF 33,3,3,"Brian Moorman punts 48 yards, returned by Jermaine Lewis for 11 yards (tackle by Anthony Denman)",-1.180,-0.940
1,0:05,1,10,HOU 30,3,3,James Allen middle for 2 yards (tackle by Coy Wire),0.940,0.660
Quarter,Time,Down,ToGo,Location,BUF,HOU,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,HOU 32,3,3,David Carr pass complete to Corey Bradford for 17 yards (tackle by Chris Watson),0.660,2.190
2,14:19,1,10,HOU 49,3,3,David Carr for 6 yards (tackle by London Fletcher),2.190,2.460
2,13:49,2,4,BUF 45,3,3,James Allen right guard for 4 yards (tackle by Pat Williams),2.460,2.850
2,13:07,1,10,BUF 41,3,3,Jarrod Baxter middle for no gain (tackle by Pat Williams and Antoine Winfield),2.850,2.310
2,12:31,1,10,BUF 41,,,Timeout #1 by Buffalo Bills,2.850,2.310
2,12:31,2,10,BUF 41,3,3,David Carr sacked by London Fletcher for -7 yards,2.310,0.700
2,12:01,3,17,BUF 48,3,3,David Carr pass complete to Corey Bradford for 19 yards (tackle by Coy Wire),0.700,3.640
2,11:20,1,10,BUF 29,3,3,James Allen left end for 3 yards (tackle by Grant Irons and Ron Edwards),3.640,3.510
2,10:40,2,7,BUF 26,3,9,"David Carr pass complete to Jabar Gaffney for 26 yards, touchdown",3.510,7.000
2,10:40,,,BUF 26,3,10,Kris Brown kicks extra point good,0.000,0.000
2,10:40,,,HOU 30,3,10,"Kris Brown kicks off 59 yards, out of bounds",0.000,1.600
2,10:31,1,10,BUF 40,3,10,Drew Bledsoe pass incomplete intended for Jay Riemersma (defended by Eric Brown),1.600,1.050
2,10:24,2,10,BUF 40,3,10,Travis Henry right guard for 4 yards (tackle by Jamie Sharper),1.050,0.890
2,9:46,3,6,BUF 44,3,10,Drew Bledsoe sacked by Gary Walker for -9 yards,0.890,-1.040
2,9:21,4,15,BUF 35,3,10,"Brian Moorman punts 34 yards, returned by Jermaine Lewis for 1 yard (tackle by Larry Centers). Penalty on HOU: Offensive Holding, 10 yards, Penalty on Jason Lamar: Illegal Block Above the Waist (Declined)",-1.040,-0.410
2,9:08,1,10,HOU 22,3,10,Jonathan Wells left guard for 4 yards (tackle by Pat Williams),0.410,0.410
2,8:35,2,6,HOU 26,3,10,David Carr pass complete to Jabar Gaffney for 11 yards (tackle by Kevin Thomas),0.410,1.400
2,7:55,1,10,HOU 37,3,10,"David Carr pass incomplete intended for Jonathan Wells. Penalty on Kevin Thomas: Illegal Contact (Offsetting), Penalty on Chester Pitts: Offensive Holding (Offsetting) (no play)",1.400,1.400
2,7:49,1,10,HOU 37,3,10,Jonathan Wells middle for 13 yards (tackle by Coy Wire),1.400,2.260
2,7:11,1,10,,3,10,Jonathan Wells middle for 9 yards (tackle by Pierson Prioleau),2.260,2.930
2,6:33,2,1,BUF 41,3,10,"David Carr pass incomplete intended for Corey Bradford. Penalty on Chidi Ahanotu: Roughing the Passer, 15 yards (no play)",2.930,3.840
2,6:25,1,10,BUF 26,3,10,David Carr pass complete to Jabar Gaffney for 11 yards (tackle by Kevin Thomas),3.840,4.580
2,5:48,1,10,BUF 15,3,10,Jonathan Wells right guard for -2 yards (tackle by Pat Williams),4.580,3.680
2,5:11,2,12,BUF 17,3,16,"David Carr for 17 yards, touchdown",3.680,7.000
2,5:11,,,BUF 17,3,17,Kris Brown kicks extra point good,0.000,0.000
2,5:11,,,HOU 30,3,17,"Kris Brown kicks off 64 yards, returned by Charlie Rogers for 14 yards (tackle by Pat Dennis)",0.000,0.280
2,4:58,1,10,BUF 20,3,17,Travis Henry left end for 3 yards (tackle by Seth Payne),0.280,0.140
2,4:20,2,7,BUF 23,3,17,Drew Bledsoe pass complete to Peerless Price for 6 yards (tackle by Kenny Wright),0.140,0.230
2,3:42,3,1,BUF 29,3,17,Larry Centers middle for 3 yards (tackle by Jay Foreman and Jamie Sharper),0.230,1.070
2,3:05,1,10,BUF 32,3,17,Travis Henry left end for 9 yards (tackle by Jeff Posey),1.070,1.740
2,2:15,2,1,BUF 41,3,17,Drew Bledsoe pass complete to Jay Riemersma for 6 yards (tackle by Jeff Posey),1.740,2.060
2,2:00,1,10,BUF 47,3,17,"Drew Bledsoe pass complete to Travis Henry for 14 yards (tackle by Corey Sears). Penalty on Josh Reed: Offensive Pass Interference, 10 yards (no play)",2.060,1.400
2,1:50,1,20,BUF 37,3,17,Drew Bledsoe pass complete to Peerless Price for 35 yards (tackle by Eric Brown),1.400,3.710
2,1:50,1,10,HOU 28,3,17,Larry Centers middle for 13 yards (tackle by Eric Brown),3.710,4.580
2,1:16,1,10,HOU 15,3,17,Drew Bledsoe pass incomplete intended for Eric Moulds,4.580,3.950
2,1:11,2,10,HOU 15,3,17,"Drew Bledsoe pass complete to Peerless Price for 9 yards (tackle by Kenny Wright). Penalty on Kenny Wright: Face Mask (15 Yards), 3 yards",3.950,6.510
2,1:05,1,3,HOU 3,3,17,"Drew Bledsoe pass incomplete intended for Josh Reed. Penalty on Jason Simmons: Defensive Pass Interference, 2 yards (no play)",6.510,6.970
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,0:58,1,1,HOU 1,9,17,"Travis Henry right tackle for 1 yard, touchdown",6.970,7.000
2,0:58,,,HOU 1,10,17,Mike Hollis kicks extra point good,0.000,0.000
2,0:58,,,BUF 30,10,17,"Mike Hollis kicks off 58 yards, out of bounds",0.000,1.600
2,0:54,1,10,HOU 40,10,17,James Allen middle for 8 yards (tackle by Coy Wire),1.600,2.130
2,0:33,2,2,HOU 48,10,17,David Carr pass complete to Billy Miller for 2 yards (tackle by Chris Watson),2.130,2.260
2,0:28,1,10,,10,17,"David Carr for no gain. David Carr fumbles, recovered by David Carr at HOU-48",2.260,1.440
2,0:05,2,12,HOU 48,10,17,David Carr pass incomplete,1.440,0.760
2,0:03,3,12,HOU 48,10,17,David Carr pass complete to Jermaine Lewis for 33 yards (tackle by Antoine Winfield),0.760,4.310
Quarter,Time,Down,ToGo,Location,BUF,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 30,10,17,"Mike Hollis kicks off 63 yards, returned by Jermaine Lewis for 30 yards (tackle by Sammy Morris)",0.000,1.400
3,14:54,1,10,HOU 37,10,17,James Allen left guard for 3 yards (tackle by Pierson Prioleau),1.400,1.260
3,14:20,2,7,HOU 40,10,17,David Carr pass incomplete intended for Corey Bradford (defended by Chris Watson),1.260,0.560
3,14:16,3,7,HOU 40,10,17,"David Carr sacked by Chidi Ahanotu for -2 yards. Penalty on BUF: Unnecessary Roughness, 15 yards",0.560,2.460
3,13:56,1,10,BUF 47,10,17,Jonathan Wells right guard for -3 yards (tackle by Aaron Schobel),2.460,1.510
3,13:17,2,13,,10,17,David Carr for 6 yards (tackle by Antoine Winfield),1.510,1.620
3,12:58,3,7,BUF 44,10,17,"Penalty on David Carr: False Start, 5 yards (no play)",1.620,0.960
3,12:41,3,12,BUF 49,10,17,David Carr pass complete to Billy Miller for 10 yards (tackle by Keith Newman),0.960,0.660
3,11:54,4,2,BUF 39,10,17,"Chad Stanley punts 39 yards, touchback",0.660,-0.280
3,11:42,1,10,BUF 20,10,17,Travis Henry right end for 6 yards (tackle by Seth Payne),0.280,0.540
3,11:02,2,4,BUF 26,10,17,Travis Henry middle for 10 yards (tackle by Marcus Coleman and Jay Foreman),0.540,1.330
3,10:21,1,10,BUF 36,10,17,Drew Bledsoe pass incomplete intended for Larry Centers (defended by Jamie Sharper),1.330,0.790
3,10:16,2,10,BUF 36,10,17,Travis Henry right tackle for no gain (tackle by Eric Brown and Gary Walker),0.790,0.100
3,9:35,3,10,BUF 36,10,17,Drew Bledsoe pass complete to Josh Reed for 28 yards (tackle by Eric Brown),0.100,3.180
3,9:01,1,10,HOU 36,10,17,Drew Bledsoe pass complete to Eric Moulds for 11 yards (tackle by Marcus Coleman),3.180,3.910
3,8:30,1,10,HOU 25,10,17,Travis Henry left guard for 4 yards (tackle by Jamie Sharper),3.910,3.900
3,7:53,2,6,HOU 21,10,17,Drew Bledsoe pass incomplete intended for Larry Centers (defended by Kailee Wong),3.900,3.200
3,7:47,3,6,HOU 21,10,17,Drew Bledsoe pass complete to Peerless Price for 7 yards (tackle by Eric Brown),3.200,4.650
3,7:16,1,10,HOU 14,10,17,Travis Henry right end for 6 yards (tackle by Jay Foreman),4.650,5.090
3,6:47,2,4,HOU 8,10,17,"Drew Bledsoe pass complete to Jay Riemersma for 8 yards. Penalty on Travis Henry: Personal Foul, 15 yards (no play)",5.090,2.880
3,6:40,2,19,HOU 23,16,17,"Travis Henry middle for 23 yards, touchdown",2.880,7.000
3,6:40,,,HOU 23,17,17,Mike Hollis kicks extra point good,0.000,0.000
3,6:40,,,BUF 30,17,17,"Mike Hollis kicks off 64 yards, returned by Jermaine Lewis for 19 yards (tackle by Charles Johnson)",0.000,0.610
3,6:25,1,10,HOU 25,17,17,David Carr sacked by Grant Irons for -6 yards. Penalty on Chester Pitts: Tripping (Declined),0.610,-0.810
3,5:59,2,16,HOU 19,17,17,David Carr pass complete to Corey Bradford for no gain,-0.810,-1.510
3,5:19,3,16,HOU 19,17,17,David Carr pass complete to James Allen for -1 yards (tackle by Pat Williams),-1.510,-2.240
3,4:32,4,17,HOU 18,17,17,"Penalty on Chad Stanley: Delay of Game, 5 yards (no play)",-2.240,-2.490
3,4:25,4,22,HOU 13,17,17,"Chad Stanley punts 49 yards, returned by Charlie Rogers for 1 yard (tackle by Corey Bradford)",-2.490,-1.530
3,4:15,1,10,BUF 39,17,17,Drew Bledsoe pass complete to Peerless Price for 6 yards (tackle by Aaron Glenn),1.530,1.800
3,3:31,2,4,BUF 45,17,17,Travis Henry left guard for -1 yards (tackle by Keith Mitchell and Jamie Sharper),1.800,0.960
3,2:46,3,5,BUF 44,17,17,Drew Bledsoe pass incomplete intended for Jay Riemersma (defended by Kailee Wong),0.960,-0.460
3,2:39,4,5,BUF 44,17,17,"Penalty on Jay Riemersma: Delay of Game, 5 yards (no play)",-0.460,-0.780
3,2:38,4,10,BUF 39,17,17,"Brian Moorman punts 61 yards, touchback",-0.780,-0.280
3,2:30,1,10,HOU 20,17,17,Jonathan Wells left guard for 18 yards (tackle by Nate Clements and Pierson Prioleau),0.280,1.470
3,1:51,1,10,HOU 38,17,17,James Allen right guard for no gain (tackle by London Fletcher and Kendrick Office),1.470,0.920
3,1:11,2,10,HOU 38,17,17,David Carr pass incomplete,0.920,0.230
3,1:05,3,10,HOU 38,17,17,David Carr for 2 yards (tackle by Nate Clements),0.230,-0.720
3,0:34,4,8,HOU 40,17,17,"Chad Stanley punts 50 yards, fair catch by Charlie Rogers",-0.720,0.380
3,0:26,1,10,BUF 10,17,17,Drew Bledsoe pass complete to Travis Henry for 3 yards (tackle by Jerry DeLoach and Seth Payne),-0.380,-0.560
Quarter,Time,Down,ToGo,Location,BUF,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,BUF 13,17,17,"Travis Henry middle for 3 yards (tackle by Jay Foreman and Kailee Wong). Travis Henry fumbles (forced by Kailee Wong), recovered by Jamie Sharper at BUF-18 and returned for 2 yards (tackle by Jonas Jennings). Penalty on BUF: Unnecessary Roughness, 8 yards",-0.560,-5.370
4,14:34,1,8,BUF 8,17,17,Jonathan Wells for 3 yards (tackle by Coy Wire),5.370,5.150
4,14:15,2,5,BUF 5,17,23,"James Allen pass complete to Billy Miller for 5 yards, touchdown",5.150,7.000
4,14:15,,,BUF 5,17,24,Kris Brown kicks extra point good,0.000,0.000
4,14:15,,,HOU 30,17,24,"Kris Brown kicks off 71 yards, returned by Charlie Rogers for 26 yards (tackle by Jason Lamar)",0.000,0.610
4,14:04,1,10,BUF 25,17,24,Travis Henry left end for -1 yards (tackle by Corey Sears),0.610,-0.070
4,13:21,2,11,BUF 24,17,24,Drew Bledsoe pass complete to Eric Moulds for 10 yards (tackle by Marcus Coleman),-0.070,0.560
4,12:41,3,1,BUF 34,17,24,"Drew Bledsoe pass incomplete intended for Peerless Price (defended by Aaron Glenn). Penalty on Jay Foreman: Taunting, 15 yards",0.560,2.190
4,12:35,1,10,BUF 49,17,24,"Travis Henry left end for -2 yards (tackle by Corey Sears and Jay Foreman). Penalty on Jay Foreman: Face Mask (15 Yards), 15 yards",2.190,3.050
4,12:14,1,10,HOU 38,17,24,Drew Bledsoe pass complete to Travis Henry for 8 yards (tackle by Kailee Wong),3.050,3.590
4,11:48,2,2,HOU 30,17,24,Travis Henry right end for 17 yards (tackle by Jay Foreman),3.590,4.710
4,11:05,1,10,HOU 13,17,24,"Travis Henry right end for 3 yards (tackle by Aaron Glenn). Penalty on Marques Sullivan: Offensive Holding, 10 yards (no play)",4.710,4.040
4,10:45,1,20,HOU 23,23,24,"Drew Bledsoe pass complete to Eric Moulds for 23 yards, touchdown",4.040,7.000
4,10:45,,,HOU 23,24,24,Mike Hollis kicks extra point good,0.000,0.000
4,10:45,,,BUF 30,24,24,"Mike Hollis kicks off 65 yards, returned by Jermaine Lewis for 19 yards (tackle by Phillip Crosby)",0.000,0.540
4,10:33,1,10,HOU 24,24,24,Jonathan Wells right guard for 2 yards (tackle by Pat Williams),0.540,0.270
4,9:54,2,8,HOU 26,24,24,David Carr right end for 4 yards (tackle by London Fletcher),0.270,0.100
4,9:09,3,4,HOU 30,24,24,David Carr sacked by Justin Bannan for -7 yards,0.100,-1.830
4,8:39,4,11,HOU 23,24,24,"Chad Stanley punts 53 yards, returned by Charlie Rogers for 8 yards (tackle by Ramon Walker)",-1.830,-1.070
4,8:25,1,10,BUF 32,24,24,Travis Henry left end for 4 yards (tackle by Seth Payne and Gary Walker),1.070,1.070
4,7:46,2,6,BUF 36,24,24,Drew Bledsoe pass complete to Eric Moulds for 12 yards (tackle by Corey Sears),1.070,2.130
4,7:22,1,10,BUF 48,24,24,"Drew Bledsoe sacked by Eric Brown and Kailee Wong for -5 yards. Drew Bledsoe fumbles (forced by Eric Brown), recovered by Travis Henry at BUF-43",2.130,0.910
4,6:45,2,15,BUF 43,24,24,"Travis Henry left end for 4 yards (tackle by Matt Stevens). Penalty on Matt Stevens: Face Mask (5 Yards), 5 yards",0.910,2.120
4,6:15,2,6,HOU 48,24,24,Travis Henry left end for -5 yards (tackle by Eric Brown),2.120,0.760
4,5:31,3,11,BUF 47,24,24,Drew Bledsoe pass complete to Peerless Price for 23 yards (tackle by Marcus Coleman),0.760,3.580
4,4:49,1,10,HOU 30,24,24,Travis Henry right guard for 4 yards (tackle by Jay Foreman and Jamie Sharper),3.580,3.570
4,4:10,2,6,HOU 26,24,24,Drew Bledsoe pass incomplete intended for Phillip Crosby (defended by Eric Brown),3.570,2.870
4,4:02,3,6,HOU 26,30,24,"Drew Bledsoe pass complete to Peerless Price for 26 yards, touchdown",2.870,7.000
4,4:02,,,HOU 26,31,24,Mike Hollis kicks extra point good,0.000,0.000
4,4:02,,,BUF 30,31,24,"Mike Hollis kicks off 64 yards, returned by Jermaine Lewis for 21 yards (tackle by Kevin Thomas)",0.000,0.740
4,3:48,1,10,HOU 27,31,24,David Carr pass incomplete intended for Jarrod Baxter,0.740,0.200
4,3:43,2,10,HOU 27,31,24,"David Carr pass incomplete intended for Corey Bradford is intercepted by Chris Watson at HOU-35. Penalty on Chidi Ahanotu: Roughing the Passer, 15 yards (no play)",0.200,1.730
4,3:34,1,10,HOU 42,31,24,David Carr pass complete to Corey Bradford for 9 yards (tackle by London Fletcher),1.730,2.400
4,3:00,2,1,BUF 49,31,24,Jonathan Wells middle for -1 yards (tackle by Eddie Robinson and Pat Williams),2.400,1.550
4,2:28,3,2,,31,24,Jonathan Wells left guard for 20 yards (tackle by Nate Clements and Pierson Prioleau),1.550,3.580
4,2:00,1,10,BUF 30,31,24,David Carr sacked by Keith Newman for -4 yards,3.580,2.490
4,1:28,2,14,BUF 34,31,24,Jonathan Wells middle for 7 yards (tackle by Justin Bannan),2.490,2.740
4,1:18,2,14,BUF 34,,,Timeout #1 by Houston Texans,2.490,2.740
4,1:18,3,7,BUF 27,31,24,David Carr pass incomplete intended for Jermaine Lewis (defended by Pierson Prioleau),2.740,1.670
4,1:12,4,7,BUF 27,31,24,David Carr middle for 13 yards (tackle by Antoine Winfield),1.670,4.650
4,1:00,4,7,BUF 27,,,Timeout #2 by Houston Texans,1.670,4.650
4,0:52,1,10,BUF 14,31,24,David Carr for 2 yards (tackle by Pat Williams),4.650,4.330
4,0:39,2,8,BUF 12,31,24,David Carr pass incomplete intended for Jabar Gaffney,4.330,3.430
4,0:35,3,8,BUF 12,31,24,David Carr pass incomplete intended for Jabar Gaffney (defended by Nate Clements),3.430,2.630
4,0:30,4,8,BUF 12,31,24,David Carr pass incomplete intended for Jermaine Lewis (defended by Antoine Winfield),2.630,0.350
4,0:26,1,10,BUF 12,31,24,Drew Bledsoe for no gain. Penalty on BUF: Illegal Formation (Declined),-0.350,-0.780
4,0:23,2,10,BUF 12,31,24,Drew Bledsoe for -1 yards,-0.780,-1.540
4,0:18,2,10,BUF 12,,,Timeout #3 by Houston Texans,-0.780,-1.540
4,0:18,3,11,BUF 11,31,24,Drew Bledsoe for -1 yards,-1.540,-2.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
