Quarter,Time,Down,ToGo,Location,CHI,DAL,Detail,EPB,EPA
1,1:10,1,10,CHI 19,0,0,Matt Forte left tackle for 1 yard (tackle by Tyrone Crawford),0.150,-0.200
1,0:37,2,9,CHI 20,0,0,Jay Cutler pass incomplete short middle intended for Kellen Davis,-0.200,-0.940
1,0:30,3,9,CHI 20,0,0,Jay Cutler up the middle for 2 yards (tackle by DeMarcus Ware),-0.940,-1.900
Quarter,Time,Down,ToGo,Location,CHI,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,7,CHI 22,0,0,"Adam Podlesh punts 52 yards, out of bounds",-1.900,-0.670
2,14:50,1,10,DAL 26,0,0,Tony Romo pass complete deep middle to Dez Bryant for 16 yards (tackle by Chris Conte),0.670,1.730
2,14:14,1,10,DAL 42,0,0,DeMarco Murray left tackle for 4 yards (tackle by Lance Briggs),1.730,1.730
2,13:40,2,6,DAL 46,0,0,Tony Romo pass complete short left to Dez Bryant for 10 yards (tackle by Charles Tillman),1.730,2.650
2,12:58,1,10,CHI 44,0,0,DeMarco Murray right end for -1 yards (tackle by Stephen Paea),2.650,1.980
2,12:22,2,11,CHI 45,0,0,Tony Romo pass complete short right to Kevin Ogletree for 7 yards (tackle by Tim Jennings),1.980,2.210
2,11:37,3,4,CHI 38,0,0,Tony Romo pass incomplete deep right intended for Dez Bryant,2.210,0.720
2,11:32,4,4,CHI 38,0,0,Brian Moorman punts 32 yards,0.720,0.380
2,11:22,1,10,CHI 6,0,0,Matt Forte left guard for 1 yard (tackle by Jason Hatcher),-0.380,-0.710
2,10:42,2,9,CHI 7,0,0,Jay Cutler pass complete short middle to Brandon Marshall for 18 yards (tackle by Danny McCray),-0.710,0.610
2,10:06,1,10,CHI 25,0,0,Matt Forte right end for 9 yards (tackle by Danny McCray),0.610,1.280
2,9:32,2,1,CHI 34,0,0,Jay Cutler pass incomplete deep middle intended for Devin Hester,1.280,0.560
2,9:24,3,1,CHI 34,0,0,Michael Bush up the middle for 2 yards (tackle by Sean Lee),0.560,1.330
2,8:43,1,10,CHI 36,0,0,Matt Forte right tackle for 14 yards (tackle by Danny McCray),1.330,2.260
2,8:06,1,10,DAL 50,0,0,Jay Cutler pass incomplete deep right intended for Alshon Jeffery,2.260,1.710
2,7:59,2,10,DAL 50,0,0,Jay Cutler pass incomplete short right intended for Dane Sanzenbacher (defended by Orlando Scandrick),1.710,1.030
2,7:54,3,10,DAL 50,0,0,Jay Cutler pass complete deep middle to Kellen Davis for 16 yards (tackle by Danny McCray),1.030,3.310
2,7:13,1,10,DAL 34,0,0,"Penalty on Matt Spaeth: False Start, 5 yards (no play)",3.310,0.000
2,6:41,,,,0,0,Timeout #2 by Chicago Bears,0.000,2.980
2,6:41,1,15,DAL 39,0,0,"Jay Cutler pass complete short left to Brandon Marshall for 12 yards (tackle by Brandon Carr). Penalty on Brandon Carr: Illegal Contact, 5 yards (no play)",2.980,3.310
2,6:14,1,10,DAL 34,0,0,Matt Forte left end for 5 yards (tackle by Brandon Carr),3.310,3.450
2,5:39,2,5,DAL 29,0,0,Matt Forte left tackle for 4 yards (tackle by Sean Lee),3.450,3.270
2,5:00,3,1,DAL 25,0,0,Michael Bush up the middle for no gain (tackle by Jason Hatcher and Marcus R. Spears),3.270,1.950
2,4:21,4,1,DAL 25,3,0,Robbie Gould 43 yard field goal good,1.950,3.000
2,4:15,,,CHI 35,3,0,"Robbie Gould kicks off 72 yards, touchback",0.000,0.280
2,4:15,1,10,DAL 20,3,0,Tony Romo pass complete short left to Jason Witten for 5 yards (tackle by Chris Conte),0.280,0.410
2,3:34,2,5,DAL 25,3,0,"Tony Romo for no gain. Tony Romo fumbles, recovered by DeMarco Murray at DAL-19 and returned for 2 yards",0.410,-0.820
2,2:46,3,9,DAL 21,9,0,"Tony Romo pass incomplete short left intended for Dez Bryant is intercepted by Charles Tillman at DAL-25 and returned for 25 yards, touchdown",-0.820,-7.000
2,,,,DAL 2,10,0,Robbie Gould kicks extra point good,0.000,0.000
2,2:38,,,CHI 35,10,0,"Robbie Gould kicks off 65 yards, touchback",0.000,0.280
2,2:38,1,10,DAL 20,10,0,Tony Romo pass complete short middle to DeMarco Murray for 5 yards (tackle by D.J. Moore),0.280,0.410
2,2:09,2,5,DAL 25,10,0,Tony Romo pass complete short right to Jason Witten for 11 yards (tackle by D.J. Moore),0.410,1.330
2,2:00,1,10,DAL 36,10,0,Tony Romo pass complete short right to DeMarco Murray for 5 yards (tackle by Julius Peppers),1.330,1.470
2,1:30,2,5,DAL 41,10,0,Tony Romo pass complete short middle to Dez Bryant for 11 yards (tackle by Chris Conte and D.J. Moore),1.470,0.000
2,1:21,,,,10,0,Timeout #1 by Dallas Cowboys,0.000,2.390
2,1:21,1,10,CHI 48,10,0,Tony Romo pass complete short middle to Miles Austin for 12 yards (tackle by Tim Jennings),2.390,3.180
2,1:02,1,10,CHI 36,10,0,Tony Romo pass incomplete,3.180,2.640
2,0:55,2,10,CHI 36,10,0,Tony Romo pass complete deep middle to Miles Austin for 19 yards (tackle by Chris Conte),2.640,0.000
2,0:46,,,,10,0,Timeout #2 by Dallas Cowboys,0.000,4.440
2,0:46,1,10,CHI 17,10,0,Tony Romo pass complete short left to Dez Bryant for 7 yards (tackle by Tim Jennings),4.440,0.000
2,0:20,,,,10,0,Timeout #3 by Chicago Bears,0.000,5.100
2,0:20,2,3,CHI 10,10,6,"Tony Romo pass complete short middle to Miles Austin for 10 yards, touchdown",5.100,7.000
2,0:20,,,CHI 2,10,7,Dan Bailey kicks extra point good,0.000,0.000
2,0:14,,,DAL 35,10,7,"Dan Bailey kicks off 38 yards, returned by Corey Wootton for no gain",0.000,0.740
2,0:14,1,10,CHI 27,10,7,Jay Cutler kneels for -1 yards,0.740,0.060
Quarter,Time,Down,ToGo,Location,CHI,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,10,7,"Dan Bailey kicks off 67 yards, returned by Devin Hester for 29 yards (tackle by Orie Lemon)",0.000,0.740
3,14:53,1,10,CHI 27,10,7,Jay Cutler pass complete short right to Alshon Jeffery for 11 yards (tackle by Morris Claiborne),0.740,1.470
3,14:14,1,10,CHI 38,10,7,Matt Forte up the middle for 2 yards (tackle by Sean Lissemore),1.470,1.190
3,13:28,2,8,CHI 40,10,7,Jay Cutler pass complete deep left to Alshon Jeffery for 16 yards (tackle by Gerald Sensabaugh),1.190,2.650
3,12:43,1,10,DAL 44,10,7,Jay Cutler pass complete short left to Brandon Marshall for 10 yards (tackle by Gerald Sensabaugh),2.650,3.310
3,12:02,1,10,DAL 34,16,7,"Jay Cutler pass complete deep middle to Devin Hester for 34 yards, touchdown",3.310,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
3,12:02,,,DAL 2,17,7,Robbie Gould kicks extra point good,0.000,0.000
3,11:54,,,CHI 35,17,7,"Robbie Gould kicks off 74 yards, touchback",0.000,0.280
3,11:54,1,10,DAL 20,17,7,DeMarco Murray right end for 1 yard (tackle by Israel Idonije),0.280,-0.130
3,11:19,2,9,DAL 21,17,7,Tony Romo pass complete short middle to Kevin Ogletree for 4 yards (tackle by Charles Tillman),-0.130,-0.300
3,10:36,3,5,DAL 25,17,7,Tony Romo pass complete short left to Jason Witten for 14 yards (tackle by Chris Conte),-0.300,1.530
3,10:06,1,10,DAL 39,17,7,Tony Romo pass complete deep middle to Dez Bryant for 25 yards (tackle by Chris Conte and Major Wright),1.530,3.180
3,9:25,1,10,CHI 36,17,7,Tony Romo pass complete deep left to Dez Bryant for 20 yards (tackle by Chris Conte),3.180,4.510
3,8:53,1,10,CHI 16,17,7,DeMarco Murray left end for -2 yards (tackle by Nick Roach),4.510,3.640
3,8:17,2,12,CHI 18,17,7,Tony Romo pass incomplete short middle intended for Kevin Ogletree is intercepted by Major Wright at CHI-6,3.640,0.380
3,8:09,1,10,CHI 6,17,7,Jay Cutler pass complete short middle to Brandon Marshall for 25 yards (tackle by Danny McCray and Gerald Sensabaugh),-0.380,1.000
3,7:40,1,10,CHI 31,17,7,Matt Forte left guard for 3 yards (tackle by Sean Lee),1.000,0.870
3,7:00,2,7,CHI 34,17,7,"Penalty on Brandon Marshall: False Start, 5 yards (no play)",0.870,0.190
3,6:33,2,12,CHI 29,17,7,"Jay Cutler sacked by DeMarcus Ware for -7 yards. Jay Cutler fumbles (forced by DeMarcus Ware), recovered by Victor Butler at CHI-27 (tackle by Kellen Davis)",0.190,-3.780
3,6:25,1,10,CHI 27,23,7,"Tony Romo pass incomplete short middle intended for Jason Witten is intercepted by Lance Briggs at CHI-26 and returned for 74 yards, touchdown",3.780,-7.000
3,,,,DAL 2,24,7,Robbie Gould kicks extra point good,0.000,0.000
3,6:11,,,CHI 35,24,7,"Robbie Gould kicks off 65 yards, touchback",0.000,0.280
3,6:11,1,10,DAL 20,24,7,DeMarco Murray up the middle for 6 yards (tackle by D.J. Moore),0.280,0.540
3,5:45,2,4,DAL 26,24,7,Tony Romo pass complete short middle to Jason Witten for 6 yards (tackle by D.J. Moore),0.540,1.070
3,5:19,1,10,DAL 32,24,7,Tony Romo pass complete short left to DeMarco Murray for 15 yards (tackle by Charles Tillman),1.070,2.060
3,4:37,1,10,DAL 47,24,7,DeMarco Murray left tackle for 6 yards (tackle by Major Wright),2.060,2.330
3,4:00,2,4,CHI 47,24,7,Tony Romo pass complete short middle to Jason Witten for 8 yards (tackle by D.J. Moore),2.330,2.980
3,3:26,1,10,CHI 39,24,7,Felix Jones up the middle for 13 yards (tackle by D.J. Moore and Charles Tillman),2.980,3.840
3,2:50,1,10,CHI 26,24,7,Tony Romo pass complete short left to Jason Witten for 4 yards (tackle by Brian Urlacher),3.840,3.840
3,2:25,2,6,CHI 22,24,7,Tony Romo pass incomplete deep right intended for Miles Austin,3.840,3.140
3,2:20,3,6,CHI 22,24,7,Tony Romo pass incomplete short left intended for Dez Bryant,3.140,2.020
3,2:14,4,6,CHI 22,24,10,Dan Bailey 39 yard field goal good,2.020,3.000
3,2:11,,,DAL 35,24,10,"Dan Bailey kicks off 67 yards, returned by Devin Hester for 21 yards (tackle by Dan Connor)",0.000,0.150
3,2:04,1,10,CHI 19,24,10,Jay Cutler pass complete short middle to Brandon Marshall for 11 yards (tackle by Gerald Sensabaugh),0.150,0.940
3,1:19,1,10,CHI 30,24,10,Jay Cutler pass complete short left to Alshon Jeffery for 5 yards (tackle by Morris Claiborne),0.940,1.070
,,,,,,,"Replay Assistant challenged the fumble ruling, and the original play was overturned.",,
3,0:59,2,5,CHI 35,24,10,Matt Forte left tackle for 1 yard (tackle by Sean Lee),1.070,0.500
3,0:20,3,4,CHI 36,24,10,Jay Cutler pass complete deep right to Kellen Davis for 21 yards (tackle by Mike Jenkins),0.500,2.720
Quarter,Time,Down,ToGo,Location,CHI,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DAL 43,24,10,Matt Forte left end for 2 yards (tackle by Josh Brent),2.720,2.450
4,14:23,2,8,DAL 41,24,10,Matt Forte up the middle for 3 yards (tackle by Victor Butler and Sean Lee),2.450,2.150
4,13:42,3,5,DAL 38,24,10,Jay Cutler pass complete deep right to Brandon Marshall for 30 yards (tackle by Brandon Carr),2.150,5.370
4,12:57,1,8,DAL 8,24,10,Michael Bush left tackle for 5 yards (tackle by Sean Lissemore and Sean Lee),5.370,5.530
4,12:14,2,3,DAL 3,24,10,Matt Forte up the middle for -1 yards (tackle by Marcus R. Spears and Sean Lee),5.530,4.490
4,11:34,3,4,DAL 4,24,10,Jay Cutler pass incomplete short left intended for Brandon Marshall,4.490,3.030
,,,,,,,"DAL challenged the tipped pass ruling, and the original play was overturned.",,
4,11:27,4,4,DAL 4,27,10,Robbie Gould 21 yard field goal good,3.030,3.000
4,11:24,,,CHI 35,27,10,"Robbie Gould kicks off 72 yards, returned by Felix Jones for 22 yards (tackle by Eric Weems)",0.000,-0.220
4,11:17,1,10,DAL 15,27,10,Tony Romo pass complete short middle to Dez Bryant for 9 yards (tackle by Lance Briggs),-0.220,0.620
4,10:52,2,1,DAL 24,27,10,Tony Romo pass complete short left to DeMarco Murray for 8 yards (tackle by Lance Briggs),0.620,1.070
4,10:27,1,10,DAL 32,27,10,Tony Romo pass incomplete deep right intended for Dez Bryant,1.070,0.530
4,10:20,2,10,DAL 32,27,10,Tony Romo pass complete short left to Dez Bryant for 7 yards (tackle by Charles Tillman),0.530,0.760
4,9:55,3,3,DAL 39,27,10,Tony Romo pass incomplete short middle intended for Dwayne Harris,0.760,-0.780
4,9:48,4,3,DAL 39,27,10,Tony Romo pass complete short middle to Miles Austin for 16 yards (tackle by D.J. Moore),-0.780,2.590
4,9:22,1,10,CHI 45,27,10,"Tony Romo pass complete short middle to DeMarco Murray for 4 yards (tackle by D.J. Moore). Penalty on Dez Bryant: Illegal Shift, 5 yards (no play)",2.590,2.260
4,9:09,1,15,CHI 50,27,10,Tony Romo pass complete short middle to DeMarco Murray for no gain,2.260,1.370
4,8:37,2,15,CHI 50,27,10,Tony Romo pass incomplete deep middle intended for Miles Austin is intercepted by D.J. Moore at CHI-33,1.370,-1.140
4,8:30,1,10,CHI 33,27,10,Michael Bush left guard for 5 yards (tackle by Josh Brent),1.140,1.270
4,7:46,2,5,CHI 38,27,10,Michael Bush up the middle for 2 yards (tackle by Sean Lee),1.270,0.000
4,7:41,,,,27,10,Timeout #1 by Dallas Cowboys,0.000,0.830
4,7:37,3,3,CHI 40,27,10,Jay Cutler pass complete deep right to Kellen Davis for 25 yards (tackle by Gerald Sensabaugh),0.830,3.250
4,6:47,1,10,DAL 35,27,10,Michael Bush up the middle for 3 yards (tackle by Danny McCray and Sean Lee),3.250,0.000
4,6:41,,,,27,10,Timeout #2 by Dallas Cowboys,0.000,3.110
4,6:41,2,7,DAL 32,27,10,Michael Bush left end for 1 yard (tackle by Sean Lee),3.110,0.000
4,6:35,,,,27,10,Timeout #3 by Dallas Cowboys,0.000,2.540
4,6:35,3,6,DAL 31,33,10,"Jay Cutler pass complete short middle to Brandon Marshall for 31 yards, touchdown",2.540,7.000
4,6:35,,,DAL 2,34,10,Robbie Gould kicks extra point good,0.000,0.000
4,6:28,,,CHI 35,34,10,"Robbie Gould kicks off 74 yards, returned by Felix Jones for 26 yards (tackle by Kelvin Hayden)",0.000,-0.060
4,6:21,1,10,DAL 17,34,10,Tony Romo pass complete short right to Jason Witten for 3 yards (tackle by Lance Briggs),-0.060,-0.060
4,5:57,2,7,DAL 20,34,10,Tony Romo pass incomplete deep right intended for Kevin Ogletree is intercepted by Major Wright at DAL-43,-0.060,-2.720
4,5:51,1,10,DAL 43,34,10,Kahlil Bell up the middle for 2 yards (tackle by Josh Brent),2.720,2.450
4,5:09,2,8,DAL 41,34,10,"Penalty on Kahlil Bell: False Start, 5 yards (no play)",2.450,1.770
4,4:42,2,13,DAL 46,34,10,Jay Cutler sacked by Josh Brent for -6 yards,1.770,0.300
4,4:01,3,19,CHI 48,34,10,Kahlil Bell up the middle for 10 yards (tackle by Sean Lee),0.300,0.000
4,3:10,,,,34,10,Timeout #1 by Chicago Bears,0.000,0.460
4,3:07,4,9,DAL 42,34,10,"Adam Podlesh punts 31 yards, fair catch by Dwayne Harris",0.460,0.370
4,3:03,1,10,DAL 11,34,10,Kyle Orton pass complete short middle to Jason Witten for 8 yards (tackle by D.J. Moore),-0.370,0.170
4,2:38,2,2,DAL 19,34,10,Kyle Orton pass complete short middle to Phillip Tanner for 5 yards (tackle by Geno Hayes),0.170,0.540
4,2:38,1,10,DAL 24,34,10,Kyle Orton pass incomplete short middle intended for Phillip Tanner,0.540,0.000
4,2:14,2,10,DAL 24,34,10,Kyle Orton pass complete short middle to Cole Beasley for 7 yards (tackle by Geno Hayes),0.000,0.230
4,2:00,3,3,DAL 31,34,10,Kyle Orton pass complete short middle to Andre Holmes for 7 yards (tackle by Tim Jennings),0.230,1.470
4,1:40,1,10,DAL 38,34,10,Kyle Orton pass complete deep middle to Jason Witten for 21 yards (tackle by Craig Steltz),1.470,2.850
4,1:18,1,10,CHI 41,34,10,Kyle Orton pass complete short right to Phillip Tanner for 15 yards (tackle by Tim Jennings),2.850,3.840
4,0:52,1,10,CHI 26,34,10,Kyle Orton pass complete short right to Jason Witten for 14 yards (tackle by Craig Steltz),3.840,4.780
4,0:45,1,10,CHI 12,34,10,Kyle Orton pass complete short right to Cole Beasley for 7 yards,4.780,5.410
4,0:38,2,3,CHI 5,34,16,"Kyle Orton pass complete short right to Jason Witten for 5 yards, touchdown",5.410,7.000
4,0:38,,,,34,18,"Two Point Attempt: Kyle Orton pass complete to Dez Bryant, conversion succeeds",0.000,1.000
4,0:34,,,DAL 35,34,18,"Dan Bailey kicks onside 13 yards, recovered by Alshon Jeffery",0.000,2.390
4,0:34,1,10,DAL 48,34,18,Jay Cutler kneels for -1 yards,2.390,1.710
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
