Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Derrick Henry,TEN,11,20,0,,1,0.1,19,1.7,3,3.7
Tyjae Spears,TEN,4,6,0,,1,0.3,5,1.3,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jerome Ford,CLE,10,18,1,1,0,0.0,18,1.8,5,2.0
Pierre Strong,CLE,6,27,0,1,6,1.0,21,3.5,1,6.0
Kareem Hunt,CLE,5,13,0,1,3,0.6,10,2.0,1,5.0
Deshaun Watson,CLE,4,16,0,2,9,2.3,7,1.8,2,2.0
Elijah Moore,CLE,3,-1,0,0,-3,-1.0,2,0.7,0,
Harrison Bryant,CLE,2,4,0,2,2,1.0,2,1.0,0,
Marquise Goodwin,CLE,1,1,0,,1,1.0,0,0.0,0,
