Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jerick McKinnon,SFO,14,38,1,3,16,1.1,22,1.6,0,
Jeff Wilson,SFO,12,15,1,2,6,0.5,9,0.8,0,
Nick Mullens,SFO,4,0,0,1,-1,-0.3,1,0.3,0,
Brandon Aiyuk,SFO,3,31,1,1,28,9.3,3,1.0,0,
Jamycal Hasty,SFO,2,9,0,,7,3.5,2,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Devonta Freeman,NYG,5,10,0,1,3,0.6,7,1.4,0,
Daniel Jones,NYG,5,49,0,2,45,9.0,4,0.8,0,
Wayne Gallman,NYG,4,7,0,,1,0.3,6,1.5,0,
Dion Lewis,NYG,1,0,0,0,0,0.0,0,0.0,0,
