0,1
Game Info,Game Info
Won Toss,Giants (deferred)
Roof,outdoors
Surface,fieldturf
Duration,3:01
Weather,"75 degrees, relative humidity 72%, wind 2 mph"
Vegas Line,San Francisco 49ers -3.0
Over/Under,44.0 (over)
