Quarter,Time,Tm,Detail,WAS,NYG
1.0,8:39,Commanders,Joey Slye 21 yard field goal,3,0
,2:27,Commanders,Terry McLaurin 19 yard pass from Taylor Heinicke (Joey Slye kick),10,0
2.0,13:38,Giants,Graham Gano 48 yard field goal,10,3
,8:53,Giants,Saquon Barkley 13 yard rush (Graham Gano kick),10,10
,2:28,Commanders,Joey Slye 42 yard field goal,13,10
,0:02,Giants,Graham Gano 27 yard field goal,13,13
3.0,11:34,Giants,Isaiah Hodgins 6 yard pass from Daniel Jones (Graham Gano kick),13,20
4.0,1:45,Commanders,Jahan Dotson 28 yard pass from Taylor Heinicke (Joey Slye kick),20,20
