Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Chuba Hubbard,CAR,9,23,0,1,7,0.8,16,1.8,0,
Bryce Young,CAR,3,18,0,3,9,3.0,9,3.0,0,
Raheem Blackshear,CAR,2,7,0,,4,2.0,3,1.5,0,
Miles Sanders,CAR,2,-5,0,0,-5,-2.5,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
D'Onta Foreman,CHI,21,80,1,6,41,2.0,39,1.9,0,
Tyson Bagent,CHI,6,12,0,1,8,1.3,4,0.7,0,
Roschon Johnson,CHI,5,18,0,1,11,2.2,7,1.4,0,
Darrynton Evans,CHI,2,5,0,,5,2.5,0,0.0,0,
Cole Kmet,CHI,1,1,0,1,1,1.0,0,0.0,0,
D.J. Moore,CHI,1,1,0,0,1,1.0,0,0.0,0,
Tyler Scott,CHI,1,16,0,1,10,10.0,6,6.0,0,
